,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Non-volatile PM<sub>10</sub> (Hourly measured),status.5,unit.5,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.6,unit.6,Ozone,status.7,unit.7,PM<sub>2.5</sub> particulate matter (Hourly measured),status.8,unit.8,Sulphur dioxide,status.9,unit.9,Volatile PM<sub>10</sub> (Hourly measured),status.10,unit.10,Volatile PM<sub>2.5</sub> (Hourly measured),status.11,unit.11
10,01-01-2011,11:00,0.3,R,mgm-3,25.0,R,ugm-3 (TEOM FDMS),39.0,R,ugm-3,57.0,R,ugm-3,117.0,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),17.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,24.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
11,01-01-2011,12:00,0.3,R,mgm-3,25.0,R,ugm-3 (TEOM FDMS),63.0,R,ugm-3,61.0,R,ugm-3,157.0,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),15.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,24.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS)
12,01-01-2011,13:00,0.3,R,mgm-3,24.0,R,ugm-3 (TEOM FDMS),80.0,R,ugm-3,67.0,R,ugm-3,189.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
13,01-01-2011,14:00,0.2,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),68.0,R,ugm-3,71.0,R,ugm-3,174.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,21.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
14,01-01-2011,15:00,0.3,R,mgm-3,22.0,R,ugm-3 (TEOM FDMS),68.0,R,ugm-3,65.0,R,ugm-3,168.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
15,01-01-2011,16:00,0.3,R,mgm-3,19.0,R,ugm-3 (TEOM FDMS),60.0,R,ugm-3,61.0,R,ugm-3,153.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
16,01-01-2011,17:00,0.2,R,mgm-3,17.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,52.0,R,ugm-3,82.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),28.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
17,01-01-2011,18:00,0.3,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,65.0,R,ugm-3,96.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
18,01-01-2011,19:00,0.3,R,mgm-3,20.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,74.0,R,ugm-3,130.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
19,01-01-2011,20:00,0.3,R,mgm-3,22.0,R,ugm-3 (TEOM FDMS),21.0,R,ugm-3,63.0,R,ugm-3,96.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),24.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
20,01-01-2011,21:00,0.3,R,mgm-3,22.0,R,ugm-3 (TEOM FDMS),35.0,R,ugm-3,67.0,R,ugm-3,120.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
21,01-01-2011,22:00,0.2,R,mgm-3,21.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,69.0,R,ugm-3,139.0,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
22,01-01-2011,23:00,0.2,R,mgm-3,20.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,52.0,R,ugm-3,82.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),24.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
23,01-01-2011,24:00,0.2,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),31.0,R,ugm-3,59.0,R,ugm-3,107.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
24,02-01-2011,01:00,0.2,R,mgm-3,19.0,R,ugm-3 (TEOM FDMS),29.0,R,ugm-3,57.0,R,ugm-3,101.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
25,02-01-2011,02:00,0.1,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,42.0,R,ugm-3,53.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),26.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
26,02-01-2011,03:00,0.1,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,34.0,R,ugm-3,46.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),34.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
27,02-01-2011,04:00,0.1,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,29.0,R,ugm-3,34.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
28,02-01-2011,05:00,0.1,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,31.0,R,ugm-3,38.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),32.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
29,02-01-2011,06:00,0.1,R,mgm-3,15.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,34.0,R,ugm-3,44.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),32.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
30,02-01-2011,07:00,0.1,R,mgm-3,15.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3,38.0,R,ugm-3,52.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),28.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
31,02-01-2011,08:00,0.1,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),38.0,R,ugm-3,61.0,R,ugm-3,118.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
32,02-01-2011,09:00,0.1,R,mgm-3,17.0,R,ugm-3 (TEOM FDMS),60.0,R,ugm-3,69.0,R,ugm-3,160.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
33,02-01-2011,10:00,0.2,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),66.0,R,ugm-3,71.0,R,ugm-3,172.0,R,ugm-3,15.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
34,02-01-2011,11:00,0.2,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),50.0,R,ugm-3,65.0,R,ugm-3,141.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
35,02-01-2011,12:00,0.2,R,mgm-3,20.0,R,ugm-3 (TEOM FDMS),44.0,R,ugm-3,65.0,R,ugm-3,132.0,R,ugm-3,15.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
36,02-01-2011,13:00,0.2,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),53.0,R,ugm-3,67.0,R,ugm-3,147.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
37,02-01-2011,14:00,0.2,R,mgm-3,18.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,61.0,R,ugm-3,117.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3,15.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
38,02-01-2011,15:00,0.2,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),35.0,R,ugm-3,63.0,R,ugm-3,117.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
39,02-01-2011,16:00,0.2,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),35.0,R,ugm-3,67.0,R,ugm-3,120.0,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
40,02-01-2011,17:00,0.2,R,mgm-3,17.0,R,ugm-3 (TEOM FDMS),89.0,R,ugm-3,88.0,R,ugm-3,223.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
41,02-01-2011,18:00,0.2,R,mgm-3,16.0,R,ugm-3 (TEOM FDMS),86.0,R,ugm-3,86.0,R,ugm-3,218.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
42,02-01-2011,19:00,0.3,R,mgm-3,19.0,R,ugm-3 (TEOM FDMS),53.0,R,ugm-3,82.0,R,ugm-3,162.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
43,02-01-2011,20:00,0.2,R,mgm-3,19.0,R,ugm-3 (TEOM FDMS),63.0,R,ugm-3,78.0,R,ugm-3,174.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
44,02-01-2011,21:00,0.3,R,mgm-3,23.0,R,ugm-3 (TEOM FDMS),58.0,R,ugm-3,76.0,R,ugm-3,164.0,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
45,02-01-2011,22:00,0.2,R,mgm-3,26.0,R,ugm-3 (TEOM FDMS),43.0,R,ugm-3,73.0,R,ugm-3,138.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),15.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
46,02-01-2011,23:00,0.2,R,mgm-3,24.0,R,ugm-3 (TEOM FDMS),45.0,R,ugm-3,76.0,R,ugm-3,145.0,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
47,02-01-2011,24:00,0.2,R,mgm-3,25.0,R,ugm-3 (TEOM FDMS),35.0,R,ugm-3,67.0,R,ugm-3,120.0,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
48,03-01-2011,01:00,0.2,R,mgm-3,23.0,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3,57.0,R,ugm-3,74.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,21.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
49,03-01-2011,02:00,0.2,R,mgm-3,22.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,46.0,R,ugm-3,50.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
50,03-01-2011,03:00,0.2,R,mgm-3,24.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,44.0,R,ugm-3,50.0,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
51,03-01-2011,04:00,0.2,R,mgm-3,21.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,46.0,R,ugm-3,53.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
52,03-01-2011,05:00,0.2,R,mgm-3,23.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,42.0,R,ugm-3,48.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),22.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
53,03-01-2011,06:00,0.2,R,mgm-3,23.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3,48.0,R,ugm-3,59.0,R,ugm-3,15.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
54,03-01-2011,07:00,0.2,R,mgm-3,25.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3,55.0,R,ugm-3,69.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
55,03-01-2011,08:00,0.2,R,mgm-3,22.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,63.0,R,ugm-3,94.0,R,ugm-3,17.0,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
56,03-01-2011,09:00,0.3,R,mgm-3,29.0,R,ugm-3 (TEOM FDMS),66.0,R,ugm-3,78.0,R,ugm-3,180.0,R,ugm-3,23.0,R,ugm-3 (TEOM FDMS),19.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3,26.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
57,03-01-2011,10:00,0.3,R,mgm-3,33.0,R,ugm-3 (TEOM FDMS),76.0,R,ugm-3,76.0,R,ugm-3,193.0,R,ugm-3,26.0,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,26.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
58,03-01-2011,11:00,0.3,R,mgm-3,35.0,R,ugm-3 (TEOM FDMS),61.0,R,ugm-3,74.0,R,ugm-3,168.0,R,ugm-3,25.0,R,ugm-3 (TEOM FDMS),17.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,25.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
59,03-01-2011,12:00,0.2,R,mgm-3,29.0,R,ugm-3 (TEOM FDMS),45.0,R,ugm-3,76.0,R,ugm-3,145.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,23.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS)
60,03-01-2011,13:00,0.5,R,mgm-3,35.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,82.0,R,ugm-3,153.0,R,ugm-3,25.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,27.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS)
