,Date,time,Carbon monoxide,status,unit,PM10 particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM2.5 particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7
0,01-01-2004,01:00,,,,39.0,R,ugm-3 (GRAV EQ),,,,,,,,,,,,,22.0,R,ugm-3 (TEOM),,,
1,01-01-2004,02:00,0.1,R,mgm-3,12.0,R,ugm-3 (GRAV EQ),1.0,R,ugm-3,32.0,R,ugm-3,34.0,R,ugm-3,48.0,R,ugm-3,5.0,R,ugm-3 (TEOM),5.0,R,ugm-3
2,01-01-2004,03:00,0.2,R,mgm-3,5.0,R,ugm-3 (GRAV EQ),3.0,R,ugm-3,29.0,R,ugm-3,32.0,R,ugm-3,46.0,R,ugm-3,4.0,R,ugm-3 (TEOM),3.0,R,ugm-3
3,01-01-2004,04:00,0.1,R,mgm-3,3.0,R,ugm-3 (GRAV EQ),3.0,R,ugm-3,31.0,R,ugm-3,34.0,R,ugm-3,46.0,R,ugm-3,1.0,R,ugm-3 (TEOM),0.0,R,ugm-3
4,01-01-2004,05:00,0.2,R,mgm-3,0.0,R,ugm-3 (GRAV EQ),1.0,R,ugm-3,29.0,R,ugm-3,31.0,R,ugm-3,50.0,R,ugm-3,-1.0,R,ugm-3 (TEOM),3.0,R,ugm-3
5,01-01-2004,06:00,0.1,R,mgm-3,7.0,R,ugm-3 (GRAV EQ),1.0,R,ugm-3,27.0,R,ugm-3,29.0,R,ugm-3,54.0,R,ugm-3,2.0,R,ugm-3 (TEOM),3.0,R,ugm-3
6,01-01-2004,07:00,0.1,R,mgm-3,4.0,R,ugm-3 (GRAV EQ),3.0,R,ugm-3,31.0,R,ugm-3,34.0,R,ugm-3,46.0,R,ugm-3,2.0,R,ugm-3 (TEOM),3.0,R,ugm-3
7,01-01-2004,08:00,0.1,R,mgm-3,7.0,R,ugm-3 (GRAV EQ),3.0,R,ugm-3,32.0,R,ugm-3,36.0,R,ugm-3,38.0,R,ugm-3,4.0,R,ugm-3 (TEOM),0.0,R,ugm-3
8,01-01-2004,09:00,0.1,R,mgm-3,5.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,40.0,R,ugm-3,46.0,R,ugm-3,30.0,R,ugm-3,3.0,R,ugm-3 (TEOM),3.0,R,ugm-3
9,01-01-2004,10:00,0.1,R,mgm-3,9.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,48.0,R,ugm-3,57.0,R,ugm-3,22.0,R,ugm-3,5.0,R,ugm-3 (TEOM),3.0,R,ugm-3
10,01-01-2004,11:00,0.1,R,mgm-3,12.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,53.0,R,ugm-3,69.0,R,ugm-3,12.0,R,ugm-3,6.0,R,ugm-3 (TEOM),3.0,R,ugm-3
11,01-01-2004,12:00,0.2,R,mgm-3,12.0,R,ugm-3 (GRAV EQ),16.0,R,ugm-3,63.0,R,ugm-3,88.0,R,ugm-3,8.0,R,ugm-3,7.0,R,ugm-3 (TEOM),5.0,R,ugm-3
12,01-01-2004,13:00,0.3,R,mgm-3,16.0,R,ugm-3 (GRAV EQ),51.0,R,ugm-3,84.0,R,ugm-3,162.0,R,ugm-3,4.0,R,ugm-3,9.0,R,ugm-3 (TEOM),11.0,R,ugm-3
13,01-01-2004,14:00,0.5,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),88.0,R,ugm-3,107.0,R,ugm-3,241.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),21.0,R,ugm-3
14,01-01-2004,15:00,0.5,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),66.0,R,ugm-3,97.0,R,ugm-3,199.0,R,ugm-3,2.0,R,ugm-3,11.0,R,ugm-3 (TEOM),16.0,R,ugm-3
15,01-01-2004,16:00,0.2,R,mgm-3,13.0,R,ugm-3 (GRAV EQ),18.0,R,ugm-3,67.0,R,ugm-3,94.0,R,ugm-3,18.0,R,ugm-3,6.0,R,ugm-3 (TEOM),5.0,R,ugm-3
16,01-01-2004,17:00,0.2,R,mgm-3,16.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,59.0,R,ugm-3,82.0,R,ugm-3,20.0,R,ugm-3,7.0,R,ugm-3 (TEOM),5.0,R,ugm-3
17,01-01-2004,18:00,0.2,R,mgm-3,20.0,R,ugm-3 (GRAV EQ),13.0,R,ugm-3,59.0,R,ugm-3,78.0,R,ugm-3,22.0,R,ugm-3,10.0,R,ugm-3 (TEOM),5.0,R,ugm-3
18,01-01-2004,19:00,0.2,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,61.0,R,ugm-3,84.0,R,ugm-3,16.0,R,ugm-3,9.0,R,ugm-3 (TEOM),5.0,R,ugm-3
19,01-01-2004,20:00,0.2,R,mgm-3,18.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,52.0,R,ugm-3,67.0,R,ugm-3,24.0,R,ugm-3,9.0,R,ugm-3 (TEOM),5.0,R,ugm-3
20,01-01-2004,21:00,0.1,R,mgm-3,14.0,R,ugm-3 (GRAV EQ),9.0,R,ugm-3,53.0,R,ugm-3,67.0,R,ugm-3,24.0,R,ugm-3,8.0,R,ugm-3 (TEOM),5.0,R,ugm-3
21,01-01-2004,22:00,0.2,R,mgm-3,17.0,R,ugm-3 (GRAV EQ),13.0,R,ugm-3,61.0,R,ugm-3,80.0,R,ugm-3,18.0,R,ugm-3,9.0,R,ugm-3 (TEOM),5.0,R,ugm-3
22,01-01-2004,23:00,0.2,R,mgm-3,18.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,57.0,R,ugm-3,80.0,R,ugm-3,14.0,R,ugm-3,10.0,R,ugm-3 (TEOM),5.0,R,ugm-3
23,01-01-2004,24:00,0.2,R,mgm-3,16.0,R,ugm-3 (GRAV EQ),11.0,R,ugm-3,59.0,R,ugm-3,76.0,R,ugm-3,12.0,R,ugm-3,9.0,R,ugm-3 (TEOM),5.0,R,ugm-3
24,02-01-2004,01:00,0.2,R,mgm-3,17.0,R,ugm-3 (GRAV EQ),20.0,R,ugm-3,59.0,R,ugm-3,90.0,R,ugm-3,10.0,R,ugm-3,9.0,R,ugm-3 (TEOM),5.0,R,ugm-3
25,02-01-2004,02:00,0.1,R,mgm-3,18.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,50.0,R,ugm-3,61.0,R,ugm-3,16.0,R,ugm-3,10.0,R,ugm-3 (TEOM),8.0,R,ugm-3
26,02-01-2004,03:00,0.1,R,mgm-3,14.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,38.0,R,ugm-3,48.0,R,ugm-3,22.0,R,ugm-3,9.0,R,ugm-3 (TEOM),8.0,R,ugm-3
27,02-01-2004,04:00,0.1,R,mgm-3,10.0,R,ugm-3 (GRAV EQ),5.0,R,ugm-3,29.0,R,ugm-3,36.0,R,ugm-3,30.0,R,ugm-3,7.0,R,ugm-3 (TEOM),5.0,R,ugm-3
28,02-01-2004,05:00,0.1,R,mgm-3,12.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,29.0,R,ugm-3,40.0,R,ugm-3,32.0,R,ugm-3,8.0,R,ugm-3 (TEOM),8.0,R,ugm-3
29,02-01-2004,06:00,0.1,R,mgm-3,12.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,42.0,R,ugm-3,57.0,R,ugm-3,26.0,R,ugm-3,8.0,R,ugm-3 (TEOM),8.0,R,ugm-3
30,02-01-2004,07:00,0.1,R,mgm-3,14.0,R,ugm-3 (GRAV EQ),18.0,R,ugm-3,53.0,R,ugm-3,80.0,R,ugm-3,16.0,R,ugm-3,9.0,R,ugm-3 (TEOM),8.0,R,ugm-3
31,02-01-2004,08:00,0.2,R,mgm-3,18.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,57.0,R,ugm-3,97.0,R,ugm-3,6.0,R,ugm-3,11.0,R,ugm-3 (TEOM),8.0,R,ugm-3
32,02-01-2004,09:00,0.5,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),35.0,R,ugm-3,52.0,R,ugm-3,105.0,R,ugm-3,2.0,R,ugm-3,16.0,R,ugm-3 (TEOM),5.0,R,ugm-3
33,02-01-2004,10:00,0.5,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),49.0,R,ugm-3,55.0,R,ugm-3,130.0,R,ugm-3,2.0,R,ugm-3,19.0,R,ugm-3 (TEOM),5.0,R,ugm-3
34,02-01-2004,11:00,0.3,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),45.0,R,ugm-3,57.0,R,ugm-3,126.0,R,ugm-3,4.0,R,ugm-3,19.0,R,ugm-3 (TEOM),5.0,R,ugm-3
35,02-01-2004,12:00,0.3,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),43.0,R,ugm-3,57.0,R,ugm-3,122.0,R,ugm-3,6.0,R,ugm-3,19.0,R,ugm-3 (TEOM),5.0,R,ugm-3
36,02-01-2004,13:00,0.3,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,55.0,R,ugm-3,118.0,R,ugm-3,6.0,R,ugm-3,19.0,R,ugm-3 (TEOM),5.0,R,ugm-3
37,02-01-2004,14:00,0.3,R,mgm-3,34.0,R,ugm-3 (GRAV EQ),38.0,R,ugm-3,53.0,R,ugm-3,111.0,R,ugm-3,10.0,R,ugm-3,20.0,R,ugm-3 (TEOM),5.0,R,ugm-3
38,02-01-2004,15:00,0.3,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),35.0,R,ugm-3,55.0,R,ugm-3,109.0,R,ugm-3,12.0,R,ugm-3,18.0,R,ugm-3 (TEOM),5.0,R,ugm-3
39,02-01-2004,16:00,0.3,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),33.0,R,ugm-3,59.0,R,ugm-3,109.0,R,ugm-3,10.0,R,ugm-3,18.0,R,ugm-3 (TEOM),5.0,R,ugm-3
40,02-01-2004,17:00,0.5,R,mgm-3,36.0,R,ugm-3 (GRAV EQ),44.0,R,ugm-3,65.0,R,ugm-3,132.0,R,ugm-3,4.0,R,ugm-3,20.0,R,ugm-3 (TEOM),5.0,R,ugm-3
41,02-01-2004,18:00,0.3,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),24.0,R,ugm-3,59.0,R,ugm-3,96.0,R,ugm-3,12.0,R,ugm-3,13.0,R,ugm-3 (TEOM),5.0,R,ugm-3
42,02-01-2004,19:00,0.5,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),40.0,R,ugm-3,74.0,R,ugm-3,136.0,R,ugm-3,4.0,R,ugm-3,16.0,R,ugm-3 (TEOM),5.0,R,ugm-3
43,02-01-2004,20:00,0.7,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),53.0,R,ugm-3,78.0,R,ugm-3,159.0,R,ugm-3,0.0,R,ugm-3,19.0,R,ugm-3 (TEOM),8.0,R,ugm-3
44,02-01-2004,21:00,0.6,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,74.0,R,ugm-3,138.0,R,ugm-3,0.0,R,ugm-3,18.0,R,ugm-3 (TEOM),5.0,R,ugm-3
45,02-01-2004,22:00,0.7,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),55.0,R,ugm-3,78.0,R,ugm-3,162.0,R,ugm-3,0.0,R,ugm-3,19.0,R,ugm-3 (TEOM),8.0,R,ugm-3
46,02-01-2004,23:00,0.7,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),64.0,R,ugm-3,78.0,R,ugm-3,176.0,R,ugm-3,0.0,R,ugm-3,18.0,R,ugm-3 (TEOM),8.0,R,ugm-3
47,02-01-2004,24:00,0.7,R,mgm-3,30.0,R,ugm-3 (GRAV EQ),69.0,R,ugm-3,74.0,R,ugm-3,180.0,R,ugm-3,0.0,R,ugm-3,16.0,R,ugm-3 (TEOM),11.0,R,ugm-3
48,03-01-2004,01:00,0.3,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),59.0,R,ugm-3,74.0,R,ugm-3,164.0,R,ugm-3,2.0,R,ugm-3,16.0,R,ugm-3 (TEOM),11.0,R,ugm-3
49,03-01-2004,02:00,0.1,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,71.0,R,ugm-3,94.0,R,ugm-3,4.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
50,03-01-2004,03:00,0.1,R,mgm-3,25.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,59.0,R,ugm-3,82.0,R,ugm-3,4.0,R,ugm-3,14.0,R,ugm-3 (TEOM),5.0,R,ugm-3
51,03-01-2004,04:00,0.1,R,mgm-3,25.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,55.0,R,ugm-3,78.0,R,ugm-3,4.0,R,ugm-3,15.0,R,ugm-3 (TEOM),8.0,R,ugm-3
52,03-01-2004,05:00,0.1,R,mgm-3,25.0,R,ugm-3 (GRAV EQ),14.0,R,ugm-3,53.0,R,ugm-3,74.0,R,ugm-3,2.0,R,ugm-3,16.0,R,ugm-3 (TEOM),11.0,R,ugm-3
53,03-01-2004,06:00,0.2,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),16.0,R,ugm-3,52.0,R,ugm-3,76.0,R,ugm-3,4.0,R,ugm-3,16.0,R,ugm-3 (TEOM),13.0,R,ugm-3
54,03-01-2004,07:00,0.2,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),33.0,R,ugm-3,55.0,R,ugm-3,105.0,R,ugm-3,2.0,R,ugm-3,17.0,R,ugm-3 (TEOM),13.0,R,ugm-3
55,03-01-2004,08:00,0.2,R,mgm-3,30.0,R,ugm-3 (GRAV EQ),50.0,R,ugm-3,59.0,R,ugm-3,136.0,R,ugm-3,0.0,R,ugm-3,18.0,R,ugm-3 (TEOM),16.0,R,ugm-3
56,03-01-2004,09:00,0.2,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),40.0,R,ugm-3,57.0,R,ugm-3,118.0,R,ugm-3,2.0,R,ugm-3,19.0,R,ugm-3 (TEOM),16.0,R,ugm-3
57,03-01-2004,10:00,0.3,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),55.0,R,ugm-3,59.0,R,ugm-3,143.0,R,ugm-3,4.0,R,ugm-3,19.0,R,ugm-3 (TEOM),16.0,R,ugm-3
58,03-01-2004,11:00,0.3,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),51.0,R,ugm-3,61.0,R,ugm-3,139.0,R,ugm-3,4.0,R,ugm-3,19.0,R,ugm-3 (TEOM),13.0,R,ugm-3
59,03-01-2004,12:00,0.3,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),51.0,R,ugm-3,61.0,R,ugm-3,139.0,R,ugm-3,4.0,R,ugm-3,17.0,R,ugm-3 (TEOM),13.0,R,ugm-3
60,03-01-2004,13:00,0.2,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),43.0,R,ugm-3,53.0,R,ugm-3,118.0,R,ugm-3,8.0,R,ugm-3,14.0,R,ugm-3 (TEOM),11.0,R,ugm-3
61,03-01-2004,14:00,0.1,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,50.0,R,ugm-3,84.0,R,ugm-3,12.0,R,ugm-3,14.0,R,ugm-3 (TEOM),8.0,R,ugm-3
62,03-01-2004,15:00,0.2,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),24.0,R,ugm-3,55.0,R,ugm-3,92.0,R,ugm-3,6.0,R,ugm-3,15.0,R,ugm-3 (TEOM),5.0,R,ugm-3
63,03-01-2004,16:00,0.2,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),25.0,R,ugm-3,59.0,R,ugm-3,97.0,R,ugm-3,4.0,R,ugm-3,16.0,R,ugm-3 (TEOM),5.0,R,ugm-3
64,03-01-2004,17:00,0.2,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,61.0,R,ugm-3,101.0,R,ugm-3,2.0,R,ugm-3,17.0,R,ugm-3 (TEOM),5.0,R,ugm-3
65,03-01-2004,18:00,0.1,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,57.0,R,ugm-3,92.0,R,ugm-3,6.0,R,ugm-3,16.0,R,ugm-3 (TEOM),5.0,R,ugm-3
66,03-01-2004,19:00,0.1,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),19.0,R,ugm-3,57.0,R,ugm-3,86.0,R,ugm-3,6.0,R,ugm-3,16.0,R,ugm-3 (TEOM),5.0,R,ugm-3
67,03-01-2004,20:00,0.1,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,59.0,R,ugm-3,94.0,R,ugm-3,2.0,R,ugm-3,19.0,R,ugm-3 (TEOM),8.0,R,ugm-3
68,03-01-2004,21:00,0.1,R,mgm-3,39.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,55.0,R,ugm-3,90.0,R,ugm-3,2.0,R,ugm-3,22.0,R,ugm-3 (TEOM),8.0,R,ugm-3
69,03-01-2004,22:00,0.2,R,mgm-3,43.0,R,ugm-3 (GRAV EQ),30.0,R,ugm-3,53.0,R,ugm-3,99.0,R,ugm-3,2.0,R,ugm-3,25.0,R,ugm-3 (TEOM),8.0,R,ugm-3
70,03-01-2004,23:00,0.3,R,mgm-3,36.0,R,ugm-3 (GRAV EQ),53.0,R,ugm-3,57.0,R,ugm-3,138.0,R,ugm-3,0.0,R,ugm-3,23.0,R,ugm-3 (TEOM),8.0,R,ugm-3
71,03-01-2004,24:00,0.3,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),66.0,R,ugm-3,59.0,R,ugm-3,160.0,R,ugm-3,0.0,R,ugm-3,19.0,R,ugm-3 (TEOM),11.0,R,ugm-3
72,04-01-2004,01:00,0.3,R,mgm-3,20.0,R,ugm-3 (GRAV EQ),36.0,R,ugm-3,57.0,R,ugm-3,113.0,R,ugm-3,0.0,R,ugm-3,13.0,R,ugm-3 (TEOM),8.0,R,ugm-3
73,04-01-2004,02:00,0.3,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),35.0,R,ugm-3,73.0,R,ugm-3,126.0,R,ugm-3,0.0,R,ugm-3,14.0,R,ugm-3 (TEOM),13.0,R,ugm-3
74,04-01-2004,03:00,0.3,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),34.0,R,ugm-3,65.0,R,ugm-3,117.0,R,ugm-3,0.0,R,ugm-3,14.0,R,ugm-3 (TEOM),13.0,R,ugm-3
75,04-01-2004,04:00,0.2,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),33.0,R,ugm-3,69.0,R,ugm-3,118.0,R,ugm-3,2.0,R,ugm-3,14.0,R,ugm-3 (TEOM),21.0,R,ugm-3
76,04-01-2004,05:00,0.2,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),31.0,R,ugm-3,67.0,R,ugm-3,115.0,R,ugm-3,2.0,R,ugm-3,14.0,R,ugm-3 (TEOM),21.0,R,ugm-3
77,04-01-2004,06:00,0.1,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,59.0,R,ugm-3,94.0,R,ugm-3,4.0,R,ugm-3,12.0,R,ugm-3 (TEOM),16.0,R,ugm-3
78,04-01-2004,07:00,0.1,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,55.0,R,ugm-3,78.0,R,ugm-3,4.0,R,ugm-3,10.0,R,ugm-3 (TEOM),8.0,R,ugm-3
79,04-01-2004,08:00,0.2,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),34.0,R,ugm-3,67.0,R,ugm-3,118.0,R,ugm-3,0.0,R,ugm-3,11.0,R,ugm-3 (TEOM),5.0,R,ugm-3
80,04-01-2004,09:00,0.1,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),35.0,R,ugm-3,65.0,R,ugm-3,118.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),8.0,R,ugm-3
81,04-01-2004,10:00,0.2,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),31.0,R,ugm-3,61.0,R,ugm-3,109.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),8.0,R,ugm-3
82,04-01-2004,11:00,0.2,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),33.0,R,ugm-3,61.0,R,ugm-3,111.0,R,ugm-3,4.0,R,ugm-3,12.0,R,ugm-3 (TEOM),11.0,R,ugm-3
83,04-01-2004,12:00,0.2,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,57.0,R,ugm-3,97.0,R,ugm-3,6.0,R,ugm-3,11.0,R,ugm-3 (TEOM),11.0,R,ugm-3
84,04-01-2004,13:00,0.3,R,mgm-3,30.0,R,ugm-3 (GRAV EQ),39.0,R,ugm-3,69.0,R,ugm-3,128.0,R,ugm-3,4.0,R,ugm-3,14.0,R,ugm-3 (TEOM),13.0,R,ugm-3
85,04-01-2004,14:00,0.3,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),39.0,R,ugm-3,69.0,R,ugm-3,128.0,R,ugm-3,4.0,R,ugm-3,15.0,R,ugm-3 (TEOM),13.0,R,ugm-3
86,04-01-2004,15:00,0.3,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),48.0,R,ugm-3,74.0,R,ugm-3,147.0,R,ugm-3,4.0,R,ugm-3,17.0,R,ugm-3 (TEOM),19.0,R,ugm-3
87,04-01-2004,16:00,0.3,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),40.0,R,ugm-3,71.0,R,ugm-3,132.0,R,ugm-3,2.0,R,ugm-3,17.0,R,ugm-3 (TEOM),13.0,R,ugm-3
88,04-01-2004,17:00,0.3,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),45.0,R,ugm-3,76.0,R,ugm-3,145.0,R,ugm-3,0.0,R,ugm-3,15.0,R,ugm-3 (TEOM),16.0,R,ugm-3
89,04-01-2004,18:00,0.5,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),53.0,R,ugm-3,84.0,R,ugm-3,164.0,R,ugm-3,0.0,R,ugm-3,17.0,R,ugm-3 (TEOM),21.0,R,ugm-3
90,04-01-2004,19:00,0.5,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),60.0,R,ugm-3,90.0,R,ugm-3,181.0,R,ugm-3,2.0,R,ugm-3,17.0,R,ugm-3 (TEOM),21.0,R,ugm-3
91,04-01-2004,20:00,0.3,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,86.0,R,ugm-3,149.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),11.0,R,ugm-3
92,04-01-2004,21:00,0.3,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),38.0,R,ugm-3,86.0,R,ugm-3,143.0,R,ugm-3,2.0,R,ugm-3,14.0,R,ugm-3 (TEOM),8.0,R,ugm-3
93,04-01-2004,22:00,0.3,R,mgm-3,34.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,78.0,R,ugm-3,141.0,R,ugm-3,0.0,R,ugm-3,17.0,R,ugm-3 (TEOM),8.0,R,ugm-3
94,04-01-2004,23:00,0.3,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),44.0,R,ugm-3,74.0,R,ugm-3,141.0,R,ugm-3,0.0,R,ugm-3,17.0,R,ugm-3 (TEOM),8.0,R,ugm-3
95,04-01-2004,24:00,0.2,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,65.0,R,ugm-3,105.0,R,ugm-3,2.0,R,ugm-3,15.0,R,ugm-3 (TEOM),5.0,R,ugm-3
96,05-01-2004,01:00,0.3,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,55.0,R,ugm-3,78.0,R,ugm-3,2.0,R,ugm-3,15.0,R,ugm-3 (TEOM),5.0,R,ugm-3
97,05-01-2004,02:00,0.3,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),11.0,R,ugm-3,63.0,R,ugm-3,80.0,R,ugm-3,4.0,R,ugm-3,15.0,R,ugm-3 (TEOM),5.0,R,ugm-3
98,05-01-2004,03:00,0.2,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,50.0,R,ugm-3,59.0,R,ugm-3,10.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
99,05-01-2004,04:00,0.2,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,50.0,R,ugm-3,59.0,R,ugm-3,10.0,R,ugm-3,11.0,R,ugm-3 (TEOM),5.0,R,ugm-3
100,05-01-2004,05:00,0.2,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,48.0,R,ugm-3,57.0,R,ugm-3,10.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
101,05-01-2004,06:00,0.2,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),11.0,R,ugm-3,55.0,R,ugm-3,73.0,R,ugm-3,4.0,R,ugm-3,10.0,R,ugm-3 (TEOM),5.0,R,ugm-3
102,05-01-2004,07:00,0.2,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),18.0,R,ugm-3,59.0,R,ugm-3,86.0,R,ugm-3,4.0,R,ugm-3,10.0,R,ugm-3 (TEOM),5.0,R,ugm-3
103,05-01-2004,08:00,0.2,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,63.0,R,ugm-3,103.0,R,ugm-3,2.0,R,ugm-3,11.0,R,ugm-3 (TEOM),5.0,R,ugm-3
104,05-01-2004,09:00,0.3,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),39.0,R,ugm-3,71.0,R,ugm-3,130.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
105,05-01-2004,10:00,0.5,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),45.0,R,ugm-3,74.0,R,ugm-3,143.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
106,05-01-2004,11:00,0.5,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),34.0,R,ugm-3,69.0,R,ugm-3,120.0,R,ugm-3,4.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
107,05-01-2004,12:00,0.5,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),43.0,R,ugm-3,74.0,R,ugm-3,139.0,R,ugm-3,2.0,R,ugm-3,12.0,R,ugm-3 (TEOM),5.0,R,ugm-3
108,05-01-2004,13:00,0.3,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),28.0,R,ugm-3,69.0,R,ugm-3,111.0,R,ugm-3,6.0,R,ugm-3,10.0,R,ugm-3 (TEOM),5.0,R,ugm-3
109,05-01-2004,14:00,0.3,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),29.0,R,ugm-3,69.0,R,ugm-3,113.0,R,ugm-3,6.0,R,ugm-3,11.0,R,ugm-3 (TEOM),5.0,R,ugm-3
110,05-01-2004,15:00,0.3,R,mgm-3,20.0,R,ugm-3 (GRAV EQ),30.0,R,ugm-3,71.0,R,ugm-3,117.0,R,ugm-3,4.0,R,ugm-3,11.0,R,ugm-3 (TEOM),5.0,R,ugm-3
