,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Non-volatile PM<sub>10</sub> (Hourly measured),status.5,unit.5,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.6,unit.6,Ozone,status.7,unit.7,PM<sub>2.5</sub> particulate matter (Hourly measured),status.8,unit.8,Sulphur dioxide,status.9,unit.9,Volatile PM<sub>10</sub> (Hourly measured),status.10,unit.10,Volatile PM<sub>2.5</sub> (Hourly measured),status.11,unit.11
0,01-01-2012,01:00,0.12,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,25.0,R,ugm-3,27.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
1,01-01-2012,02:00,0.23,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3,19.0,R,ugm-3,19.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
2,01-01-2012,03:00,0.12,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
3,01-01-2012,04:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,21.0,R,ugm-3,23.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
4,01-01-2012,05:00,0.12,R,mgm-3,8.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
5,01-01-2012,06:00,0.12,R,mgm-3,6.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,21.0,R,ugm-3,23.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
6,01-01-2012,07:00,0.12,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3,23.0,R,ugm-3,23.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
7,01-01-2012,08:00,0.12,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3,21.0,R,ugm-3,21.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
8,01-01-2012,09:00,0.12,R,mgm-3,5.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,21.0,R,ugm-3,23.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
9,01-01-2012,10:00,0.12,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
10,01-01-2012,11:00,0.12,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,25.0,R,ugm-3,27.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
11,01-01-2012,12:00,0.12,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,25.0,R,ugm-3,27.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),48.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
12,01-01-2012,13:00,0.12,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,29.0,R,ugm-3,31.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),44.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
13,01-01-2012,14:00,0.23,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,29.0,R,ugm-3,31.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),44.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
14,01-01-2012,15:00,0.23,R,mgm-3,12.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,42.0,R,ugm-3,46.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),26.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
15,01-01-2012,16:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,48.0,R,ugm-3,54.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),26.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
16,01-01-2012,17:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,52.0,R,ugm-3,57.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),26.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
17,01-01-2012,18:00,0.23,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,52.0,R,ugm-3,57.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
18,01-01-2012,19:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,46.0,R,ugm-3,50.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),26.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
19,01-01-2012,20:00,0.23,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,40.0,R,ugm-3,44.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),34.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
20,01-01-2012,21:00,0.23,R,mgm-3,6.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,34.0,R,ugm-3,36.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
21,01-01-2012,22:00,0.23,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,34.0,R,ugm-3,36.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
22,01-01-2012,23:00,0.23,R,mgm-3,6.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,33.0,R,ugm-3,34.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),38.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
23,01-01-2012,24:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
24,02-01-2012,01:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
25,02-01-2012,02:00,0.23,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
26,02-01-2012,03:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,23.0,R,ugm-3,25.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),38.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
27,02-01-2012,04:00,0.23,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3,17.0,R,ugm-3,17.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
28,02-01-2012,05:00,0.23,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,19.0,R,ugm-3,21.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
29,02-01-2012,06:00,0.23,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,21.0,R,ugm-3,23.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
30,02-01-2012,07:00,0.12,R,mgm-3,6.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,25.0,R,ugm-3,27.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),38.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
31,02-01-2012,08:00,0.23,R,mgm-3,8.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,31.0,R,ugm-3,34.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
32,02-01-2012,09:00,0.12,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,31.0,R,ugm-3,36.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),36.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),-2.0,R,ugm-3 (TEOM FDMS)
33,02-01-2012,10:00,0.12,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,31.0,R,ugm-3,38.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),-2.0,R,ugm-3 (TEOM FDMS)
34,02-01-2012,11:00,0.12,R,mgm-3,8.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3,31.0,R,ugm-3,42.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
35,02-01-2012,12:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3,31.0,R,ugm-3,42.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
36,02-01-2012,13:00,0.12,R,mgm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,23.0,R,ugm-3,31.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),50.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
37,02-01-2012,14:00,0.12,R,mgm-3,13.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,27.0,R,ugm-3,34.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),48.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
38,02-01-2012,15:00,0.23,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,27.0,R,ugm-3,34.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
39,02-01-2012,16:00,0.23,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,36.0,R,ugm-3,44.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),38.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,-1.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
40,02-01-2012,17:00,0.23,R,mgm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,40.0,R,ugm-3,48.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),34.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,-2.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
41,02-01-2012,18:00,0.23,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,50.0,R,ugm-3,59.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),22.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
42,02-01-2012,19:00,0.23,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,55.0,R,ugm-3,65.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
43,02-01-2012,20:00,0.23,R,mgm-3,13.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3,48.0,R,ugm-3,57.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),22.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
44,02-01-2012,21:00,0.23,R,mgm-3,12.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,44.0,R,ugm-3,50.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),28.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
45,02-01-2012,22:00,0.23,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,42.0,R,ugm-3,48.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),30.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
46,02-01-2012,23:00,0.23,R,mgm-3,15.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,42.0,R,ugm-3,46.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),30.0,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
47,02-01-2012,24:00,0.23,R,mgm-3,12.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,31.0,R,ugm-3,33.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
48,03-01-2012,01:00,0.12,R,mgm-3,13.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,31.0,R,ugm-3,33.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
49,03-01-2012,02:00,0.12,R,mgm-3,11.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,17.0,R,ugm-3,19.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),52.0,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
50,03-01-2012,03:00,0.12,R,mgm-3,13.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,11.0,R,ugm-3,13.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),62.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
51,03-01-2012,04:00,0.12,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,6.0,R,ugm-3,8.0,R,ugm-3,0.0,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS),66.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
52,03-01-2012,05:00,0.12,R,mgm-3,3.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,6.0,R,ugm-3,8.0,R,ugm-3,-1.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),64.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
53,03-01-2012,06:00,0.12,R,mgm-3,8.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,8.0,R,ugm-3,10.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),62.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
54,03-01-2012,07:00,0.12,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3,10.0,R,ugm-3,11.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),58.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
55,03-01-2012,08:00,0.12,R,mgm-3,10.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3,21.0,R,ugm-3,25.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),52.0,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
56,03-01-2012,09:00,0.12,R,mgm-3,7.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3,27.0,R,ugm-3,34.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
57,03-01-2012,10:00,0.12,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,25.0,R,ugm-3,31.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,9.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
58,03-01-2012,11:00,0.12,R,mgm-3,6.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,27.0,R,ugm-3,33.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),46.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
59,03-01-2012,12:00,0.12,R,mgm-3,24.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3,27.0,R,ugm-3,33.0,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),,,,44.0,R,ugm-3,,,,3.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),,,
60,03-01-2012,13:00,0.23,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),17.0,R,ugm-3,44.0,R,ugm-3,71.0,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),40.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
61,03-01-2012,14:00,0.23,R,mgm-3,9.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3,44.0,R,ugm-3,55.0,R,ugm-3,8.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),42.0,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
