,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Ozone,status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5,Sulphur dioxide,status.6,unit.6
55,03-01-2023,08:00,12.2,P,ugm-3 (FIDAS),1.83977,P,ugm-3,23.256,P,ugm-3,26.07694,P,ugm-3,41.56045,P,ugm-3,6.604,P,ugm-3 (Ref.eq),4.80758,P,ugm-3
56,03-01-2023,09:00,14.95,P,ugm-3 (FIDAS),2.08923,P,ugm-3,23.64615,P,ugm-3,26.84959,P,ugm-3,47.04863,P,ugm-3,6.792,P,ugm-3 (Ref.eq),4.87344,P,ugm-3
57,03-01-2023,10:00,16.0,P,ugm-3 (FIDAS),2.27632,P,ugm-3,17.61269,P,ugm-3,21.103,P,ugm-3,54.38283,P,ugm-3,6.91,P,ugm-3 (Ref.eq),5.07101,P,ugm-3
58,03-01-2023,11:00,1.175,P,ugm-3 (FIDAS),2.27632,P,ugm-3,14.76354,P,ugm-3,18.25386,P,ugm-3,56.77767,P,ugm-3,0.425,P,ugm-3 (Ref.eq),4.87344,P,ugm-3
59,03-01-2023,12:00,6.925,P,ugm-3 (FIDAS),2.15159,P,ugm-3,14.80992,P,ugm-3,18.10898,P,ugm-3,56.87745,P,ugm-3,2.571,P,ugm-3 (Ref.eq),4.87344,P,ugm-3
60,03-01-2023,13:00,9.125,P,ugm-3 (FIDAS),2.18278,P,ugm-3,14.61724,P,ugm-3,17.96411,P,ugm-3,57.8753,P,ugm-3,4.929,P,ugm-3 (Ref.eq),4.87344,P,ugm-3
61,03-01-2023,14:00,11.825,P,ugm-3 (FIDAS),2.15159,P,ugm-3,14.52018,P,ugm-3,17.81924,P,ugm-3,56.32863,P,ugm-3,5.448,P,ugm-3 (Ref.eq),5.07101,P,ugm-3
62,03-01-2023,15:00,12.5,P,ugm-3 (FIDAS),2.12041,P,ugm-3,13.11927,P,ugm-3,16.37052,P,ugm-3,59.57165,P,ugm-3,6.415,P,ugm-3 (Ref.eq),5.13687,P,ugm-3
63,03-01-2023,16:00,9.85,P,ugm-3 (FIDAS),1.87095,P,ugm-3,12.68083,P,ugm-3,15.54958,P,ugm-3,59.27229,P,ugm-3,4.693,P,ugm-3 (Ref.eq),5.4003,P,ugm-3
64,03-01-2023,17:00,10.35,P,ugm-3 (FIDAS),1.80859,P,ugm-3,11.81064,P,ugm-3,14.58377,P,ugm-3,59.97079,P,ugm-3,5.354,P,ugm-3 (Ref.eq),5.13687,P,ugm-3
65,03-01-2023,18:00,7.675,P,ugm-3 (FIDAS),1.87095,P,ugm-3,12.39109,P,ugm-3,15.25984,P,ugm-3,59.32218,P,ugm-3,4.434,P,ugm-3 (Ref.eq),5.26858,P,ugm-3
66,03-01-2023,19:00,6.025,P,ugm-3 (FIDAS),1.68386,P,ugm-3,10.16685,P,ugm-3,12.74873,P,ugm-3,61.2181,P,ugm-3,3.396,P,ugm-3 (Ref.eq),5.20273,P,ugm-3
67,03-01-2023,20:00,5.975,P,ugm-3 (FIDAS),1.7774,P,ugm-3,9.39563,P,ugm-3,12.12095,P,ugm-3,61.66713,P,ugm-3,3.16,P,ugm-3 (Ref.eq),5.13687,P,ugm-3
68,03-01-2023,21:00,5.55,P,ugm-3 (FIDAS),1.62149,P,ugm-3,8.13769,P,ugm-3,10.62394,P,ugm-3,60.76907,P,ugm-3,2.453,P,ugm-3 (Ref.eq),5.46615,P,ugm-3
69,03-01-2023,22:00,4.7,P,ugm-3 (FIDAS),1.68386,P,ugm-3,6.01386,P,ugm-3,8.59573,P,ugm-3,62.21595,P,ugm-3,2.099,P,ugm-3 (Ref.eq),5.33444,P,ugm-3
70,03-01-2023,23:00,8.9,P,ugm-3 (FIDAS),1.55913,P,ugm-3,4.37006,P,ugm-3,6.76069,P,ugm-3,67.05552,P,ugm-3,4.505,P,ugm-3 (Ref.eq),5.33444,P,ugm-3
71,03-01-2023,24:00,10.0,P,ugm-3 (FIDAS),1.52794,P,ugm-3,2.19651,P,ugm-3,4.53932,P,ugm-3,71.49595,P,ugm-3,5.519,P,ugm-3 (Ref.eq),5.26858,P,ugm-3
72,04-01-2023,01:00,11.075,P,ugm-3 (FIDAS),0.20373,P,ugm-3,6.06008,P,ugm-3,6.37245,P,ugm-3,74.10699,P,ugm-3,5.472,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
73,04-01-2023,02:00,9.175,P,ugm-3 (FIDAS),0.28522,P,ugm-3,5.2479,P,ugm-3,5.68523,P,ugm-3,74.7057,P,ugm-3,4.316,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
74,04-01-2023,03:00,12.275,P,ugm-3 (FIDAS),0.24447,P,ugm-3,5.06048,P,ugm-3,5.43533,P,ugm-3,74.98843,P,ugm-3,6.368,P,ugm-3 (Ref.eq),2.59438,P,ugm-3
75,04-01-2023,04:00,9.05,P,ugm-3 (FIDAS),0.18335,P,ugm-3,5.43533,P,ugm-3,5.71646,P,ugm-3,72.5437,P,ugm-3,4.788,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
76,04-01-2023,05:00,5.475,P,ugm-3 (FIDAS),0.21391,P,ugm-3,5.71646,P,ugm-3,6.04446,P,ugm-3,71.44606,P,ugm-3,2.901,P,ugm-3 (Ref.eq),2.86047,P,ugm-3
77,04-01-2023,06:00,4.875,P,ugm-3 (FIDAS),0.24447,P,ugm-3,6.98158,P,ugm-3,7.35643,P,ugm-3,68.5523,P,ugm-3,2.288,P,ugm-3 (Ref.eq),2.86047,P,ugm-3
78,04-01-2023,07:00,8.075,P,ugm-3 (FIDAS),0.21391,P,ugm-3,9.23068,P,ugm-3,9.55868,P,ugm-3,65.8581,P,ugm-3,3.42,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
79,04-01-2023,08:00,8.75,P,ugm-3 (FIDAS),0.42782,P,ugm-3,11.80778,P,ugm-3,12.46376,P,ugm-3,62.61509,P,ugm-3,3.443,P,ugm-3 (Ref.eq),2.92699,P,ugm-3
80,04-01-2023,09:00,6.975,P,ugm-3 (FIDAS),0.48894,P,ugm-3,16.63397,P,ugm-3,17.38367,P,ugm-3,57.27659,P,ugm-3,3.113,P,ugm-3 (Ref.eq),2.79395,P,ugm-3
81,04-01-2023,10:00,9.9,P,ugm-3 (FIDAS),1.06956,P,ugm-3,17.9928,P,ugm-3,19.63277,P,ugm-3,57.27659,P,ugm-3,4.127,P,ugm-3 (Ref.eq),2.99351,P,ugm-3
82,04-01-2023,11:00,11.925,P,ugm-3 (FIDAS),0.97788,P,ugm-3,17.43053,P,ugm-3,18.92993,P,ugm-3,56.5282,P,ugm-3,5.495,P,ugm-3 (Ref.eq),2.72742,P,ugm-3
83,04-01-2023,12:00,13.675,P,ugm-3 (FIDAS),1.22235,P,ugm-3,17.30558,P,ugm-3,19.17983,P,ugm-3,56.72777,P,ugm-3,6.745,P,ugm-3 (Ref.eq),3.01569,P,ugm-3
84,04-01-2023,13:00,14.375,P,ugm-3 (FIDAS),,,,,,,,,,56.34526,P,ugm-3,7.476,P,ugm-3 (Ref.eq),,,
85,04-01-2023,14:00,15.625,P,ugm-3 (FIDAS),2.26136,P,ugm-3,20.9916,P,ugm-3,24.45896,P,ugm-3,55.14784,P,ugm-3,8.797,P,ugm-3 (Ref.eq),3.52569,P,ugm-3
86,04-01-2023,15:00,13.025,P,ugm-3 (FIDAS),2.68918,P,ugm-3,21.64759,P,ugm-3,25.77094,P,ugm-3,53.03573,P,ugm-3,7.618,P,ugm-3 (Ref.eq),3.19308,P,ugm-3
87,04-01-2023,16:00,15.75,P,ugm-3 (FIDAS),1.37515,P,ugm-3,19.4922,P,ugm-3,21.60073,P,ugm-3,53.83401,P,ugm-3,8.726,P,ugm-3 (Ref.eq),3.19308,P,ugm-3
88,04-01-2023,17:00,17.325,P,ugm-3 (FIDAS),2.26136,P,ugm-3,23.9904,P,ugm-3,27.45776,P,ugm-3,50.29164,P,ugm-3,9.528,P,ugm-3 (Ref.eq),3.06004,P,ugm-3
89,04-01-2023,18:00,17.025,P,ugm-3 (FIDAS),3.05589,P,ugm-3,29.56629,P,ugm-3,34.25192,P,ugm-3,45.40218,P,ugm-3,9.552,P,ugm-3 (Ref.eq),2.92699,P,ugm-3
90,04-01-2023,19:00,18.1,P,ugm-3 (FIDAS),2.90309,P,ugm-3,31.01884,P,ugm-3,35.47018,P,ugm-3,46.05078,P,ugm-3,10.943,P,ugm-3 (Ref.eq),2.92699,P,ugm-3
91,04-01-2023,20:00,19.225,P,ugm-3 (FIDAS),0.94732,P,ugm-3,22.20986,P,ugm-3,23.66241,P,ugm-3,48.89465,P,ugm-3,12.052,P,ugm-3 (Ref.eq),2.99351,P,ugm-3
92,04-01-2023,21:00,21.375,P,ugm-3 (FIDAS),1.34459,P,ugm-3,24.36525,P,ugm-3,26.42693,P,ugm-3,49.39358,P,ugm-3,12.689,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
93,04-01-2023,22:00,19.575,P,ugm-3 (FIDAS),0.55006,P,ugm-3,14.80658,P,ugm-3,15.64999,P,ugm-3,53.53465,P,ugm-3,11.368,P,ugm-3 (Ref.eq),2.59438,P,ugm-3
94,04-01-2023,23:00,19.4,P,ugm-3 (FIDAS),0.73341,P,ugm-3,17.47738,P,ugm-3,18.60193,P,ugm-3,52.13766,P,ugm-3,10.92,P,ugm-3 (Ref.eq),2.86047,P,ugm-3
95,04-01-2023,24:00,20.05,P,ugm-3 (FIDAS),0.27503,P,ugm-3,11.47978,P,ugm-3,11.90149,P,ugm-3,56.72777,P,ugm-3,10.566,P,ugm-3 (Ref.eq),2.79395,P,ugm-3
96,05-01-2023,01:00,19.175,P,ugm-3 (FIDAS),0.32596,P,ugm-3,9.43373,P,ugm-3,9.93353,P,ugm-3,58.14139,P,ugm-3,10.495,P,ugm-3 (Ref.eq),2.48351,P,ugm-3
97,05-01-2023,02:00,18.9,P,ugm-3 (FIDAS),0.40745,P,ugm-3,9.68362,P,ugm-3,10.30838,P,ugm-3,55.74655,P,ugm-3,10.778,P,ugm-3 (Ref.eq),2.48351,P,ugm-3
98,05-01-2023,03:00,21.775,P,ugm-3 (FIDAS),0.30559,P,ugm-3,11.19864,P,ugm-3,11.66721,P,ugm-3,54.28304,P,ugm-3,11.627,P,ugm-3 (Ref.eq),2.19524,P,ugm-3
99,05-01-2023,04:00,21.475,P,ugm-3 (FIDAS),0.30559,P,ugm-3,8.90269,P,ugm-3,9.37125,P,ugm-3,56.02928,P,ugm-3,11.58,P,ugm-3 (Ref.eq),2.12872,P,ugm-3
100,05-01-2023,05:00,22.5,P,ugm-3 (FIDAS),0.39727,P,ugm-3,9.79296,P,ugm-3,10.40209,P,ugm-3,53.53465,P,ugm-3,11.793,P,ugm-3 (Ref.eq),2.0622,P,ugm-3
101,05-01-2023,06:00,23.975,P,ugm-3 (FIDAS),0.42782,P,ugm-3,12.27634,P,ugm-3,12.93233,P,ugm-3,48.89465,P,ugm-3,12.052,P,ugm-3 (Ref.eq),1.92915,P,ugm-3
102,05-01-2023,07:00,26.8,P,ugm-3 (FIDAS),0.55006,P,ugm-3,15.36885,P,ugm-3,16.21226,P,ugm-3,46.35013,P,ugm-3,12.382,P,ugm-3 (Ref.eq),1.79611,P,ugm-3
103,05-01-2023,08:00,25.3,P,ugm-3 (FIDAS),1.16124,P,ugm-3,21.83501,P,ugm-3,23.61555,P,ugm-3,39.06583,P,ugm-3,12.123,P,ugm-3 (Ref.eq),2.26177,P,ugm-3
104,05-01-2023,09:00,23.45,P,ugm-3 (FIDAS),1.46683,P,ugm-3,29.47258,P,ugm-3,31.72168,P,ugm-3,31.03314,P,ugm-3,11.203,P,ugm-3 (Ref.eq),2.19524,P,ugm-3
105,05-01-2023,10:00,17.55,P,ugm-3 (FIDAS),2.65862,P,ugm-3,33.92393,P,ugm-3,38.00042,P,ugm-3,31.63185,P,ugm-3,8.609,P,ugm-3 (Ref.eq),2.39481,P,ugm-3
106,05-01-2023,11:00,11.7,P,ugm-3 (FIDAS),2.38359,P,ugm-3,24.55268,P,ugm-3,28.20746,P,ugm-3,41.51056,P,ugm-3,5.684,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
107,05-01-2023,12:00,9.875,P,ugm-3 (FIDAS),2.10856,P,ugm-3,22.20986,P,ugm-3,25.44294,P,ugm-3,47.43114,P,ugm-3,3.986,P,ugm-3 (Ref.eq),2.59438,P,ugm-3
108,05-01-2023,13:00,8.45,P,ugm-3 (FIDAS),1.40571,P,ugm-3,19.77334,P,ugm-3,21.92873,P,ugm-3,52.13766,P,ugm-3,3.915,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
109,05-01-2023,14:00,10.525,P,ugm-3 (FIDAS),1.52794,P,ugm-3,21.03846,P,ugm-3,23.38127,P,ugm-3,54.08347,P,ugm-3,4.717,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
110,05-01-2023,15:00,14.425,P,ugm-3 (FIDAS),1.16124,P,ugm-3,20.28876,P,ugm-3,22.06929,P,ugm-3,55.68003,P,ugm-3,6.958,P,ugm-3 (Ref.eq),2.52786,P,ugm-3
111,05-01-2023,16:00,14.975,P,ugm-3 (FIDAS),0.85565,P,ugm-3,19.63277,P,ugm-3,20.94474,P,ugm-3,56.01265,P,ugm-3,7.264,P,ugm-3 (Ref.eq),2.32829,P,ugm-3
112,05-01-2023,17:00,13.0,P,ugm-3 (FIDAS),0.88621,P,ugm-3,21.60073,P,ugm-3,22.95956,P,ugm-3,54.43272,P,ugm-3,6.392,P,ugm-3 (Ref.eq),2.32829,P,ugm-3
113,05-01-2023,18:00,11.35,P,ugm-3 (FIDAS),0.5195,P,ugm-3,21.88187,P,ugm-3,22.67843,P,ugm-3,54.23315,P,ugm-3,6.061,P,ugm-3 (Ref.eq),2.0622,P,ugm-3
114,05-01-2023,19:00,10.775,P,ugm-3 (FIDAS),0.45838,P,ugm-3,18.78936,P,ugm-3,19.4922,P,ugm-3,58.42412,P,ugm-3,5.637,P,ugm-3 (Ref.eq),2.59438,P,ugm-3
115,05-01-2023,20:00,11.85,P,ugm-3 (FIDAS),0.55006,P,ugm-3,18.83621,P,ugm-3,19.67963,P,ugm-3,58.7401,P,ugm-3,5.991,P,ugm-3 (Ref.eq),2.6609,P,ugm-3
116,05-01-2023,21:00,12.725,P,ugm-3 (FIDAS),0.64174,P,ugm-3,15.7437,P,ugm-3,16.72768,P,ugm-3,62.21595,P,ugm-3,6.179,P,ugm-3 (Ref.eq),2.72742,P,ugm-3
