,Date,time,Carbon monoxide,status,unit,PM10 particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,Sulphur dioxide,status.6,unit.6
2327,07-04-1995,24:00,0.3,R,mgm-3,16.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,50.0,R,ugm-3,65.0,R,ugm-3,34.0,R,ugm-3,8.0,R,ugm-3
2328,08-04-1995,01:00,0.2,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,40.0,R,ugm-3,50.0,R,ugm-3,44.0,R,ugm-3,8.0,R,ugm-3
2329,08-04-1995,02:00,0.2,R,mgm-3,40.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,27.0,R,ugm-3,32.0,R,ugm-3,54.0,R,ugm-3,8.0,R,ugm-3
2330,08-04-1995,03:00,0.2,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,31.0,R,ugm-3,36.0,R,ugm-3,48.0,R,ugm-3,8.0,R,ugm-3
2331,08-04-1995,04:00,0.2,R,mgm-3,30.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,27.0,R,ugm-3,32.0,R,ugm-3,48.0,R,ugm-3,8.0,R,ugm-3
2332,08-04-1995,05:00,0.2,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),5.0,R,ugm-3,29.0,R,ugm-3,36.0,R,ugm-3,42.0,R,ugm-3,8.0,R,ugm-3
2333,08-04-1995,06:00,0.2,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),14.0,R,ugm-3,40.0,R,ugm-3,61.0,R,ugm-3,28.0,R,ugm-3,8.0,R,ugm-3
2334,08-04-1995,07:00,0.3,R,mgm-3,25.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,52.0,R,ugm-3,92.0,R,ugm-3,22.0,R,ugm-3,8.0,R,ugm-3
2335,08-04-1995,08:00,0.5,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),51.0,R,ugm-3,53.0,R,ugm-3,132.0,R,ugm-3,20.0,R,ugm-3,13.0,R,ugm-3
2336,08-04-1995,09:00,0.5,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),49.0,R,ugm-3,65.0,R,ugm-3,139.0,R,ugm-3,20.0,R,ugm-3,13.0,R,ugm-3
2337,08-04-1995,10:00,0.6,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),36.0,R,ugm-3,48.0,R,ugm-3,103.0,R,ugm-3,32.0,R,ugm-3,11.0,R,ugm-3
2338,08-04-1995,11:00,0.5,R,mgm-3,34.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,50.0,R,ugm-3,113.0,R,ugm-3,32.0,R,ugm-3,11.0,R,ugm-3
2339,08-04-1995,12:00,0.3,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),29.0,R,ugm-3,50.0,R,ugm-3,94.0,R,ugm-3,42.0,R,ugm-3,8.0,R,ugm-3
2340,08-04-1995,13:00,0.6,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),39.0,R,ugm-3,50.0,R,ugm-3,109.0,R,ugm-3,36.0,R,ugm-3,8.0,R,ugm-3
2341,08-04-1995,14:00,0.6,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),34.0,R,ugm-3,46.0,R,ugm-3,97.0,R,ugm-3,40.0,R,ugm-3,8.0,R,ugm-3
2342,08-04-1995,15:00,0.5,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,44.0,R,ugm-3,84.0,R,ugm-3,44.0,R,ugm-3,8.0,R,ugm-3
2343,08-04-1995,16:00,0.5,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),33.0,R,ugm-3,57.0,R,ugm-3,107.0,R,ugm-3,36.0,R,ugm-3,8.0,R,ugm-3
2344,08-04-1995,17:00,0.6,R,mgm-3,34.0,R,ugm-3 (GRAV EQ),48.0,R,ugm-3,61.0,R,ugm-3,134.0,R,ugm-3,26.0,R,ugm-3,8.0,R,ugm-3
2345,08-04-1995,18:00,0.6,R,mgm-3,38.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,69.0,R,ugm-3,132.0,R,ugm-3,22.0,R,ugm-3,11.0,R,ugm-3
2346,08-04-1995,19:00,0.7,R,mgm-3,38.0,R,ugm-3 (GRAV EQ),43.0,R,ugm-3,73.0,R,ugm-3,138.0,R,ugm-3,18.0,R,ugm-3,11.0,R,ugm-3
2347,08-04-1995,20:00,0.8,R,mgm-3,36.0,R,ugm-3 (GRAV EQ),30.0,R,ugm-3,67.0,R,ugm-3,113.0,R,ugm-3,22.0,R,ugm-3,11.0,R,ugm-3
2348,08-04-1995,21:00,0.8,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),30.0,R,ugm-3,67.0,R,ugm-3,113.0,R,ugm-3,18.0,R,ugm-3,8.0,R,ugm-3
2349,08-04-1995,22:00,0.6,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),29.0,R,ugm-3,65.0,R,ugm-3,109.0,R,ugm-3,18.0,R,ugm-3,8.0,R,ugm-3
2350,08-04-1995,23:00,0.7,R,mgm-3,21.0,R,ugm-3 (GRAV EQ),31.0,R,ugm-3,63.0,R,ugm-3,111.0,R,ugm-3,18.0,R,ugm-3,8.0,R,ugm-3
2351,08-04-1995,24:00,0.7,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,59.0,R,ugm-3,94.0,R,ugm-3,20.0,R,ugm-3,11.0,R,ugm-3
2352,09-04-1995,01:00,0.6,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,52.0,R,ugm-3,74.0,R,ugm-3,22.0,R,ugm-3,8.0,R,ugm-3
2353,09-04-1995,02:00,0.3,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),5.0,R,ugm-3,50.0,R,ugm-3,57.0,R,ugm-3,28.0,R,ugm-3,8.0,R,ugm-3
2354,09-04-1995,03:00,0.5,R,mgm-3,22.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,53.0,R,ugm-3,63.0,R,ugm-3,22.0,R,ugm-3,8.0,R,ugm-3
2355,09-04-1995,04:00,0.5,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),9.0,R,ugm-3,63.0,R,ugm-3,76.0,R,ugm-3,14.0,R,ugm-3,13.0,R,ugm-3
2356,09-04-1995,05:00,0.5,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),11.0,R,ugm-3,63.0,R,ugm-3,80.0,R,ugm-3,10.0,R,ugm-3,16.0,R,ugm-3
2357,09-04-1995,06:00,0.6,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,73.0,R,ugm-3,107.0,R,ugm-3,6.0,R,ugm-3,40.0,R,ugm-3
2358,09-04-1995,07:00,0.8,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),64.0,R,ugm-3,74.0,R,ugm-3,172.0,R,ugm-3,6.0,R,ugm-3,48.0,R,ugm-3
2359,09-04-1995,08:00,0.9,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),75.0,R,ugm-3,84.0,R,ugm-3,199.0,R,ugm-3,10.0,R,ugm-3,32.0,R,ugm-3
2360,09-04-1995,09:00,0.7,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),43.0,R,ugm-3,78.0,R,ugm-3,143.0,R,ugm-3,18.0,R,ugm-3,21.0,R,ugm-3
2361,09-04-1995,10:00,0.6,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),20.0,R,ugm-3,57.0,R,ugm-3,88.0,R,ugm-3,38.0,R,ugm-3,21.0,R,ugm-3
2362,09-04-1995,11:00,0.6,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),18.0,R,ugm-3,52.0,R,ugm-3,78.0,R,ugm-3,48.0,R,ugm-3,24.0,R,ugm-3
2363,09-04-1995,12:00,0.8,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),20.0,R,ugm-3,57.0,R,ugm-3,88.0,R,ugm-3,54.0,R,ugm-3,29.0,R,ugm-3
2364,09-04-1995,13:00,0.7,R,mgm-3,49.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,63.0,R,ugm-3,86.0,R,ugm-3,58.0,R,ugm-3,29.0,R,ugm-3
2365,09-04-1995,14:00,0.6,R,mgm-3,39.0,R,ugm-3 (GRAV EQ),13.0,R,ugm-3,53.0,R,ugm-3,73.0,R,ugm-3,66.0,R,ugm-3,24.0,R,ugm-3
2366,09-04-1995,15:00,0.6,R,mgm-3,39.0,R,ugm-3 (GRAV EQ),19.0,R,ugm-3,59.0,R,ugm-3,88.0,R,ugm-3,62.0,R,ugm-3,21.0,R,ugm-3
2367,09-04-1995,16:00,0.7,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),9.0,R,ugm-3,63.0,R,ugm-3,76.0,R,ugm-3,56.0,R,ugm-3,19.0,R,ugm-3
2368,09-04-1995,17:00,0.6,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,57.0,R,ugm-3,67.0,R,ugm-3,62.0,R,ugm-3,19.0,R,ugm-3
2369,09-04-1995,18:00,0.7,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,63.0,R,ugm-3,73.0,R,ugm-3,54.0,R,ugm-3,16.0,R,ugm-3
2370,09-04-1995,19:00,0.6,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,65.0,R,ugm-3,71.0,R,ugm-3,48.0,R,ugm-3,16.0,R,ugm-3
2371,09-04-1995,20:00,0.7,R,mgm-3,59.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,88.0,R,ugm-3,103.0,R,ugm-3,22.0,R,ugm-3,19.0,R,ugm-3
2372,09-04-1995,21:00,0.7,R,mgm-3,59.0,R,ugm-3 (GRAV EQ),15.0,R,ugm-3,90.0,R,ugm-3,113.0,R,ugm-3,14.0,R,ugm-3,19.0,R,ugm-3
2373,09-04-1995,22:00,0.5,R,mgm-3,55.0,R,ugm-3 (GRAV EQ),9.0,R,ugm-3,74.0,R,ugm-3,88.0,R,ugm-3,22.0,R,ugm-3,21.0,R,ugm-3
2374,09-04-1995,23:00,0.5,R,mgm-3,56.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,74.0,R,ugm-3,86.0,R,ugm-3,18.0,R,ugm-3,19.0,R,ugm-3
2375,09-04-1995,24:00,0.5,R,mgm-3,56.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,76.0,R,ugm-3,86.0,R,ugm-3,14.0,R,ugm-3,16.0,R,ugm-3
2376,10-04-1995,01:00,0.5,R,mgm-3,49.0,R,ugm-3 (GRAV EQ),5.0,R,ugm-3,71.0,R,ugm-3,78.0,R,ugm-3,12.0,R,ugm-3,19.0,R,ugm-3
2377,10-04-1995,02:00,0.3,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),3.0,R,ugm-3,65.0,R,ugm-3,69.0,R,ugm-3,18.0,R,ugm-3,21.0,R,ugm-3
2378,10-04-1995,03:00,0.3,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,53.0,R,ugm-3,59.0,R,ugm-3,22.0,R,ugm-3,24.0,R,ugm-3
2379,10-04-1995,04:00,0.2,R,mgm-3,34.0,R,ugm-3 (GRAV EQ),3.0,R,ugm-3,38.0,R,ugm-3,42.0,R,ugm-3,40.0,R,ugm-3,16.0,R,ugm-3
2380,10-04-1995,05:00,0.2,R,mgm-3,31.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,32.0,R,ugm-3,38.0,R,ugm-3,48.0,R,ugm-3,11.0,R,ugm-3
2381,10-04-1995,06:00,0.2,R,mgm-3,42.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,61.0,R,ugm-3,76.0,R,ugm-3,28.0,R,ugm-3,125.0,R,ugm-3
2382,10-04-1995,07:00,0.5,R,mgm-3,51.0,R,ugm-3 (GRAV EQ),28.0,R,ugm-3,80.0,R,ugm-3,122.0,R,ugm-3,16.0,R,ugm-3,170.0,R,ugm-3
2383,10-04-1995,08:00,0.7,R,mgm-3,57.0,R,ugm-3 (GRAV EQ),46.0,R,ugm-3,84.0,R,ugm-3,155.0,R,ugm-3,14.0,R,ugm-3,128.0,R,ugm-3
2384,10-04-1995,09:00,0.7,R,mgm-3,49.0,R,ugm-3 (GRAV EQ),55.0,R,ugm-3,90.0,R,ugm-3,174.0,R,ugm-3,14.0,R,ugm-3,59.0,R,ugm-3
2385,10-04-1995,10:00,0.5,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),59.0,R,ugm-3,84.0,R,ugm-3,174.0,R,ugm-3,18.0,R,ugm-3,51.0,R,ugm-3
2386,10-04-1995,11:00,0.5,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),49.0,R,ugm-3,84.0,R,ugm-3,159.0,R,ugm-3,26.0,R,ugm-3,21.0,R,ugm-3
2387,10-04-1995,12:00,0.5,R,mgm-3,30.0,R,ugm-3 (GRAV EQ),45.0,R,ugm-3,73.0,R,ugm-3,141.0,R,ugm-3,36.0,R,ugm-3,21.0,R,ugm-3
2388,10-04-1995,13:00,0.6,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),39.0,R,ugm-3,71.0,R,ugm-3,130.0,R,ugm-3,38.0,R,ugm-3,29.0,R,ugm-3
2389,10-04-1995,14:00,0.5,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),18.0,R,ugm-3,59.0,R,ugm-3,86.0,R,ugm-3,50.0,R,ugm-3,21.0,R,ugm-3
2390,10-04-1995,15:00,0.6,R,mgm-3,51.0,R,ugm-3 (GRAV EQ),40.0,R,ugm-3,82.0,R,ugm-3,143.0,R,ugm-3,26.0,R,ugm-3,16.0,R,ugm-3
2391,10-04-1995,16:00,0.5,R,mgm-3,38.0,R,ugm-3 (GRAV EQ),33.0,R,ugm-3,74.0,R,ugm-3,124.0,R,ugm-3,34.0,R,ugm-3,35.0,R,ugm-3
2392,10-04-1995,17:00,0.7,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),40.0,R,ugm-3,88.0,R,ugm-3,149.0,R,ugm-3,24.0,R,ugm-3,16.0,R,ugm-3
2393,10-04-1995,18:00,0.8,R,mgm-3,42.0,R,ugm-3 (GRAV EQ),53.0,R,ugm-3,94.0,R,ugm-3,174.0,R,ugm-3,16.0,R,ugm-3,19.0,R,ugm-3
2394,10-04-1995,19:00,0.6,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),45.0,R,ugm-3,94.0,R,ugm-3,162.0,R,ugm-3,14.0,R,ugm-3,19.0,R,ugm-3
2395,10-04-1995,20:00,0.8,R,mgm-3,48.0,R,ugm-3 (GRAV EQ),44.0,R,ugm-3,97.0,R,ugm-3,164.0,R,ugm-3,10.0,R,ugm-3,19.0,R,ugm-3
2396,10-04-1995,21:00,0.9,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),58.0,R,ugm-3,107.0,R,ugm-3,195.0,R,ugm-3,4.0,R,ugm-3,21.0,R,ugm-3
2397,10-04-1995,22:00,1.2,R,mgm-3,52.0,R,ugm-3 (GRAV EQ),88.0,R,ugm-3,105.0,R,ugm-3,239.0,R,ugm-3,4.0,R,ugm-3,21.0,R,ugm-3
2398,10-04-1995,23:00,1.9,R,mgm-3,68.0,R,ugm-3 (GRAV EQ),159.0,R,ugm-3,118.0,R,ugm-3,361.0,R,ugm-3,6.0,R,ugm-3,29.0,R,ugm-3
2399,10-04-1995,24:00,2.1,R,mgm-3,77.0,R,ugm-3 (GRAV EQ),183.0,R,ugm-3,120.0,R,ugm-3,399.0,R,ugm-3,8.0,R,ugm-3,40.0,R,ugm-3
2400,11-04-1995,01:00,2.2,R,mgm-3,72.0,R,ugm-3 (GRAV EQ),201.0,R,ugm-3,118.0,R,ugm-3,426.0,R,ugm-3,8.0,R,ugm-3,40.0,R,ugm-3
2401,11-04-1995,02:00,2.0,R,mgm-3,64.0,R,ugm-3 (GRAV EQ),195.0,R,ugm-3,120.0,R,ugm-3,418.0,R,ugm-3,6.0,R,ugm-3,29.0,R,ugm-3
2402,11-04-1995,03:00,2.0,R,mgm-3,74.0,R,ugm-3 (GRAV EQ),201.0,R,ugm-3,107.0,R,ugm-3,414.0,R,ugm-3,6.0,R,ugm-3,35.0,R,ugm-3
2403,11-04-1995,04:00,1.0,R,mgm-3,70.0,R,ugm-3 (GRAV EQ),120.0,R,ugm-3,105.0,R,ugm-3,288.0,R,ugm-3,6.0,R,ugm-3,29.0,R,ugm-3
2404,11-04-1995,05:00,0.6,R,mgm-3,55.0,R,ugm-3 (GRAV EQ),34.0,R,ugm-3,86.0,R,ugm-3,138.0,R,ugm-3,2.0,R,ugm-3,21.0,R,ugm-3
2405,11-04-1995,06:00,0.7,R,mgm-3,51.0,R,ugm-3 (GRAV EQ),53.0,R,ugm-3,80.0,R,ugm-3,160.0,R,ugm-3,2.0,R,ugm-3,21.0,R,ugm-3
2406,11-04-1995,07:00,0.8,R,mgm-3,55.0,R,ugm-3 (GRAV EQ),79.0,R,ugm-3,86.0,R,ugm-3,206.0,R,ugm-3,4.0,R,ugm-3,21.0,R,ugm-3
2407,11-04-1995,08:00,1.2,R,mgm-3,66.0,R,ugm-3 (GRAV EQ),114.0,R,ugm-3,101.0,R,ugm-3,275.0,R,ugm-3,6.0,R,ugm-3,29.0,R,ugm-3
2408,11-04-1995,09:00,1.3,R,mgm-3,72.0,R,ugm-3 (GRAV EQ),94.0,R,ugm-3,120.0,R,ugm-3,264.0,R,ugm-3,12.0,R,ugm-3,40.0,R,ugm-3
2409,11-04-1995,10:00,0.8,R,mgm-3,62.0,R,ugm-3 (GRAV EQ),41.0,R,ugm-3,103.0,R,ugm-3,166.0,R,ugm-3,30.0,R,ugm-3,24.0,R,ugm-3
2410,11-04-1995,11:00,0.6,R,mgm-3,49.0,R,ugm-3 (GRAV EQ),19.0,R,ugm-3,86.0,R,ugm-3,115.0,R,ugm-3,50.0,R,ugm-3,24.0,R,ugm-3
2411,11-04-1995,12:00,0.5,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),11.0,R,ugm-3,67.0,R,ugm-3,84.0,R,ugm-3,68.0,R,ugm-3,29.0,R,ugm-3
2412,11-04-1995,13:00,0.6,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),14.0,R,ugm-3,73.0,R,ugm-3,94.0,R,ugm-3,68.0,R,ugm-3,27.0,R,ugm-3
2413,11-04-1995,14:00,0.5,R,mgm-3,48.0,R,ugm-3 (GRAV EQ),13.0,R,ugm-3,73.0,R,ugm-3,92.0,R,ugm-3,66.0,R,ugm-3,32.0,R,ugm-3
2414,11-04-1995,15:00,0.2,R,mgm-3,49.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,71.0,R,ugm-3,86.0,R,ugm-3,72.0,R,ugm-3,35.0,R,ugm-3
2415,11-04-1995,16:00,0.3,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,71.0,R,ugm-3,86.0,R,ugm-3,68.0,R,ugm-3,21.0,R,ugm-3
2416,11-04-1995,17:00,0.3,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,74.0,R,ugm-3,86.0,R,ugm-3,72.0,R,ugm-3,27.0,R,ugm-3
2417,11-04-1995,18:00,0.6,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,82.0,R,ugm-3,92.0,R,ugm-3,64.0,R,ugm-3,37.0,R,ugm-3
2418,11-04-1995,19:00,0.6,R,mgm-3,52.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,99.0,R,ugm-3,111.0,R,ugm-3,42.0,R,ugm-3,51.0,R,ugm-3
2419,11-04-1995,20:00,0.7,R,mgm-3,48.0,R,ugm-3 (GRAV EQ),13.0,R,ugm-3,118.0,R,ugm-3,138.0,R,ugm-3,22.0,R,ugm-3,64.0,R,ugm-3
2420,11-04-1995,21:00,0.8,R,mgm-3,48.0,R,ugm-3 (GRAV EQ),18.0,R,ugm-3,118.0,R,ugm-3,145.0,R,ugm-3,12.0,R,ugm-3,16.0,R,ugm-3
2421,11-04-1995,22:00,0.8,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),40.0,R,ugm-3,120.0,R,ugm-3,181.0,R,ugm-3,8.0,R,ugm-3,13.0,R,ugm-3
2422,11-04-1995,23:00,0.6,R,mgm-3,56.0,R,ugm-3 (GRAV EQ),60.0,R,ugm-3,99.0,R,ugm-3,191.0,R,ugm-3,6.0,R,ugm-3,40.0,R,ugm-3
2423,11-04-1995,24:00,0.3,R,mgm-3,70.0,R,ugm-3 (GRAV EQ),16.0,R,ugm-3,74.0,R,ugm-3,99.0,R,ugm-3,20.0,R,ugm-3,27.0,R,ugm-3
2424,12-04-1995,01:00,0.2,R,mgm-3,56.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,67.0,R,ugm-3,78.0,R,ugm-3,18.0,R,ugm-3,29.0,R,ugm-3
2425,12-04-1995,02:00,0.2,R,mgm-3,48.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,61.0,R,ugm-3,67.0,R,ugm-3,26.0,R,ugm-3,16.0,R,ugm-3
2426,12-04-1995,03:00,0.3,R,mgm-3,43.0,R,ugm-3 (GRAV EQ),5.0,R,ugm-3,46.0,R,ugm-3,53.0,R,ugm-3,36.0,R,ugm-3,13.0,R,ugm-3
2427,12-04-1995,04:00,0.2,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,38.0,R,ugm-3,44.0,R,ugm-3,40.0,R,ugm-3,13.0,R,ugm-3
2428,12-04-1995,05:00,0.2,R,mgm-3,47.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,46.0,R,ugm-3,57.0,R,ugm-3,32.0,R,ugm-3,21.0,R,ugm-3
2429,12-04-1995,06:00,0.3,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),23.0,R,ugm-3,65.0,R,ugm-3,99.0,R,ugm-3,14.0,R,ugm-3,21.0,R,ugm-3
2430,12-04-1995,07:00,0.8,R,mgm-3,51.0,R,ugm-3 (GRAV EQ),105.0,R,ugm-3,74.0,R,ugm-3,235.0,R,ugm-3,8.0,R,ugm-3,29.0,R,ugm-3
2431,12-04-1995,08:00,1.0,R,mgm-3,46.0,R,ugm-3 (GRAV EQ),124.0,R,ugm-3,82.0,R,ugm-3,271.0,R,ugm-3,12.0,R,ugm-3,32.0,R,ugm-3
2432,12-04-1995,09:00,0.7,R,mgm-3,57.0,R,ugm-3 (GRAV EQ),85.0,R,ugm-3,80.0,R,ugm-3,210.0,R,ugm-3,22.0,R,ugm-3,27.0,R,ugm-3
2433,12-04-1995,10:00,0.6,R,mgm-3,60.0,R,ugm-3 (GRAV EQ),68.0,R,ugm-3,74.0,R,ugm-3,178.0,R,ugm-3,28.0,R,ugm-3,19.0,R,ugm-3
2434,12-04-1995,11:00,0.3,R,mgm-3,42.0,R,ugm-3 (GRAV EQ),60.0,R,ugm-3,80.0,R,ugm-3,172.0,R,ugm-3,34.0,R,ugm-3,16.0,R,ugm-3
2435,12-04-1995,12:00,0.6,R,mgm-3,36.0,R,ugm-3 (GRAV EQ),51.0,R,ugm-3,76.0,R,ugm-3,155.0,R,ugm-3,38.0,R,ugm-3,13.0,R,ugm-3
2436,12-04-1995,13:00,0.6,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),54.0,R,ugm-3,78.0,R,ugm-3,160.0,R,ugm-3,40.0,R,ugm-3,11.0,R,ugm-3
2437,12-04-1995,14:00,,,,46.0,R,ugm-3 (GRAV EQ),,,,,,,,,,,,,,,
2438,12-04-1995,15:00,,,,51.0,R,ugm-3 (GRAV EQ),54.0,R,ugm-3,86.0,R,ugm-3,168.0,R,ugm-3,30.0,R,ugm-3,11.0,R,ugm-3
2439,12-04-1995,16:00,0.6,R,mgm-3,56.0,R,ugm-3 (GRAV EQ),51.0,R,ugm-3,78.0,R,ugm-3,157.0,R,ugm-3,36.0,R,ugm-3,11.0,R,ugm-3
2440,12-04-1995,17:00,0.8,R,mgm-3,53.0,R,ugm-3 (GRAV EQ),60.0,R,ugm-3,80.0,R,ugm-3,172.0,R,ugm-3,32.0,R,ugm-3,11.0,R,ugm-3
2441,12-04-1995,18:00,0.9,R,mgm-3,66.0,R,ugm-3 (GRAV EQ),76.0,R,ugm-3,97.0,R,ugm-3,214.0,R,ugm-3,12.0,R,ugm-3,32.0,R,ugm-3
2442,12-04-1995,19:00,0.8,R,mgm-3,36.0,R,ugm-3 (GRAV EQ),89.0,R,ugm-3,94.0,R,ugm-3,229.0,R,ugm-3,12.0,R,ugm-3,24.0,R,ugm-3
2443,12-04-1995,20:00,0.7,R,mgm-3,20.0,R,ugm-3 (GRAV EQ),83.0,R,ugm-3,88.0,R,ugm-3,214.0,R,ugm-3,12.0,R,ugm-3,16.0,R,ugm-3
2444,12-04-1995,21:00,0.6,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),63.0,R,ugm-3,90.0,R,ugm-3,185.0,R,ugm-3,14.0,R,ugm-3,11.0,R,ugm-3
2445,12-04-1995,22:00,0.6,R,mgm-3,39.0,R,ugm-3 (GRAV EQ),53.0,R,ugm-3,82.0,R,ugm-3,162.0,R,ugm-3,12.0,R,ugm-3,11.0,R,ugm-3
2446,12-04-1995,23:00,0.6,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),26.0,R,ugm-3,76.0,R,ugm-3,117.0,R,ugm-3,22.0,R,ugm-3,8.0,R,ugm-3
2447,12-04-1995,24:00,0.5,R,mgm-3,27.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,52.0,R,ugm-3,67.0,R,ugm-3,30.0,R,ugm-3,5.0,R,ugm-3
2448,13-04-1995,01:00,0.3,R,mgm-3,23.0,R,ugm-3 (GRAV EQ),8.0,R,ugm-3,50.0,R,ugm-3,61.0,R,ugm-3,32.0,R,ugm-3,3.0,R,ugm-3
2449,13-04-1995,02:00,0.2,R,mgm-3,26.0,R,ugm-3 (GRAV EQ),6.0,R,ugm-3,55.0,R,ugm-3,65.0,R,ugm-3,30.0,R,ugm-3,8.0,R,ugm-3
2450,13-04-1995,03:00,0.2,R,mgm-3,38.0,R,ugm-3 (GRAV EQ),9.0,R,ugm-3,65.0,R,ugm-3,78.0,R,ugm-3,16.0,R,ugm-3,29.0,R,ugm-3
2451,13-04-1995,04:00,0.2,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),4.0,R,ugm-3,50.0,R,ugm-3,55.0,R,ugm-3,22.0,R,ugm-3,35.0,R,ugm-3
2452,13-04-1995,05:00,0.2,R,mgm-3,29.0,R,ugm-3 (GRAV EQ),10.0,R,ugm-3,57.0,R,ugm-3,73.0,R,ugm-3,16.0,R,ugm-3,35.0,R,ugm-3
2453,13-04-1995,06:00,0.3,R,mgm-3,35.0,R,ugm-3 (GRAV EQ),34.0,R,ugm-3,69.0,R,ugm-3,120.0,R,ugm-3,8.0,R,ugm-3,35.0,R,ugm-3
2454,13-04-1995,07:00,0.8,R,mgm-3,44.0,R,ugm-3 (GRAV EQ),138.0,R,ugm-3,78.0,R,ugm-3,288.0,R,ugm-3,6.0,R,ugm-3,35.0,R,ugm-3
2455,13-04-1995,08:00,0.9,R,mgm-3,39.0,R,ugm-3 (GRAV EQ),96.0,R,ugm-3,80.0,R,ugm-3,227.0,R,ugm-3,12.0,R,ugm-3,29.0,R,ugm-3
2456,13-04-1995,09:00,0.6,R,mgm-3,33.0,R,ugm-3 (GRAV EQ),86.0,R,ugm-3,78.0,R,ugm-3,210.0,R,ugm-3,18.0,R,ugm-3,16.0,R,ugm-3
