,Unnamed: 0,Date,time,Nitric oxide,status,unit,Nitrogen dioxide,status.1,unit.1,Nitrogen oxides as nitrogen dioxide,status.2,unit.2,PM<sub>2.5</sub> particulate matter (Hourly measured),status.3,unit.3
0,0,01-01-2020,01:00,15.24691,R,ugm-3,46.18613,R,ugm-3,69.5644,R,ugm-3,42.0,R,ugm-3 (BAM)
1,1,01-01-2020,02:00,17.63596,R,ugm-3,44.73371,R,ugm-3,71.77513,R,ugm-3,48.0,R,ugm-3 (BAM)
2,2,01-01-2020,03:00,18.69909,R,ugm-3,44.28266,R,ugm-3,72.95419,R,ugm-3,52.0,R,ugm-3 (BAM)
3,3,01-01-2020,04:00,16.54894,R,ugm-3,41.27891,R,ugm-3,66.6536,R,ugm-3,48.0,R,ugm-3 (BAM)
4,4,01-01-2020,05:00,2.75219,R,ugm-3,30.76489,R,ugm-3,34.98485,R,ugm-3,43.0,R,ugm-3 (BAM)
5,5,01-01-2020,06:00,4.29312,R,ugm-3,36.58187,R,ugm-3,43.16457,R,ugm-3,41.0,R,ugm-3 (BAM)
6,6,01-01-2020,07:00,4.61564,R,ugm-3,37.80066,R,ugm-3,44.87788,R,ugm-3,39.0,R,ugm-3 (BAM)
7,7,01-01-2020,08:00,7.15998,R,ugm-3,41.69223,R,ugm-3,52.67072,R,ugm-3,39.0,R,ugm-3 (BAM)
8,8,01-01-2020,09:00,39.08962,R,ugm-3,46.23388,R,ugm-3,106.17046,R,ugm-3,42.0,R,ugm-3 (BAM)
9,9,01-01-2020,10:00,59.44432,R,ugm-3,48.79273,R,ugm-3,139.93941,R,ugm-3,41.0,R,ugm-3 (BAM)
10,10,01-01-2020,11:00,56.89998,R,ugm-3,50.04111,R,ugm-3,137.28653,R,ugm-3,36.0,R,ugm-3 (BAM)
11,11,01-01-2020,12:00,43.81994,R,ugm-3,48.59751,R,ugm-3,115.78715,R,ugm-3,37.0,R,ugm-3 (BAM)
12,12,01-01-2020,13:00,29.844,R,ugm-3,50.6278,R,ugm-3,96.38796,R,ugm-3,38.0,R,ugm-3 (BAM)
13,13,01-01-2020,14:00,9.991,R,ugm-3,43.87306,R,ugm-3,59.19238,R,ugm-3,36.0,R,ugm-3 (BAM)
14,14,01-01-2020,15:00,12.85786,R,ugm-3,46.0542,R,ugm-3,65.76931,R,ugm-3,39.0,R,ugm-3 (BAM)
15,15,01-01-2020,16:00,5.94157,R,ugm-3,39.968,R,ugm-3,49.07828,R,ugm-3,33.0,R,ugm-3 (BAM)
16,16,01-01-2020,17:00,5.26069,R,ugm-3,42.00683,R,ugm-3,50.07311,R,ugm-3,33.0,R,ugm-3 (BAM)
17,17,01-01-2020,18:00,3.68391,R,ugm-3,45.08774,R,ugm-3,50.73632,R,ugm-3,32.0,R,ugm-3 (BAM)
18,18,01-01-2020,19:00,6.51494,R,ugm-3,45.77631,R,ugm-3,55.76574,R,ugm-3,34.0,R,ugm-3 (BAM)
19,19,01-01-2020,20:00,2.89553,R,ugm-3,43.09102,R,ugm-3,47.53076,R,ugm-3,30.0,R,ugm-3 (BAM)
20,20,01-01-2020,21:00,3.28972,R,ugm-3,46.07904,R,ugm-3,51.1232,R,ugm-3,27.0,R,ugm-3 (BAM)
21,21,01-01-2020,22:00,3.18221,R,ugm-3,45.24905,R,ugm-3,50.12837,R,ugm-3,22.0,R,ugm-3 (BAM)
22,22,01-01-2020,23:00,1.06791,R,ugm-3,30.36293,R,ugm-3,32.00036,R,ugm-3,24.0,R,ugm-3 (BAM)
23,23,01-01-2020,24:00,1.17541,R,ugm-3,26.55038,R,ugm-3,28.35265,R,ugm-3,23.0,R,ugm-3 (BAM)
24,24,02-01-2020,01:00,0.72155,R,ugm-3,18.13027,R,ugm-3,19.23663,R,ugm-3,17.0,R,ugm-3 (BAM)
25,25,02-01-2020,02:00,0.53041,R,ugm-3,17.90742,R,ugm-3,18.7207,R,ugm-3,12.0,R,ugm-3 (BAM)
26,26,02-01-2020,03:00,0.63792,R,ugm-3,16.82127,R,ugm-3,17.79941,R,ugm-3,17.0,R,ugm-3 (BAM)
27,27,02-01-2020,04:00,0.56625,R,ugm-3,13.78035,R,ugm-3,14.64858,R,ugm-3,14.0,R,ugm-3 (BAM)
28,28,02-01-2020,05:00,0.78128,R,ugm-3,14.05869,R,ugm-3,15.25663,R,ugm-3,13.0,R,ugm-3 (BAM)
29,29,02-01-2020,06:00,1.13966,R,ugm-3,22.57471,R,ugm-3,24.32217,R,ugm-3,11.0,R,ugm-3 (BAM)
30,30,02-01-2020,07:00,2.50152,R,ugm-3,33.03459,R,ugm-3,36.8702,R,ugm-3,15.0,R,ugm-3 (BAM)
31,31,02-01-2020,08:00,3.0391,R,ugm-3,38.73308,R,ugm-3,43.39296,R,ugm-3,14.0,R,ugm-3 (BAM)
32,32,02-01-2020,09:00,3.3258,R,ugm-3,36.41403,R,ugm-3,41.51352,R,ugm-3,10.0,R,ugm-3 (BAM)
33,33,02-01-2020,10:00,4.22177,R,ugm-3,34.87441,R,ugm-3,41.34769,R,ugm-3,9.0,R,ugm-3 (BAM)
34,34,02-01-2020,11:00,3.46916,R,ugm-3,27.18396,R,ugm-3,32.50326,R,ugm-3,9.0,R,ugm-3 (BAM)
35,35,02-01-2020,12:00,3.57667,R,ugm-3,22.26523,R,ugm-3,27.74938,R,ugm-3,6.0,R,ugm-3 (BAM)
36,36,02-01-2020,13:00,3.11077,R,ugm-3,22.53738,R,ugm-3,27.30716,R,ugm-3,7.0,R,ugm-3 (BAM)
37,37,02-01-2020,14:00,2.60904,R,ugm-3,22.97503,R,ugm-3,26.9755,R,ugm-3,10.0,R,ugm-3 (BAM)
38,38,02-01-2020,15:00,1.53389,R,ugm-3,20.09081,R,ugm-3,22.44273,R,ugm-3,12.0,R,ugm-3 (BAM)
39,39,02-01-2020,16:00,1.96395,R,ugm-3,24.01943,R,ugm-3,27.03077,R,ugm-3,10.0,R,ugm-3 (BAM)
40,40,02-01-2020,17:00,1.6414,R,ugm-3,25.61955,R,ugm-3,28.13633,R,ugm-3,9.0,R,ugm-3 (BAM)
41,41,02-01-2020,18:00,1.1755,R,ugm-3,24.50976,R,ugm-3,26.31217,R,ugm-3,9.0,R,ugm-3 (BAM)
42,42,02-01-2020,19:00,1.46221,R,ugm-3,27.8843,R,ugm-3,30.12632,R,ugm-3,6.0,R,ugm-3 (BAM)
43,43,02-01-2020,20:00,1.31885,R,ugm-3,22.13412,R,ugm-3,24.15634,R,ugm-3,8.0,R,ugm-3 (BAM)
44,44,02-01-2020,21:00,0.78128,R,ugm-3,19.75229,R,ugm-3,20.95023,R,ugm-3,8.0,R,ugm-3 (BAM)
45,45,02-01-2020,22:00,0.81712,R,ugm-3,16.49124,R,ugm-3,17.74413,R,ugm-3,6.0,R,ugm-3 (BAM)
46,46,02-01-2020,23:00,1.03215,R,ugm-3,16.54847,R,ugm-3,18.13107,R,ugm-3,11.0,R,ugm-3 (BAM)
47,47,02-01-2020,24:00,0.35122,R,ugm-3,12.0095,R,ugm-3,12.54803,R,ugm-3,6.0,R,ugm-3 (BAM)
48,48,03-01-2020,01:00,0.38708,R,ugm-3,10.31645,R,ugm-3,10.90997,R,ugm-3,8.0,R,ugm-3 (BAM)
49,49,03-01-2020,02:00,0.43487,R,ugm-3,8.54771,R,ugm-3,9.2145,R,ugm-3,9.0,R,ugm-3 (BAM)
50,50,03-01-2020,03:00,0.38708,R,ugm-3,6.87022,R,ugm-3,7.46374,R,ugm-3,7.0,R,ugm-3 (BAM)
51,51,03-01-2020,04:00,0.38708,R,ugm-3,8.36297,R,ugm-3,8.95649,R,ugm-3,4.0,R,ugm-3 (BAM)
52,52,03-01-2020,05:00,0.42293,R,ugm-3,7.25757,R,ugm-3,7.90604,R,ugm-3,3.0,R,ugm-3 (BAM)
53,53,03-01-2020,06:00,0.49461,R,ugm-3,8.47454,R,ugm-3,9.23293,R,ugm-3,2.0,R,ugm-3 (BAM)
54,54,03-01-2020,07:00,0.99638,R,ugm-3,16.21936,R,ugm-3,17.74712,R,ugm-3,1.0,R,ugm-3 (BAM)
55,55,03-01-2020,08:00,0.9247,R,ugm-3,19.97821,R,ugm-3,21.39607,R,ugm-3,6.0,R,ugm-3 (BAM)
56,56,03-01-2020,09:00,2.28666,R,ugm-3,29.00258,R,ugm-3,32.50875,R,ugm-3,6.0,R,ugm-3 (BAM)
57,57,03-01-2020,10:00,8.27212,R,ugm-3,45.69931,R,ugm-3,58.38306,R,ugm-3,8.0,R,ugm-3 (BAM)
58,58,03-01-2020,11:00,10.45843,R,ugm-3,38.31107,R,ugm-3,54.34711,R,ugm-3,12.0,R,ugm-3 (BAM)
59,59,03-01-2020,12:00,7.80619,R,ugm-3,37.78897,R,ugm-3,49.75829,R,ugm-3,10.0,R,ugm-3 (BAM)
60,60,03-01-2020,13:00,8.91726,R,ugm-3,36.80407,R,ugm-3,50.47702,R,ugm-3,12.0,R,ugm-3 (BAM)
61,61,03-01-2020,14:00,11.82039,R,ugm-3,36.4992,R,ugm-3,54.62354,R,ugm-3,10.0,R,ugm-3 (BAM)
62,62,03-01-2020,15:00,7.3761,R,ugm-3,36.34753,R,ugm-3,47.65738,R,ugm-3,6.0,R,ugm-3 (BAM)
63,63,03-01-2020,16:00,8.7739,R,ugm-3,49.51876,R,ugm-3,62.97188,R,ugm-3,11.0,R,ugm-3 (BAM)
64,64,03-01-2020,17:00,9.23983,R,ugm-3,59.41944,R,ugm-3,73.58698,R,ugm-3,12.0,R,ugm-3 (BAM)
65,65,03-01-2020,18:00,13.75581,R,ugm-3,68.41769,R,ugm-3,89.50963,R,ugm-3,14.0,R,ugm-3 (BAM)
66,66,03-01-2020,19:00,11.85623,R,ugm-3,75.14513,R,ugm-3,93.32444,R,ugm-3,13.0,R,ugm-3 (BAM)
67,67,03-01-2020,20:00,12.32217,R,ugm-3,74.43071,R,ugm-3,93.32444,R,ugm-3,10.0,R,ugm-3 (BAM)
68,68,03-01-2020,21:00,5.90661,R,ugm-3,58.22759,R,ugm-3,67.28427,R,ugm-3,16.0,R,ugm-3 (BAM)
69,69,03-01-2020,22:00,4.04288,R,ugm-3,43.11701,R,ugm-3,49.31599,R,ugm-3,12.0,R,ugm-3 (BAM)
70,70,03-01-2020,23:00,3.50526,R,ugm-3,48.86188,R,ugm-3,54.23654,R,ugm-3,10.0,R,ugm-3 (BAM)
71,71,03-01-2020,24:00,2.28666,R,ugm-3,38.40137,R,ugm-3,41.90754,R,ugm-3,11.0,R,ugm-3 (BAM)
72,72,04-01-2020,01:00,1.10399,R,ugm-3,40.40617,R,ugm-3,42.09893,R,ugm-3,10.0,R,ugm-3 (BAM)
73,73,04-01-2020,02:00,1.00841,R,ugm-3,32.36888,R,ugm-3,33.91508,R,ugm-3,13.0,R,ugm-3 (BAM)
74,74,04-01-2020,03:00,0.60218,R,ugm-3,21.19521,R,ugm-3,22.11853,R,ugm-3,11.0,R,ugm-3 (BAM)
75,75,04-01-2020,04:00,0.63802,R,ugm-3,16.21887,R,ugm-3,17.19715,R,ugm-3,13.0,R,ugm-3 (BAM)
76,76,04-01-2020,05:00,0.60218,R,ugm-3,13.7855,R,ugm-3,14.70882,R,ugm-3,9.0,R,ugm-3 (BAM)
77,77,04-01-2020,06:00,0.60218,R,ugm-3,12.45839,R,ugm-3,13.38171,R,ugm-3,5.0,R,ugm-3 (BAM)
78,78,04-01-2020,07:00,1.0323,R,ugm-3,19.15328,R,ugm-3,20.73612,R,ugm-3,2.0,R,ugm-3 (BAM)
79,79,04-01-2020,08:00,1.74918,R,ugm-3,25.62968,R,ugm-3,28.31172,R,ugm-3,4.0,R,ugm-3 (BAM)
80,80,04-01-2020,09:00,2.93202,R,ugm-3,28.5162,R,ugm-3,33.0119,R,ugm-3,6.0,R,ugm-3 (BAM)
81,81,04-01-2020,10:00,4.2224,R,ugm-3,28.47302,R,ugm-3,34.94727,R,ugm-3,8.0,R,ugm-3 (BAM)
82,82,04-01-2020,11:00,6.08627,R,ugm-3,29.20938,R,ugm-3,38.54153,R,ugm-3,8.0,R,ugm-3 (BAM)
83,83,04-01-2020,12:00,6.94652,R,ugm-3,35.96361,R,ugm-3,46.6148,R,ugm-3,8.0,R,ugm-3 (BAM)
84,84,04-01-2020,13:00,10.67427,R,ugm-3,42.13651,R,ugm-3,58.50351,R,ugm-3,6.0,R,ugm-3 (BAM)
85,85,04-01-2020,14:00,9.88571,R,ugm-3,38.86662,R,ugm-3,54.0245,R,ugm-3,4.0,R,ugm-3 (BAM)
86,86,04-01-2020,15:00,10.38752,R,ugm-3,37.9313,R,ugm-3,53.85861,R,ugm-3,7.0,R,ugm-3 (BAM)
87,87,04-01-2020,16:00,5.69199,R,ugm-3,38.71664,R,ugm-3,47.44424,R,ugm-3,8.0,R,ugm-3 (BAM)
88,88,04-01-2020,17:00,7.0899,R,ugm-3,45.25474,R,ugm-3,56.12576,R,ugm-3,7.0,R,ugm-3 (BAM)
89,89,04-01-2020,18:00,4.90343,R,ugm-3,48.3861,R,ugm-3,55.90458,R,ugm-3,7.0,R,ugm-3 (BAM)
90,90,04-01-2020,19:00,3.3263,R,ugm-3,57.21869,R,ugm-3,62.31895,R,ugm-3,11.0,R,ugm-3 (BAM)
91,91,04-01-2020,20:00,3.3263,R,ugm-3,59.43055,R,ugm-3,64.5308,R,ugm-3,16.0,R,ugm-3 (BAM)
92,92,04-01-2020,21:00,4.29408,R,ugm-3,59.16315,R,ugm-3,65.74732,R,ugm-3,21.0,R,ugm-3 (BAM)
93,93,04-01-2020,22:00,2.82449,R,ugm-3,50.35724,R,ugm-3,54.68806,R,ugm-3,18.0,R,ugm-3 (BAM)
94,94,04-01-2020,23:00,2.03593,R,ugm-3,48.46976,R,ugm-3,51.59146,R,ugm-3,17.0,R,ugm-3 (BAM)
95,95,04-01-2020,24:00,1.53411,R,ugm-3,41.94008,R,ugm-3,44.29235,R,ugm-3,18.0,R,ugm-3 (BAM)
96,96,05-01-2020,01:00,0.91289,R,ugm-3,33.92213,R,ugm-3,35.32188,R,ugm-3,16.0,R,ugm-3 (BAM)
97,97,05-01-2020,02:00,0.57832,R,ugm-3,17.62221,R,ugm-3,18.50896,R,ugm-3,11.0,R,ugm-3 (BAM)
98,98,05-01-2020,03:00,0.38714,R,ugm-3,14.72606,R,ugm-3,15.31966,R,ugm-3,12.0,R,ugm-3 (BAM)
99,99,05-01-2020,04:00,0.2796,R,ugm-3,11.5173,R,ugm-3,11.94602,R,ugm-3,7.0,R,ugm-3 (BAM)
100,100,05-01-2020,05:00,0.67391,R,ugm-3,9.69598,R,ugm-3,10.7293,R,ugm-3,4.0,R,ugm-3 (BAM)
101,101,05-01-2020,06:00,0.31545,R,ugm-3,8.42053,R,ugm-3,8.90421,R,ugm-3,3.0,R,ugm-3 (BAM)
102,102,05-01-2020,07:00,0.49468,R,ugm-3,10.68977,R,ugm-3,11.44827,R,ugm-3,4.0,R,ugm-3 (BAM)
103,103,05-01-2020,08:00,0.60222,R,ugm-3,15.17055,R,ugm-3,16.09394,R,ugm-3,4.0,R,ugm-3 (BAM)
104,104,05-01-2020,09:00,0.78145,R,ugm-3,17.38449,R,ugm-3,18.5827,R,ugm-3,5.0,R,ugm-3 (BAM)
105,105,05-01-2020,10:00,1.03238,R,ugm-3,17.71871,R,ugm-3,19.30167,R,ugm-3,5.0,R,ugm-3 (BAM)
106,106,05-01-2020,11:00,0.96068,R,ugm-3,17.22028,R,ugm-3,18.69331,R,ugm-3,2.0,R,ugm-3 (BAM)
107,107,05-01-2020,12:00,1.10407,R,ugm-3,15.67309,R,ugm-3,17.36597,R,ugm-3,0.0,R,ugm-3 (BAM)
108,108,05-01-2020,13:00,1.21161,R,ugm-3,16.5037,R,ugm-3,18.36148,R,ugm-3,3.0,R,ugm-3 (BAM)
109,109,05-01-2020,14:00,1.355,R,ugm-3,17.00282,R,ugm-3,19.08045,R,ugm-3,3.0,R,ugm-3 (BAM)
110,110,05-01-2020,15:00,1.89269,R,ugm-3,22.92565,R,ugm-3,25.82774,R,ugm-3,3.0,R,ugm-3 (BAM)
111,111,05-01-2020,16:00,1.2833,R,ugm-3,18.16355,R,ugm-3,20.13126,R,ugm-3,3.0,R,ugm-3 (BAM)
112,112,05-01-2020,17:00,1.46254,R,ugm-3,19.99035,R,ugm-3,22.23287,R,ugm-3,3.0,R,ugm-3 (BAM)
113,113,05-01-2020,18:00,0.96068,R,ugm-3,24.2441,R,ugm-3,25.71713,R,ugm-3,5.0,R,ugm-3 (BAM)
114,114,05-01-2020,19:00,1.06822,R,ugm-3,29.55447,R,ugm-3,31.19239,R,ugm-3,6.0,R,ugm-3 (BAM)
115,115,05-01-2020,20:00,0.70976,R,ugm-3,27.89188,R,ugm-3,28.98016,R,ugm-3,8.0,R,ugm-3 (BAM)
116,116,05-01-2020,21:00,0.67391,R,ugm-3,23.41178,R,ugm-3,24.4451,R,ugm-3,7.0,R,ugm-3 (BAM)
117,117,05-01-2020,22:00,0.8173,R,ugm-3,30.7688,R,ugm-3,32.02197,R,ugm-3,6.0,R,ugm-3 (BAM)
118,118,05-01-2020,23:00,0.60222,R,ugm-3,32.64714,R,ugm-3,33.57053,R,ugm-3,12.0,R,ugm-3 (BAM)
119,119,05-01-2020,24:00,0.60222,R,ugm-3,22.19437,R,ugm-3,23.11776,R,ugm-3,8.0,R,ugm-3 (BAM)
120,120,06-01-2020,01:00,0.51145,R,ugm-3,20.97302,R,ugm-3,21.75723,R,ugm-3,9.0,R,ugm-3 (BAM)
121,121,06-01-2020,02:00,0.41585,R,ugm-3,10.64663,R,ugm-3,11.28426,R,ugm-3,6.0,R,ugm-3 (BAM)
122,122,06-01-2020,03:00,0.2366,R,ugm-3,8.98544,R,ugm-3,9.34823,R,ugm-3,6.0,R,ugm-3 (BAM)
123,123,06-01-2020,04:00,0.34415,R,ugm-3,8.54397,R,ugm-3,9.07166,R,ugm-3,6.0,R,ugm-3 (BAM)
124,124,06-01-2020,05:00,0.41585,R,ugm-3,7.71494,R,ugm-3,8.35256,R,ugm-3,7.0,R,ugm-3 (BAM)
125,125,06-01-2020,06:00,0.4517,R,ugm-3,10.42572,R,ugm-3,11.11831,R,ugm-3,8.0,R,ugm-3 (BAM)
126,126,06-01-2020,07:00,0.77434,R,ugm-3,16.23691,R,ugm-3,17.42422,R,ugm-3,8.0,R,ugm-3 (BAM)
127,127,06-01-2020,08:00,1.20453,R,ugm-3,23.65328,R,ugm-3,25.50021,R,ugm-3,13.0,R,ugm-3 (BAM)
128,128,06-01-2020,09:00,1.99321,R,ugm-3,25.98415,R,ugm-3,29.04036,R,ugm-3,9.0,R,ugm-3 (BAM)
129,129,06-01-2020,10:00,3.28378,R,ugm-3,28.65176,R,ugm-3,33.68682,R,ugm-3,10.0,R,ugm-3 (BAM)
130,130,06-01-2020,11:00,4.82529,R,ugm-3,28.722,R,ugm-3,36.12068,R,ugm-3,9.0,R,ugm-3 (BAM)
131,131,06-01-2020,12:00,3.14038,R,ugm-3,19.68935,R,ugm-3,24.50454,R,ugm-3,7.0,R,ugm-3 (BAM)
132,132,06-01-2020,13:00,4.25171,R,ugm-3,20.4192,R,ugm-3,26.93839,R,ugm-3,7.0,R,ugm-3 (BAM)
133,133,06-01-2020,14:00,3.35548,R,ugm-3,20.46584,R,ugm-3,25.61083,R,ugm-3,9.0,R,ugm-3 (BAM)
134,134,06-01-2020,15:00,3.64227,R,ugm-3,27.82551,R,ugm-3,33.41025,R,ugm-3,10.0,R,ugm-3 (BAM)
135,135,06-01-2020,16:00,3.71397,R,ugm-3,32.63861,R,ugm-3,38.33328,R,ugm-3,13.0,R,ugm-3 (BAM)
136,136,06-01-2020,17:00,2.74604,R,ugm-3,35.8375,R,ugm-3,40.04805,R,ugm-3,10.0,R,ugm-3 (BAM)
137,137,06-01-2020,18:00,2.20831,R,ugm-3,33.78564,R,ugm-3,37.17167,R,ugm-3,10.0,R,ugm-3 (BAM)
138,138,06-01-2020,19:00,2.96114,R,ugm-3,36.55868,R,ugm-3,41.09903,R,ugm-3,12.0,R,ugm-3 (BAM)
139,139,06-01-2020,20:00,2.99699,R,ugm-3,39.87793,R,ugm-3,44.47324,R,ugm-3,13.0,R,ugm-3 (BAM)
140,140,06-01-2020,21:00,2.67435,R,ugm-3,40.42795,R,ugm-3,44.52856,R,ugm-3,11.0,R,ugm-3 (BAM)
141,141,06-01-2020,22:00,2.06491,R,ugm-3,36.60532,R,ugm-3,39.77147,R,ugm-3,9.0,R,ugm-3 (BAM)
142,142,06-01-2020,23:00,1.34793,R,ugm-3,36.37712,R,ugm-3,38.44391,R,ugm-3,12.0,R,ugm-3 (BAM)
143,143,06-01-2020,24:00,0.66679,R,ugm-3,28.57111,R,ugm-3,29.59351,R,ugm-3,12.0,R,ugm-3 (BAM)
144,144,07-01-2020,01:00,0.85088,R,ugm-3,26.20995,R,ugm-3,27.51462,R,ugm-3,9.0,R,ugm-3 (BAM)
145,145,07-01-2020,02:00,1.1377,R,ugm-3,38.08906,R,ugm-3,39.8335,R,ugm-3,10.0,R,ugm-3 (BAM)
146,146,07-01-2020,03:00,0.70748,R,ugm-3,29.45424,R,ugm-3,30.53902,R,ugm-3,8.0,R,ugm-3 (BAM)
147,147,07-01-2020,04:00,0.59992,R,ugm-3,21.26518,R,ugm-3,22.18505,R,ugm-3,9.0,R,ugm-3 (BAM)
148,148,07-01-2020,05:00,0.99429,R,ugm-3,29.29108,R,ugm-3,30.81564,R,ugm-3,8.0,R,ugm-3 (BAM)
149,149,07-01-2020,06:00,1.17355,R,ugm-3,31.83776,R,ugm-3,33.63718,R,ugm-3,8.0,R,ugm-3 (BAM)
150,150,07-01-2020,07:00,2.46421,R,ugm-3,40.42571,R,ugm-3,44.20412,R,ugm-3,11.0,R,ugm-3 (BAM)
151,151,07-01-2020,08:00,4.65117,R,ugm-3,52.39726,R,ugm-3,59.52896,R,ugm-3,9.0,R,ugm-3 (BAM)
152,152,07-01-2020,09:00,11.57057,R,ugm-3,66.57295,R,ugm-3,84.31425,R,ugm-3,8.0,R,ugm-3 (BAM)
153,153,07-01-2020,10:00,8.05709,R,ugm-3,51.93281,R,ugm-3,64.28685,R,ugm-3,12.0,R,ugm-3 (BAM)
154,154,07-01-2020,11:00,6.08525,R,ugm-3,42.01038,R,ugm-3,51.34096,R,ugm-3,17.0,R,ugm-3 (BAM)
155,155,07-01-2020,12:00,5.40406,R,ugm-3,29.72169,R,ugm-3,38.0078,R,ugm-3,14.0,R,ugm-3 (BAM)
156,156,07-01-2020,13:00,4.57947,R,ugm-3,24.90037,R,ugm-3,31.92213,R,ugm-3,16.0,R,ugm-3 (BAM)
157,157,07-01-2020,14:00,3.07369,R,ugm-3,22.61728,R,ugm-3,27.33021,R,ugm-3,12.0,R,ugm-3 (BAM)
158,158,07-01-2020,15:00,3.2171,R,ugm-3,26.43606,R,ugm-3,31.36888,R,ugm-3,8.0,R,ugm-3 (BAM)
159,159,07-01-2020,16:00,2.2491,R,ugm-3,25.65201,R,ugm-3,29.10059,R,ugm-3,6.0,R,ugm-3 (BAM)
160,160,07-01-2020,17:00,3.03784,R,ugm-3,30.19636,R,ugm-3,34.85431,R,ugm-3,5.0,R,ugm-3 (BAM)
161,161,07-01-2020,18:00,2.85858,R,ugm-3,27.2624,R,ugm-3,31.6455,R,ugm-3,5.0,R,ugm-3 (BAM)
162,162,07-01-2020,19:00,1.46036,R,ugm-3,24.26115,R,ugm-3,26.50034,R,ugm-3,3.0,R,ugm-3 (BAM)
163,163,07-01-2020,20:00,1.81888,R,ugm-3,24.81792,R,ugm-3,27.60683,R,ugm-3,4.0,R,ugm-3 (BAM)
164,164,07-01-2020,21:00,1.38866,R,ugm-3,21.16229,R,ugm-3,23.29153,R,ugm-3,6.0,R,ugm-3 (BAM)
165,165,07-01-2020,22:00,0.95844,R,ugm-3,19.77495,R,ugm-3,21.24453,R,ugm-3,6.0,R,ugm-3 (BAM)
166,166,07-01-2020,23:00,0.85088,R,ugm-3,17.45027,R,ugm-3,18.75494,R,ugm-3,5.0,R,ugm-3 (BAM)
167,167,07-01-2020,24:00,0.67162,R,ugm-3,14.84827,R,ugm-3,15.87808,R,ugm-3,3.0,R,ugm-3 (BAM)
168,168,08-01-2020,01:00,0.37767,R,ugm-3,10.85654,R,ugm-3,11.43562,R,ugm-3,3.0,R,ugm-3 (BAM)
169,169,08-01-2020,02:00,0.28206,R,ugm-3,9.67513,R,ugm-3,10.10761,R,ugm-3,0.0,R,ugm-3 (BAM)
170,170,08-01-2020,03:00,0.31791,R,ugm-3,9.6386,R,ugm-3,10.12606,R,ugm-3,2.0,R,ugm-3 (BAM)
171,171,08-01-2020,04:00,0.42547,R,ugm-3,6.87299,R,ugm-3,7.52538,R,ugm-3,2.0,R,ugm-3 (BAM)
172,172,08-01-2020,05:00,0.42547,R,ugm-3,6.70699,R,ugm-3,7.35938,R,ugm-3,3.0,R,ugm-3 (BAM)
173,173,08-01-2020,06:00,0.42547,R,ugm-3,9.30767,R,ugm-3,9.96006,R,ugm-3,5.0,R,ugm-3 (BAM)
174,174,08-01-2020,07:00,1.14256,R,ugm-3,19.10888,R,ugm-3,20.86078,R,ugm-3,5.0,R,ugm-3 (BAM)
175,175,08-01-2020,08:00,1.96722,R,ugm-3,31.34584,R,ugm-3,34.36219,R,ugm-3,6.0,R,ugm-3 (BAM)
176,176,08-01-2020,09:00,3.54481,R,ugm-3,37.44827,R,ugm-3,42.88357,R,ugm-3,9.0,R,ugm-3 (BAM)
177,177,08-01-2020,10:00,6.26975,R,ugm-3,39.68879,R,ugm-3,49.30227,R,ugm-3,13.0,R,ugm-3 (BAM)
178,178,08-01-2020,11:00,12.50843,R,ugm-3,42.84968,R,ugm-3,62.02901,R,ugm-3,19.0,R,ugm-3 (BAM)
179,179,08-01-2020,12:00,8.95884,R,ugm-3,38.77493,R,ugm-3,52.51162,R,ugm-3,17.0,R,ugm-3 (BAM)
180,180,08-01-2020,13:00,10.78742,R,ugm-3,43.49652,R,ugm-3,60.037,R,ugm-3,21.0,R,ugm-3 (BAM)
181,181,08-01-2020,14:00,9.49666,R,ugm-3,41.49164,R,ugm-3,56.05298,R,ugm-3,17.0,R,ugm-3 (BAM)
182,182,08-01-2020,15:00,11.11011,R,ugm-3,43.49974,R,ugm-3,60.535,R,ugm-3,18.0,R,ugm-3 (BAM)
183,183,08-01-2020,16:00,4.6563,R,ugm-3,40.28137,R,ugm-3,47.42093,R,ugm-3,20.0,R,ugm-3 (BAM)
184,184,08-01-2020,17:00,6.77172,R,ugm-3,49.65385,R,ugm-3,60.037,R,ugm-3,19.0,R,ugm-3 (BAM)
185,185,08-01-2020,18:00,9.17397,R,ugm-3,62.90254,R,ugm-3,76.96909,R,ugm-3,15.0,R,ugm-3 (BAM)
186,186,08-01-2020,19:00,9.13811,R,ugm-3,64.28552,R,ugm-3,78.2971,R,ugm-3,22.0,R,ugm-3 (BAM)
187,187,08-01-2020,20:00,12.25745,R,ugm-3,65.5893,R,ugm-3,84.3838,R,ugm-3,23.0,R,ugm-3 (BAM)
188,188,08-01-2020,21:00,17.52806,R,ugm-3,68.57455,R,ugm-3,95.45053,R,ugm-3,22.0,R,ugm-3 (BAM)
189,189,08-01-2020,22:00,10.67985,R,ugm-3,53.84284,R,ugm-3,70.21839,R,ugm-3,19.0,R,ugm-3 (BAM)
190,190,08-01-2020,23:00,2.68431,R,ugm-3,29.08431,R,ugm-3,33.20018,R,ugm-3,13.0,R,ugm-3 (BAM)
191,191,08-01-2020,24:00,1.21427,R,ugm-3,23.59162,R,ugm-3,25.45347,R,ugm-3,7.0,R,ugm-3 (BAM)
192,192,09-01-2020,01:00,0.86057,R,ugm-3,14.17651,R,ugm-3,15.49603,R,ugm-3,4.0,R,ugm-3 (BAM)
