,Unnamed: 0,Date,time,Nitric oxide,status,unit,Nitrogen dioxide,status.1,unit.1,Nitrogen oxides as nitrogen dioxide,status.2,unit.2,PM<sub>2.5</sub> particulate matter (Hourly measured),status.3,unit.3
3954,3954,13-06-2020,19:00,1.0925,R,ugm-3,20.80453,R,ugm-3,22.47966,R,ugm-3,8.0,R,ugm-3 (BAM)
3955,3955,13-06-2020,20:00,0.80116,R,ugm-3,25.20494,R,ugm-3,26.43337,R,ugm-3,12.0,R,ugm-3 (BAM)
3956,3956,13-06-2020,21:00,0.61908,R,ugm-3,23.78968,R,ugm-3,24.73893,R,ugm-3,13.0,R,ugm-3 (BAM)
3957,3957,13-06-2020,22:00,0.76475,R,ugm-3,27.52004,R,ugm-3,28.69264,R,ugm-3,10.0,R,ugm-3 (BAM)
3958,3958,13-06-2020,23:00,0.72833,R,ugm-3,36.16107,R,ugm-3,37.27783,R,ugm-3,14.0,R,ugm-3 (BAM)
3959,3959,13-06-2020,24:00,0.32775,R,ugm-3,35.87159,R,ugm-3,36.37413,R,ugm-3,19.0,R,ugm-3 (BAM)
3960,3960,14-06-2020,01:00,0.38895,R,ugm-3,35.29753,R,ugm-3,35.8939,R,ugm-3,25.0,R,ugm-3 (BAM)
3961,3961,14-06-2020,02:00,0.65635,R,ugm-3,33.60559,R,ugm-3,34.61198,R,ugm-3,29.0,R,ugm-3 (BAM)
3962,3962,14-06-2020,03:00,0.25525,R,ugm-3,29.0175,R,ugm-3,29.40887,R,ugm-3,30.0,R,ugm-3 (BAM)
3963,3963,14-06-2020,04:00,0.8022,R,ugm-3,31.17628,R,ugm-3,32.40631,R,ugm-3,42.0,R,ugm-3 (BAM)
3964,3964,14-06-2020,05:00,1.34916,R,ugm-3,34.07029,R,ugm-3,36.13898,R,ugm-3,39.0,R,ugm-3 (BAM)
3965,3965,14-06-2020,06:00,1.45855,R,ugm-3,20.95135,R,ugm-3,23.18776,R,ugm-3,26.0,R,ugm-3 (BAM)
3966,3966,14-06-2020,07:00,1.16684,R,ugm-3,12.57597,R,ugm-3,14.3651,R,ugm-3,6.0,R,ugm-3 (BAM)
3967,3967,14-06-2020,08:00,1.2033,R,ugm-3,11.55862,R,ugm-3,13.40366,R,ugm-3,6.0,R,ugm-3 (BAM)
3968,3968,14-06-2020,09:00,1.13038,R,ugm-3,9.91722,R,ugm-3,11.65044,R,ugm-3,9.0,R,ugm-3 (BAM)
3969,3969,14-06-2020,10:00,0.94806,R,ugm-3,8.38699,R,ugm-3,9.84066,R,ugm-3,7.0,R,ugm-3 (BAM)
3970,3970,14-06-2020,11:00,0.91159,R,ugm-3,8.32979,R,ugm-3,9.72755,R,ugm-3,11.0,R,ugm-3 (BAM)
3971,3971,14-06-2020,12:00,0.83867,R,ugm-3,7.70639,R,ugm-3,8.99233,R,ugm-3,9.0,R,ugm-3 (BAM)
3972,3972,14-06-2020,13:00,1.09391,R,ugm-3,8.7289,R,ugm-3,10.40622,R,ugm-3,8.0,R,ugm-3 (BAM)
3973,3973,14-06-2020,14:00,1.2033,R,ugm-3,9.35295,R,ugm-3,11.19799,R,ugm-3,6.0,R,ugm-3 (BAM)
3974,3974,14-06-2020,15:00,1.42209,R,ugm-3,10.20516,R,ugm-3,12.38566,R,ugm-3,6.0,R,ugm-3 (BAM)
3975,3975,14-06-2020,16:00,1.05745,R,ugm-3,8.61515,R,ugm-3,10.23655,R,ugm-3,8.0,R,ugm-3 (BAM)
3976,3976,14-06-2020,17:00,1.05745,R,ugm-3,8.38893,R,ugm-3,10.01033,R,ugm-3,6.0,R,ugm-3 (BAM)
3977,3977,14-06-2020,18:00,1.05745,R,ugm-3,8.72826,R,ugm-3,10.34966,R,ugm-3,4.0,R,ugm-3 (BAM)
3978,3978,14-06-2020,19:00,0.69281,R,ugm-3,8.89148,R,ugm-3,9.95377,R,ugm-3,3.0,R,ugm-3 (BAM)
3979,3979,14-06-2020,20:00,0.65635,R,ugm-3,13.69805,R,ugm-3,14.70443,R,ugm-3,4.0,R,ugm-3 (BAM)
3980,3980,14-06-2020,21:00,0.51049,R,ugm-3,16.18391,R,ugm-3,16.96666,R,ugm-3,5.0,R,ugm-3 (BAM)
3981,3981,14-06-2020,22:00,0.65635,R,ugm-3,20.99371,R,ugm-3,22.0001,R,ugm-3,6.0,R,ugm-3 (BAM)
3982,3982,14-06-2020,23:00,0.65635,R,ugm-3,18.44871,R,ugm-3,19.4551,R,ugm-3,7.0,R,ugm-3 (BAM)
3983,3983,14-06-2020,24:00,0.36464,R,ugm-3,12.788,R,ugm-3,13.3471,R,ugm-3,6.0,R,ugm-3 (BAM)
3984,3984,15-06-2020,01:00,0.43813,R,ugm-3,7.78488,R,ugm-3,8.45667,R,ugm-3,6.0,R,ugm-3 (BAM)
3985,3985,15-06-2020,02:00,0.43813,R,ugm-3,8.76645,R,ugm-3,9.43825,R,ugm-3,8.0,R,ugm-3 (BAM)
3986,3986,15-06-2020,03:00,0.54766,R,ugm-3,9.12705,R,ugm-3,9.96679,R,ugm-3,7.0,R,ugm-3 (BAM)
3987,3987,15-06-2020,04:00,0.54766,R,ugm-3,13.20437,R,ugm-3,14.04411,R,ugm-3,11.0,R,ugm-3 (BAM)
3988,3988,15-06-2020,05:00,0.9858,R,ugm-3,14.40135,R,ugm-3,15.91288,R,ugm-3,9.0,R,ugm-3 (BAM)
3989,3989,15-06-2020,06:00,2.40973,R,ugm-3,18.05086,R,ugm-3,21.74572,R,ugm-3,13.0,R,ugm-3 (BAM)
3990,3990,15-06-2020,07:00,5.18456,R,ugm-3,22.5171,R,ugm-3,30.46666,R,ugm-3,12.0,R,ugm-3 (BAM)
3991,3991,15-06-2020,08:00,6.49896,R,ugm-3,23.16331,R,ugm-3,33.12824,R,ugm-3,14.0,R,ugm-3 (BAM)
3992,3992,15-06-2020,09:00,4.70992,R,ugm-3,19.39408,R,ugm-3,26.61585,R,ugm-3,10.0,R,ugm-3 (BAM)
3993,3993,15-06-2020,10:00,3.28599,R,ugm-3,15.17827,R,ugm-3,20.21672,R,ugm-3,6.0,R,ugm-3 (BAM)
3994,3994,15-06-2020,11:00,2.81135,R,ugm-3,11.88536,R,ugm-3,16.19603,R,ugm-3,6.0,R,ugm-3 (BAM)
3995,3995,15-06-2020,12:00,1.75253,R,ugm-3,10.79064,R,ugm-3,13.47781,R,ugm-3,13.0,R,ugm-3 (BAM)
3996,3996,15-06-2020,13:00,1.97159,R,ugm-3,12.55004,R,ugm-3,15.57311,R,ugm-3,9.0,R,ugm-3 (BAM)
3997,3997,15-06-2020,14:00,2.9939,R,ugm-3,17.77806,R,ugm-3,22.36864,R,ugm-3,8.0,R,ugm-3 (BAM)
3998,3998,15-06-2020,15:00,1.56997,R,ugm-3,13.50562,R,ugm-3,15.91288,R,ugm-3,8.0,R,ugm-3 (BAM)
3999,3999,15-06-2020,16:00,2.15415,R,ugm-3,19.06566,R,ugm-3,22.36864,R,ugm-3,6.0,R,ugm-3 (BAM)
4000,4000,15-06-2020,17:00,1.38742,R,ugm-3,17.52308,R,ugm-3,19.65043,R,ugm-3,9.0,R,ugm-3 (BAM)
4001,4001,15-06-2020,18:00,0.9858,R,ugm-3,16.55327,R,ugm-3,18.0648,R,ugm-3,7.0,R,ugm-3 (BAM)
4002,4002,15-06-2020,19:00,0.94929,R,ugm-3,19.49735,R,ugm-3,20.9529,R,ugm-3,9.0,R,ugm-3 (BAM)
4003,4003,15-06-2020,20:00,1.05882,R,ugm-3,23.40673,R,ugm-3,25.03023,R,ugm-3,9.0,R,ugm-3 (BAM)
4004,4004,15-06-2020,21:00,0.58418,R,ugm-3,25.43698,R,ugm-3,26.3327,R,ugm-3,9.0,R,ugm-3 (BAM)
4005,4005,15-06-2020,22:00,0.58418,R,ugm-3,42.87886,R,ugm-3,43.77458,R,ugm-3,12.0,R,ugm-3 (BAM)
4006,4006,15-06-2020,23:00,3.10344,R,ugm-3,52.77701,R,ugm-3,57.53554,R,ugm-3,9.0,R,ugm-3 (BAM)
4007,4007,15-06-2020,24:00,0.14604,R,ugm-3,28.26069,R,ugm-3,28.48462,R,ugm-3,12.0,R,ugm-3 (BAM)
4008,4008,16-06-2020,01:00,0.24372,R,ugm-3,27.97801,R,ugm-3,28.35171,R,ugm-3,11.0,R,ugm-3 (BAM)
4009,4009,16-06-2020,02:00,0.24372,R,ugm-3,10.05973,R,ugm-3,10.43343,R,ugm-3,13.0,R,ugm-3 (BAM)
4010,4010,16-06-2020,03:00,0.14623,R,ugm-3,11.28658,R,ugm-3,11.51079,R,ugm-3,9.0,R,ugm-3 (BAM)
4011,4011,16-06-2020,04:00,0.18279,R,ugm-3,12.42129,R,ugm-3,12.70157,R,ugm-3,15.0,R,ugm-3 (BAM)
4012,4012,16-06-2020,05:00,0.4387,R,ugm-3,12.93616,R,ugm-3,13.60882,R,ugm-3,16.0,R,ugm-3 (BAM)
4013,4013,16-06-2020,06:00,1.572,R,ugm-3,17.71934,R,ugm-3,20.12972,R,ugm-3,21.0,R,ugm-3 (BAM)
4014,4014,16-06-2020,07:00,4.16764,R,ugm-3,25.64715,R,ugm-3,32.03743,R,ugm-3,17.0,R,ugm-3 (BAM)
4015,4015,16-06-2020,08:00,6.50736,R,ugm-3,28.07018,R,ugm-3,38.048,R,ugm-3,14.0,R,ugm-3 (BAM)
4016,4016,16-06-2020,09:00,3.83861,R,ugm-3,19.57405,R,ugm-3,25.45984,R,ugm-3,9.0,R,ugm-3 (BAM)
4017,4017,16-06-2020,10:00,2.63219,R,ugm-3,12.91835,R,ugm-3,16.95432,R,ugm-3,7.0,R,ugm-3 (BAM)
4018,4018,16-06-2020,11:00,3.91173,R,ugm-3,16.00303,R,ugm-3,22.00093,R,ugm-3,6.0,R,ugm-3 (BAM)
4019,4019,16-06-2020,12:00,3.18057,R,ugm-3,16.78391,R,ugm-3,21.66071,R,ugm-3,9.0,R,ugm-3 (BAM)
4020,4020,16-06-2020,13:00,1.86447,R,ugm-3,13.41507,R,ugm-3,16.27388,R,ugm-3,7.0,R,ugm-3 (BAM)
4021,4021,16-06-2020,14:00,1.64512,R,ugm-3,10.85953,R,ugm-3,13.38201,R,ugm-3,5.0,R,ugm-3 (BAM)
4022,4022,16-06-2020,15:00,1.42577,R,ugm-3,11.42267,R,ugm-3,13.60882,R,ugm-3,6.0,R,ugm-3 (BAM)
4023,4023,16-06-2020,16:00,1.38921,R,ugm-3,15.44796,R,ugm-3,17.57806,R,ugm-3,7.0,R,ugm-3 (BAM)
4024,4024,16-06-2020,17:00,1.16986,R,ugm-3,10.8511,R,ugm-3,12.64486,R,ugm-3,8.0,R,ugm-3 (BAM)
4025,4025,16-06-2020,18:00,1.38921,R,ugm-3,11.30861,R,ugm-3,13.43871,R,ugm-3,7.0,R,ugm-3 (BAM)
4026,4026,16-06-2020,19:00,1.68168,R,ugm-3,11.88084,R,ugm-3,14.45937,R,ugm-3,4.0,R,ugm-3 (BAM)
4027,4027,16-06-2020,20:00,0.58493,R,ugm-3,12.65524,R,ugm-3,13.55212,R,ugm-3,3.0,R,ugm-3 (BAM)
4028,4028,16-06-2020,21:00,0.65805,R,ugm-3,22.40952,R,ugm-3,23.41851,R,ugm-3,9.0,R,ugm-3 (BAM)
4029,4029,16-06-2020,22:00,0.29247,R,ugm-3,15.48522,R,ugm-3,15.93366,R,ugm-3,8.0,R,ugm-3 (BAM)
4030,4030,16-06-2020,23:00,0.32902,R,ugm-3,20.70258,R,ugm-3,21.20708,R,ugm-3,7.0,R,ugm-3 (BAM)
4031,4031,16-06-2020,24:00,0.29247,R,ugm-3,27.90327,R,ugm-3,28.35171,R,ugm-3,8.0,R,ugm-3 (BAM)
4032,4032,17-06-2020,01:00,0.58569,R,ugm-3,35.66659,R,ugm-3,36.56463,R,ugm-3,9.0,R,ugm-3 (BAM)
4033,4033,17-06-2020,02:00,1.3544,R,ugm-3,45.90016,R,ugm-3,47.97688,R,ugm-3,8.0,R,ugm-3 (BAM)
4034,4034,17-06-2020,03:00,0.10982,R,ugm-3,17.88682,R,ugm-3,18.05521,R,ugm-3,13.0,R,ugm-3 (BAM)
4035,4035,17-06-2020,04:00,0.25624,R,ugm-3,15.78866,R,ugm-3,16.18155,R,ugm-3,15.0,R,ugm-3 (BAM)
4036,4036,17-06-2020,05:00,0.6955,R,ugm-3,18.91921,R,ugm-3,19.98564,R,ugm-3,9.0,R,ugm-3 (BAM)
4037,4037,17-06-2020,06:00,1.79367,R,ugm-3,22.74279,R,ugm-3,25.49304,R,ugm-3,11.0,R,ugm-3 (BAM)
4038,4038,17-06-2020,07:00,6.14972,R,ugm-3,34.97048,R,ugm-3,44.39991,R,ugm-3,13.0,R,ugm-3 (BAM)
4039,4039,17-06-2020,08:00,11.38429,R,ugm-3,42.72834,R,ugm-3,60.18402,R,ugm-3,12.0,R,ugm-3 (BAM)
4040,4040,17-06-2020,09:00,19.54731,R,ugm-3,53.20673,R,ugm-3,83.17885,R,ugm-3,16.0,R,ugm-3 (BAM)
4041,4041,17-06-2020,10:00,16.54566,R,ugm-3,46.34016,R,ugm-3,71.70982,R,ugm-3,13.0,R,ugm-3 (BAM)
4042,4042,17-06-2020,11:00,7.17467,R,ugm-3,32.20658,R,ugm-3,43.20758,R,ugm-3,8.0,R,ugm-3 (BAM)
4043,4043,17-06-2020,12:00,2.6722,R,ugm-3,32.12665,R,ugm-3,36.22396,R,ugm-3,10.0,R,ugm-3 (BAM)
4044,4044,17-06-2020,13:00,2.74541,R,ugm-3,28.32387,R,ugm-3,32.53344,R,ugm-3,11.0,R,ugm-3 (BAM)
4045,4045,17-06-2020,14:00,4.50247,R,ugm-3,27.21951,R,ugm-3,34.1232,R,ugm-3,6.0,R,ugm-3 (BAM)
4046,4046,17-06-2020,15:00,2.92844,R,ugm-3,25.65858,R,ugm-3,30.14879,R,ugm-3,8.0,R,ugm-3 (BAM)
4047,4047,17-06-2020,16:00,3.11146,R,ugm-3,33.66744,R,ugm-3,38.43828,R,ugm-3,9.0,R,ugm-3 (BAM)
4048,4048,17-06-2020,17:00,2.04991,R,ugm-3,29.44707,R,ugm-3,32.59021,R,ugm-3,10.0,R,ugm-3 (BAM)
4049,4049,17-06-2020,18:00,1.09816,R,ugm-3,23.07111,R,ugm-3,24.75494,R,ugm-3,11.0,R,ugm-3 (BAM)
4050,4050,17-06-2020,19:00,0.10982,R,ugm-3,18.62493,R,ugm-3,18.79331,R,ugm-3,8.0,R,ugm-3 (BAM)
4051,4051,17-06-2020,20:00,1.06156,R,ugm-3,23.4679,R,ugm-3,25.0956,R,ugm-3,9.0,R,ugm-3 (BAM)
4052,4052,17-06-2020,21:00,0.29284,R,ugm-3,28.621,R,ugm-3,29.07002,R,ugm-3,15.0,R,ugm-3 (BAM)
4053,4053,17-06-2020,22:00,-0.03661,R,ugm-3,27.42282,R,ugm-3,27.3667,R,ugm-3,10.0,R,ugm-3 (BAM)
4054,4054,17-06-2020,23:00,0.10982,R,ugm-3,24.52978,R,ugm-3,24.69816,R,ugm-3,10.0,R,ugm-3 (BAM)
4055,4055,17-06-2020,24:00,0.0,R,ugm-3,18.96364,R,ugm-3,18.96364,R,ugm-3,15.0,R,ugm-3 (BAM)
4056,4056,18-06-2020,01:00,-0.09774,R,ugm-3,26.22568,R,ugm-3,26.07581,R,ugm-3,11.0,R,ugm-3 (BAM)
4057,4057,18-06-2020,02:00,0.09774,R,ugm-3,30.62565,R,ugm-3,30.77552,R,ugm-3,13.0,R,ugm-3 (BAM)
4058,4058,18-06-2020,03:00,0.0,R,ugm-3,15.23616,R,ugm-3,15.23616,R,ugm-3,11.0,R,ugm-3 (BAM)
4059,4059,18-06-2020,04:00,0.03665,R,ugm-3,10.6887,R,ugm-3,10.7449,R,ugm-3,10.0,R,ugm-3 (BAM)
4060,4060,18-06-2020,05:00,0.21992,R,ugm-3,10.80566,R,ugm-3,11.14286,R,ugm-3,8.0,R,ugm-3 (BAM)
4061,4061,18-06-2020,06:00,0.80636,R,ugm-3,13.7155,R,ugm-3,14.9519,R,ugm-3,6.0,R,ugm-3 (BAM)
4062,4062,18-06-2020,07:00,1.72268,R,ugm-3,20.21284,R,ugm-3,22.85423,R,ugm-3,6.0,R,ugm-3 (BAM)
4063,4063,18-06-2020,08:00,3.37205,R,ugm-3,21.37917,R,ugm-3,26.54957,R,ugm-3,4.0,R,ugm-3 (BAM)
4064,4064,18-06-2020,09:00,2.56569,R,ugm-3,18.86338,R,ugm-3,22.79738,R,ugm-3,5.0,R,ugm-3 (BAM)
4065,4065,18-06-2020,10:00,3.22544,R,ugm-3,19.27307,R,ugm-3,24.21867,R,ugm-3,6.0,R,ugm-3 (BAM)
4066,4066,18-06-2020,11:00,3.33539,R,ugm-3,22.23129,R,ugm-3,27.34549,R,ugm-3,7.0,R,ugm-3 (BAM)
4067,4067,18-06-2020,12:00,2.96887,R,ugm-3,25.4653,R,ugm-3,30.0175,R,ugm-3,5.0,R,ugm-3 (BAM)
4068,4068,18-06-2020,13:00,4.54493,R,ugm-3,32.94084,R,ugm-3,39.90963,R,ugm-3,6.0,R,ugm-3 (BAM)
4069,4069,18-06-2020,14:00,3.66527,R,ugm-3,19.39459,R,ugm-3,25.01458,R,ugm-3,6.0,R,ugm-3 (BAM)
4070,4070,18-06-2020,15:00,2.23581,R,ugm-3,14.59367,R,ugm-3,18.02187,R,ugm-3,5.0,R,ugm-3 (BAM)
4071,4071,18-06-2020,16:00,2.34577,R,ugm-3,14.14082,R,ugm-3,17.73762,R,ugm-3,7.0,R,ugm-3 (BAM)
4072,4072,18-06-2020,17:00,2.56569,R,ugm-3,15.90712,R,ugm-3,19.84111,R,ugm-3,7.0,R,ugm-3 (BAM)
4073,4073,18-06-2020,18:00,1.46611,R,ugm-3,12.13539,R,ugm-3,14.38339,R,ugm-3,6.0,R,ugm-3 (BAM)
4074,4074,18-06-2020,19:00,2.38242,R,ugm-3,15.10794,R,ugm-3,18.76094,R,ugm-3,12.0,R,ugm-3 (BAM)
4075,4075,18-06-2020,20:00,0.80636,R,ugm-3,11.10034,R,ugm-3,12.33674,R,ugm-3,11.0,R,ugm-3 (BAM)
4076,4076,18-06-2020,21:00,0.54979,R,ugm-3,10.0156,R,ugm-3,10.8586,R,ugm-3,14.0,R,ugm-3 (BAM)
4077,4077,18-06-2020,22:00,0.36653,R,ugm-3,10.12605,R,ugm-3,10.68805,R,ugm-3,10.0,R,ugm-3 (BAM)
4078,4078,18-06-2020,23:00,0.47649,R,ugm-3,11.54929,R,ugm-3,12.27989,R,ugm-3,16.0,R,ugm-3 (BAM)
4079,4079,18-06-2020,24:00,0.40318,R,ugm-3,11.77539,R,ugm-3,12.39359,R,ugm-3,16.0,R,ugm-3 (BAM)
4080,4080,19-06-2020,01:00,0.4404,R,ugm-3,12.07599,R,ugm-3,12.75126,R,ugm-3,12.0,R,ugm-3 (BAM)
4081,4081,19-06-2020,02:00,0.4771,R,ugm-3,8.94576,R,ugm-3,9.6773,R,ugm-3,13.0,R,ugm-3 (BAM)
4082,4082,19-06-2020,03:00,0.4037,R,ugm-3,7.69209,R,ugm-3,8.31109,R,ugm-3,9.0,R,ugm-3 (BAM)
4083,4083,19-06-2020,04:00,0.4404,R,ugm-3,6.66809,R,ugm-3,7.34336,R,ugm-3,11.0,R,ugm-3 (BAM)
4084,4084,19-06-2020,05:00,0.4771,R,ugm-3,7.52263,R,ugm-3,8.25417,R,ugm-3,9.0,R,ugm-3 (BAM)
4085,4085,19-06-2020,06:00,0.8808,R,ugm-3,10.14837,R,ugm-3,11.49891,R,ugm-3,7.0,R,ugm-3 (BAM)
4086,4086,19-06-2020,07:00,1.3946,R,ugm-3,13.00377,R,ugm-3,15.14213,R,ugm-3,8.0,R,ugm-3 (BAM)
4087,4087,19-06-2020,08:00,1.9451,R,ugm-3,14.209,R,ugm-3,17.19143,R,ugm-3,8.0,R,ugm-3 (BAM)
4088,4088,19-06-2020,09:00,2.42219,R,ugm-3,12.05433,R,ugm-3,15.7683,R,ugm-3,6.0,R,ugm-3 (BAM)
4089,4089,19-06-2020,10:00,2.75249,R,ugm-3,10.46629,R,ugm-3,14.68672,R,ugm-3,6.0,R,ugm-3 (BAM)
4090,4090,19-06-2020,11:00,1.7983,R,ugm-3,8.91234,R,ugm-3,11.66968,R,ugm-3,5.0,R,ugm-3 (BAM)
4091,4091,19-06-2020,12:00,2.12859,R,ugm-3,9.82902,R,ugm-3,13.09281,R,ugm-3,6.0,R,ugm-3 (BAM)
4092,4092,19-06-2020,13:00,2.27539,R,ugm-3,9.60393,R,ugm-3,13.09281,R,ugm-3,11.0,R,ugm-3 (BAM)
4093,4093,19-06-2020,14:00,2.20199,R,ugm-3,8.23642,R,ugm-3,11.61276,R,ugm-3,8.0,R,ugm-3 (BAM)
4094,4094,19-06-2020,15:00,2.60569,R,ugm-3,12.11452,R,ugm-3,16.10985,R,ugm-3,9.0,R,ugm-3 (BAM)
4095,4095,19-06-2020,16:00,1.90839,R,ugm-3,8.45889,R,ugm-3,11.38506,R,ugm-3,10.0,R,ugm-3 (BAM)
4096,4096,19-06-2020,17:00,1.4313,R,ugm-3,7.14112,R,ugm-3,9.33575,R,ugm-3,8.0,R,ugm-3 (BAM)
4097,4097,19-06-2020,18:00,1.468,R,ugm-3,8.73568,R,ugm-3,10.98658,R,ugm-3,9.0,R,ugm-3 (BAM)
4098,4098,19-06-2020,19:00,1.0276,R,ugm-3,8.32937,R,ugm-3,9.905,R,ugm-3,7.0,R,ugm-3 (BAM)
4099,4099,19-06-2020,20:00,0.8441,R,ugm-3,8.55381,R,ugm-3,9.84807,R,ugm-3,6.0,R,ugm-3 (BAM)
4100,4100,19-06-2020,21:00,0.5872,R,ugm-3,9.17542,R,ugm-3,10.07578,R,ugm-3,6.0,R,ugm-3 (BAM)
4101,4101,19-06-2020,22:00,0.6973,R,ugm-3,10.25896,R,ugm-3,11.32813,R,ugm-3,9.0,R,ugm-3 (BAM)
4102,4102,19-06-2020,23:00,0.6239,R,ugm-3,8.09449,R,ugm-3,9.05112,R,ugm-3,7.0,R,ugm-3 (BAM)
4103,4103,19-06-2020,24:00,0.6239,R,ugm-3,8.83452,R,ugm-3,9.79115,R,ugm-3,13.0,R,ugm-3 (BAM)
4104,4104,20-06-2020,01:00,0.58795,R,ugm-3,11.56232,R,ugm-3,12.46383,R,ugm-3,9.0,R,ugm-3 (BAM)
4105,4105,20-06-2020,02:00,0.6247,R,ugm-3,11.01198,R,ugm-3,11.96984,R,ugm-3,8.0,R,ugm-3 (BAM)
4106,4106,20-06-2020,03:00,0.47771,R,ugm-3,10.89536,R,ugm-3,11.62784,R,ugm-3,11.0,R,ugm-3 (BAM)
4107,4107,20-06-2020,04:00,0.51446,R,ugm-3,9.58503,R,ugm-3,10.37386,R,ugm-3,12.0,R,ugm-3 (BAM)
4108,4108,20-06-2020,05:00,0.80844,R,ugm-3,10.78725,R,ugm-3,12.02684,R,ugm-3,10.0,R,ugm-3 (BAM)
4109,4109,20-06-2020,06:00,1.46988,R,ugm-3,12.28101,R,ugm-3,14.53481,R,ugm-3,10.0,R,ugm-3 (BAM)
4110,4110,20-06-2020,07:00,1.83736,R,ugm-3,9.66559,R,ugm-3,12.48283,R,ugm-3,9.0,R,ugm-3 (BAM)
4111,4111,20-06-2020,08:00,1.80061,R,ugm-3,8.23996,R,ugm-3,11.00085,R,ugm-3,9.0,R,ugm-3 (BAM)
4112,4112,20-06-2020,09:00,1.61687,R,ugm-3,8.17969,R,ugm-3,10.65886,R,ugm-3,6.0,R,ugm-3 (BAM)
4113,4113,20-06-2020,10:00,1.9476,R,ugm-3,9.21156,R,ugm-3,12.19784,R,ugm-3,6.0,R,ugm-3 (BAM)
4114,4114,20-06-2020,11:00,1.9476,R,ugm-3,8.18558,R,ugm-3,11.17185,R,ugm-3,8.0,R,ugm-3 (BAM)
4115,4115,20-06-2020,12:00,2.02109,R,ugm-3,8.24388,R,ugm-3,11.34285,R,ugm-3,6.0,R,ugm-3 (BAM)
4116,4116,20-06-2020,13:00,1.83736,R,ugm-3,8.41161,R,ugm-3,11.22885,R,ugm-3,3.0,R,ugm-3 (BAM)
4117,4117,20-06-2020,14:00,2.09459,R,ugm-3,8.30219,R,ugm-3,11.51385,R,ugm-3,6.0,R,ugm-3 (BAM)
4118,4118,20-06-2020,15:00,1.80061,R,ugm-3,7.89796,R,ugm-3,10.65886,R,ugm-3,5.0,R,ugm-3 (BAM)
4119,4119,20-06-2020,16:00,1.76386,R,ugm-3,6.70032,R,ugm-3,9.40487,R,ugm-3,3.0,R,ugm-3 (BAM)
4120,4120,20-06-2020,17:00,1.61687,R,ugm-3,6.35571,R,ugm-3,8.83488,R,ugm-3,7.0,R,ugm-3 (BAM)
4121,4121,20-06-2020,18:00,1.3229,R,ugm-3,6.00848,R,ugm-3,8.03689,R,ugm-3,7.0,R,ugm-3 (BAM)
4122,4122,20-06-2020,19:00,1.28615,R,ugm-3,7.14781,R,ugm-3,9.11988,R,ugm-3,6.0,R,ugm-3 (BAM)
4123,4123,20-06-2020,20:00,0.95543,R,ugm-3,7.71191,R,ugm-3,9.17688,R,ugm-3,5.0,R,ugm-3 (BAM)
4124,4124,20-06-2020,21:00,0.6982,R,ugm-3,9.30331,R,ugm-3,10.37386,R,ugm-3,5.0,R,ugm-3 (BAM)
4125,4125,20-06-2020,22:00,0.73494,R,ugm-3,12.21092,R,ugm-3,13.33782,R,ugm-3,6.0,R,ugm-3 (BAM)
4126,4126,20-06-2020,23:00,0.58795,R,ugm-3,14.60227,R,ugm-3,15.50379,R,ugm-3,6.0,R,ugm-3 (BAM)
4127,4127,20-06-2020,24:00,0.55121,R,ugm-3,9.81368,R,ugm-3,10.65886,R,ugm-3,12.0,R,ugm-3 (BAM)
4128,4128,21-06-2020,01:00,0.68683,R,ugm-3,10.66591,R,ugm-3,11.71903,R,ugm-3,9.0,R,ugm-3 (BAM)
4129,4129,21-06-2020,02:00,0.51512,R,ugm-3,10.28236,R,ugm-3,11.0722,R,ugm-3,7.0,R,ugm-3 (BAM)
4130,4130,21-06-2020,03:00,0.58871,R,ugm-3,10.05538,R,ugm-3,10.95805,R,ugm-3,9.0,R,ugm-3 (BAM)
4131,4131,21-06-2020,04:00,0.33115,R,ugm-3,9.99371,R,ugm-3,10.50147,R,ugm-3,9.0,R,ugm-3 (BAM)
4132,4132,21-06-2020,05:00,0.47833,R,ugm-3,4.91682,R,ugm-3,5.65025,R,ugm-3,6.0,R,ugm-3 (BAM)
4133,4133,21-06-2020,06:00,0.73589,R,ugm-3,4.7502,R,ugm-3,5.87854,R,ugm-3,7.0,R,ugm-3 (BAM)
4134,4134,21-06-2020,07:00,0.84627,R,ugm-3,4.40972,R,ugm-3,5.70732,R,ugm-3,7.0,R,ugm-3 (BAM)
4135,4135,21-06-2020,08:00,1.10383,R,ugm-3,5.89822,R,ugm-3,7.59073,R,ugm-3,5.0,R,ugm-3 (BAM)
4136,4136,21-06-2020,09:00,1.2878,R,ugm-3,5.38784,R,ugm-3,7.36244,R,ugm-3,4.0,R,ugm-3 (BAM)
4137,4137,21-06-2020,10:00,1.3246,R,ugm-3,4.41825,R,ugm-3,6.44927,R,ugm-3,5.0,R,ugm-3 (BAM)
4138,4138,21-06-2020,11:00,1.25101,R,ugm-3,4.53109,R,ugm-3,6.44927,R,ugm-3,6.0,R,ugm-3 (BAM)
4139,4139,21-06-2020,12:00,1.10383,R,ugm-3,4.81383,R,ugm-3,6.50634,R,ugm-3,7.0,R,ugm-3 (BAM)
4140,4140,21-06-2020,13:00,1.39819,R,ugm-3,5.16151,R,ugm-3,7.30537,R,ugm-3,8.0,R,ugm-3 (BAM)
