,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,Ozone,status.6,unit.6,PM<sub>2.5</sub> particulate matter (Hourly measured),status.7,unit.7,Sulphur dioxide,status.8,unit.8,Volatile PM<sub>10</sub> (Hourly measured),status.9,unit.9,Volatile PM<sub>2.5</sub> (Hourly measured),status.10,unit.10
64,64,03-01-2020,17:00,14.3,R,ugm-3 (TEOM FDMS),13.6463,R,ugm-3,53.42609,R,ugm-3,74.35012,R,ugm-3,15.2,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),22.20216,R,ugm-3,5.1,R,ugm-3 (TEOM FDMS),1.49091,R,ugm-3,-0.9,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
65,65,03-01-2020,18:00,15.9,R,ugm-3 (TEOM FDMS),20.85934,R,ugm-3,57.86207,R,ugm-3,89.84594,R,ugm-3,14.8,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),21.00474,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),1.55574,R,ugm-3,1.1,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
66,66,03-01-2020,19:00,17.0,R,ugm-3 (TEOM FDMS),66.52569,R,ugm-3,89.16011,R,ugm-3,191.16474,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),11.2,R,ugm-3 (TEOM FDMS),6.23656,R,ugm-3,9.7,R,ugm-3 (TEOM FDMS),3.88934,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
67,67,03-01-2020,20:00,17.3,R,ugm-3 (TEOM FDMS),97.37606,R,ugm-3,103.69113,R,ugm-3,252.999,R,ugm-3,16.7,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),3.09334,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),5.63954,R,ugm-3,0.6,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
68,68,03-01-2020,21:00,15.4,R,ugm-3 (TEOM FDMS),87.53123,R,ugm-3,100.01254,R,ugm-3,234.22523,R,ugm-3,14.4,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),4.44043,R,ugm-3,8.4,R,ugm-3 (TEOM FDMS),5.05614,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
69,69,03-01-2020,22:00,14.7,R,ugm-3 (TEOM FDMS),42.88835,R,ugm-3,75.8616,R,ugm-3,141.62282,R,ugm-3,11.6,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),9.62925,R,ugm-3,5.8,R,ugm-3 (TEOM FDMS),3.04665,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
70,70,03-01-2020,23:00,14.1,R,ugm-3 (TEOM FDMS),21.93155,R,ugm-3,66.05192,R,ugm-3,99.67982,R,ugm-3,12.7,R,ugm-3 (TEOM FDMS),9.7,R,ugm-3 (TEOM FDMS),18.26066,R,ugm-3,7.9,R,ugm-3 (TEOM FDMS),1.68538,R,ugm-3,1.4,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
71,71,03-01-2020,24:00,14.8,R,ugm-3 (TEOM FDMS),46.73856,R,ugm-3,76.58845,R,ugm-3,148.25324,R,ugm-3,12.2,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),12.02409,R,ugm-3,5.1,R,ugm-3 (TEOM FDMS),2.85218,R,ugm-3,2.6,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
72,72,04-01-2020,01:00,11.3,R,ugm-3 (TEOM FDMS),10.61282,R,ugm-3,43.05179,R,ugm-3,59.32456,R,ugm-3,9.9,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),30.46769,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),1.20944,R,ugm-3,1.4,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
73,73,04-01-2020,02:00,15.4,R,ugm-3 (TEOM FDMS),4.34605,R,ugm-3,31.55869,R,ugm-3,38.22254,R,ugm-3,11.7,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),30.73378,R,ugm-3,6.8,R,ugm-3 (TEOM FDMS),1.81415,R,ugm-3,3.7,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
74,74,04-01-2020,03:00,10.9,R,ugm-3 (TEOM FDMS),0.92781,R,ugm-3,21.57063,R,ugm-3,22.99324,R,ugm-3,9.6,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),35.22411,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),0.97187,R,ugm-3,1.3,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
75,75,04-01-2020,04:00,12.6,R,ugm-3 (TEOM FDMS),1.85562,R,ugm-3,16.86326,R,ugm-3,19.70849,R,ugm-3,11.1,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),39.46497,R,ugm-3,6.5,R,ugm-3 (TEOM FDMS),1.03666,R,ugm-3,1.5,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
76,76,04-01-2020,05:00,10.6,R,ugm-3 (TEOM FDMS),1.12314,R,ugm-3,18.73291,R,ugm-3,20.45503,R,ugm-3,8.8,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),37.31959,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),0.90708,R,ugm-3,1.8,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
77,77,04-01-2020,06:00,10.0,R,ugm-3 (TEOM FDMS),1.2208,R,ugm-3,17.91128,R,ugm-3,19.78315,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),38.21766,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),0.90708,R,ugm-3,1.3,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
78,78,04-01-2020,07:00,10.8,R,ugm-3 (TEOM FDMS),1.31847,R,ugm-3,25.30152,R,ugm-3,27.32314,R,ugm-3,10.2,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),31.48217,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),0.32396,R,ugm-3,0.6,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
79,79,04-01-2020,08:00,9.3,R,ugm-3 (TEOM FDMS),2.34394,R,ugm-3,32.01568,R,ugm-3,35.60967,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),24.79657,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),0.97187,R,ugm-3,1.5,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
80,80,04-01-2020,09:00,10.4,R,ugm-3 (TEOM FDMS),4.29722,R,ugm-3,34.39574,R,ugm-3,40.98471,R,ugm-3,9.3,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),23.00044,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),1.42541,R,ugm-3,1.1,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
81,81,04-01-2020,10:00,9.1,R,ugm-3 (TEOM FDMS),5.27386,R,ugm-3,33.71943,R,ugm-3,41.8059,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),27.49077,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),0.90708,R,ugm-3,0.6,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
82,82,04-01-2020,11:00,7.1,R,ugm-3 (TEOM FDMS),17.14004,R,ugm-3,38.51812,R,ugm-3,64.79914,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),29.58625,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),1.36061,R,ugm-3,0.9,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
83,83,04-01-2020,12:00,10.2,R,ugm-3 (TEOM FDMS),35.40321,R,ugm-3,59.71156,R,ugm-3,113.99573,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),21.60345,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),2.65644,R,ugm-3,1.3,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
84,84,04-01-2020,13:00,8.7,R,ugm-3 (TEOM FDMS),24.31834,R,ugm-3,45.57766,R,ugm-3,82.86526,R,ugm-3,5.1,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),32.52991,R,ugm-3,3.9,R,ugm-3 (TEOM FDMS),2.13811,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
85,85,04-01-2020,14:00,12.3,R,ugm-3 (TEOM FDMS),41.16539,R,ugm-3,59.83475,R,ugm-3,122.95413,R,ugm-3,8.2,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),23.74883,R,ugm-3,7.3,R,ugm-3 (TEOM FDMS),2.72123,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
86,86,04-01-2020,15:00,10.4,R,ugm-3 (TEOM FDMS),49.12501,R,ugm-3,67.78659,R,ugm-3,143.11055,R,ugm-3,8.4,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),21.75313,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),3.17477,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
87,87,04-01-2020,16:00,8.6,R,ugm-3 (TEOM FDMS),50.44347,R,ugm-3,70.8414,R,ugm-3,148.18698,R,ugm-3,6.7,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),19.70754,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),3.36914,R,ugm-3,1.9,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
88,88,04-01-2020,17:00,7.0,R,ugm-3 (TEOM FDMS),48.44136,R,ugm-3,80.63007,R,ugm-3,154.90578,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),15.46668,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),3.36914,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
89,89,04-01-2020,18:00,7.8,R,ugm-3 (TEOM FDMS),36.57518,R,ugm-3,67.39555,R,ugm-3,123.47671,R,ugm-3,6.3,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),21.60345,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),2.59165,R,ugm-3,1.5,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
90,90,04-01-2020,19:00,7.5,R,ugm-3 (TEOM FDMS),8.93626,R,ugm-3,49.90262,R,ugm-3,63.60469,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),26.79227,R,ugm-3,8.1,R,ugm-3 (TEOM FDMS),1.36061,R,ugm-3,1.4,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
91,91,04-01-2020,20:00,13.4,R,ugm-3 (TEOM FDMS),5.07853,R,ugm-3,55.07118,R,ugm-3,62.85815,R,ugm-3,11.8,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),14.26926,R,ugm-3,8.3,R,ugm-3 (TEOM FDMS),1.36061,R,ugm-3,1.6,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
92,92,04-01-2020,21:00,17.2,R,ugm-3 (TEOM FDMS),14.35661,R,ugm-3,64.51011,R,ugm-3,86.52328,R,ugm-3,15.6,R,ugm-3 (TEOM FDMS),15.1,R,ugm-3 (TEOM FDMS),7.53377,R,ugm-3,14.1,R,ugm-3 (TEOM FDMS),1.74936,R,ugm-3,1.6,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
93,93,04-01-2020,22:00,20.1,R,ugm-3 (TEOM FDMS),9.81523,R,ugm-3,61.02199,R,ugm-3,76.0718,R,ugm-3,17.3,R,ugm-3 (TEOM FDMS),16.2,R,ugm-3 (TEOM FDMS),8.28216,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),1.74936,R,ugm-3,2.8,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
94,94,04-01-2020,23:00,19.2,R,ugm-3 (TEOM FDMS),6.34816,R,ugm-3,58.7981,R,ugm-3,68.53181,R,ugm-3,17.2,R,ugm-3 (TEOM FDMS),15.8,R,ugm-3 (TEOM FDMS),5.9871,R,ugm-3,14.7,R,ugm-3 (TEOM FDMS),1.16624,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
95,95,04-01-2020,24:00,19.6,R,ugm-3 (TEOM FDMS),5.90867,R,ugm-3,55.81395,R,ugm-3,64.87379,R,ugm-3,16.2,R,ugm-3 (TEOM FDMS),12.9,R,ugm-3 (TEOM FDMS),6.38624,R,ugm-3,13.6,R,ugm-3 (TEOM FDMS),1.36061,R,ugm-3,3.4,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
96,96,05-01-2020,01:00,17.9,R,ugm-3 (TEOM FDMS),3.00087,R,ugm-3,40.98153,R,ugm-3,45.5828,R,ugm-3,13.8,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),17.69521,R,ugm-3,9.8,R,ugm-3 (TEOM FDMS),1.03616,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
97,97,05-01-2020,02:00,12.5,R,ugm-3 (TEOM FDMS),1.51675,R,ugm-3,21.98685,R,ugm-3,24.31249,R,ugm-3,10.2,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),37.31959,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),1.38155,R,ugm-3,2.3,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
98,98,05-01-2020,03:00,8.3,R,ugm-3 (TEOM FDMS),0.73391,R,ugm-3,14.88353,R,ugm-3,16.00884,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),44.80347,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),1.619,R,ugm-3,1.3,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
99,99,05-01-2020,04:00,7.3,R,ugm-3 (TEOM FDMS),0.78284,R,ugm-3,13.08793,R,ugm-3,14.28826,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),48.34583,R,ugm-3,6.3,R,ugm-3 (TEOM FDMS),1.2952,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
100,100,05-01-2020,05:00,8.0,R,ugm-3 (TEOM FDMS),0.78284,R,ugm-3,12.19024,R,ugm-3,13.39057,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS),50.14196,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),1.03616,R,ugm-3,3.9,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
101,101,05-01-2020,06:00,3.8,R,ugm-3 (TEOM FDMS),1.02747,R,ugm-3,10.24417,R,ugm-3,11.81961,R,ugm-3,1.7,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),54.28304,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),0.77712,R,ugm-3,2.1,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
102,102,05-01-2020,07:00,5.4,R,ugm-3 (TEOM FDMS),1.81031,R,ugm-3,15.55211,R,ugm-3,18.32788,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),48.94454,R,ugm-3,1.1,R,ugm-3 (TEOM FDMS),1.48948,R,ugm-3,3.2,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
103,103,05-01-2020,08:00,3.9,R,ugm-3 (TEOM FDMS),1.12533,R,ugm-3,15.92913,R,ugm-3,17.65461,R,ugm-3,0.8,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),50.24175,R,ugm-3,1.4,R,ugm-3 (TEOM FDMS),1.2952,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
104,104,05-01-2020,09:00,6.1,R,ugm-3 (TEOM FDMS),1.66353,R,ugm-3,17.64736,R,ugm-3,20.19807,R,ugm-3,1.7,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),52.68648,R,ugm-3,1.0,R,ugm-3 (TEOM FDMS),1.48948,R,ugm-3,4.4,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
105,105,05-01-2020,10:00,4.6,R,ugm-3 (TEOM FDMS),1.56567,R,ugm-3,19.44317,R,ugm-3,21.84384,R,ugm-3,2.5,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),51.38928,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),0.71236,R,ugm-3,2.1,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
106,106,05-01-2020,11:00,3.7,R,ugm-3 (TEOM FDMS),2.10387,R,ugm-3,19.88968,R,ugm-3,23.11557,R,ugm-3,2.6,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),54.33293,R,ugm-3,2.3,R,ugm-3 (TEOM FDMS),0.90664,R,ugm-3,1.1,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
107,107,05-01-2020,12:00,5.2,R,ugm-3 (TEOM FDMS),4.15882,R,ugm-3,23.99515,R,ugm-3,30.37191,R,ugm-3,1.2,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),54.73207,R,ugm-3,2.1,R,ugm-3 (TEOM FDMS),1.48948,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
108,108,05-01-2020,13:00,2.9,R,ugm-3 (TEOM FDMS),12.18289,R,ugm-3,32.56308,R,ugm-3,51.24325,R,ugm-3,-0.3,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),55.82971,R,ugm-3,0.8,R,ugm-3 (TEOM FDMS),1.42472,R,ugm-3,3.2,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
109,109,05-01-2020,14:00,4.5,R,ugm-3 (TEOM FDMS),5.28414,R,ugm-3,27.80544,R,ugm-3,35.90768,R,ugm-3,1.6,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),55.08132,R,ugm-3,0.4,R,ugm-3 (TEOM FDMS),1.74852,R,ugm-3,2.9,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
110,110,05-01-2020,15:00,5.6,R,ugm-3 (TEOM FDMS),12.28074,R,ugm-3,37.05111,R,ugm-3,55.88132,R,ugm-3,2.1,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),50.64089,R,ugm-3,0.7,R,ugm-3 (TEOM FDMS),2.00756,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
111,111,05-01-2020,16:00,4.2,R,ugm-3 (TEOM FDMS),3.08242,R,ugm-3,26.39368,R,ugm-3,31.11999,R,ugm-3,2.8,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),55.13121,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),1.10092,R,ugm-3,1.4,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
112,112,05-01-2020,17:00,3.9,R,ugm-3 (TEOM FDMS),6.94767,R,ugm-3,32.7355,R,ugm-3,43.38844,R,ugm-3,1.5,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),52.28734,R,ugm-3,0.7,R,ugm-3 (TEOM FDMS),1.55424,R,ugm-3,2.4,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
113,113,05-01-2020,18:00,5.5,R,ugm-3 (TEOM FDMS),6.06698,R,ugm-3,35.73164,R,ugm-3,45.03421,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),47.79702,R,ugm-3,4.4,R,ugm-3 (TEOM FDMS),1.48948,R,ugm-3,1.2,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
114,114,05-01-2020,19:00,10.1,R,ugm-3 (TEOM FDMS),1.17425,R,ugm-3,26.02795,R,ugm-3,27.82845,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),52.5368,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),1.74852,R,ugm-3,1.6,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
115,115,05-01-2020,20:00,9.4,R,ugm-3 (TEOM FDMS),0.97855,R,ugm-3,23.63496,R,ugm-3,25.13537,R,ugm-3,7.9,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS),50.19186,R,ugm-3,4.5,R,ugm-3 (TEOM FDMS),1.2952,R,ugm-3,1.5,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
116,116,05-01-2020,21:00,8.8,R,ugm-3 (TEOM FDMS),1.32104,R,ugm-3,21.0152,R,ugm-3,23.04076,R,ugm-3,6.1,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),51.68863,R,ugm-3,6.7,R,ugm-3 (TEOM FDMS),1.16568,R,ugm-3,2.7,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
117,117,05-01-2020,22:00,8.8,R,ugm-3 (TEOM FDMS),1.27211,R,ugm-3,20.11772,R,ugm-3,22.06826,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),51.93809,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),1.68376,R,ugm-3,2.2,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
118,118,05-01-2020,23:00,9.4,R,ugm-3 (TEOM FDMS),1.12533,R,ugm-3,19.96874,R,ugm-3,21.69422,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),50.14196,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),1.619,R,ugm-3,2.4,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
119,119,05-01-2020,24:00,11.6,R,ugm-3 (TEOM FDMS),1.0764,R,ugm-3,15.03165,R,ugm-3,16.68211,R,ugm-3,8.3,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),53.83401,R,ugm-3,6.7,R,ugm-3 (TEOM FDMS),1.42472,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
120,120,06-01-2020,01:00,11.1,R,ugm-3 (TEOM FDMS),0.91509,R,ugm-3,13.48932,R,ugm-3,14.89244,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),57.27659,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),0.60414,R,ugm-3,3.6,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
121,121,06-01-2020,02:00,8.9,R,ugm-3 (TEOM FDMS),0.58827,R,ugm-3,8.09343,R,ugm-3,8.99543,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),65.39244,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),0.34522,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS)
122,122,06-01-2020,03:00,9.6,R,ugm-3 (TEOM FDMS),0.83338,R,ugm-3,4.5692,R,ugm-3,5.84703,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),73.69122,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),0.51783,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS)
123,123,06-01-2020,04:00,6.9,R,ugm-3 (TEOM FDMS),0.58827,R,ugm-3,3.67068,R,ugm-3,4.57268,R,ugm-3,3.1,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),74.68907,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),0.4531,R,ugm-3,3.8,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS)
124,124,06-01-2020,05:00,8.0,R,ugm-3 (TEOM FDMS),0.73534,R,ugm-3,4.79449,R,ugm-3,5.92199,R,ugm-3,5.7,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),71.29638,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),0.38837,R,ugm-3,2.3,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
125,125,06-01-2020,06:00,10.5,R,ugm-3 (TEOM FDMS),0.58827,R,ugm-3,8.24335,R,ugm-3,9.14536,R,ugm-3,6.4,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),65.90799,R,ugm-3,6.9,R,ugm-3 (TEOM FDMS),1.10039,R,ugm-3,4.1,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
126,126,06-01-2020,07:00,11.4,R,ugm-3 (TEOM FDMS),1.0785,R,ugm-3,12.13933,R,ugm-3,13.793,R,ugm-3,8.2,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),61.71702,R,ugm-3,6.4,R,ugm-3 (TEOM FDMS),0.90621,R,ugm-3,3.2,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
127,127,06-01-2020,08:00,12.6,R,ugm-3 (TEOM FDMS),1.02947,R,ugm-3,18.28641,R,ugm-3,19.86491,R,ugm-3,8.3,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),55.13121,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),0.71202,R,ugm-3,4.3,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
