,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5,Volatile PM<sub>2.5</sub> (Hourly measured),status.6,unit.6
7612,7612,13-11-2020,05:00,13.025,R,ugm-3 (FIDAS),2.514,R,ugm-3,8.12698,R,ugm-3,11.98172,R,ugm-3,,,,6.392,R,ugm-3 (Ref.eq),,,
7613,7613,13-11-2020,06:00,12.425,R,ugm-3 (FIDAS),3.41185,R,ugm-3,16.32446,R,ugm-3,21.5559,R,ugm-3,,,,6.297,R,ugm-3 (Ref.eq),,,
7614,7614,13-11-2020,07:00,7.875,R,ugm-3 (FIDAS),3.80691,R,ugm-3,14.82289,R,ugm-3,20.66007,R,ugm-3,,,,4.434,R,ugm-3 (Ref.eq),,,
7615,7615,13-11-2020,08:00,5.75,R,ugm-3 (FIDAS),3.73508,R,ugm-3,16.27677,R,ugm-3,22.00381,R,ugm-3,,,,3.137,R,ugm-3 (Ref.eq),,,
7616,7616,13-11-2020,09:00,6.3,R,ugm-3 (FIDAS),5.02799,R,ugm-3,21.18102,R,ugm-3,28.8905,R,ugm-3,,,,2.948,R,ugm-3 (Ref.eq),,,
7617,7617,13-11-2020,10:00,7.4,R,ugm-3 (FIDAS),3.30411,R,ugm-3,17.21753,R,ugm-3,22.28376,R,ugm-3,,,,3.491,R,ugm-3 (Ref.eq),,,
7618,7618,13-11-2020,11:00,4.05,R,ugm-3 (FIDAS),1.7598,R,ugm-3,13.42661,R,ugm-3,16.12493,R,ugm-3,,,,1.84,R,ugm-3 (Ref.eq),,,
7619,7619,13-11-2020,12:00,4.0,R,ugm-3 (FIDAS),3.2682,R,ugm-3,18.89629,R,ugm-3,23.90745,R,ugm-3,,,,1.509,R,ugm-3 (Ref.eq),,,
7620,7620,13-11-2020,13:00,3.925,R,ugm-3 (FIDAS),3.73508,R,ugm-3,17.84447,R,ugm-3,23.57152,R,ugm-3,,,,1.934,R,ugm-3 (Ref.eq),,,
7621,7621,13-11-2020,14:00,4.775,R,ugm-3 (FIDAS),2.65765,R,ugm-3,13.11372,R,ugm-3,17.18873,R,ugm-3,,,,2.075,R,ugm-3 (Ref.eq),,,
7622,7622,13-11-2020,15:00,6.375,R,ugm-3 (FIDAS),2.04711,R,ugm-3,13.48998,R,ugm-3,16.62884,R,ugm-3,,,,3.019,R,ugm-3 (Ref.eq),,,
7623,7623,13-11-2020,16:00,8.275,R,ugm-3 (FIDAS),2.514,R,ugm-3,26.04357,R,ugm-3,29.89831,R,ugm-3,,,,3.844,R,ugm-3 (Ref.eq),,,
7624,7624,13-11-2020,17:00,11.0,R,ugm-3 (FIDAS),10.30739,R,ugm-3,53.62235,R,ugm-3,69.42679,R,ugm-3,,,,5.165,R,ugm-3 (Ref.eq),,,
7625,7625,13-11-2020,18:00,13.65,R,ugm-3 (FIDAS),11.74396,R,ugm-3,57.80243,R,ugm-3,75.80957,R,ugm-3,,,,7.524,R,ugm-3 (Ref.eq),,,
7626,7626,13-11-2020,19:00,20.025,R,ugm-3 (FIDAS),16.62829,R,ugm-3,63.58269,R,ugm-3,89.07905,R,ugm-3,,,,14.528,R,ugm-3 (Ref.eq),,,
7627,7627,13-11-2020,20:00,20.15,R,ugm-3 (FIDAS),7.43425,R,ugm-3,54.61242,R,ugm-3,66.01144,R,ugm-3,,,,14.882,R,ugm-3 (Ref.eq),,,
7628,7628,13-11-2020,21:00,19.075,R,ugm-3 (FIDAS),3.91465,R,ugm-3,44.83594,R,ugm-3,50.83832,R,ugm-3,,,,13.561,R,ugm-3 (Ref.eq),,,
7629,7629,13-11-2020,22:00,19.05,R,ugm-3 (FIDAS),3.55551,R,ugm-3,31.78121,R,ugm-3,37.23291,R,ugm-3,,,,13.75,R,ugm-3 (Ref.eq),,,
7630,7630,13-11-2020,23:00,22.625,R,ugm-3 (FIDAS),3.62734,R,ugm-3,44.71659,R,ugm-3,50.27843,R,ugm-3,,,,16.321,R,ugm-3 (Ref.eq),,,
7631,7631,13-11-2020,24:00,19.025,R,ugm-3 (FIDAS),1.65206,R,ugm-3,28.14905,R,ugm-3,30.68216,R,ugm-3,,,,13.821,R,ugm-3 (Ref.eq),,,
7632,7632,14-11-2020,01:00,13.625,R,ugm-3 (FIDAS),1.58215,R,ugm-3,24.85051,R,ugm-3,27.27643,R,ugm-3,,,,8.75,R,ugm-3 (Ref.eq),,,
7633,7633,14-11-2020,02:00,13.1,R,ugm-3 (FIDAS),0.7671,R,ugm-3,15.41384,R,ugm-3,16.59005,R,ugm-3,,,,8.255,R,ugm-3 (Ref.eq),,,
7634,7634,14-11-2020,03:00,10.95,R,ugm-3 (FIDAS),0.82703,R,ugm-3,13.08005,R,ugm-3,14.34815,R,ugm-3,,,,6.981,R,ugm-3 (Ref.eq),,,
7635,7635,14-11-2020,04:00,6.55,R,ugm-3 (FIDAS),0.53937,R,ugm-3,5.17006,R,ugm-3,5.99708,R,ugm-3,,,,3.939,R,ugm-3 (Ref.eq),,,
7636,7636,14-11-2020,05:00,4.175,R,ugm-3 (FIDAS),0.6832,R,ugm-3,8.36842,R,ugm-3,9.41597,R,ugm-3,,,,2.759,R,ugm-3 (Ref.eq),,,
7637,7637,14-11-2020,06:00,3.55,R,ugm-3 (FIDAS),1.76194,R,ugm-3,11.08608,R,ugm-3,13.78768,R,ugm-3,,,,2.594,R,ugm-3 (Ref.eq),,,
7638,7638,14-11-2020,07:00,7.5,R,ugm-3 (FIDAS),5.2139,R,ugm-3,10.83742,R,ugm-3,18.83195,R,ugm-3,,,,5.189,R,ugm-3 (Ref.eq),,,
7639,7639,14-11-2020,08:00,11.275,R,ugm-3 (FIDAS),3.81154,R,ugm-3,9.28854,R,ugm-3,15.13282,R,ugm-3,,,,6.958,R,ugm-3 (Ref.eq),,,
7640,7640,14-11-2020,09:00,13.075,R,ugm-3 (FIDAS),2.80472,R,ugm-3,7.91784,R,ugm-3,12.21835,R,ugm-3,,,,7.877,R,ugm-3 (Ref.eq),,,
7641,7641,14-11-2020,10:00,12.65,R,ugm-3 (FIDAS),2.66088,R,ugm-3,7.97024,R,ugm-3,12.05021,R,ugm-3,,,,7.665,R,ugm-3 (Ref.eq),,,
7642,7642,14-11-2020,11:00,11.75,R,ugm-3 (FIDAS),2.55301,R,ugm-3,6.45422,R,ugm-3,10.36878,R,ugm-3,,,,7.5,R,ugm-3 (Ref.eq),,,
7643,7643,14-11-2020,12:00,11.3,R,ugm-3 (FIDAS),2.22939,R,ugm-3,7.11857,R,ugm-3,10.53692,R,ugm-3,,,,7.335,R,ugm-3 (Ref.eq),,,
7644,7644,14-11-2020,13:00,10.675,R,ugm-3 (FIDAS),2.7328,R,ugm-3,8.47649,R,ugm-3,12.66673,R,ugm-3,,,,6.627,R,ugm-3 (Ref.eq),,,
7645,7645,14-11-2020,14:00,12.35,R,ugm-3 (FIDAS),3.73962,R,ugm-3,10.46371,R,ugm-3,16.19772,R,ugm-3,,,,7.5,R,ugm-3 (Ref.eq),,,
7646,7646,14-11-2020,15:00,12.275,R,ugm-3 (FIDAS),3.09238,R,ugm-3,9.10214,R,ugm-3,13.84372,R,ugm-3,,,,7.453,R,ugm-3 (Ref.eq),,,
7647,7647,14-11-2020,16:00,12.725,R,ugm-3 (FIDAS),2.48109,R,ugm-3,7.68544,R,ugm-3,11.48973,R,ugm-3,,,,8.656,R,ugm-3 (Ref.eq),,,
7648,7648,14-11-2020,17:00,14.875,R,ugm-3 (FIDAS),2.84067,R,ugm-3,8.59133,R,ugm-3,12.94696,R,ugm-3,,,,10.165,R,ugm-3 (Ref.eq),,,
7649,7649,14-11-2020,18:00,14.0,R,ugm-3 (FIDAS),2.55301,R,ugm-3,9.48078,R,ugm-3,13.39534,R,ugm-3,,,,10.307,R,ugm-3 (Ref.eq),,,
7650,7650,14-11-2020,19:00,14.45,R,ugm-3 (FIDAS),1.97768,R,ugm-3,7.89685,R,ugm-3,10.92926,R,ugm-3,,,,10.33,R,ugm-3 (Ref.eq),,,
7651,7651,14-11-2020,20:00,11.15,R,ugm-3 (FIDAS),1.54619,R,ugm-3,5.98028,R,ugm-3,8.35107,R,ugm-3,,,,8.255,R,ugm-3 (Ref.eq),,,
7652,7652,14-11-2020,21:00,8.05,R,ugm-3 (FIDAS),1.40236,R,ugm-3,4.68754,R,ugm-3,6.83779,R,ugm-3,,,,5.66,R,ugm-3 (Ref.eq),,,
7653,7653,14-11-2020,22:00,11.275,R,ugm-3 (FIDAS),1.40236,R,ugm-3,4.23916,R,ugm-3,6.38941,R,ugm-3,,,,6.981,R,ugm-3 (Ref.eq),,,
7654,7654,14-11-2020,23:00,12.75,R,ugm-3 (FIDAS),1.72598,R,ugm-3,4.47157,R,ugm-3,7.11803,R,ugm-3,,,,7.524,R,ugm-3 (Ref.eq),,,
7655,7655,14-11-2020,24:00,14.65,R,ugm-3 (FIDAS),0.46745,R,ugm-3,2.75819,R,ugm-3,3.47494,R,ugm-3,,,,8.326,R,ugm-3 (Ref.eq),,,
7656,7656,15-11-2020,01:00,9.125,R,ugm-3 (FIDAS),0.38402,R,ugm-3,2.10425,R,ugm-3,2.69307,R,ugm-3,,,,6.179,R,ugm-3 (Ref.eq),,,
7657,7657,15-11-2020,02:00,4.475,R,ugm-3 (FIDAS),0.36002,R,ugm-3,2.19716,R,ugm-3,2.74917,R,ugm-3,,,,3.373,R,ugm-3 (Ref.eq),,,
7658,7658,15-11-2020,03:00,5.9,R,ugm-3 (FIDAS),0.36002,R,ugm-3,0.96284,R,ugm-3,1.51485,R,ugm-3,,,,3.892,R,ugm-3 (Ref.eq),,,
7659,7659,15-11-2020,04:00,8.75,R,ugm-3 (FIDAS),0.18001,R,ugm-3,0.79,R,ugm-3,1.06601,R,ugm-3,,,,5.212,R,ugm-3 (Ref.eq),,,
7660,7660,15-11-2020,05:00,2.825,R,ugm-3 (FIDAS),0.50402,R,ugm-3,0.96645,R,ugm-3,1.73927,R,ugm-3,,,,2.005,R,ugm-3 (Ref.eq),,,
7661,7661,15-11-2020,06:00,3.625,R,ugm-3 (FIDAS),2.95213,R,ugm-3,4.95531,R,ugm-3,9.48184,R,ugm-3,,,,2.123,R,ugm-3 (Ref.eq),,,
7662,7662,15-11-2020,07:00,7.1,R,ugm-3 (FIDAS),2.44811,R,ugm-3,3.54002,R,ugm-3,7.29373,R,ugm-3,,,,3.962,R,ugm-3 (Ref.eq),,,
7663,7663,15-11-2020,08:00,2.625,R,ugm-3 (FIDAS),1.65607,R,ugm-3,3.63234,R,ugm-3,6.17162,R,ugm-3,,,,0.778,R,ugm-3 (Ref.eq),,,
7664,7664,15-11-2020,09:00,2.225,R,ugm-3 (FIDAS),1.58407,R,ugm-3,4.69654,R,ugm-3,7.12541,R,ugm-3,,,,0.637,R,ugm-3 (Ref.eq),,,
7665,7665,15-11-2020,10:00,1.8,R,ugm-3 (FIDAS),1.98009,R,ugm-3,4.76259,R,ugm-3,7.79868,R,ugm-3,,,,0.896,R,ugm-3 (Ref.eq),,,
7666,7666,15-11-2020,11:00,2.825,R,ugm-3 (FIDAS),1.04405,R,ugm-3,4.40245,R,ugm-3,6.0033,R,ugm-3,,,,1.509,R,ugm-3 (Ref.eq),,,
7667,7667,15-11-2020,12:00,5.85,R,ugm-3 (FIDAS),0.93604,R,ugm-3,4.17532,R,ugm-3,5.61056,R,ugm-3,,,,2.972,R,ugm-3 (Ref.eq),,,
7668,7668,15-11-2020,13:00,9.225,R,ugm-3 (FIDAS),1.15205,R,ugm-3,3.33916,R,ugm-3,5.10561,R,ugm-3,,,,4.387,R,ugm-3 (Ref.eq),,,
7669,7669,15-11-2020,14:00,12.2,R,ugm-3 (FIDAS),1.65607,R,ugm-3,5.03498,R,ugm-3,7.57425,R,ugm-3,,,,5.708,R,ugm-3 (Ref.eq),,,
7670,7670,15-11-2020,15:00,15.3,R,ugm-3 (FIDAS),1.29606,R,ugm-3,6.76521,R,ugm-3,8.75247,R,ugm-3,,,,7.877,R,ugm-3 (Ref.eq),,,
7671,7671,15-11-2020,16:00,6.15,R,ugm-3 (FIDAS),1.54807,R,ugm-3,8.11808,R,ugm-3,10.49174,R,ugm-3,,,,3.868,R,ugm-3 (Ref.eq),,,
7672,7672,15-11-2020,17:00,6.475,R,ugm-3 (FIDAS),1.33206,R,ugm-3,8.39318,R,ugm-3,10.43564,R,ugm-3,,,,3.726,R,ugm-3 (Ref.eq),,,
7673,7673,15-11-2020,18:00,6.575,R,ugm-3 (FIDAS),1.90808,R,ugm-3,9.9786,R,ugm-3,12.90428,R,ugm-3,,,,3.844,R,ugm-3 (Ref.eq),,,
7674,7674,15-11-2020,19:00,5.15,R,ugm-3 (FIDAS),0.86404,R,ugm-3,8.21311,R,ugm-3,9.53795,R,ugm-3,,,,3.208,R,ugm-3 (Ref.eq),,,
7675,7675,15-11-2020,20:00,5.925,R,ugm-3 (FIDAS),0.68403,R,ugm-3,7.42311,R,ugm-3,8.47194,R,ugm-3,,,,3.514,R,ugm-3 (Ref.eq),,,
7676,7676,15-11-2020,21:00,6.75,R,ugm-3 (FIDAS),0.50402,R,ugm-3,6.96975,R,ugm-3,7.74257,R,ugm-3,,,,3.679,R,ugm-3 (Ref.eq),,,
7677,7677,15-11-2020,22:00,7.575,R,ugm-3 (FIDAS),0.54002,R,ugm-3,6.4096,R,ugm-3,7.23762,R,ugm-3,,,,4.292,R,ugm-3 (Ref.eq),,,
7678,7678,15-11-2020,23:00,7.75,R,ugm-3 (FIDAS),0.50402,R,ugm-3,6.63311,R,ugm-3,7.40594,R,ugm-3,,,,4.175,R,ugm-3 (Ref.eq),,,
7679,7679,15-11-2020,24:00,6.675,R,ugm-3 (FIDAS),0.46802,R,ugm-3,4.78073,R,ugm-3,5.49835,R,ugm-3,,,,3.609,R,ugm-3 (Ref.eq),,,
7680,7680,16-11-2020,01:00,6.75,R,ugm-3 (FIDAS),0.52866,R,ugm-3,3.00853,R,ugm-3,3.81913,R,ugm-3,,,,3.396,R,ugm-3 (Ref.eq),,,
7681,7681,16-11-2020,02:00,6.525,R,ugm-3 (FIDAS),0.36045,R,ugm-3,3.54727,R,ugm-3,4.09995,R,ugm-3,,,,3.373,R,ugm-3 (Ref.eq),,,
7682,7682,16-11-2020,03:00,5.825,R,ugm-3 (FIDAS),0.3965,R,ugm-3,1.97558,R,ugm-3,2.58353,R,ugm-3,,,,3.184,R,ugm-3 (Ref.eq),,,
7683,7683,16-11-2020,04:00,3.825,R,ugm-3 (FIDAS),0.3965,R,ugm-3,1.4701,R,ugm-3,2.07806,R,ugm-3,,,,2.453,R,ugm-3 (Ref.eq),,,
7684,7684,16-11-2020,05:00,3.975,R,ugm-3 (FIDAS),0.46859,R,ugm-3,2.98831,R,ugm-3,3.7068,R,ugm-3,,,,2.311,R,ugm-3 (Ref.eq),,,
7685,7685,16-11-2020,06:00,4.9,R,ugm-3 (FIDAS),0.64881,R,ugm-3,4.45305,R,ugm-3,5.44788,R,ugm-3,,,,2.83,R,ugm-3 (Ref.eq),,,
7686,7686,16-11-2020,07:00,6.575,R,ugm-3 (FIDAS),1.08136,R,ugm-3,13.05683,R,ugm-3,14.71489,R,ugm-3,,,,3.632,R,ugm-3 (Ref.eq),,,
7687,7687,16-11-2020,08:00,10.1,R,ugm-3 (FIDAS),1.33367,R,ugm-3,14.63568,R,ugm-3,16.68062,R,ugm-3,,,,5.448,R,ugm-3 (Ref.eq),,,
7688,7688,16-11-2020,09:00,8.775,R,ugm-3 (FIDAS),1.54994,R,ugm-3,14.80955,R,ugm-3,17.18609,R,ugm-3,,,,4.575,R,ugm-3 (Ref.eq),,,
7689,7689,16-11-2020,10:00,8.775,R,ugm-3 (FIDAS),2.09062,R,ugm-3,16.45172,R,ugm-3,19.6573,R,ugm-3,,,,4.057,R,ugm-3 (Ref.eq),,,
7690,7690,16-11-2020,11:00,10.35,R,ugm-3 (FIDAS),2.30689,R,ugm-3,18.02968,R,ugm-3,21.56686,R,ugm-3,,,,4.835,R,ugm-3 (Ref.eq),,,
7691,7691,16-11-2020,12:00,12.375,R,ugm-3 (FIDAS),3.35221,R,ugm-3,18.33645,R,ugm-3,23.47643,R,ugm-3,,,,6.061,R,ugm-3 (Ref.eq),,,
7692,7692,16-11-2020,13:00,12.025,R,ugm-3 (FIDAS),2.48712,R,ugm-3,13.20407,R,ugm-3,17.0176,R,ugm-3,,,,6.297,R,ugm-3 (Ref.eq),,,
7693,7693,16-11-2020,14:00,13.5,R,ugm-3 (FIDAS),2.45107,R,ugm-3,14.32645,R,ugm-3,18.08471,R,ugm-3,,,,6.91,R,ugm-3 (Ref.eq),,,
7694,7694,16-11-2020,15:00,12.1,R,ugm-3 (FIDAS),1.76622,R,ugm-3,13.35466,R,ugm-3,16.06282,R,ugm-3,,,,6.274,R,ugm-3 (Ref.eq),,,
7695,7695,16-11-2020,16:00,9.675,R,ugm-3 (FIDAS),1.69413,R,ugm-3,16.10489,R,ugm-3,18.70251,R,ugm-3,,,,4.882,R,ugm-3 (Ref.eq),,,
7696,7696,16-11-2020,17:00,10.4,R,ugm-3 (FIDAS),2.6313,R,ugm-3,26.57461,R,ugm-3,30.60922,R,ugm-3,,,,5.708,R,ugm-3 (Ref.eq),,,
7697,7697,16-11-2020,18:00,9.8,R,ugm-3 (FIDAS),1.73017,R,ugm-3,17.62221,R,ugm-3,20.2751,R,ugm-3,,,,5.613,R,ugm-3 (Ref.eq),,,
7698,7698,16-11-2020,19:00,10.575,R,ugm-3 (FIDAS),1.76622,R,ugm-3,19.645,R,ugm-3,22.35315,R,ugm-3,,,,6.25,R,ugm-3 (Ref.eq),,,
7699,7699,16-11-2020,20:00,8.3,R,ugm-3 (FIDAS),0.82904,R,ugm-3,12.54509,R,ugm-3,13.81627,R,ugm-3,,,,5.047,R,ugm-3 (Ref.eq),,,
7700,7700,16-11-2020,21:00,6.45,R,ugm-3 (FIDAS),0.7209,R,ugm-3,9.67806,R,ugm-3,10.78343,R,ugm-3,,,,4.505,R,ugm-3 (Ref.eq),,,
7701,7701,16-11-2020,22:00,5.15,R,ugm-3 (FIDAS),0.57672,R,ugm-3,6.41698,R,ugm-3,7.30128,R,ugm-3,,,,3.609,R,ugm-3 (Ref.eq),,,
7702,7702,16-11-2020,23:00,7.375,R,ugm-3 (FIDAS),0.50463,R,ugm-3,4.28097,R,ugm-3,5.05473,R,ugm-3,,,,5.024,R,ugm-3 (Ref.eq),,,
7703,7703,16-11-2020,24:00,9.425,R,ugm-3 (FIDAS),0.46859,R,ugm-3,2.76366,R,ugm-3,3.48215,R,ugm-3,,,,6.085,R,ugm-3 (Ref.eq),,,
7704,7704,17-11-2020,01:00,8.95,R,ugm-3 (FIDAS),0.38495,R,ugm-3,2.55818,R,ugm-3,3.14842,R,ugm-3,,,,5.873,R,ugm-3 (Ref.eq),,,
7705,7705,17-11-2020,02:00,8.625,R,ugm-3 (FIDAS),0.18044,R,ugm-3,2.53441,R,ugm-3,2.81109,R,ugm-3,,,,5.495,R,ugm-3 (Ref.eq),,,
7706,7706,17-11-2020,03:00,8.925,R,ugm-3 (FIDAS),0.54133,R,ugm-3,1.13773,R,ugm-3,1.96776,R,ugm-3,,,,5.236,R,ugm-3 (Ref.eq),,,
7707,7707,17-11-2020,04:00,7.425,R,ugm-3 (FIDAS),0.39698,R,ugm-3,1.30285,R,ugm-3,1.91154,R,ugm-3,,,,4.151,R,ugm-3 (Ref.eq),,,
7708,7708,17-11-2020,05:00,4.775,R,ugm-3 (FIDAS),0.46916,R,ugm-3,1.81062,R,ugm-3,2.52998,R,ugm-3,,,,2.736,R,ugm-3 (Ref.eq),,,
7709,7709,17-11-2020,06:00,5.4,R,ugm-3 (FIDAS),0.9744,R,ugm-3,5.14012,R,ugm-3,6.63418,R,ugm-3,,,,3.255,R,ugm-3 (Ref.eq),,,
7710,7710,17-11-2020,07:00,5.025,R,ugm-3 (FIDAS),1.19093,R,ugm-3,8.79985,R,ugm-3,10.62593,R,ugm-3,,,,2.759,R,ugm-3 (Ref.eq),,,
7711,7711,17-11-2020,08:00,5.675,R,ugm-3 (FIDAS),1.624,R,ugm-3,13.64557,R,ugm-3,16.13566,R,ugm-3,,,,2.972,R,ugm-3 (Ref.eq),,,
7712,7712,17-11-2020,09:00,7.1,R,ugm-3 (FIDAS),1.37138,R,ugm-3,12.90848,R,ugm-3,15.01123,R,ugm-3,,,,3.939,R,ugm-3 (Ref.eq),,,
7713,7713,17-11-2020,10:00,8.925,R,ugm-3 (FIDAS),2.05707,R,ugm-3,10.45156,R,ugm-3,13.60568,R,ugm-3,,,,4.175,R,ugm-3 (Ref.eq),,,
7714,7714,17-11-2020,11:00,7.975,R,ugm-3 (FIDAS),1.98489,R,ugm-3,8.14469,R,ugm-3,11.18814,R,ugm-3,,,,3.396,R,ugm-3 (Ref.eq),,,
7715,7715,17-11-2020,12:00,6.85,R,ugm-3 (FIDAS),2.09315,R,ugm-3,7.86624,R,ugm-3,11.0757,R,ugm-3,,,,3.656,R,ugm-3 (Ref.eq),,,
7716,7716,17-11-2020,13:00,7.975,R,ugm-3 (FIDAS),1.69618,R,ugm-3,7.46294,R,ugm-3,10.06371,R,ugm-3,,,,4.34,R,ugm-3 (Ref.eq),,,
7717,7717,17-11-2020,14:00,7.675,R,ugm-3 (FIDAS),1.26311,R,ugm-3,6.77764,R,ugm-3,8.71438,R,ugm-3,,,,4.245,R,ugm-3 (Ref.eq),,,
7718,7718,17-11-2020,15:00,8.525,R,ugm-3 (FIDAS),1.73227,R,ugm-3,9.43159,R,ugm-3,12.08769,R,ugm-3,,,,4.599,R,ugm-3 (Ref.eq),,,
7719,7719,17-11-2020,16:00,9.025,R,ugm-3 (FIDAS),1.51573,R,ugm-3,11.28159,R,ugm-3,13.60568,R,ugm-3,,,,4.764,R,ugm-3 (Ref.eq),,,
7720,7720,17-11-2020,17:00,7.8,R,ugm-3 (FIDAS),1.37138,R,ugm-3,10.49094,R,ugm-3,12.59369,R,ugm-3,,,,4.316,R,ugm-3 (Ref.eq),,,
7721,7721,17-11-2020,18:00,6.525,R,ugm-3 (FIDAS),1.08267,R,ugm-3,9.80919,R,ugm-3,11.46925,R,ugm-3,,,,3.868,R,ugm-3 (Ref.eq),,,
7722,7722,17-11-2020,19:00,6.4,R,ugm-3 (FIDAS),1.22702,R,ugm-3,10.43117,R,ugm-3,12.31258,R,ugm-3,,,,3.797,R,ugm-3 (Ref.eq),,,
7723,7723,17-11-2020,20:00,6.4,R,ugm-3 (FIDAS),0.61351,R,ugm-3,8.22345,R,ugm-3,9.16416,R,ugm-3,,,,3.915,R,ugm-3 (Ref.eq),,,
7724,7724,17-11-2020,21:00,7.7,R,ugm-3 (FIDAS),0.50524,R,ugm-3,8.67057,R,ugm-3,9.44527,R,ugm-3,,,,4.505,R,ugm-3 (Ref.eq),,,
7725,7725,17-11-2020,22:00,7.45,R,ugm-3 (FIDAS),0.57742,R,ugm-3,8.0539,R,ugm-3,8.93927,R,ugm-3,,,,4.811,R,ugm-3 (Ref.eq),,,
7726,7726,17-11-2020,23:00,9.125,R,ugm-3 (FIDAS),0.3248,R,ugm-3,5.46149,R,ugm-3,5.95951,R,ugm-3,,,,5.33,R,ugm-3 (Ref.eq),,,
7727,7727,17-11-2020,24:00,9.0,R,ugm-3 (FIDAS),0.25262,R,ugm-3,5.74083,R,ugm-3,6.12818,R,ugm-3,,,,5.354,R,ugm-3 (Ref.eq),,,
7728,7728,18-11-2020,01:00,8.5,R,ugm-3 (FIDAS),0.48177,R,ugm-3,3.0133,R,ugm-3,3.752,R,ugm-3,,,,5.024,R,ugm-3 (Ref.eq),,,
7729,7729,18-11-2020,02:00,9.575,R,ugm-3 (FIDAS),0.2168,R,ugm-3,3.32578,R,ugm-3,3.6582,R,ugm-3,,,,5.66,R,ugm-3 (Ref.eq),,,
7730,7730,18-11-2020,03:00,11.325,R,ugm-3 (FIDAS),2.81834,R,ugm-3,4.06432,R,ugm-3,8.38571,R,ugm-3,,,,6.722,R,ugm-3 (Ref.eq),,,
7731,7731,18-11-2020,04:00,12.45,R,ugm-3 (FIDAS),2.8906,R,ugm-3,5.58564,R,ugm-3,10.01783,R,ugm-3,,,,7.642,R,ugm-3 (Ref.eq),,,
7732,7732,18-11-2020,05:00,12.4,R,ugm-3 (FIDAS),2.13182,R,ugm-3,6.13001,R,ugm-3,9.39875,R,ugm-3,,,,7.759,R,ugm-3 (Ref.eq),,,
7733,7733,18-11-2020,06:00,13.375,R,ugm-3 (FIDAS),3.54099,R,ugm-3,10.04755,R,ugm-3,15.47698,R,ugm-3,,,,7.854,R,ugm-3 (Ref.eq),,,
7734,7734,18-11-2020,07:00,13.0,R,ugm-3 (FIDAS),4.87789,R,ugm-3,19.87272,R,ugm-3,27.35205,R,ugm-3,,,,7.83,R,ugm-3 (Ref.eq),,,
7735,7735,18-11-2020,08:00,13.35,R,ugm-3 (FIDAS),5.67281,R,ugm-3,27.99634,R,ugm-3,36.69452,R,ugm-3,,,,7.854,R,ugm-3 (Ref.eq),,,
7736,7736,18-11-2020,09:00,13.225,R,ugm-3 (FIDAS),6.68452,R,ugm-3,23.8562,R,ugm-3,34.10564,R,ugm-3,,,,7.712,R,ugm-3 (Ref.eq),,,
7737,7737,18-11-2020,10:00,12.4,R,ugm-3 (FIDAS),4.87789,R,ugm-3,12.95029,R,ugm-3,20.42962,R,ugm-3,,,,6.816,R,ugm-3 (Ref.eq),,,
7738,7738,18-11-2020,11:00,12.0,R,ugm-3 (FIDAS),4.48043,R,ugm-3,10.35176,R,ugm-3,17.22166,R,ugm-3,,,,6.297,R,ugm-3 (Ref.eq),,,
7739,7739,18-11-2020,12:00,10.2,R,ugm-3 (FIDAS),3.21579,R,ugm-3,8.57637,R,ugm-3,13.50719,R,ugm-3,,,,5.425,R,ugm-3 (Ref.eq),,,
7740,7740,18-11-2020,13:00,9.075,R,ugm-3 (FIDAS),3.25193,R,ugm-3,7.67677,R,ugm-3,12.66299,R,ugm-3,,,,5.047,R,ugm-3 (Ref.eq),,,
7741,7741,18-11-2020,14:00,10.0,R,ugm-3 (FIDAS),3.17966,R,ugm-3,10.54529,R,ugm-3,15.4207,R,ugm-3,,,,5.425,R,ugm-3 (Ref.eq),,,
7742,7742,18-11-2020,15:00,7.95,R,ugm-3 (FIDAS),4.95016,R,ugm-3,10.13805,R,ugm-3,17.72818,R,ugm-3,,,,4.623,R,ugm-3 (Ref.eq),,,
7743,7743,18-11-2020,16:00,5.525,R,ugm-3 (FIDAS),3.50485,R,ugm-3,14.15511,R,ugm-3,19.52914,R,ugm-3,,,,3.632,R,ugm-3 (Ref.eq),,,
7744,7744,18-11-2020,17:00,6.0,R,ugm-3 (FIDAS),2.42088,R,ugm-3,13.67854,R,ugm-3,17.3905,R,ugm-3,,,,4.175,R,ugm-3 (Ref.eq),,,
7745,7745,18-11-2020,18:00,3.075,R,ugm-3 (FIDAS),1.80663,R,ugm-3,9.78031,R,ugm-3,12.55043,R,ugm-3,,,,2.17,R,ugm-3 (Ref.eq),,,
7746,7746,18-11-2020,19:00,6.375,R,ugm-3 (FIDAS),0.65039,R,ugm-3,11.15922,R,ugm-3,12.15647,R,ugm-3,,,,3.656,R,ugm-3 (Ref.eq),,,
7747,7747,18-11-2020,20:00,11.7,R,ugm-3 (FIDAS),0.83105,R,ugm-3,9.53149,R,ugm-3,10.80575,R,ugm-3,,,,5.92,R,ugm-3 (Ref.eq),,,
