,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5,Volatile PM<sub>2.5</sub> (Hourly measured),status.6,unit.6
0,0,01-01-2020,01:00,,,,12.52753,R,ugm-3,39.26956,R,ugm-3,58.47817,R,ugm-3,33.1,R,ugm-3 (TEOM FDMS),38.0,R,ugm-3 (TEOM FDMS),10.9,R,ugm-3 (TEOM FDMS)
1,1,01-01-2020,02:00,,,,17.04855,R,ugm-3,38.97559,R,ugm-3,65.11634,R,ugm-3,44.1,R,ugm-3 (TEOM FDMS),48.1,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS)
2,2,01-01-2020,03:00,,,,17.95781,R,ugm-3,35.71261,R,ugm-3,63.24753,R,ugm-3,42.4,R,ugm-3 (TEOM FDMS),46.9,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS)
3,3,01-01-2020,04:00,,,,27.99751,R,ugm-3,36.8459,R,ugm-3,79.77482,R,ugm-3,41.0,R,ugm-3 (TEOM FDMS),46.1,R,ugm-3 (TEOM FDMS),11.1,R,ugm-3 (TEOM FDMS)
4,4,01-01-2020,05:00,,,,31.36933,R,ugm-3,31.90945,R,ugm-3,80.00842,R,ugm-3,34.4,R,ugm-3 (TEOM FDMS),39.6,R,ugm-3 (TEOM FDMS),11.2,R,ugm-3 (TEOM FDMS)
5,5,01-01-2020,06:00,,,,39.55264,R,ugm-3,33.55316,R,ugm-3,94.19969,R,ugm-3,32.5,R,ugm-3 (TEOM FDMS),34.3,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS)
6,6,01-01-2020,07:00,,,,25.80014,R,ugm-3,35.54313,R,ugm-3,75.10279,R,ugm-3,26.9,R,ugm-3 (TEOM FDMS),28.4,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS)
7,7,01-01-2020,08:00,,,,22.12523,R,ugm-3,34.28668,R,ugm-3,68.21156,R,ugm-3,24.1,R,ugm-3 (TEOM FDMS),28.2,R,ugm-3 (TEOM FDMS),10.1,R,ugm-3 (TEOM FDMS)
8,8,01-01-2020,09:00,,,,24.0574,R,ugm-3,33.77687,R,ugm-3,70.66437,R,ugm-3,24.4,R,ugm-3 (TEOM FDMS),26.5,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
9,9,01-01-2020,10:00,,,,28.67945,R,ugm-3,34.51547,R,ugm-3,78.49001,R,ugm-3,26.0,R,ugm-3 (TEOM FDMS),26.1,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
10,10,01-01-2020,11:00,,,,40.15881,R,ugm-3,32.03971,R,ugm-3,93.61569,R,ugm-3,27.3,R,ugm-3 (TEOM FDMS),30.8,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS)
11,11,01-01-2020,12:00,,,,47.92537,R,ugm-3,35.37363,R,ugm-3,108.85817,R,ugm-3,27.1,R,ugm-3 (TEOM FDMS),29.9,R,ugm-3 (TEOM FDMS),8.8,R,ugm-3 (TEOM FDMS)
12,12,01-01-2020,13:00,,,,34.32442,R,ugm-3,38.29924,R,ugm-3,90.92927,R,ugm-3,29.2,R,ugm-3 (TEOM FDMS),32.8,R,ugm-3 (TEOM FDMS),9.6,R,ugm-3 (TEOM FDMS)
13,13,01-01-2020,14:00,,,,14.88907,R,ugm-3,40.06754,R,ugm-3,62.89713,R,ugm-3,28.5,R,ugm-3 (TEOM FDMS),34.8,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS)
14,14,01-01-2020,15:00,,,,12.65381,R,ugm-3,43.31968,R,ugm-3,62.72193,R,ugm-3,29.4,R,ugm-3 (TEOM FDMS),35.0,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS)
15,15,01-01-2020,16:00,,,,10.22913,R,ugm-3,47.27108,R,ugm-3,62.95553,R,ugm-3,28.2,R,ugm-3 (TEOM FDMS),32.8,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS)
16,16,01-01-2020,17:00,,,,10.60799,R,ugm-3,50.895,R,ugm-3,67.16035,R,ugm-3,28.4,R,ugm-3 (TEOM FDMS),31.8,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS)
17,17,01-01-2020,18:00,,,,10.5701,R,ugm-3,51.65389,R,ugm-3,67.86115,R,ugm-3,27.5,R,ugm-3 (TEOM FDMS),31.3,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS)
18,18,01-01-2020,19:00,,,,10.34279,R,ugm-3,49.84162,R,ugm-3,65.70034,R,ugm-3,26.2,R,ugm-3 (TEOM FDMS),30.0,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS)
19,19,01-01-2020,20:00,,,,9.81239,R,ugm-3,48.78608,R,ugm-3,63.83153,R,ugm-3,26.9,R,ugm-3 (TEOM FDMS),30.7,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS)
20,20,01-01-2020,21:00,,,,10.07759,R,ugm-3,47.32824,R,ugm-3,62.78033,R,ugm-3,26.8,R,ugm-3 (TEOM FDMS),31.1,R,ugm-3 (TEOM FDMS),10.3,R,ugm-3 (TEOM FDMS)
21,21,01-01-2020,22:00,,,,6.47845,R,ugm-3,41.28358,R,ugm-3,51.21707,R,ugm-3,26.6,R,ugm-3 (TEOM FDMS),32.1,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS)
22,22,01-01-2020,23:00,,,,1.47754,R,ugm-3,25.94182,R,ugm-3,28.20735,R,ugm-3,20.4,R,ugm-3 (TEOM FDMS),24.9,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS)
23,23,01-01-2020,24:00,,,,0.75771,R,ugm-3,17.64309,R,ugm-3,18.8049,R,ugm-3,18.6,R,ugm-3 (TEOM FDMS),24.2,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS)
24,24,02-01-2020,01:00,,,,0.70814,R,ugm-3,13.09921,R,ugm-3,14.18501,R,ugm-3,13.5,R,ugm-3 (TEOM FDMS),17.7,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS)
25,25,02-01-2020,02:00,,,,0.68285,R,ugm-3,12.33911,R,ugm-3,13.38613,R,ugm-3,13.9,R,ugm-3 (TEOM FDMS),18.1,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS)
26,26,02-01-2020,03:00,,,,0.30349,R,ugm-3,6.3154,R,ugm-3,6.78074,R,ugm-3,8.6,R,ugm-3 (TEOM FDMS),11.7,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS)
27,27,02-01-2020,04:00,,,,2.61758,R,ugm-3,10.13247,R,ugm-3,14.14604,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),11.1,R,ugm-3 (TEOM FDMS),9.6,R,ugm-3 (TEOM FDMS)
28,28,02-01-2020,05:00,,,,2.50377,R,ugm-3,10.30697,R,ugm-3,14.14604,R,ugm-3,8.7,R,ugm-3 (TEOM FDMS),10.8,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
29,29,02-01-2020,06:00,,,,2.35203,R,ugm-3,14.45611,R,ugm-3,18.0625,R,ugm-3,10.1,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS)
30,30,02-01-2020,07:00,,,,4.8558,R,ugm-3,22.36644,R,ugm-3,29.81189,R,ugm-3,9.9,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS)
31,31,02-01-2020,08:00,,,,5.15929,R,ugm-3,25.52529,R,ugm-3,33.43609,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),8.8,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS)
32,32,02-01-2020,09:00,,,,5.57659,R,ugm-3,25.46999,R,ugm-3,34.02063,R,ugm-3,8.8,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS)
33,33,02-01-2020,10:00,,,,8.08036,R,ugm-3,26.89184,R,ugm-3,39.28155,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS)
34,34,02-01-2020,11:00,,,,4.3247,R,ugm-3,20.19959,R,ugm-3,26.8307,R,ugm-3,4.6,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
35,35,02-01-2020,12:00,,,,4.09708,R,ugm-3,15.69686,R,ugm-3,21.97896,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS)
36,36,02-01-2020,13:00,,,,4.51438,R,ugm-3,14.1802,R,ugm-3,21.10214,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS)
37,37,02-01-2020,14:00,,,,3.49011,R,ugm-3,12.9449,R,ugm-3,18.29632,R,ugm-3,5.8,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS)
38,38,02-01-2020,15:00,,,,3.9074,R,ugm-3,14.40942,R,ugm-3,20.40069,R,ugm-3,6.8,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
39,39,02-01-2020,16:00,,,,3.14868,R,ugm-3,16.68341,R,ugm-3,21.51133,R,ugm-3,4.7,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
40,40,02-01-2020,17:00,,,,2.92107,R,ugm-3,13.99277,R,ugm-3,18.47168,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS)
41,41,02-01-2020,18:00,,,,2.27616,R,ugm-3,16.15072,R,ugm-3,19.64078,R,ugm-3,8.1,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS)
42,42,02-01-2020,19:00,,,,1.44157,R,ugm-3,10.53275,R,ugm-3,12.74312,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
43,43,02-01-2020,20:00,,,,0.68285,R,ugm-3,7.77964,R,ugm-3,8.82666,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
44,44,02-01-2020,21:00,,,,0.45523,R,ugm-3,6.84264,R,ugm-3,7.54066,R,ugm-3,4.0,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS)
45,45,02-01-2020,22:00,,,,0.4173,R,ugm-3,5.73172,R,ugm-3,6.37156,R,ugm-3,4.6,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS)
46,46,02-01-2020,23:00,,,,0.4173,R,ugm-3,5.03026,R,ugm-3,5.67011,R,ugm-3,6.9,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
47,47,02-01-2020,24:00,,,,0.22762,R,ugm-3,2.51527,R,ugm-3,2.86428,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS)
48,48,03-01-2020,01:00,,,,0.25324,R,ugm-3,3.35628,R,ugm-3,3.74458,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS)
49,49,03-01-2020,02:00,,,,0.34188,R,ugm-3,3.27889,R,ugm-3,3.80309,R,ugm-3,5.4,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
50,50,03-01-2020,03:00,,,,0.30389,R,ugm-3,1.75739,R,ugm-3,2.22334,R,ugm-3,6.7,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS)
51,51,03-01-2020,04:00,,,,2.12723,R,ugm-3,3.93491,R,ugm-3,7.19662,R,ugm-3,4.8,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS)
52,52,03-01-2020,05:00,,,,0.68375,R,ugm-3,2.63767,R,ugm-3,3.68607,R,ugm-3,5.0,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
53,53,03-01-2020,06:00,,,,0.49382,R,ugm-3,5.62031,R,ugm-3,6.37749,R,ugm-3,2.6,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
54,54,03-01-2020,07:00,,,,0.94966,R,ugm-3,11.06482,R,ugm-3,12.52094,R,ugm-3,4.5,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
55,55,03-01-2020,08:00,,,,0.72174,R,ugm-3,12.64299,R,ugm-3,13.74963,R,ugm-3,4.7,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
56,56,03-01-2020,09:00,,,,1.13959,R,ugm-3,15.74687,R,ugm-3,17.49422,R,ugm-3,6.3,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
57,57,03-01-2020,10:00,,,,13.48511,R,ugm-3,34.55569,R,ugm-3,55.23257,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
58,58,03-01-2020,11:00,,,,2.773,R,ugm-3,18.27413,R,ugm-3,22.526,R,ugm-3,6.2,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS)
59,59,03-01-2020,12:00,,,,4.06453,R,ugm-3,20.15541,R,ugm-3,26.3876,R,ugm-3,7.1,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
60,60,03-01-2020,13:00,,,,2.84897,R,ugm-3,18.85975,R,ugm-3,23.22811,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
61,61,03-01-2020,14:00,,,,2.62105,R,ugm-3,17.68798,R,ugm-3,21.70687,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
62,62,03-01-2020,15:00,,,,9.42059,R,ugm-3,20.25119,R,ugm-3,34.69589,R,ugm-3,5.9,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
63,63,03-01-2020,16:00,,,,10.44622,R,ugm-3,31.25803,R,ugm-3,47.27534,R,ugm-3,7.5,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS)
64,64,03-01-2020,17:00,,,,4.06453,R,ugm-3,45.84089,R,ugm-3,52.07308,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
65,65,03-01-2020,18:00,,,,3.95057,R,ugm-3,44.84545,R,ugm-3,50.9029,R,ugm-3,11.4,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
66,66,03-01-2020,19:00,,,,2.12723,R,ugm-3,40.5616,R,ugm-3,43.8233,R,ugm-3,10.4,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
67,67,03-01-2020,20:00,,,,2.39313,R,ugm-3,45.71225,R,ugm-3,49.38166,R,ugm-3,11.9,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
68,68,03-01-2020,21:00,,,,4.55835,R,ugm-3,55.20578,R,ugm-3,62.19515,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
69,69,03-01-2020,22:00,,,,11.43386,R,ugm-3,63.91297,R,ugm-3,81.44464,R,ugm-3,13.7,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
70,70,03-01-2020,23:00,,,,8.0151,R,ugm-3,59.85206,R,ugm-3,72.1417,R,ugm-3,12.2,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
71,71,03-01-2020,24:00,,,,6.38169,R,ugm-3,56.97374,R,ugm-3,66.75886,R,ugm-3,11.6,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
72,72,04-01-2020,01:00,,,,1.52146,R,ugm-3,37.88071,R,ugm-3,40.21358,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
73,73,04-01-2020,02:00,,,,0.72269,R,ugm-3,21.73164,R,ugm-3,22.83975,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
74,74,04-01-2020,03:00,,,,0.57055,R,ugm-3,15.05444,R,ugm-3,15.92926,R,ugm-3,6.7,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
75,75,04-01-2020,04:00,,,,0.34233,R,ugm-3,9.8994,R,ugm-3,10.4243,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
76,76,04-01-2020,05:00,,,,0.4184,R,ugm-3,7.96729,R,ugm-3,8.60883,R,ugm-3,5.8,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
77,77,04-01-2020,06:00,,,,0.4184,R,ugm-3,9.84132,R,ugm-3,10.48286,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
78,78,04-01-2020,07:00,,,,0.72269,R,ugm-3,11.30734,R,ugm-3,12.41546,R,ugm-3,4.8,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
79,79,04-01-2020,08:00,,,,0.8368,R,ugm-3,13.94342,R,ugm-3,15.2265,R,ugm-3,7.3,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
80,80,04-01-2020,09:00,,,,1.17913,R,ugm-3,16.58095,R,ugm-3,18.38893,R,ugm-3,5.5,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
81,81,04-01-2020,10:00,,,,2.92881,R,ugm-3,22.03847,R,ugm-3,26.52925,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
82,82,04-01-2020,11:00,,,,2.85274,R,ugm-3,15.94739,R,ugm-3,20.32152,R,ugm-3,6.0,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
83,83,04-01-2020,12:00,,,,2.20612,R,ugm-3,16.11897,R,ugm-3,19.50164,R,ugm-3,5.3,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
84,84,04-01-2020,13:00,,,,3.9558,R,ugm-3,21.22511,R,ugm-3,27.29058,R,ugm-3,4.7,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
85,85,04-01-2020,14:00,,,,3.46132,R,ugm-3,18.00097,R,ugm-3,23.30826,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
86,86,04-01-2020,15:00,,,,2.58648,R,ugm-3,19.63519,R,ugm-3,23.60108,R,ugm-3,6.4,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
87,87,04-01-2020,16:00,,,,1.71164,R,ugm-3,22.14787,R,ugm-3,24.77235,R,ugm-3,6.7,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
88,88,04-01-2020,17:00,,,,1.52146,R,ugm-3,31.22399,R,ugm-3,33.55687,R,ugm-3,6.6,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
89,89,04-01-2020,18:00,,,,3.61347,R,ugm-3,46.52235,R,ugm-3,52.06292,R,ugm-3,9.7,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS)
90,90,04-01-2020,19:00,,,,2.77667,R,ugm-3,52.19769,R,ugm-3,56.45519,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
91,91,04-01-2020,20:00,,,,2.13005,R,ugm-3,49.20684,R,ugm-3,52.47287,R,ugm-3,16.3,R,ugm-3 (TEOM FDMS),14.7,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
92,92,04-01-2020,21:00,,,,2.01594,R,ugm-3,49.73319,R,ugm-3,52.82425,R,ugm-3,15.7,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
93,93,04-01-2020,22:00,,,,2.13005,R,ugm-3,47.44994,R,ugm-3,50.71597,R,ugm-3,14.7,R,ugm-3 (TEOM FDMS),13.4,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS)
94,94,04-01-2020,23:00,,,,1.5595,R,ugm-3,39.71594,R,ugm-3,42.10713,R,ugm-3,14.6,R,ugm-3 (TEOM FDMS),14.4,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
95,95,04-01-2020,24:00,,,,1.1411,R,ugm-3,38.42489,R,ugm-3,40.17454,R,ugm-3,13.8,R,ugm-3 (TEOM FDMS),13.9,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS)
96,96,05-01-2020,01:00,,,,0.91408,R,ugm-3,31.50258,R,ugm-3,32.90416,R,ugm-3,14.4,R,ugm-3 (TEOM FDMS),14.3,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
97,97,05-01-2020,02:00,,,,0.76174,R,ugm-3,27.9651,R,ugm-3,29.13308,R,ugm-3,10.8,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
98,98,05-01-2020,03:00,,,,0.26661,R,ugm-3,10.78722,R,ugm-3,11.19601,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
99,99,05-01-2020,04:00,,,,0.38087,R,ugm-3,10.67064,R,ugm-3,11.25463,R,ugm-3,7.0,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
100,100,05-01-2020,05:00,,,,0.34278,R,ugm-3,7.62229,R,ugm-3,8.14788,R,ugm-3,5.6,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS)
101,101,05-01-2020,06:00,,,,0.22852,R,ugm-3,5.39416,R,ugm-3,5.74455,R,ugm-3,4.9,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
102,102,05-01-2020,07:00,,,,0.79982,R,ugm-3,7.5663,R,ugm-3,8.79268,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS)
103,103,05-01-2020,08:00,,,,0.95217,R,ugm-3,11.78766,R,ugm-3,13.24764,R,ugm-3,3.0,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
104,104,05-01-2020,09:00,,,,1.90434,R,ugm-3,18.76866,R,ugm-3,21.68861,R,ugm-3,3.5,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
105,105,05-01-2020,10:00,,,,2.17095,R,ugm-3,19.29775,R,ugm-3,22.62649,R,ugm-3,3.4,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
106,106,05-01-2020,11:00,,,,1.4473,R,ugm-3,14.01799,R,ugm-3,16.23715,R,ugm-3,4.2,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
107,107,05-01-2020,12:00,,,,1.18069,R,ugm-3,10.67524,R,ugm-3,12.4856,R,ugm-3,2.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
108,108,05-01-2020,13:00,,,,0.95217,R,ugm-3,12.78417,R,ugm-3,14.24414,R,ugm-3,1.9,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS)
109,109,05-01-2020,14:00,,,,1.02834,R,ugm-3,14.89485,R,ugm-3,16.47162,R,ugm-3,3.9,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
110,110,05-01-2020,15:00,,,,0.83791,R,ugm-3,12.78351,R,ugm-3,14.06829,R,ugm-3,3.3,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS)
