,Unnamed: 0,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7,Black Carbon (880nm),status.8,unit.8,Blue Particulate matter (470nm),status.9,unit.9,Infra Red Particulate matter (950nm),status.10,unit.10,Red Particulate matter (660nm),status.11,unit.11,UV Particulate Matter (UV-BC),status.12,unit.12,UV Particulate Matter (370nm),status.13,unit.13,Yellow Particulate matter (590nm),status.14,unit.14
65,65,03-01-2020,18:00,0.160125,R,mgm-3,15.975,R,ugm-3 (FIDAS),2.72963,R,ugm-3,54.47174,R,ugm-3,58.65711,R,ugm-3,,,,9.009,R,ugm-3 (Ref.eq),0.81557,R,ugm-3,1.4,R,ugm-3,1.6,R,ugm-3,1.4,R,ugm-3,1.4,R,ugm-3,0.4,R,ugm-3,1.8,R,ugm-3,1.5,R,ugm-3
66,66,03-01-2020,19:00,0.19215,R,mgm-3,16.325,R,ugm-3 (FIDAS),7.78449,R,ugm-3,66.71897,R,ugm-3,78.65502,R,ugm-3,,,,9.08,R,ugm-3 (Ref.eq),1.06024,R,ugm-3,1.6,R,ugm-3,1.9,R,ugm-3,1.6,R,ugm-3,1.6,R,ugm-3,0.5,R,ugm-3,2.1,R,ugm-3,1.7,R,ugm-3
67,67,03-01-2020,20:00,0.195061,R,mgm-3,15.15,R,ugm-3 (FIDAS),4.38088,R,ugm-3,60.78212,R,ugm-3,67.49937,R,ugm-3,,,,9.009,R,ugm-3 (Ref.eq),1.1418,R,ugm-3,1.4,R,ugm-3,1.7,R,ugm-3,1.4,R,ugm-3,1.4,R,ugm-3,0.5,R,ugm-3,1.9,R,ugm-3,1.5,R,ugm-3
68,68,03-01-2020,21:00,0.163036,R,mgm-3,13.8,R,ugm-3 (FIDAS),1.85345,R,ugm-3,48.51518,R,ugm-3,51.3571,R,ugm-3,,,,8.514,R,ugm-3 (Ref.eq),1.06024,R,ugm-3,1.2,R,ugm-3,1.5,R,ugm-3,1.2,R,ugm-3,1.2,R,ugm-3,0.6,R,ugm-3,1.7,R,ugm-3,1.3,R,ugm-3
69,69,03-01-2020,22:00,0.14848,R,mgm-3,15.1,R,ugm-3 (FIDAS),1.88715,R,ugm-3,40.59801,R,ugm-3,43.4916,R,ugm-3,,,,8.679,R,ugm-3 (Ref.eq),1.06024,R,ugm-3,1.1,R,ugm-3,1.4,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.5,R,ugm-3,1.6,R,ugm-3,1.2,R,ugm-3
70,70,03-01-2020,23:00,0.125189,R,mgm-3,19.35,R,ugm-3 (FIDAS),2.15674,R,ugm-3,35.60928,R,ugm-3,38.91624,R,ugm-3,,,,8.373,R,ugm-3 (Ref.eq),0.73401,R,ugm-3,0.9,R,ugm-3,1.2,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.4,R,ugm-3,1.3,R,ugm-3,1.0,R,ugm-3
71,71,03-01-2020,24:00,0.101898,R,mgm-3,17.875,R,ugm-3 (FIDAS),0.80878,R,ugm-3,26.10922,R,ugm-3,27.34933,R,ugm-3,,,,7.665,R,ugm-3 (Ref.eq),0.48934,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3
72,72,04-01-2020,01:00,0.116489,R,mgm-3,12.575,R,ugm-3 (FIDAS),0.85365,R,ugm-3,32.51231,R,ugm-3,33.82121,R,ugm-3,,,,6.792,R,ugm-3 (Ref.eq),1.52218,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
73,73,04-01-2020,02:00,0.116489,R,mgm-3,12.225,R,ugm-3 (FIDAS),0.40436,R,ugm-3,26.13511,R,ugm-3,26.75512,R,ugm-3,,,,6.958,R,ugm-3 (Ref.eq),1.63091,R,ugm-3,0.6,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
74,74,04-01-2020,03:00,0.119402,R,mgm-3,12.35,R,ugm-3 (FIDAS),0.40436,R,ugm-3,19.85795,R,ugm-3,20.47795,R,ugm-3,,,,6.958,R,ugm-3 (Ref.eq),1.14164,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
75,75,04-01-2020,04:00,0.10484,R,mgm-3,11.075,R,ugm-3 (FIDAS),0.40436,R,ugm-3,16.66791,R,ugm-3,17.28792,R,ugm-3,,,,6.604,R,ugm-3 (Ref.eq),1.22318,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3
76,76,04-01-2020,05:00,0.101928,R,mgm-3,10.5,R,ugm-3 (FIDAS),0.37066,R,ugm-3,15.58763,R,ugm-3,16.15597,R,ugm-3,,,,6.368,R,ugm-3 (Ref.eq),1.14164,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3
77,77,04-01-2020,06:00,0.119402,R,mgm-3,9.975,R,ugm-3 (FIDAS),0.30327,R,ugm-3,16.72001,R,ugm-3,17.18502,R,ugm-3,,,,5.802,R,ugm-3 (Ref.eq),1.22318,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
78,78,04-01-2020,07:00,0.142698,R,mgm-3,8.625,R,ugm-3 (FIDAS),0.47175,R,ugm-3,22.53303,R,ugm-3,23.25637,R,ugm-3,,,,5.283,R,ugm-3 (Ref.eq),1.38628,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
79,79,04-01-2020,08:00,0.163085,R,mgm-3,9.3,R,ugm-3 (FIDAS),0.87611,R,ugm-3,33.64411,R,ugm-3,34.98746,R,ugm-3,,,,5.259,R,ugm-3 (Ref.eq),1.54937,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
80,80,04-01-2020,09:00,0.154347,R,mgm-3,8.8,R,ugm-3 (FIDAS),1.55004,R,ugm-3,31.58173,R,ugm-3,33.95842,R,ugm-3,,,,4.882,R,ugm-3 (Ref.eq),0.65237,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
81,81,04-01-2020,10:00,0.148523,R,mgm-3,7.975,R,ugm-3 (FIDAS),1.9544,R,ugm-3,24.78746,R,ugm-3,27.78416,R,ugm-3,,,,4.552,R,ugm-3 (Ref.eq),0.57082,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3
82,82,04-01-2020,11:00,0.15726,R,mgm-3,8.825,R,ugm-3 (FIDAS),3.06638,R,ugm-3,27.25007,R,ugm-3,31.95178,R,ugm-3,,,,4.575,R,ugm-3 (Ref.eq),0.897,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
83,83,04-01-2020,12:00,0.133962,R,mgm-3,7.15,R,ugm-3 (FIDAS),3.10008,R,ugm-3,27.35276,R,ugm-3,32.10614,R,ugm-3,,,,3.585,R,ugm-3 (Ref.eq),0.81546,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
84,84,04-01-2020,13:00,0.122313,R,mgm-3,6.475,R,ugm-3 (FIDAS),2.52724,R,ugm-3,19.02116,R,ugm-3,22.89621,R,ugm-3,,,,3.443,R,ugm-3 (Ref.eq),1.30473,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
85,85,04-01-2020,14:00,0.107753,R,mgm-3,6.475,R,ugm-3 (FIDAS),2.52724,R,ugm-3,17.22034,R,ugm-3,21.09538,R,ugm-3,,,,3.373,R,ugm-3 (Ref.eq),2.60946,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
86,86,04-01-2020,15:00,0.10484,R,mgm-3,5.5,R,ugm-3 (FIDAS),1.55004,R,ugm-3,15.78592,R,ugm-3,18.16261,R,ugm-3,,,,2.925,R,ugm-3 (Ref.eq),1.794,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
87,87,04-01-2020,16:00,0.119402,R,mgm-3,10.025,R,ugm-3 (FIDAS),0.9772,R,ugm-3,17.5904,R,ugm-3,19.08875,R,ugm-3,,,,7.547,R,ugm-3 (Ref.eq),1.794,R,ugm-3,0.7,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,1.4,R,ugm-3,0.8,R,ugm-3
88,88,04-01-2020,17:00,0.136874,R,mgm-3,8.775,R,ugm-3 (FIDAS),0.9772,R,ugm-3,21.80947,R,ugm-3,23.30782,R,ugm-3,,,,6.297,R,ugm-3 (Ref.eq),1.63091,R,ugm-3,0.8,R,ugm-3,1.1,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,1.3,R,ugm-3,0.9,R,ugm-3
89,89,04-01-2020,18:00,0.160172,R,mgm-3,6.475,R,ugm-3 (FIDAS),1.11198,R,ugm-3,31.73888,R,ugm-3,33.4439,R,ugm-3,,,,4.104,R,ugm-3 (Ref.eq),1.54937,R,ugm-3,0.7,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.3,R,ugm-3,1.1,R,ugm-3,0.8,R,ugm-3
90,90,04-01-2020,19:00,0.15726,R,mgm-3,6.75,R,ugm-3 (FIDAS),0.67393,R,ugm-3,35.29187,R,ugm-3,36.32521,R,ugm-3,,,,4.34,R,ugm-3 (Ref.eq),1.63091,R,ugm-3,0.9,R,ugm-3,1.1,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.4,R,ugm-3,1.2,R,ugm-3,1.0,R,ugm-3
91,91,04-01-2020,20:00,0.221328,R,mgm-3,10.375,R,ugm-3 (FIDAS),2.08918,R,ugm-3,53.75416,R,ugm-3,56.95753,R,ugm-3,,,,7.17,R,ugm-3 (Ref.eq),2.36482,R,ugm-3,1.5,R,ugm-3,2.0,R,ugm-3,1.5,R,ugm-3,1.6,R,ugm-3,0.8,R,ugm-3,2.4,R,ugm-3,1.7,R,ugm-3
92,92,04-01-2020,21:00,0.297047,R,mgm-3,14.65,R,ugm-3 (FIDAS),4.54903,R,ugm-3,63.66872,R,ugm-3,70.6438,R,ugm-3,,,,10.873,R,ugm-3 (Ref.eq),2.12018,R,ugm-3,2.1,R,ugm-3,2.9,R,ugm-3,2.1,R,ugm-3,2.3,R,ugm-3,1.4,R,ugm-3,3.5,R,ugm-3,2.4,R,ugm-3
93,93,04-01-2020,22:00,0.314519,R,mgm-3,14.95,R,ugm-3 (FIDAS),4.04358,R,ugm-3,62.17984,R,ugm-3,68.3799,R,ugm-3,,,,11.156,R,ugm-3 (Ref.eq),2.36482,R,ugm-3,2.1,R,ugm-3,2.9,R,ugm-3,2.0,R,ugm-3,2.2,R,ugm-3,1.4,R,ugm-3,3.5,R,ugm-3,2.4,R,ugm-3
94,94,04-01-2020,23:00,0.311607,R,mgm-3,15.175,R,ugm-3 (FIDAS),4.68381,R,ugm-3,62.94753,R,ugm-3,70.12928,R,ugm-3,,,,11.109,R,ugm-3 (Ref.eq),2.36482,R,ugm-3,2.0,R,ugm-3,2.8,R,ugm-3,2.0,R,ugm-3,2.2,R,ugm-3,1.3,R,ugm-3,3.3,R,ugm-3,2.3,R,ugm-3
95,95,04-01-2020,24:00,0.299958,R,mgm-3,14.375,R,ugm-3 (FIDAS),3.60552,R,ugm-3,58.06646,R,ugm-3,63.59485,R,ugm-3,,,,11.274,R,ugm-3 (Ref.eq),2.44637,R,ugm-3,1.9,R,ugm-3,2.7,R,ugm-3,1.9,R,ugm-3,2.1,R,ugm-3,1.3,R,ugm-3,3.2,R,ugm-3,2.2,R,ugm-3
96,96,05-01-2020,01:00,0.23693,R,mgm-3,12.75,R,ugm-3 (FIDAS),1.07821,R,ugm-3,42.08386,R,ugm-3,43.73709,R,ugm-3,,,,10.259,R,ugm-3 (Ref.eq),1.19584,R,ugm-3,1.4,R,ugm-3,1.9,R,ugm-3,1.4,R,ugm-3,1.4,R,ugm-3,1.0,R,ugm-3,2.3,R,ugm-3,1.6,R,ugm-3
97,97,05-01-2020,02:00,0.135944,R,mgm-3,9.9,R,ugm-3 (FIDAS),0.49418,R,ugm-3,18.46737,R,ugm-3,19.22509,R,ugm-3,,,,7.83,R,ugm-3 (Ref.eq),0.54356,R,ugm-3,0.8,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.4,R,ugm-3,1.2,R,ugm-3,0.9,R,ugm-3
98,98,05-01-2020,03:00,0.131089,R,mgm-3,7.875,R,ugm-3 (FIDAS),0.30325,R,ugm-3,16.9921,R,ugm-3,17.45707,R,ugm-3,,,,6.415,R,ugm-3 (Ref.eq),0.89688,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
99,99,05-01-2020,04:00,0.107784,R,mgm-3,5.25,R,ugm-3 (FIDAS),0.37063,R,ugm-3,11.7392,R,ugm-3,12.30749,R,ugm-3,,,,4.458,R,ugm-3 (Ref.eq),1.05995,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
100,100,05-01-2020,05:00,0.093219,R,mgm-3,4.175,R,ugm-3 (FIDAS),0.30325,R,ugm-3,8.80427,R,ugm-3,9.26924,R,ugm-3,,,,3.373,R,ugm-3 (Ref.eq),1.05995,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
101,101,05-01-2020,06:00,0.096131,R,mgm-3,3.1,R,ugm-3 (FIDAS),0.30325,R,ugm-3,9.7312,R,ugm-3,10.19617,R,ugm-3,,,,2.382,R,ugm-3 (Ref.eq),0.97841,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
102,102,05-01-2020,07:00,0.090306,R,mgm-3,3.025,R,ugm-3 (FIDAS),0.33694,R,ugm-3,12.46031,R,ugm-3,12.97694,R,ugm-3,,,,2.146,R,ugm-3 (Ref.eq),0.65227,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3
103,103,05-01-2020,08:00,0.099044,R,mgm-3,2.8,R,ugm-3 (FIDAS),0.33694,R,ugm-3,15.80753,R,ugm-3,16.32416,R,ugm-3,,,,1.816,R,ugm-3 (Ref.eq),0.73381,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3
104,104,05-01-2020,09:00,0.104871,R,mgm-3,3.175,R,ugm-3 (FIDAS),0.5391,R,ugm-3,18.07234,R,ugm-3,18.89895,R,ugm-3,,,,1.769,R,ugm-3 (Ref.eq),0.65227,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
105,105,05-01-2020,10:00,0.122349,R,mgm-3,3.35,R,ugm-3 (FIDAS),1.07821,R,ugm-3,19.92351,R,ugm-3,21.57673,R,ugm-3,,,,1.981,R,ugm-3 (Ref.eq),0.48921,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
106,106,05-01-2020,11:00,0.11361,R,mgm-3,3.125,R,ugm-3 (FIDAS),1.21298,R,ugm-3,16.7301,R,ugm-3,18.58998,R,ugm-3,,,,1.698,R,ugm-3 (Ref.eq),1.05995,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
107,107,05-01-2020,12:00,0.099044,R,mgm-3,2.0,R,ugm-3 (FIDAS),1.07821,R,ugm-3,15.75235,R,ugm-3,17.40558,R,ugm-3,,,,1.061,R,ugm-3 (Ref.eq),1.05995,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
108,108,05-01-2020,13:00,0.087392,R,mgm-3,1.625,R,ugm-3 (FIDAS),0.77496,R,ugm-3,15.18741,R,ugm-3,16.37566,R,ugm-3,,,,0.778,R,ugm-3 (Ref.eq),1.30455,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
109,109,05-01-2020,14:00,0.078653,R,mgm-3,1.95,R,ugm-3 (FIDAS),0.60649,R,ugm-3,13.48888,R,ugm-3,14.41882,R,ugm-3,,,,0.943,R,ugm-3 (Ref.eq),1.46762,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
110,110,05-01-2020,15:00,0.072827,R,mgm-3,1.95,R,ugm-3 (FIDAS),0.60649,R,ugm-3,12.20149,R,ugm-3,13.13142,R,ugm-3,,,,1.061,R,ugm-3 (Ref.eq),1.38608,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
111,111,05-01-2020,16:00,0.101958,R,mgm-3,2.8,R,ugm-3 (FIDAS),0.5391,R,ugm-3,17.81486,R,ugm-3,18.64147,R,ugm-3,,,,1.698,R,ugm-3 (Ref.eq),1.63069,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
112,112,05-01-2020,17:00,0.104871,R,mgm-3,3.0,R,ugm-3 (FIDAS),0.50541,R,ugm-3,18.02101,R,ugm-3,18.79596,R,ugm-3,,,,2.052,R,ugm-3 (Ref.eq),1.79375,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
113,113,05-01-2020,18:00,0.11361,R,mgm-3,5.375,R,ugm-3 (FIDAS),0.5728,R,ugm-3,22.55231,R,ugm-3,23.43058,R,ugm-3,,,,3.349,R,ugm-3 (Ref.eq),2.03836,R,ugm-3,0.6,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3,0.9,R,ugm-3,0.7,R,ugm-3
114,114,05-01-2020,19:00,0.136915,R,mgm-3,7.125,R,ugm-3 (FIDAS),0.5391,R,ugm-3,25.64222,R,ugm-3,26.46883,R,ugm-3,,,,4.788,R,ugm-3 (Ref.eq),2.11989,R,ugm-3,0.9,R,ugm-3,1.1,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.4,R,ugm-3,1.3,R,ugm-3,1.0,R,ugm-3
115,115,05-01-2020,20:00,0.15148,R,mgm-3,8.7,R,ugm-3 (FIDAS),0.67388,R,ugm-3,25.38407,R,ugm-3,26.41734,R,ugm-3,,,,6.486,R,ugm-3 (Ref.eq),1.95682,R,ugm-3,0.9,R,ugm-3,1.3,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.6,R,ugm-3,1.6,R,ugm-3,1.1,R,ugm-3
116,116,05-01-2020,21:00,0.168958,R,mgm-3,9.95,R,ugm-3 (FIDAS),0.5728,R,ugm-3,26.3115,R,ugm-3,27.18977,R,ugm-3,,,,6.934,R,ugm-3 (Ref.eq),2.28296,R,ugm-3,1.0,R,ugm-3,1.4,R,ugm-3,1.0,R,ugm-3,1.1,R,ugm-3,0.6,R,ugm-3,1.7,R,ugm-3,1.2,R,ugm-3
117,117,05-01-2020,22:00,0.16022,R,mgm-3,9.2,R,ugm-3 (FIDAS),0.40433,R,ugm-3,22.75913,R,ugm-3,23.37909,R,ugm-3,,,,6.604,R,ugm-3 (Ref.eq),2.6091,R,ugm-3,0.9,R,ugm-3,1.2,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3,0.6,R,ugm-3,1.5,R,ugm-3,1.0,R,ugm-3
118,118,05-01-2020,23:00,0.148567,R,mgm-3,7.925,R,ugm-3 (FIDAS),0.5391,R,ugm-3,18.27833,R,ugm-3,19.10494,R,ugm-3,,,,5.566,R,ugm-3 (Ref.eq),2.8537,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.4,R,ugm-3,1.1,R,ugm-3,0.8,R,ugm-3
119,119,05-01-2020,24:00,0.134002,R,mgm-3,8.225,R,ugm-3 (FIDAS),0.43802,R,ugm-3,17.96985,R,ugm-3,18.64147,R,ugm-3,,,,5.849,R,ugm-3 (Ref.eq),2.8537,R,ugm-3,0.5,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
120,120,06-01-2020,01:00,0.139869,R,mgm-3,9.55,R,ugm-3 (FIDAS),0.31445,R,ugm-3,13.60529,R,ugm-3,14.08744,R,ugm-3,,,,6.061,R,ugm-3 (Ref.eq),0.32609,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
121,121,06-01-2020,02:00,0.097132,R,mgm-3,6.725,R,ugm-3 (FIDAS),0.13477,R,ugm-3,5.70322,R,ugm-3,5.90986,R,ugm-3,,,,4.033,R,ugm-3 (Ref.eq),0.54349,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
122,122,06-01-2020,03:00,0.090333,R,mgm-3,6.0,R,ugm-3 (FIDAS),0.33691,R,ugm-3,3.96734,R,ugm-3,4.48393,R,ugm-3,,,,3.656,R,ugm-3 (Ref.eq),0.40762,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
123,123,06-01-2020,04:00,0.081591,R,mgm-3,6.125,R,ugm-3 (FIDAS),0.26953,R,ugm-3,4.1222,R,ugm-3,4.53547,R,ugm-3,,,,3.632,R,ugm-3 (Ref.eq),0.57066,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
124,124,06-01-2020,05:00,0.075763,R,mgm-3,6.8,R,ugm-3 (FIDAS),0.20215,R,ugm-3,4.27705,R,ugm-3,4.58701,R,ugm-3,,,,4.41,R,ugm-3 (Ref.eq),0.73371,R,ugm-3,0.1,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3,0.1,R,ugm-3,0.2,R,ugm-3
125,125,06-01-2020,06:00,0.081591,R,mgm-3,9.25,R,ugm-3 (FIDAS),0.20215,R,ugm-3,7.06018,R,ugm-3,7.37014,R,ugm-3,,,,6.344,R,ugm-3 (Ref.eq),1.30437,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
126,126,06-01-2020,07:00,0.093247,R,mgm-3,10.025,R,ugm-3 (FIDAS),0.60644,R,ugm-3,11.54267,R,ugm-3,12.47254,R,ugm-3,,,,7.241,R,ugm-3 (Ref.eq),1.22284,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
127,127,06-01-2020,08:00,0.104901,R,mgm-3,10.25,R,ugm-3 (FIDAS),0.67383,R,ugm-3,16.79946,R,ugm-3,17.83264,R,ugm-3,,,,7.429,R,ugm-3 (Ref.eq),0.97828,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
128,128,06-01-2020,09:00,0.128213,R,mgm-3,8.975,R,ugm-3 (FIDAS),1.11181,R,ugm-3,18.96255,R,ugm-3,20.66731,R,ugm-3,,,,6.061,R,ugm-3 (Ref.eq),1.14132,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
129,129,06-01-2020,10:00,0.107815,R,mgm-3,8.0,R,ugm-3 (FIDAS),1.5498,R,ugm-3,16.79634,R,ugm-3,19.17266,R,ugm-3,,,,5.0,R,ugm-3 (Ref.eq),2.20112,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
130,130,06-01-2020,11:00,0.110729,R,mgm-3,7.525,R,ugm-3 (FIDAS),1.88671,R,ugm-3,16.7436,R,ugm-3,19.63652,R,ugm-3,,,,4.835,R,ugm-3 (Ref.eq),1.95655,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
