,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3
0,0,01-01-2020,01:00,81.161,R,ugm-3 (Ref.eq),67.57882,R,ugm-3,48.40504,R,ugm-3,152.02445,R,ugm-3
1,1,01-01-2020,02:00,104.35,R,ugm-3 (Ref.eq),79.38627,R,ugm-3,57.32882,R,ugm-3,179.05274,R,ugm-3
2,2,01-01-2020,03:00,87.924,R,ugm-3 (Ref.eq),68.92286,R,ugm-3,44.64042,R,ugm-3,150.32066,R,ugm-3
3,3,01-01-2020,04:00,57.006,R,ugm-3 (Ref.eq),33.91502,R,ugm-3,40.40889,R,ugm-3,92.4112,R,ugm-3
4,4,01-01-2020,05:00,46.378,R,ugm-3 (Ref.eq),12.81234,R,ugm-3,33.90787,R,ugm-3,53.55319,R,ugm-3
5,5,01-01-2020,06:00,51.209,R,ugm-3 (Ref.eq),31.76707,R,ugm-3,39.46226,R,ugm-3,88.17108,R,ugm-3
6,6,01-01-2020,07:00,58.938,R,ugm-3 (Ref.eq),83.39327,R,ugm-3,49.05511,R,ugm-3,176.923,R,ugm-3
7,7,01-01-2020,08:00,42.513,R,ugm-3 (Ref.eq),71.71143,R,ugm-3,46.63771,R,ugm-3,156.5937,R,ugm-3
8,8,01-01-2020,09:00,43.479,R,ugm-3 (Ref.eq),65.11684,R,ugm-3,49.37264,R,ugm-3,149.21707,R,ugm-3
9,9,01-01-2020,10:00,45.411,R,ugm-3 (Ref.eq),64.40086,R,ugm-3,46.34653,R,ugm-3,145.09313,R,ugm-3
10,10,01-01-2020,11:00,44.445,R,ugm-3 (Ref.eq),57.54248,R,ugm-3,42.16737,R,ugm-3,130.39795,R,ugm-3
11,11,01-01-2020,12:00,45.411,R,ugm-3 (Ref.eq),63.42109,R,ugm-3,48.02306,R,ugm-3,145.26738,R,ugm-3
12,12,01-01-2020,13:00,39.614,R,ugm-3 (Ref.eq),41.45169,R,ugm-3,49.47254,R,ugm-3,113.03091,R,ugm-3
13,13,01-01-2020,14:00,39.614,R,ugm-3 (Ref.eq),16.24153,R,ugm-3,43.34504,R,ugm-3,68.24837,R,ugm-3
14,14,01-01-2020,15:00,44.445,R,ugm-3 (Ref.eq),9.45852,R,ugm-3,39.86349,R,ugm-3,54.36636,R,ugm-3
15,15,01-01-2020,16:00,45.411,R,ugm-3 (Ref.eq),13.33991,R,ugm-3,45.47078,R,ugm-3,65.92502,R,ugm-3
16,16,01-01-2020,17:00,38.648,R,ugm-3 (Ref.eq),6.06702,R,ugm-3,39.13919,R,ugm-3,48.44182,R,ugm-3
17,17,01-01-2020,18:00,37.682,R,ugm-3 (Ref.eq),7.95119,R,ugm-3,43.10405,R,ugm-3,55.2957,R,ugm-3
18,18,01-01-2020,19:00,41.547,R,ugm-3 (Ref.eq),8.55412,R,ugm-3,47.98793,R,ugm-3,61.10407,R,ugm-3
19,19,01-01-2020,20:00,37.682,R,ugm-3 (Ref.eq),7.04679,R,ugm-3,44.14227,R,ugm-3,54.9472,R,ugm-3
20,20,01-01-2020,21:00,33.817,R,ugm-3 (Ref.eq),6.74532,R,ugm-3,40.36441,R,ugm-3,50.70709,R,ugm-3
21,21,01-01-2020,22:00,35.749,R,ugm-3 (Ref.eq),3.73065,R,ugm-3,38.65571,R,ugm-3,44.37596,R,ugm-3
22,22,01-01-2020,23:00,29.952,R,ugm-3 (Ref.eq),5.27567,R,ugm-3,39.24898,R,ugm-3,47.33823,R,ugm-3
23,23,01-01-2020,24:00,18.358,R,ugm-3 (Ref.eq),4.25822,R,ugm-3,26.17195,R,ugm-3,32.70113,R,ugm-3
24,24,02-01-2020,01:00,8.696,R,ugm-3 (Ref.eq),2.97037,R,ugm-3,18.09264,R,ugm-3,22.64714,R,ugm-3
25,25,02-01-2020,02:00,9.662,R,ugm-3 (Ref.eq),2.36623,R,ugm-3,16.61466,R,ugm-3,20.24282,R,ugm-3
26,26,02-01-2020,03:00,12.561,R,ugm-3 (Ref.eq),2.15226,R,ugm-3,12.81274,R,ugm-3,16.11282,R,ugm-3
27,27,02-01-2020,04:00,9.662,R,ugm-3 (Ref.eq),1.96346,R,ugm-3,12.69504,R,ugm-3,15.70564,R,ugm-3
28,28,02-01-2020,05:00,12.561,R,ugm-3 (Ref.eq),2.45433,R,ugm-3,14.67633,R,ugm-3,18.43958,R,ugm-3
29,29,02-01-2020,06:00,10.628,R,ugm-3 (Ref.eq),3.20951,R,ugm-3,15.37981,R,ugm-3,20.30099,R,ugm-3
30,30,02-01-2020,07:00,8.696,R,ugm-3 (Ref.eq),3.3983,R,ugm-3,18.98766,R,ugm-3,24.19831,R,ugm-3
31,31,02-01-2020,08:00,10.628,R,ugm-3 (Ref.eq),3.32278,R,ugm-3,22.18641,R,ugm-3,27.28127,R,ugm-3
32,32,02-01-2020,09:00,9.662,R,ugm-3 (Ref.eq),3.17175,R,ugm-3,24.10489,R,ugm-3,28.96817,R,ugm-3
33,33,02-01-2020,10:00,8.696,R,ugm-3 (Ref.eq),4.71986,R,ugm-3,27.0827,R,ugm-3,34.31973,R,ugm-3
34,34,02-01-2020,11:00,9.662,R,ugm-3 (Ref.eq),5.13521,R,ugm-3,22.83936,R,ugm-3,30.71325,R,ugm-3
35,35,02-01-2020,12:00,11.594,R,ugm-3 (Ref.eq),4.34227,R,ugm-3,19.45983,R,ugm-3,26.11789,R,ugm-3
36,36,02-01-2020,13:00,9.662,R,ugm-3 (Ref.eq),3.54934,R,ugm-3,17.88354,R,ugm-3,23.32578,R,ugm-3
37,37,02-01-2020,14:00,15.459,R,ugm-3 (Ref.eq),2.86968,R,ugm-3,15.14468,R,ugm-3,19.54479,R,ugm-3
38,38,02-01-2020,15:00,13.527,R,ugm-3 (Ref.eq),2.86968,R,ugm-3,17.12243,R,ugm-3,21.52254,R,ugm-3
39,39,02-01-2020,16:00,11.594,R,ugm-3 (Ref.eq),1.85019,R,ugm-3,15.95168,R,ugm-3,18.7886,R,ugm-3
40,40,02-01-2020,17:00,16.425,R,ugm-3 (Ref.eq),1.73691,R,ugm-3,16.47438,R,ugm-3,19.13761,R,ugm-3
41,41,02-01-2020,18:00,12.561,R,ugm-3 (Ref.eq),2.15226,R,ugm-3,15.72119,R,ugm-3,19.02127,R,ugm-3
42,42,02-01-2020,19:00,12.561,R,ugm-3 (Ref.eq),1.35932,R,ugm-3,13.91222,R,ugm-3,15.99648,R,ugm-3
43,43,02-01-2020,20:00,10.628,R,ugm-3 (Ref.eq),1.73691,R,ugm-3,13.68227,R,ugm-3,16.3455,R,ugm-3
44,44,02-01-2020,21:00,12.561,R,ugm-3 (Ref.eq),1.32156,R,ugm-3,13.33026,R,ugm-3,15.35662,R,ugm-3
45,45,02-01-2020,22:00,12.561,R,ugm-3 (Ref.eq),1.09501,R,ugm-3,10.18749,R,ugm-3,11.86648,R,ugm-3
46,46,02-01-2020,23:00,9.662,R,ugm-3 (Ref.eq),1.05725,R,ugm-3,8.67483,R,ugm-3,10.29592,R,ugm-3
47,47,02-01-2020,24:00,13.527,R,ugm-3 (Ref.eq),0.8307,R,ugm-3,7.39347,R,ugm-3,8.66718,R,ugm-3
48,48,03-01-2020,01:00,13.527,R,ugm-3 (Ref.eq),1.2107,R,ugm-3,7.54198,R,ugm-3,9.39837,R,ugm-3
49,49,03-01-2020,02:00,9.662,R,ugm-3 (Ref.eq),0.85758,R,ugm-3,4.97653,R,ugm-3,6.29147,R,ugm-3
50,50,03-01-2020,03:00,14.493,R,ugm-3 (Ref.eq),0.71886,R,ugm-3,4.89797,R,ugm-3,6.0002,R,ugm-3
51,51,03-01-2020,04:00,7.73,R,ugm-3 (Ref.eq),0.75669,R,ugm-3,4.43218,R,ugm-3,5.59242,R,ugm-3
52,52,03-01-2020,05:00,3.865,R,ugm-3 (Ref.eq),0.68102,R,ugm-3,3.9074,R,ugm-3,4.95162,R,ugm-3
53,53,03-01-2020,06:00,2.899,R,ugm-3 (Ref.eq),1.2107,R,ugm-3,6.0662,R,ugm-3,7.92259,R,ugm-3
54,54,03-01-2020,07:00,4.831,R,ugm-3 (Ref.eq),1.77822,R,ugm-3,11.31273,R,ugm-3,14.03929,R,ugm-3
55,55,03-01-2020,08:00,3.865,R,ugm-3 (Ref.eq),2.57274,R,ugm-3,19.00739,R,ugm-3,22.95221,R,ugm-3
56,56,03-01-2020,09:00,6.763,R,ugm-3 (Ref.eq),3.32943,R,ugm-3,21.05114,R,ugm-3,26.15619,R,ugm-3
57,57,03-01-2020,10:00,7.73,R,ugm-3 (Ref.eq),10.93416,R,ugm-3,28.73116,R,ugm-3,45.49663,R,ugm-3
58,58,03-01-2020,11:00,20.29,R,ugm-3 (Ref.eq),31.74311,R,ugm-3,45.40866,R,ugm-3,94.08074,R,ugm-3
59,59,03-01-2020,12:00,15.459,R,ugm-3 (Ref.eq),38.06146,R,ugm-3,58.26507,R,ugm-3,116.62517,R,ugm-3
60,60,03-01-2020,13:00,24.155,R,ugm-3 (Ref.eq),39.08299,R,ugm-3,48.95092,R,ugm-3,108.87734,R,ugm-3
61,61,03-01-2020,14:00,27.054,R,ugm-3 (Ref.eq),40.25586,R,ugm-3,53.56053,R,ugm-3,115.28532,R,ugm-3
62,62,03-01-2020,15:00,22.223,R,ugm-3 (Ref.eq),39.49917,R,ugm-3,54.83728,R,ugm-3,115.40183,R,ugm-3
63,63,03-01-2020,16:00,26.087,R,ugm-3 (Ref.eq),38.25063,R,ugm-3,57.62549,R,ugm-3,116.27564,R,ugm-3
64,64,03-01-2020,17:00,26.087,R,ugm-3 (Ref.eq),37.56961,R,ugm-3,65.71848,R,ugm-3,123.32442,R,ugm-3
65,65,03-01-2020,18:00,27.054,R,ugm-3 (Ref.eq),18.57672,R,ugm-3,54.00423,R,ugm-3,82.48813,R,ugm-3
66,66,03-01-2020,19:00,25.121,R,ugm-3 (Ref.eq),12.67454,R,ugm-3,56.76264,R,ugm-3,76.19666,R,ugm-3
67,67,03-01-2020,20:00,25.121,R,ugm-3 (Ref.eq),10.44231,R,ugm-3,58.67073,R,ugm-3,74.68205,R,ugm-3
68,68,03-01-2020,21:00,16.425,R,ugm-3 (Ref.eq),7.60473,R,ugm-3,46.76868,R,ugm-3,58.42909,R,ugm-3
69,69,03-01-2020,22:00,18.358,R,ugm-3 (Ref.eq),12.4097,R,ugm-3,43.18768,R,ugm-3,62.21562,R,ugm-3
70,70,03-01-2020,23:00,19.324,R,ugm-3 (Ref.eq),7.56689,R,ugm-3,36.8652,R,ugm-3,48.4676,R,ugm-3
71,71,03-01-2020,24:00,15.459,R,ugm-3 (Ref.eq),4.31313,R,ugm-3,40.28136,R,ugm-3,46.89474,R,ugm-3
72,72,04-01-2020,01:00,19.324,R,ugm-3 (Ref.eq),4.34701,R,ugm-3,44.82912,R,ugm-3,51.49445,R,ugm-3
73,73,04-01-2020,02:00,22.223,R,ugm-3 (Ref.eq),3.99319,R,ugm-3,34.87052,R,ugm-3,40.99332,R,ugm-3
74,74,04-01-2020,03:00,15.459,R,ugm-3 (Ref.eq),1.78177,R,ugm-3,22.82075,R,ugm-3,25.55276,R,ugm-3
75,75,04-01-2020,04:00,19.324,R,ugm-3 (Ref.eq),1.70595,R,ugm-3,15.87791,R,ugm-3,18.49367,R,ugm-3
76,76,04-01-2020,05:00,12.561,R,ugm-3 (Ref.eq),1.40267,R,ugm-3,13.30927,R,ugm-3,15.46,R,ugm-3
77,77,04-01-2020,06:00,11.594,R,ugm-3 (Ref.eq),1.78177,R,ugm-3,14.6532,R,ugm-3,17.38521,R,ugm-3
78,78,04-01-2020,07:00,10.628,R,ugm-3 (Ref.eq),2.69161,R,ugm-3,19.90885,R,ugm-3,24.03593,R,ugm-3
79,79,04-01-2020,08:00,11.594,R,ugm-3 (Ref.eq),3.10862,R,ugm-3,26.15352,R,ugm-3,30.92001,R,ugm-3
80,80,04-01-2020,09:00,13.527,R,ugm-3 (Ref.eq),4.24592,R,ugm-3,31.6438,R,ugm-3,38.15412,R,ugm-3
81,81,04-01-2020,10:00,12.561,R,ugm-3 (Ref.eq),4.73875,R,ugm-3,23.18731,R,ugm-3,30.45329,R,ugm-3
82,82,04-01-2020,11:00,10.628,R,ugm-3 (Ref.eq),4.89039,R,ugm-3,20.91291,R,ugm-3,28.4114,R,ugm-3
83,83,04-01-2020,12:00,11.594,R,ugm-3 (Ref.eq),5.98978,R,ugm-3,23.77769,R,ugm-3,32.96189,R,ugm-3
84,84,04-01-2020,13:00,9.662,R,ugm-3 (Ref.eq),8.52975,R,ugm-3,30.4426,R,ugm-3,43.52137,R,ugm-3
85,85,04-01-2020,14:00,13.527,R,ugm-3 (Ref.eq),7.77155,R,ugm-3,25.71285,R,ugm-3,37.62907,R,ugm-3
86,86,04-01-2020,15:00,9.662,R,ugm-3 (Ref.eq),5.91396,R,ugm-3,25.06074,R,ugm-3,34.12869,R,ugm-3
87,87,04-01-2020,16:00,11.594,R,ugm-3 (Ref.eq),11.44882,R,ugm-3,27.07521,R,ugm-3,44.62982,R,ugm-3
88,88,04-01-2020,17:00,9.662,R,ugm-3 (Ref.eq),5.07994,R,ugm-3,35.26552,R,ugm-3,43.05465,R,ugm-3
89,89,04-01-2020,18:00,16.425,R,ugm-3 (Ref.eq),3.82891,R,ugm-3,41.32585,R,ugm-3,47.19677,R,ugm-3
90,90,04-01-2020,19:00,15.459,R,ugm-3 (Ref.eq),5.04203,R,ugm-3,53.99233,R,ugm-3,61.72334,R,ugm-3
91,91,04-01-2020,20:00,19.324,R,ugm-3 (Ref.eq),6.10351,R,ugm-3,56.79856,R,ugm-3,66.15715,R,ugm-3
92,92,04-01-2020,21:00,21.256,R,ugm-3 (Ref.eq),6.89962,R,ugm-3,57.79478,R,ugm-3,68.37405,R,ugm-3
93,93,04-01-2020,22:00,19.324,R,ugm-3 (Ref.eq),3.67727,R,ugm-3,43.83361,R,ugm-3,49.47201,R,ugm-3
94,94,04-01-2020,23:00,21.256,R,ugm-3 (Ref.eq),3.71518,R,ugm-3,44.00884,R,ugm-3,49.70537,R,ugm-3
95,95,04-01-2020,24:00,19.324,R,ugm-3 (Ref.eq),4.89039,R,ugm-3,39.40657,R,ugm-3,46.90507,R,ugm-3
96,96,05-01-2020,01:00,16.425,R,ugm-3 (Ref.eq),2.73496,R,ugm-3,32.57522,R,ugm-3,36.76876,R,ugm-3
97,97,05-01-2020,02:00,12.561,R,ugm-3 (Ref.eq),1.11424,R,ugm-3,18.0002,R,ugm-3,19.70868,R,ugm-3
98,98,05-01-2020,03:00,10.628,R,ugm-3 (Ref.eq),1.13957,R,ugm-3,14.61167,R,ugm-3,16.35898,R,ugm-3
99,99,05-01-2020,04:00,5.797,R,ugm-3 (Ref.eq),1.0636,R,ugm-3,10.46314,R,ugm-3,12.09396,R,ugm-3
100,100,05-01-2020,05:00,1.932,R,ugm-3 (Ref.eq),0.7977,R,ugm-3,9.3518,R,ugm-3,10.57491,R,ugm-3
101,101,05-01-2020,06:00,0.966,R,ugm-3 (Ref.eq),0.72173,R,ugm-3,8.82561,R,ugm-3,9.93224,R,ugm-3
102,102,05-01-2020,07:00,2.899,R,ugm-3 (Ref.eq),0.87367,R,ugm-3,11.98128,R,ugm-3,13.32089,R,ugm-3
103,103,05-01-2020,08:00,2.899,R,ugm-3 (Ref.eq),1.48144,R,ugm-3,15.0807,R,ugm-3,17.35221,R,ugm-3
104,104,05-01-2020,09:00,6.763,R,ugm-3 (Ref.eq),1.55741,R,ugm-3,17.12594,R,ugm-3,19.51393,R,ugm-3
105,105,05-01-2020,10:00,8.696,R,ugm-3 (Ref.eq),2.08921,R,ugm-3,19.2902,R,ugm-3,22.4936,R,ugm-3
106,106,05-01-2020,11:00,6.763,R,ugm-3 (Ref.eq),2.58302,R,ugm-3,15.31966,R,ugm-3,19.28023,R,ugm-3
107,107,05-01-2020,12:00,5.797,R,ugm-3 (Ref.eq),2.01324,R,ugm-3,12.74624,R,ugm-3,15.83316,R,ugm-3
108,108,05-01-2020,13:00,5.797,R,ugm-3 (Ref.eq),1.93726,R,ugm-3,9.88306,R,ugm-3,12.85349,R,ugm-3
109,109,05-01-2020,14:00,4.831,R,ugm-3 (Ref.eq),2.54503,R,ugm-3,15.43633,R,ugm-3,19.33866,R,ugm-3
110,110,05-01-2020,15:00,5.797,R,ugm-3 (Ref.eq),3.00086,R,ugm-3,17.01598,R,ugm-3,21.61723,R,ugm-3
111,111,05-01-2020,16:00,4.831,R,ugm-3 (Ref.eq),2.54503,R,ugm-3,19.46765,R,ugm-3,23.36998,R,ugm-3
112,112,05-01-2020,17:00,6.763,R,ugm-3 (Ref.eq),2.65899,R,ugm-3,21.10409,R,ugm-3,25.18115,R,ugm-3
113,113,05-01-2020,18:00,12.561,R,ugm-3 (Ref.eq),2.54503,R,ugm-3,22.8563,R,ugm-3,26.75862,R,ugm-3
114,114,05-01-2020,19:00,8.696,R,ugm-3 (Ref.eq),2.27913,R,ugm-3,21.1607,R,ugm-3,24.65533,R,ugm-3
115,115,05-01-2020,20:00,10.628,R,ugm-3 (Ref.eq),1.82331,R,ugm-3,23.55395,R,ugm-3,26.34965,R,ugm-3
116,116,05-01-2020,21:00,11.594,R,ugm-3 (Ref.eq),2.31712,R,ugm-3,22.62151,R,ugm-3,26.17437,R,ugm-3
117,117,05-01-2020,22:00,12.561,R,ugm-3 (Ref.eq),1.67137,R,ugm-3,25.71495,R,ugm-3,28.27767,R,ugm-3
118,118,05-01-2020,23:00,9.662,R,ugm-3 (Ref.eq),1.40547,R,ugm-3,20.10489,R,ugm-3,22.2599,R,ugm-3
119,119,05-01-2020,24:00,16.425,R,ugm-3 (Ref.eq),1.48144,R,ugm-3,17.12558,R,ugm-3,19.39708,R,ugm-3
120,120,06-01-2020,01:00,13.527,R,ugm-3 (Ref.eq),0.71048,R,ugm-3,10.14459,R,ugm-3,11.23397,R,ugm-3
121,121,06-01-2020,02:00,11.594,R,ugm-3 (Ref.eq),0.91347,R,ugm-3,6.01067,R,ugm-3,7.4113,R,ugm-3
122,122,06-01-2020,03:00,12.561,R,ugm-3 (Ref.eq),1.29408,R,ugm-3,3.10617,R,ugm-3,5.09039,R,ugm-3
123,123,06-01-2020,04:00,9.662,R,ugm-3 (Ref.eq),0.45673,R,ugm-3,2.92732,R,ugm-3,3.62764,R,ugm-3
124,124,06-01-2020,05:00,12.561,R,ugm-3 (Ref.eq),0.79928,R,ugm-3,3.68931,R,ugm-3,4.91486,R,ugm-3
125,125,06-01-2020,06:00,16.425,R,ugm-3 (Ref.eq),1.25602,R,ugm-3,7.26024,R,ugm-3,9.18611,R,ugm-3
126,126,06-01-2020,07:00,14.493,R,ugm-3 (Ref.eq),2.89264,R,ugm-3,11.18691,R,ugm-3,15.62224,R,ugm-3
127,127,06-01-2020,08:00,11.594,R,ugm-3 (Ref.eq),2.20754,R,ugm-3,13.81716,R,ugm-3,17.20201,R,ugm-3
128,128,06-01-2020,09:00,11.594,R,ugm-3 (Ref.eq),2.81652,R,ugm-3,15.1068,R,ugm-3,19.4254,R,ugm-3
129,129,06-01-2020,10:00,11.594,R,ugm-3 (Ref.eq),3.08295,R,ugm-3,18.15038,R,ugm-3,22.87751,R,ugm-3
130,130,06-01-2020,11:00,13.527,R,ugm-3 (Ref.eq),3.61581,R,ugm-3,16.04613,R,ugm-3,21.59028,R,ugm-3
131,131,06-01-2020,12:00,12.561,R,ugm-3 (Ref.eq),3.38744,R,ugm-3,14.17289,R,ugm-3,19.36689,R,ugm-3
132,132,06-01-2020,13:00,11.594,R,ugm-3 (Ref.eq),3.46356,R,ugm-3,13.0615,R,ugm-3,18.37222,R,ugm-3
133,133,06-01-2020,14:00,12.561,R,ugm-3 (Ref.eq),3.15907,R,ugm-3,14.05497,R,ugm-3,18.89881,R,ugm-3
134,134,06-01-2020,15:00,18.358,R,ugm-3 (Ref.eq),3.50162,R,ugm-3,18.26906,R,ugm-3,23.63814,R,ugm-3
135,135,06-01-2020,16:00,19.324,R,ugm-3 (Ref.eq),3.00683,R,ugm-3,23.70856,R,ugm-3,28.31896,R,ugm-3
136,136,06-01-2020,17:00,13.527,R,ugm-3 (Ref.eq),2.93071,R,ugm-3,24.81995,R,ugm-3,29.31363,R,ugm-3
137,137,06-01-2020,18:00,11.594,R,ugm-3 (Ref.eq),2.93071,R,ugm-3,24.17634,R,ugm-3,28.67002,R,ugm-3
138,138,06-01-2020,19:00,9.662,R,ugm-3 (Ref.eq),5.70917,R,ugm-3,28.80965,R,ugm-3,37.56358,R,ugm-3
139,139,06-01-2020,20:00,13.527,R,ugm-3 (Ref.eq),4.37703,R,ugm-3,35.41603,R,ugm-3,42.12738,R,ugm-3
140,140,06-01-2020,21:00,16.425,R,ugm-3 (Ref.eq),3.00683,R,ugm-3,31.19787,R,ugm-3,35.80827,R,ugm-3
141,141,06-01-2020,22:00,20.29,R,ugm-3 (Ref.eq),2.39785,R,ugm-3,25.754,R,ugm-3,29.43066,R,ugm-3
142,142,06-01-2020,23:00,26.087,R,ugm-3 (Ref.eq),2.55009,R,ugm-3,25.81312,R,ugm-3,29.72321,R,ugm-3
143,143,06-01-2020,24:00,28.986,R,ugm-3 (Ref.eq),2.39785,R,ugm-3,30.37631,R,ugm-3,34.05296,R,ugm-3
144,144,07-01-2020,01:00,30.918,R,ugm-3 (Ref.eq),1.57632,R,ugm-3,22.42753,R,ugm-3,24.84452,R,ugm-3
145,145,07-01-2020,02:00,28.02,R,ugm-3 (Ref.eq),0.96613,R,ugm-3,16.25354,R,ugm-3,17.73492,R,ugm-3
146,146,07-01-2020,03:00,25.121,R,ugm-3 (Ref.eq),3.50857,R,ugm-3,20.5195,R,ugm-3,25.89924,R,ugm-3
147,147,07-01-2020,04:00,21.256,R,ugm-3 (Ref.eq),1.83056,R,ugm-3,13.18977,R,ugm-3,15.99659,R,ugm-3
148,148,07-01-2020,05:00,18.358,R,ugm-3 (Ref.eq),1.79242,R,ugm-3,15.70926,R,ugm-3,18.4576,R,ugm-3
149,149,07-01-2020,06:00,21.256,R,ugm-3 (Ref.eq),5.64423,R,ugm-3,23.74898,R,ugm-3,32.40334,R,ugm-3
150,150,07-01-2020,07:00,25.121,R,ugm-3 (Ref.eq),7.39851,R,ugm-3,35.47362,R,ugm-3,46.81785,R,ugm-3
151,151,07-01-2020,08:00,25.121,R,ugm-3 (Ref.eq),11.8605,R,ugm-3,47.79275,R,ugm-3,65.97859,R,ugm-3
152,152,07-01-2020,09:00,29.952,R,ugm-3 (Ref.eq),7.01714,R,ugm-3,41.39057,R,ugm-3,52.15004,R,ugm-3
153,153,07-01-2020,10:00,31.885,R,ugm-3 (Ref.eq),4.5764,R,ugm-3,24.68315,R,ugm-3,31.70019,R,ugm-3
154,154,07-01-2020,11:00,27.054,R,ugm-3 (Ref.eq),4.1569,R,ugm-3,22.68958,R,ugm-3,29.06339,R,ugm-3
155,155,07-01-2020,12:00,28.986,R,ugm-3 (Ref.eq),5.33913,R,ugm-3,21.28701,R,ugm-3,29.47356,R,ugm-3
156,156,07-01-2020,13:00,31.885,R,ugm-3 (Ref.eq),3.39416,R,ugm-3,14.07363,R,ugm-3,19.27794,R,ugm-3
157,157,07-01-2020,14:00,33.817,R,ugm-3 (Ref.eq),2.66957,R,ugm-3,15.59483,R,ugm-3,19.68811,R,ugm-3
158,158,07-01-2020,15:00,19.324,R,ugm-3 (Ref.eq),3.62298,R,ugm-3,19.46514,R,ugm-3,25.0203,R,ugm-3
159,159,07-01-2020,16:00,11.594,R,ugm-3 (Ref.eq),3.16534,R,ugm-3,19.34651,R,ugm-3,24.19996,R,ugm-3
160,160,07-01-2020,17:00,8.696,R,ugm-3 (Ref.eq),3.16534,R,ugm-3,22.51067,R,ugm-3,27.36412,R,ugm-3
161,161,07-01-2020,18:00,4.831,R,ugm-3 (Ref.eq),2.05938,R,ugm-3,17.99533,R,ugm-3,21.15299,R,ugm-3
162,162,07-01-2020,19:00,1.932,R,ugm-3 (Ref.eq),1.90683,R,ugm-3,15.12366,R,ugm-3,18.04743,R,ugm-3
163,163,07-01-2020,20:00,0.0,R,ugm-3 (Ref.eq),1.67801,R,ugm-3,15.24013,R,ugm-3,17.81305,R,ugm-3
164,164,07-01-2020,21:00,3.865,R,ugm-3 (Ref.eq),1.10596,R,ugm-3,12.71872,R,ugm-3,14.41451,R,ugm-3
165,165,07-01-2020,22:00,1.932,R,ugm-3 (Ref.eq),0.80087,R,ugm-3,10.54972,R,ugm-3,11.77771,R,ugm-3
166,166,07-01-2020,23:00,1.932,R,ugm-3 (Ref.eq),0.53391,R,ugm-3,9.25978,R,ugm-3,10.07844,R,ugm-3
167,167,07-01-2020,24:00,5.797,R,ugm-3 (Ref.eq),1.06783,R,ugm-3,8.32393,R,ugm-3,9.96125,R,ugm-3
168,168,08-01-2020,01:00,4.831,R,ugm-3 (Ref.eq),0.6114,R,ugm-3,5.55656,R,ugm-3,6.49402,R,ugm-3
169,169,08-01-2020,02:00,3.865,R,ugm-3 (Ref.eq),0.66235,R,ugm-3,4.93075,R,ugm-3,5.94633,R,ugm-3
170,170,08-01-2020,03:00,5.797,R,ugm-3 (Ref.eq),0.68782,R,ugm-3,4.22664,R,ugm-3,5.28128,R,ugm-3
171,171,08-01-2020,04:00,5.797,R,ugm-3 (Ref.eq),0.42033,R,ugm-3,4.51941,R,ugm-3,5.16392,R,ugm-3
172,172,08-01-2020,05:00,5.797,R,ugm-3 (Ref.eq),1.14637,R,ugm-3,4.93188,R,ugm-3,6.68962,R,ugm-3
173,173,08-01-2020,06:00,5.797,R,ugm-3 (Ref.eq),0.91709,R,ugm-3,8.86296,R,ugm-3,10.26915,R,ugm-3
174,174,08-01-2020,07:00,5.797,R,ugm-3 (Ref.eq),2.13988,R,ugm-3,15.73149,R,ugm-3,19.0126,R,ugm-3
175,175,08-01-2020,08:00,12.561,R,ugm-3 (Ref.eq),2.59843,R,ugm-3,21.36593,R,ugm-3,25.35013,R,ugm-3
176,176,08-01-2020,09:00,29.952,R,ugm-3 (Ref.eq),3.93586,R,ugm-3,23.12949,R,ugm-3,29.16439,R,ugm-3
177,177,08-01-2020,10:00,31.885,R,ugm-3 (Ref.eq),4.50904,R,ugm-3,26.47564,R,ugm-3,33.38941,R,ugm-3
178,178,08-01-2020,11:00,37.682,R,ugm-3 (Ref.eq),4.35619,R,ugm-3,26.1232,R,ugm-3,32.8026,R,ugm-3
179,179,08-01-2020,12:00,34.783,R,ugm-3 (Ref.eq),6.49607,R,ugm-3,26.36294,R,ugm-3,36.32345,R,ugm-3
180,180,08-01-2020,13:00,37.682,R,ugm-3 (Ref.eq),6.76356,R,ugm-3,26.77434,R,ugm-3,37.14498,R,ugm-3
181,181,08-01-2020,14:00,35.749,R,ugm-3 (Ref.eq),9.32378,R,ugm-3,29.94911,R,ugm-3,44.24537,R,ugm-3
182,182,08-01-2020,15:00,42.513,R,ugm-3 (Ref.eq),7.41317,R,ugm-3,29.29914,R,ugm-3,40.66584,R,ugm-3
183,183,08-01-2020,16:00,39.614,R,ugm-3 (Ref.eq),4.89116,R,ugm-3,35.92416,R,ugm-3,43.42384,R,ugm-3
184,184,08-01-2020,17:00,35.749,R,ugm-3 (Ref.eq),8.90344,R,ugm-3,48.90204,R,ugm-3,62.5538,R,ugm-3
185,185,08-01-2020,18:00,38.648,R,ugm-3 (Ref.eq),15.13203,R,ugm-3,59.42052,R,ugm-3,82.62265,R,ugm-3
186,186,08-01-2020,19:00,41.547,R,ugm-3 (Ref.eq),19.90856,R,ugm-3,61.01611,R,ugm-3,91.54214,R,ugm-3
