,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3
1005,1005,11-02-2020,22:00,11.594,R,ugm-3 (Ref.eq),2.30158,R,ugm-3,15.01587,R,ugm-3,18.54491,R,ugm-3
1006,1006,11-02-2020,23:00,12.561,R,ugm-3 (Ref.eq),1.84127,R,ugm-3,12.21318,R,ugm-3,15.03642,R,ugm-3
1007,1007,11-02-2020,24:00,8.696,R,ugm-3 (Ref.eq),1.08503,R,ugm-3,9.31289,R,ugm-3,10.97658,R,ugm-3
1008,1008,12-02-2020,01:00,6.763,R,ugm-3 (Ref.eq),1.18486,R,ugm-3,7.0772,R,ugm-3,8.89396,R,ugm-3
1009,1009,12-02-2020,02:00,10.628,R,ugm-3 (Ref.eq),1.09709,R,ugm-3,5.2725,R,ugm-3,6.95467,R,ugm-3
1010,1010,12-02-2020,03:00,11.594,R,ugm-3 (Ref.eq),0.98738,R,ugm-3,6.81159,R,ugm-3,8.32555,R,ugm-3
1011,1011,12-02-2020,04:00,8.696,R,ugm-3 (Ref.eq),1.31651,R,ugm-3,6.20662,R,ugm-3,8.22524,R,ugm-3
1012,1012,12-02-2020,05:00,11.594,R,ugm-3 (Ref.eq),1.02029,R,ugm-3,9.16851,R,ugm-3,10.73293,R,ugm-3
1013,1013,12-02-2020,06:00,7.73,R,ugm-3 (Ref.eq),1.5469,R,ugm-3,11.72137,R,ugm-3,14.09324,R,ugm-3
1014,1014,12-02-2020,07:00,8.696,R,ugm-3 (Ref.eq),3.09379,R,ugm-3,21.68736,R,ugm-3,26.4311,R,ugm-3
1015,1015,12-02-2020,08:00,6.763,R,ugm-3 (Ref.eq),4.21282,R,ugm-3,34.76693,R,ugm-3,41.2265,R,ugm-3
1016,1016,12-02-2020,09:00,8.696,R,ugm-3 (Ref.eq),7.0104,R,ugm-3,32.88476,R,ugm-3,43.63388,R,ugm-3
1017,1017,12-02-2020,10:00,6.763,R,ugm-3 (Ref.eq),7.70156,R,ugm-3,24.8536,R,ugm-3,36.66249,R,ugm-3
1018,1018,12-02-2020,11:00,15.459,R,ugm-3 (Ref.eq),10.00545,R,ugm-3,21.57179,R,ugm-3,36.91326,R,ugm-3
1019,1019,12-02-2020,12:00,8.696,R,ugm-3 (Ref.eq),9.67632,R,ugm-3,21.97614,R,ugm-3,36.81296,R,ugm-3
1020,1020,12-02-2020,13:00,15.459,R,ugm-3 (Ref.eq),9.90671,R,ugm-3,17.96165,R,ugm-3,33.15172,R,ugm-3
1021,1021,12-02-2020,14:00,13.527,R,ugm-3 (Ref.eq),7.10913,R,ugm-3,17.53674,R,ugm-3,28.43726,R,ugm-3
1022,1022,12-02-2020,15:00,14.493,R,ugm-3 (Ref.eq),6.08884,R,ugm-3,16.89439,R,ugm-3,26.23048,R,ugm-3
1023,1023,12-02-2020,16:00,14.493,R,ugm-3 (Ref.eq),3.62039,R,ugm-3,15.16237,R,ugm-3,20.71356,R,ugm-3
1024,1024,12-02-2020,17:00,9.662,R,ugm-3 (Ref.eq),3.58748,R,ugm-3,21.78299,R,ugm-3,27.28372,R,ugm-3
1025,1025,12-02-2020,18:00,13.527,R,ugm-3 (Ref.eq),8.62312,R,ugm-3,43.10089,R,ugm-3,56.32282,R,ugm-3
1026,1026,12-02-2020,19:00,28.986,R,ugm-3 (Ref.eq),25.27692,R,ugm-3,79.9067,R,ugm-3,118.6641,R,ugm-3
1027,1027,12-02-2020,20:00,24.155,R,ugm-3 (Ref.eq),7.17496,R,ugm-3,52.64384,R,ugm-3,63.64529,R,ugm-3
1028,1028,12-02-2020,21:00,14.493,R,ugm-3 (Ref.eq),3.68622,R,ugm-3,32.21407,R,ugm-3,37.86619,R,ugm-3
1029,1029,12-02-2020,22:00,11.594,R,ugm-3 (Ref.eq),2.92923,R,ugm-3,24.69815,R,ugm-3,29.18956,R,ugm-3
1030,1030,12-02-2020,23:00,5.797,R,ugm-3 (Ref.eq),2.46845,R,ugm-3,19.63697,R,ugm-3,23.42187,R,ugm-3
1031,1031,12-02-2020,24:00,2.899,R,ugm-3 (Ref.eq),2.53427,R,ugm-3,15.12249,R,ugm-3,19.00832,R,ugm-3
1032,1032,13-02-2020,01:00,6.763,R,ugm-3 (Ref.eq),1.97673,R,ugm-3,13.8986,R,ugm-3,16.92954,R,ugm-3
1033,1033,13-02-2020,02:00,7.73,R,ugm-3 (Ref.eq),1.44961,R,ugm-3,8.08224,R,ugm-3,10.30494,R,ugm-3
1034,1034,13-02-2020,03:00,6.763,R,ugm-3 (Ref.eq),1.21899,R,ugm-3,5.5585,R,ugm-3,7.42759,R,ugm-3
1035,1035,13-02-2020,04:00,3.865,R,ugm-3 (Ref.eq),1.05426,R,ugm-3,3.45232,R,ugm-3,5.06883,R,ugm-3
1036,1036,13-02-2020,05:00,6.763,R,ugm-3 (Ref.eq),0.85659,R,ugm-3,4.70896,R,ugm-3,6.02237,R,ugm-3
1037,1037,13-02-2020,06:00,5.797,R,ugm-3 (Ref.eq),1.64728,R,ugm-3,6.70851,R,ugm-3,9.2343,R,ugm-3
1038,1038,13-02-2020,07:00,5.797,R,ugm-3 (Ref.eq),2.56975,R,ugm-3,12.62128,R,ugm-3,16.56151,R,ugm-3
1039,1039,13-02-2020,08:00,7.73,R,ugm-3 (Ref.eq),3.16277,R,ugm-3,20.8961,R,ugm-3,25.74562,R,ugm-3
1040,1040,13-02-2020,09:00,15.459,R,ugm-3 (Ref.eq),4.81005,R,ugm-3,29.16039,R,ugm-3,36.5357,R,ugm-3
1041,1041,13-02-2020,10:00,21.256,R,ugm-3 (Ref.eq),3.85463,R,ugm-3,22.59552,R,ugm-3,28.50587,R,ugm-3
1042,1042,13-02-2020,11:00,12.561,R,ugm-3 (Ref.eq),2.9651,R,ugm-3,15.72888,R,ugm-3,20.2753,R,ugm-3
1043,1043,13-02-2020,12:00,15.459,R,ugm-3 (Ref.eq),3.22867,R,ugm-3,16.37867,R,ugm-3,21.32922,R,ugm-3
1044,1044,13-02-2020,13:00,13.527,R,ugm-3 (Ref.eq),5.00772,R,ugm-3,23.63791,R,ugm-3,31.31631,R,ugm-3
1045,1045,13-02-2020,14:00,10.628,R,ugm-3 (Ref.eq),8.23639,R,ugm-3,32.48862,R,ugm-3,45.11757,R,ugm-3
1046,1046,13-02-2020,15:00,13.527,R,ugm-3 (Ref.eq),19.43788,R,ugm-3,36.1406,R,ugm-3,65.94492,R,ugm-3
1047,1047,13-02-2020,16:00,14.493,R,ugm-3 (Ref.eq),16.43983,R,ugm-3,40.08511,R,ugm-3,65.2925,R,ugm-3
1048,1048,13-02-2020,17:00,13.527,R,ugm-3 (Ref.eq),18.21889,R,ugm-3,45.28671,R,ugm-3,73.22195,R,ugm-3
1049,1049,13-02-2020,18:00,9.662,R,ugm-3 (Ref.eq),13.57357,R,ugm-3,37.75501,R,ugm-3,58.56752,R,ugm-3
1050,1050,13-02-2020,19:00,12.561,R,ugm-3 (Ref.eq),21.57934,R,ugm-3,50.87398,R,ugm-3,83.96184,R,ugm-3
1051,1051,13-02-2020,20:00,21.256,R,ugm-3 (Ref.eq),9.6201,R,ugm-3,45.3225,R,ugm-3,60.07312,R,ugm-3
1052,1052,13-02-2020,21:00,15.459,R,ugm-3 (Ref.eq),10.11429,R,ugm-3,40.04799,R,ugm-3,55.55634,R,ugm-3
1053,1053,13-02-2020,22:00,15.459,R,ugm-3 (Ref.eq),4.31587,R,ugm-3,31.77502,R,ugm-3,38.39259,R,ugm-3
1054,1054,13-02-2020,23:00,10.628,R,ugm-3 (Ref.eq),6.45733,R,ugm-3,34.26293,R,ugm-3,44.16403,R,ugm-3
1055,1055,13-02-2020,24:00,13.527,R,ugm-3 (Ref.eq),4.94183,R,ugm-3,34.37846,R,ugm-3,41.95583,R,ugm-3
1056,1056,14-02-2020,01:00,13.527,R,ugm-3 (Ref.eq),2.50636,R,ugm-3,38.80955,R,ugm-3,42.65259,R,ugm-3
1057,1057,14-02-2020,02:00,10.628,R,ugm-3 (Ref.eq),7.69497,R,ugm-3,37.21486,R,ugm-3,49.01365,R,ugm-3
1058,1058,14-02-2020,03:00,14.493,R,ugm-3 (Ref.eq),9.7946,R,ugm-3,47.95633,R,ugm-3,62.9745,R,ugm-3
1059,1059,14-02-2020,04:00,14.493,R,ugm-3 (Ref.eq),7.48611,R,ugm-3,49.58764,R,ugm-3,61.06619,R,ugm-3
1060,1060,14-02-2020,05:00,10.628,R,ugm-3 (Ref.eq),16.72008,R,ugm-3,46.67813,R,ugm-3,72.31522,R,ugm-3
1061,1061,14-02-2020,06:00,10.628,R,ugm-3 (Ref.eq),32.58271,R,ugm-3,51.13119,R,ugm-3,101.09065,R,ugm-3
1062,1062,14-02-2020,07:00,24.155,R,ugm-3 (Ref.eq),129.37448,R,ugm-3,82.70376,R,ugm-3,281.0752,R,ugm-3
1063,1063,14-02-2020,08:00,28.986,R,ugm-3 (Ref.eq),141.54353,R,ugm-3,90.20886,R,ugm-3,307.23925,R,ugm-3
1064,1064,14-02-2020,09:00,18.358,R,ugm-3 (Ref.eq),56.88784,R,ugm-3,65.48889,R,ugm-3,152.71568,R,ugm-3
1065,1065,14-02-2020,10:00,10.628,R,ugm-3 (Ref.eq),15.66477,R,ugm-3,42.52107,R,ugm-3,66.54005,R,ugm-3
1066,1066,14-02-2020,11:00,18.358,R,ugm-3 (Ref.eq),11.27863,R,ugm-3,32.2724,R,ugm-3,49.56606,R,ugm-3
1067,1067,14-02-2020,12:00,17.392,R,ugm-3 (Ref.eq),4.97975,R,ugm-3,17.72504,R,ugm-3,25.36055,R,ugm-3
1068,1068,14-02-2020,13:00,25.121,R,ugm-3 (Ref.eq),4.15529,R,ugm-3,16.12672,R,ugm-3,22.49807,R,ugm-3
1069,1069,14-02-2020,14:00,29.952,R,ugm-3 (Ref.eq),3.46274,R,ugm-3,13.52263,R,ugm-3,18.83209,R,ugm-3
1070,1070,14-02-2020,15:00,34.783,R,ugm-3 (Ref.eq),3.09998,R,ugm-3,14.27974,R,ugm-3,19.03297,R,ugm-3
1071,1071,14-02-2020,16:00,35.749,R,ugm-3 (Ref.eq),2.53934,R,ugm-3,15.64155,R,ugm-3,19.53515,R,ugm-3
1072,1072,14-02-2020,17:00,35.749,R,ugm-3 (Ref.eq),2.27551,R,ugm-3,18.40637,R,ugm-3,21.89544,R,ugm-3
1073,1073,14-02-2020,18:00,20.29,R,ugm-3 (Ref.eq),2.67126,R,ugm-3,19.30614,R,ugm-3,23.40201,R,ugm-3
1074,1074,14-02-2020,19:00,29.952,R,ugm-3 (Ref.eq),2.20956,R,ugm-3,20.16473,R,ugm-3,23.55267,R,ugm-3
1075,1075,14-02-2020,20:00,32.851,R,ugm-3 (Ref.eq),2.27551,R,ugm-3,15.49367,R,ugm-3,18.98275,R,ugm-3
1076,1076,14-02-2020,21:00,32.851,R,ugm-3 (Ref.eq),2.20956,R,ugm-3,13.73671,R,ugm-3,17.12465,R,ugm-3
1077,1077,14-02-2020,22:00,25.121,R,ugm-3 (Ref.eq),1.58297,R,ugm-3,12.18652,R,ugm-3,14.6137,R,ugm-3
1078,1078,14-02-2020,23:00,24.155,R,ugm-3 (Ref.eq),1.3851,R,ugm-3,10.17985,R,ugm-3,12.30363,R,ugm-3
1079,1079,14-02-2020,24:00,14.493,R,ugm-3 (Ref.eq),1.08829,R,ugm-3,9.88166,R,ugm-3,11.55035,R,ugm-3
1080,1080,15-02-2020,01:00,9.662,R,ugm-3 (Ref.eq),1.80462,R,ugm-3,10.09731,R,ugm-3,12.86436,R,ugm-3
1081,1081,15-02-2020,02:00,8.696,R,ugm-3 (Ref.eq),1.67258,R,ugm-3,10.9698,R,ugm-3,13.53438,R,ugm-3
1082,1082,15-02-2020,03:00,6.763,R,ugm-3 (Ref.eq),1.22142,R,ugm-3,9.18249,R,ugm-3,11.05531,R,ugm-3
1083,1083,15-02-2020,04:00,4.831,R,ugm-3 (Ref.eq),1.02335,R,ugm-3,8.07915,R,ugm-3,9.64827,R,ugm-3
1084,1084,15-02-2020,05:00,3.865,R,ugm-3 (Ref.eq),0.79227,R,ugm-3,8.08171,R,ugm-3,9.29651,R,ugm-3
1085,1085,15-02-2020,06:00,5.797,R,ugm-3 (Ref.eq),1.1554,R,ugm-3,6.82141,R,ugm-3,8.59299,R,ugm-3
1086,1086,15-02-2020,07:00,8.696,R,ugm-3 (Ref.eq),2.04671,R,ugm-3,7.41456,R,ugm-3,10.5528,R,ugm-3
1087,1087,15-02-2020,08:00,7.73,R,ugm-3 (Ref.eq),1.35347,R,ugm-3,7.57299,R,ugm-3,9.64827,R,ugm-3
1088,1088,15-02-2020,09:00,12.561,R,ugm-3 (Ref.eq),2.04671,R,ugm-3,8.52009,R,ugm-3,11.65833,R,ugm-3
1089,1089,15-02-2020,10:00,11.594,R,ugm-3 (Ref.eq),1.28744,R,ugm-3,7.77472,R,ugm-3,9.74877,R,ugm-3
1090,1090,15-02-2020,11:00,9.662,R,ugm-3 (Ref.eq),2.27778,R,ugm-3,9.02005,R,ugm-3,12.5126,R,ugm-3
1091,1091,15-02-2020,12:00,13.527,R,ugm-3 (Ref.eq),2.17875,R,ugm-3,7.91561,R,ugm-3,11.25632,R,ugm-3
1092,1092,15-02-2020,13:00,8.696,R,ugm-3 (Ref.eq),1.91466,R,ugm-3,9.07432,R,ugm-3,12.01009,R,ugm-3
1093,1093,15-02-2020,14:00,7.73,R,ugm-3 (Ref.eq),2.50886,R,ugm-3,9.01749,R,ugm-3,12.86436,R,ugm-3
1094,1094,15-02-2020,15:00,6.763,R,ugm-3 (Ref.eq),1.58455,R,ugm-3,7.52018,R,ugm-3,9.94978,R,ugm-3
1095,1095,15-02-2020,16:00,6.763,R,ugm-3 (Ref.eq),2.14574,R,ugm-3,9.47377,R,ugm-3,12.76386,R,ugm-3
1096,1096,15-02-2020,17:00,8.696,R,ugm-3 (Ref.eq),1.61756,R,ugm-3,6.96705,R,ugm-3,9.44726,R,ugm-3
1097,1097,15-02-2020,18:00,8.696,R,ugm-3 (Ref.eq),1.81563,R,ugm-3,7.56787,R,ugm-3,10.35179,R,ugm-3
1098,1098,15-02-2020,19:00,7.73,R,ugm-3 (Ref.eq),1.22142,R,ugm-3,7.67495,R,ugm-3,9.54777,R,ugm-3
1099,1099,15-02-2020,20:00,3.865,R,ugm-3 (Ref.eq),1.48551,R,ugm-3,8.02379,R,ugm-3,10.30154,R,ugm-3
1100,1100,15-02-2020,21:00,0.966,R,ugm-3 (Ref.eq),1.22142,R,ugm-3,7.32319,R,ugm-3,9.19601,R,ugm-3
1101,1101,15-02-2020,22:00,1.932,R,ugm-3 (Ref.eq),1.25443,R,ugm-3,5.81528,R,ugm-3,7.73872,R,ugm-3
1102,1102,15-02-2020,23:00,2.899,R,ugm-3 (Ref.eq),1.1554,R,ugm-3,7.02241,R,ugm-3,8.794,R,ugm-3
1103,1103,15-02-2020,24:00,0.966,R,ugm-3 (Ref.eq),1.22142,R,ugm-3,4.86087,R,ugm-3,6.73369,R,ugm-3
1104,1104,16-02-2020,01:00,1.932,R,ugm-3 (Ref.eq),1.10148,R,ugm-3,4.27812,R,ugm-3,5.96703,R,ugm-3
1105,1105,16-02-2020,02:00,6.763,R,ugm-3 (Ref.eq),0.79306,R,ugm-3,3.14193,R,ugm-3,4.35794,R,ugm-3
1106,1106,16-02-2020,03:00,4.831,R,ugm-3 (Ref.eq),0.82611,R,ugm-3,3.35944,R,ugm-3,4.62612,R,ugm-3
1107,1107,16-02-2020,04:00,1.932,R,ugm-3 (Ref.eq),0.79306,R,ugm-3,2.85699,R,ugm-3,4.073,R,ugm-3
1108,1108,16-02-2020,05:00,0.966,R,ugm-3 (Ref.eq),0.39653,R,ugm-3,2.76102,R,ugm-3,3.36902,R,ugm-3
1109,1109,16-02-2020,06:00,2.899,R,ugm-3 (Ref.eq),0.69393,R,ugm-3,3.9141,R,ugm-3,4.97811,R,ugm-3
1110,1110,16-02-2020,07:00,0.966,R,ugm-3 (Ref.eq),0.95828,R,ugm-3,4.06188,R,ugm-3,5.53123,R,ugm-3
1111,1111,16-02-2020,08:00,0.0,R,ugm-3 (Ref.eq),1.38786,R,ugm-3,4.35861,R,ugm-3,6.48663,R,ugm-3
1112,1112,16-02-2020,09:00,1.932,R,ugm-3 (Ref.eq),0.82611,R,ugm-3,6.67818,R,ugm-3,7.94486,R,ugm-3
1113,1113,16-02-2020,10:00,7.73,R,ugm-3 (Ref.eq),2.04874,R,ugm-3,8.42394,R,ugm-3,11.5653,R,ugm-3
1114,1114,16-02-2020,11:00,5.797,R,ugm-3 (Ref.eq),3.96531,R,ugm-3,12.67584,R,ugm-3,18.7559,R,ugm-3
1115,1115,16-02-2020,12:00,2.899,R,ugm-3 (Ref.eq),1.38786,R,ugm-3,10.59381,R,ugm-3,12.72183,R,ugm-3
1116,1116,16-02-2020,13:00,5.797,R,ugm-3 (Ref.eq),2.64354,R,ugm-3,15.75849,R,ugm-3,19.81186,R,ugm-3
1117,1117,16-02-2020,14:00,4.831,R,ugm-3 (Ref.eq),2.87485,R,ugm-3,13.09076,R,ugm-3,17.4988,R,ugm-3
1118,1118,16-02-2020,15:00,5.797,R,ugm-3 (Ref.eq),1.91657,R,ugm-3,11.04023,R,ugm-3,13.97893,R,ugm-3
1119,1119,16-02-2020,16:00,5.797,R,ugm-3 (Ref.eq),4.39489,R,ugm-3,17.39755,R,ugm-3,24.13628,R,ugm-3
1120,1120,16-02-2020,17:00,5.797,R,ugm-3 (Ref.eq),2.80876,R,ugm-3,14.80118,R,ugm-3,19.10789,R,ugm-3
1121,1121,16-02-2020,18:00,7.73,R,ugm-3 (Ref.eq),3.53574,R,ugm-3,18.16177,R,ugm-3,23.58316,R,ugm-3
1122,1122,16-02-2020,19:00,7.73,R,ugm-3 (Ref.eq),1.22264,R,ugm-3,12.8585,R,ugm-3,14.73319,R,ugm-3
1123,1123,16-02-2020,20:00,16.425,R,ugm-3 (Ref.eq),1.45395,R,ugm-3,9.83879,R,ugm-3,12.06814,R,ugm-3
1124,1124,16-02-2020,21:00,20.29,R,ugm-3 (Ref.eq),1.02437,R,ugm-3,7.73184,R,ugm-3,9.30252,R,ugm-3
1125,1125,16-02-2020,22:00,13.527,R,ugm-3 (Ref.eq),1.28873,R,ugm-3,7.82935,R,ugm-3,9.80537,R,ugm-3
1126,1126,16-02-2020,23:00,11.594,R,ugm-3 (Ref.eq),1.02437,R,ugm-3,7.63128,R,ugm-3,9.20196,R,ugm-3
1127,1127,16-02-2020,24:00,17.392,R,ugm-3 (Ref.eq),1.09046,R,ugm-3,6.82597,R,ugm-3,8.49798,R,ugm-3
1128,1128,17-02-2020,01:00,17.392,R,ugm-3 (Ref.eq),0.92616,R,ugm-3,5.28876,R,ugm-3,6.70886,R,ugm-3
1129,1129,17-02-2020,02:00,27.054,R,ugm-3 (Ref.eq),0.70565,R,ugm-3,4.01676,R,ugm-3,5.09873,R,ugm-3
1130,1130,17-02-2020,03:00,32.851,R,ugm-3 (Ref.eq),0.79385,R,ugm-3,4.3679,R,ugm-3,5.58512,R,ugm-3
1131,1131,17-02-2020,04:00,29.952,R,ugm-3 (Ref.eq),0.86001,R,ugm-3,4.41741,R,ugm-3,5.73607,R,ugm-3
1132,1132,17-02-2020,05:00,25.121,R,ugm-3 (Ref.eq),0.79385,R,ugm-3,4.21695,R,ugm-3,5.43417,R,ugm-3
1133,1133,17-02-2020,06:00,18.358,R,ugm-3 (Ref.eq),0.69462,R,ugm-3,5.62702,R,ugm-3,6.69208,R,ugm-3
1134,1134,17-02-2020,07:00,16.425,R,ugm-3 (Ref.eq),2.24925,R,ugm-3,12.14929,R,ugm-3,15.59809,R,ugm-3
1135,1135,17-02-2020,08:00,6.763,R,ugm-3 (Ref.eq),2.44771,R,ugm-3,16.67537,R,ugm-3,20.42847,R,ugm-3
1136,1136,17-02-2020,09:00,6.763,R,ugm-3 (Ref.eq),3.53926,R,ugm-3,17.11497,R,ugm-3,22.54176,R,ugm-3
1137,1137,17-02-2020,10:00,7.73,R,ugm-3 (Ref.eq),3.57233,R,ugm-3,13.18989,R,ugm-3,18.66739,R,ugm-3
1138,1138,17-02-2020,11:00,16.425,R,ugm-3 (Ref.eq),2.74541,R,ugm-3,12.99866,R,ugm-3,17.20822,R,ugm-3
1139,1139,17-02-2020,12:00,22.223,R,ugm-3 (Ref.eq),6.05312,R,ugm-3,14.76993,R,ugm-3,24.05125,R,ugm-3
1140,1140,17-02-2020,13:00,14.493,R,ugm-3 (Ref.eq),5.6562,R,ugm-3,18.54847,R,ugm-3,27.22118,R,ugm-3
1141,1141,17-02-2020,14:00,13.527,R,ugm-3 (Ref.eq),3.80387,R,ugm-3,12.98582,R,ugm-3,18.81834,R,ugm-3
1142,1142,17-02-2020,15:00,15.459,R,ugm-3 (Ref.eq),7.77313,R,ugm-3,16.96299,R,ugm-3,28.88163,R,ugm-3
1143,1143,17-02-2020,16:00,15.459,R,ugm-3 (Ref.eq),4.00234,R,ugm-3,14.191,R,ugm-3,20.32783,R,ugm-3
1144,1144,17-02-2020,17:00,12.561,R,ugm-3 (Ref.eq),4.4985,R,ugm-3,16.34859,R,ugm-3,23.24619,R,ugm-3
1145,1145,17-02-2020,18:00,14.493,R,ugm-3 (Ref.eq),2.97695,R,ugm-3,16.11547,R,ugm-3,20.68005,R,ugm-3
1146,1146,17-02-2020,19:00,15.459,R,ugm-3 (Ref.eq),2.15002,R,ugm-3,17.43372,R,ugm-3,20.73037,R,ugm-3
1147,1147,17-02-2020,20:00,12.561,R,ugm-3 (Ref.eq),2.08386,R,ugm-3,15.62313,R,ugm-3,18.81834,R,ugm-3
1148,1148,17-02-2020,21:00,12.561,R,ugm-3 (Ref.eq),1.8854,R,ugm-3,12.65687,R,ugm-3,15.54778,R,ugm-3
1149,1149,17-02-2020,22:00,8.696,R,ugm-3 (Ref.eq),1.52155,R,ugm-3,12.30907,R,ugm-3,14.64208,R,ugm-3
1150,1150,17-02-2020,23:00,12.561,R,ugm-3 (Ref.eq),1.4554,R,ugm-3,11.55513,R,ugm-3,13.7867,R,ugm-3
1151,1151,17-02-2020,24:00,16.425,R,ugm-3 (Ref.eq),1.62078,R,ugm-3,9.18825,R,ugm-3,11.67341,R,ugm-3
1152,1152,18-02-2020,01:00,14.493,R,ugm-3 (Ref.eq),1.45684,R,ugm-3,8.10452,R,ugm-3,10.33831,R,ugm-3
1153,1153,18-02-2020,02:00,14.493,R,ugm-3 (Ref.eq),1.3244,R,ugm-3,7.36775,R,ugm-3,9.39847,R,ugm-3
1154,1154,18-02-2020,03:00,7.73,R,ugm-3 (Ref.eq),1.02641,R,ugm-3,8.64702,R,ugm-3,10.22083,R,ugm-3
1155,1155,18-02-2020,04:00,15.459,R,ugm-3 (Ref.eq),0.9933,R,ugm-3,7.79151,R,ugm-3,9.31455,R,ugm-3
1156,1156,18-02-2020,05:00,12.561,R,ugm-3 (Ref.eq),0.92708,R,ugm-3,8.90003,R,ugm-3,10.32153,R,ugm-3
1157,1157,18-02-2020,06:00,11.594,R,ugm-3 (Ref.eq),1.68861,R,ugm-3,10.85399,R,ugm-3,13.44317,R,ugm-3
1158,1158,18-02-2020,07:00,11.594,R,ugm-3 (Ref.eq),2.9468,R,ugm-3,18.34006,R,ugm-3,22.85841,R,ugm-3
1159,1159,18-02-2020,08:00,11.594,R,ugm-3 (Ref.eq),4.96651,R,ugm-3,30.34789,R,ugm-3,37.96309,R,ugm-3
1160,1160,18-02-2020,09:00,11.594,R,ugm-3 (Ref.eq),5.43005,R,ugm-3,23.19247,R,ugm-3,31.51843,R,ugm-3
1161,1161,18-02-2020,10:00,13.527,R,ugm-3 (Ref.eq),8.24441,R,ugm-3,23.45894,R,ugm-3,36.10018,R,ugm-3
1162,1162,18-02-2020,11:00,19.324,R,ugm-3 (Ref.eq),5.39694,R,ugm-3,17.65451,R,ugm-3,25.9297,R,ugm-3
1163,1163,18-02-2020,12:00,18.358,R,ugm-3 (Ref.eq),7.58221,R,ugm-3,14.8073,R,ugm-3,26.43319,R,ugm-3
1164,1164,18-02-2020,13:00,17.392,R,ugm-3 (Ref.eq),4.9334,R,ugm-3,12.37374,R,ugm-3,19.93818,R,ugm-3
1165,1165,18-02-2020,14:00,26.087,R,ugm-3 (Ref.eq),19.03829,R,ugm-3,19.44543,R,ugm-3,48.63707,R,ugm-3
1166,1166,18-02-2020,15:00,14.493,R,ugm-3 (Ref.eq),2.97991,R,ugm-3,11.13974,R,ugm-3,15.70887,R,ugm-3
1167,1167,18-02-2020,16:00,8.696,R,ugm-3 (Ref.eq),4.40364,R,ugm-3,21.79569,R,ugm-3,28.54784,R,ugm-3
1168,1168,18-02-2020,17:00,6.763,R,ugm-3 (Ref.eq),9.43637,R,ugm-3,29.88851,R,ugm-3,44.35741,R,ugm-3
1169,1169,18-02-2020,18:00,14.493,R,ugm-3 (Ref.eq),3.01302,R,ugm-3,18.43992,R,ugm-3,23.05981,R,ugm-3
1170,1170,18-02-2020,19:00,15.459,R,ugm-3 (Ref.eq),1.88727,R,ugm-3,15.63463,R,ugm-3,18.52841,R,ugm-3
1171,1171,18-02-2020,20:00,6.763,R,ugm-3 (Ref.eq),1.95349,R,ugm-3,18.20158,R,ugm-3,21.1969,R,ugm-3
1172,1172,18-02-2020,21:00,13.527,R,ugm-3 (Ref.eq),2.54948,R,ugm-3,17.58985,R,ugm-3,21.49899,R,ugm-3
1173,1173,18-02-2020,22:00,8.696,R,ugm-3 (Ref.eq),6.85378,R,ugm-3,20.15351,R,ugm-3,30.6625,R,ugm-3
1174,1174,18-02-2020,23:00,10.628,R,ugm-3 (Ref.eq),2.54948,R,ugm-3,23.22893,R,ugm-3,27.13807,R,ugm-3
1175,1175,18-02-2020,24:00,8.696,R,ugm-3 (Ref.eq),2.3177,R,ugm-3,26.00106,R,ugm-3,29.55482,R,ugm-3
1176,1176,19-02-2020,01:00,7.73,R,ugm-3 (Ref.eq),1.72343,R,ugm-3,13.4795,R,ugm-3,16.12206,R,ugm-3
1177,1177,19-02-2020,02:00,8.696,R,ugm-3 (Ref.eq),1.63505,R,ugm-3,8.50969,R,ugm-3,11.01674,R,ugm-3
1178,1178,19-02-2020,03:00,13.527,R,ugm-3 (Ref.eq),1.12686,R,ugm-3,10.96829,R,ugm-3,12.69612,R,ugm-3
1179,1179,19-02-2020,04:00,9.662,R,ugm-3 (Ref.eq),1.85601,R,ugm-3,10.15258,R,ugm-3,12.99841,R,ugm-3
1180,1180,19-02-2020,05:00,9.662,R,ugm-3 (Ref.eq),2.81715,R,ugm-3,13.6666,R,ugm-3,17.98617,R,ugm-3
1181,1181,19-02-2020,06:00,9.662,R,ugm-3 (Ref.eq),2.02172,R,ugm-3,16.80074,R,ugm-3,19.90067,R,ugm-3
1182,1182,19-02-2020,07:00,13.527,R,ugm-3 (Ref.eq),7.52345,R,ugm-3,30.88537,R,ugm-3,42.42117,R,ugm-3
1183,1183,19-02-2020,08:00,13.527,R,ugm-3 (Ref.eq),19.72007,R,ugm-3,44.52904,R,ugm-3,74.76605,R,ugm-3
1184,1184,19-02-2020,09:00,30.918,R,ugm-3 (Ref.eq),24.82408,R,ugm-3,51.11208,R,ugm-3,89.17514,R,ugm-3
1185,1185,19-02-2020,10:00,16.425,R,ugm-3 (Ref.eq),8.41832,R,ugm-3,30.72242,R,ugm-3,43.63033,R,ugm-3
1186,1186,19-02-2020,11:00,20.29,R,ugm-3 (Ref.eq),10.47318,R,ugm-3,32.6602,R,ugm-3,48.71885,R,ugm-3
1187,1187,19-02-2020,12:00,,,,5.66745,R,ugm-3,26.07323,R,ugm-3,34.76319,R,ugm-3
