,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Ozone,status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5
529,529,23-01-2020,02:00,8.319,R,ugm-3 (FIDAS),0.38883,R,ugm-3,16.38445,R,ugm-3,16.98064,R,ugm-3,40.64576,R,ugm-3,7.451,R,ugm-3 (Ref.eq)
530,530,23-01-2020,03:00,8.045,R,ugm-3 (FIDAS),0.61564,R,ugm-3,13.18992,R,ugm-3,14.13389,R,ugm-3,43.35658,R,ugm-3,7.303,R,ugm-3 (Ref.eq)
531,531,23-01-2020,04:00,11.544,R,ugm-3 (FIDAS),0.42123,R,ugm-3,15.38585,R,ugm-3,16.03173,R,ugm-3,37.81852,R,ugm-3,10.24,R,ugm-3 (Ref.eq)
532,532,23-01-2020,05:00,10.855,R,ugm-3 (FIDAS),1.13408,R,ugm-3,14.8422,R,ugm-3,16.5811,R,ugm-3,37.31959,R,ugm-3,9.72,R,ugm-3 (Ref.eq)
533,533,23-01-2020,06:00,14.89,R,ugm-3 (FIDAS),5.7352,R,ugm-3,29.11293,R,ugm-3,37.90679,R,ugm-3,19.40818,R,ugm-3,13.142,R,ugm-3 (Ref.eq)
534,534,23-01-2020,07:00,19.755,R,ugm-3 (FIDAS),24.62574,R,ugm-3,51.13973,R,ugm-3,88.89867,R,ugm-3,1.04774,R,ugm-3,17.519,R,ugm-3 (Ref.eq)
535,535,23-01-2020,08:00,23.743,R,ugm-3 (FIDAS),59.39339,R,ugm-3,58.06142,R,ugm-3,149.13001,R,ugm-3,1.04774,R,ugm-3,20.076,R,ugm-3 (Ref.eq)
536,536,23-01-2020,09:00,24.12,R,ugm-3 (FIDAS),53.17215,R,ugm-3,59.06026,R,ugm-3,140.58975,R,ugm-3,2.6942,R,ugm-3,19.616,R,ugm-3 (Ref.eq)
537,537,23-01-2020,10:00,21.018,R,ugm-3 (FIDAS),22.94082,R,ugm-3,52.27489,R,ugm-3,87.45032,R,ugm-3,4.6899,R,ugm-3,17.882,R,ugm-3 (Ref.eq)
538,538,23-01-2020,11:00,16.505,R,ugm-3 (FIDAS),13.25253,R,ugm-3,48.10174,R,ugm-3,68.42201,R,ugm-3,11.72474,R,ugm-3,13.651,R,ugm-3 (Ref.eq)
539,539,23-01-2020,12:00,8.101,R,ugm-3 (FIDAS),4.79554,R,ugm-3,33.00095,R,ugm-3,40.354,R,ugm-3,29.73593,R,ugm-3,6.525,R,ugm-3 (Ref.eq)
540,540,23-01-2020,13:00,13.305,R,ugm-3 (FIDAS),5.7028,R,ugm-3,39.55078,R,ugm-3,48.29495,R,ugm-3,20.05679,R,ugm-3,10.475,R,ugm-3 (Ref.eq)
541,541,23-01-2020,14:00,11.16,R,ugm-3 (FIDAS),9.42906,R,ugm-3,37.38321,R,ugm-3,51.84091,R,ugm-3,22.55141,R,ugm-3,8.643,R,ugm-3 (Ref.eq)
542,542,23-01-2020,15:00,11.525,R,ugm-3 (FIDAS),5.50839,R,ugm-3,37.45161,R,ugm-3,45.89768,R,ugm-3,19.85722,R,ugm-3,8.604,R,ugm-3 (Ref.eq)
543,543,23-01-2020,16:00,21.44,R,ugm-3 (FIDAS),19.50617,R,ugm-3,53.54582,R,ugm-3,83.45487,R,ugm-3,7.23441,R,ugm-3,13.375,R,ugm-3 (Ref.eq)
544,544,23-01-2020,17:00,24.113,R,ugm-3 (FIDAS),17.85366,R,ugm-3,59.37589,R,ugm-3,86.75112,R,ugm-3,3.54237,R,ugm-3,16.116,R,ugm-3 (Ref.eq)
545,545,23-01-2020,18:00,24.01,R,ugm-3 (FIDAS),30.81457,R,ugm-3,62.62641,R,ugm-3,109.87476,R,ugm-3,1.29721,R,ugm-3,16.892,R,ugm-3 (Ref.eq)
546,546,23-01-2020,19:00,22.38,R,ugm-3 (FIDAS),23.29724,R,ugm-3,57.62166,R,ugm-3,93.3436,R,ugm-3,5.73764,R,ugm-3,17.297,R,ugm-3 (Ref.eq)
547,547,23-01-2020,20:00,22.878,R,ugm-3 (FIDAS),11.63242,R,ugm-3,52.63355,R,ugm-3,70.46967,R,ugm-3,5.28861,R,ugm-3,19.333,R,ugm-3 (Ref.eq)
548,548,23-01-2020,21:00,25.943,R,ugm-3 (FIDAS),14.84025,R,ugm-3,55.90561,R,ugm-3,78.66034,R,ugm-3,2.54452,R,ugm-3,22.0,R,ugm-3 (Ref.eq)
549,549,23-01-2020,22:00,21.993,R,ugm-3 (FIDAS),17.33522,R,ugm-3,53.87799,R,ugm-3,80.45829,R,ugm-3,3.89162,R,ugm-3,18.507,R,ugm-3 (Ref.eq)
550,550,23-01-2020,23:00,22.515,R,ugm-3 (FIDAS),9.23465,R,ugm-3,48.41907,R,ugm-3,62.57867,R,ugm-3,4.39054,R,ugm-3,19.682,R,ugm-3 (Ref.eq)
551,551,23-01-2020,24:00,23.735,R,ugm-3 (FIDAS),6.18884,R,ugm-3,46.34694,R,ugm-3,55.83635,R,ugm-3,4.64,R,ugm-3,20.899,R,ugm-3 (Ref.eq)
552,552,24-01-2020,01:00,23.115,R,ugm-3 (FIDAS),4.28244,R,ugm-3,40.09577,R,ugm-3,46.66208,R,ugm-3,5.52144,R,ugm-3,19.847,R,ugm-3 (Ref.eq)
553,553,24-01-2020,02:00,19.213,R,ugm-3 (FIDAS),1.98982,R,ugm-3,27.87928,R,ugm-3,30.93029,R,ugm-3,18.49349,R,ugm-3,17.172,R,ugm-3 (Ref.eq)
554,554,24-01-2020,03:00,16.925,R,ugm-3 (FIDAS),0.55153,R,ugm-3,19.45234,R,ugm-3,20.298,R,ugm-3,25.79442,R,ugm-3,13.976,R,ugm-3 (Ref.eq)
555,555,24-01-2020,04:00,11.227,R,ugm-3 (FIDAS),0.87595,R,ugm-3,16.55513,R,ugm-3,17.89824,R,ugm-3,30.08518,R,ugm-3,10.164,R,ugm-3 (Ref.eq)
556,556,24-01-2020,05:00,9.976,R,ugm-3 (FIDAS),1.16794,R,ugm-3,19.15713,R,ugm-3,20.94794,R,ugm-3,30.38453,R,ugm-3,8.37,R,ugm-3 (Ref.eq)
557,557,24-01-2020,06:00,13.733,R,ugm-3 (FIDAS),6.91029,R,ugm-3,35.54983,R,ugm-3,46.14546,R,ugm-3,11.42538,R,ugm-3,11.287,R,ugm-3 (Ref.eq)
558,558,24-01-2020,07:00,10.829,R,ugm-3 (FIDAS),9.1164,R,ugm-3,39.21649,R,ugm-3,53.19477,R,ugm-3,11.12603,R,ugm-3,8.884,R,ugm-3 (Ref.eq)
559,559,24-01-2020,08:00,10.316,R,ugm-3 (FIDAS),33.96749,R,ugm-3,44.40775,R,ugm-3,96.49051,R,ugm-3,4.34065,R,ugm-3,8.647,R,ugm-3 (Ref.eq)
560,560,24-01-2020,09:00,9.384,R,ugm-3 (FIDAS),28.19269,R,ugm-3,45.56308,R,ugm-3,88.79127,R,ugm-3,1.39699,R,ugm-3,7.767,R,ugm-3 (Ref.eq)
561,561,24-01-2020,10:00,10.563,R,ugm-3 (FIDAS),28.77666,R,ugm-3,45.16762,R,ugm-3,89.29122,R,ugm-3,2.39484,R,ugm-3,8.555,R,ugm-3 (Ref.eq)
562,562,24-01-2020,11:00,13.863,R,ugm-3 (FIDAS),31.37208,R,ugm-3,47.03746,R,ugm-3,95.14064,R,ugm-3,2.44473,R,ugm-3,9.884,R,ugm-3 (Ref.eq)
563,563,24-01-2020,12:00,15.455,R,ugm-3 (FIDAS),27.83582,R,ugm-3,47.96008,R,ugm-3,90.64108,R,ugm-3,3.74194,R,ugm-3,11.571,R,ugm-3 (Ref.eq)
564,564,24-01-2020,13:00,14.99,R,ugm-3 (FIDAS),26.73277,R,ugm-3,48.35153,R,ugm-3,89.34121,R,ugm-3,5.63785,R,ugm-3,12.017,R,ugm-3 (Ref.eq)
565,565,24-01-2020,14:00,14.885,R,ugm-3 (FIDAS),30.49612,R,ugm-3,54.77994,R,ugm-3,101.54001,R,ugm-3,3.84172,R,ugm-3,11.79,R,ugm-3 (Ref.eq)
566,566,24-01-2020,15:00,16.465,R,ugm-3 (FIDAS),12.91219,R,ugm-3,43.39537,R,ugm-3,63.19378,R,ugm-3,6.23656,R,ugm-3,13.057,R,ugm-3 (Ref.eq)
567,567,24-01-2020,16:00,18.87,R,ugm-3 (FIDAS),15.08585,R,ugm-3,45.41195,R,ugm-3,68.54326,R,ugm-3,3.3428,R,ugm-3,14.752,R,ugm-3 (Ref.eq)
568,568,24-01-2020,17:00,21.758,R,ugm-3 (FIDAS),27.38163,R,ugm-3,48.10656,R,ugm-3,90.09114,R,ugm-3,1.14753,R,ugm-3,17.281,R,ugm-3 (Ref.eq)
569,569,24-01-2020,18:00,20.713,R,ugm-3 (FIDAS),51.35677,R,ugm-3,57.74063,R,ugm-3,136.48657,R,ugm-3,1.14753,R,ugm-3,16.823,R,ugm-3 (Ref.eq)
570,570,24-01-2020,19:00,22.768,R,ugm-3 (FIDAS),51.03234,R,ugm-3,57.58814,R,ugm-3,135.83664,R,ugm-3,0.89807,R,ugm-3,17.715,R,ugm-3 (Ref.eq)
571,571,24-01-2020,20:00,23.695,R,ugm-3 (FIDAS),57.94263,R,ugm-3,60.89114,R,ugm-3,149.73527,R,ugm-3,1.24731,R,ugm-3,20.061,R,ugm-3 (Ref.eq)
572,572,24-01-2020,21:00,23.045,R,ugm-3 (FIDAS),52.23272,R,ugm-3,62.84688,R,ugm-3,142.93594,R,ugm-3,1.24731,R,ugm-3,19.255,R,ugm-3 (Ref.eq)
573,573,24-01-2020,22:00,21.85,R,ugm-3 (FIDAS),54.08195,R,ugm-3,60.3614,R,ugm-3,143.28591,R,ugm-3,1.24731,R,ugm-3,18.703,R,ugm-3 (Ref.eq)
574,574,24-01-2020,23:00,21.435,R,ugm-3 (FIDAS),31.95604,R,ugm-3,50.14167,R,ugm-3,99.14025,R,ugm-3,1.9957,R,ugm-3,18.974,R,ugm-3 (Ref.eq)
575,575,24-01-2020,24:00,18.735,R,ugm-3 (FIDAS),4.08778,R,ugm-3,34.22818,R,ugm-3,40.49602,R,ugm-3,11.07614,R,ugm-3,16.601,R,ugm-3 (Ref.eq)
576,576,25-01-2020,01:00,16.998,R,ugm-3 (FIDAS),0.77959,R,ugm-3,24.96259,R,ugm-3,26.15795,R,ugm-3,19.02567,R,ugm-3,14.847,R,ugm-3 (Ref.eq)
577,577,25-01-2020,02:00,14.788,R,ugm-3 (FIDAS),0.64966,R,ugm-3,16.48698,R,ugm-3,17.48312,R,ugm-3,29.80245,R,ugm-3,12.774,R,ugm-3 (Ref.eq)
578,578,25-01-2020,03:00,12.288,R,ugm-3 (FIDAS),0.45476,R,ugm-3,15.51796,R,ugm-3,16.21526,R,ugm-3,34.02669,R,ugm-3,10.91,R,ugm-3 (Ref.eq)
579,579,25-01-2020,04:00,9.741,R,ugm-3 (FIDAS),0.51973,R,ugm-3,14.16717,R,ugm-3,14.96408,R,ugm-3,40.21336,R,ugm-3,8.419,R,ugm-3 (Ref.eq)
580,580,25-01-2020,05:00,8.862,R,ugm-3 (FIDAS),0.45476,R,ugm-3,16.01843,R,ugm-3,16.71573,R,ugm-3,41.76002,R,ugm-3,7.176,R,ugm-3 (Ref.eq)
581,581,25-01-2020,06:00,10.926,R,ugm-3 (FIDAS),1.16939,R,ugm-3,23.53079,R,ugm-3,25.32383,R,ugm-3,28.98754,R,ugm-3,9.015,R,ugm-3 (Ref.eq)
582,582,25-01-2020,07:00,11.368,R,ugm-3 (FIDAS),1.16939,R,ugm-3,32.38912,R,ugm-3,34.18216,R,ugm-3,23.89851,R,ugm-3,8.907,R,ugm-3 (Ref.eq)
583,583,25-01-2020,08:00,14.865,R,ugm-3 (FIDAS),14.32504,R,ugm-3,54.00673,R,ugm-3,75.97149,R,ugm-3,6.43613,R,ugm-3,12.668,R,ugm-3 (Ref.eq)
584,584,25-01-2020,09:00,22.818,R,ugm-3 (FIDAS),21.47132,R,ugm-3,51.8075,R,ugm-3,84.72973,R,ugm-3,3.9914,R,ugm-3,19.389,R,ugm-3 (Ref.eq)
585,585,25-01-2020,10:00,31.168,R,ugm-3 (FIDAS),18.32046,R,ugm-3,44.37721,R,ugm-3,72.46819,R,ugm-3,9.3299,R,ugm-3,25.385,R,ugm-3 (Ref.eq)
586,586,25-01-2020,11:00,28.29,R,ugm-3 (FIDAS),14.87725,R,ugm-3,38.7965,R,ugm-3,61.60797,R,ugm-3,16.46453,R,ugm-3,22.816,R,ugm-3 (Ref.eq)
587,587,25-01-2020,12:00,35.083,R,ugm-3 (FIDAS),15.03967,R,ugm-3,34.39356,R,ugm-3,57.45406,R,ugm-3,18.95915,R,ugm-3,26.142,R,ugm-3 (Ref.eq)
588,588,25-01-2020,13:00,38.108,R,ugm-3 (FIDAS),10.39459,R,ugm-3,37.76239,R,ugm-3,53.70053,R,ugm-3,20.85507,R,ugm-3,27.974,R,ugm-3 (Ref.eq)
589,589,25-01-2020,14:00,38.25,R,ugm-3 (FIDAS),9.67996,R,ugm-3,37.25663,R,ugm-3,52.09903,R,ugm-3,20.10668,R,ugm-3,27.045,R,ugm-3 (Ref.eq)
590,590,25-01-2020,15:00,38.858,R,ugm-3 (FIDAS),10.58949,R,ugm-3,34.96119,R,ugm-3,51.19818,R,ugm-3,22.6013,R,ugm-3,25.399,R,ugm-3 (Ref.eq)
591,591,25-01-2020,16:00,40.338,R,ugm-3 (FIDAS),14.84477,R,ugm-3,42.54979,R,ugm-3,65.31146,R,ugm-3,19.10883,R,ugm-3,25.017,R,ugm-3 (Ref.eq)
592,592,25-01-2020,17:00,43.033,R,ugm-3 (FIDAS),11.1417,R,ugm-3,41.92182,R,ugm-3,59.00552,R,ugm-3,18.41033,R,ugm-3,26.356,R,ugm-3 (Ref.eq)
593,593,25-01-2020,18:00,42.128,R,ugm-3 (FIDAS),10.26465,R,ugm-3,38.46209,R,ugm-3,54.201,R,ugm-3,20.50582,R,ugm-3,25.783,R,ugm-3 (Ref.eq)
594,594,25-01-2020,19:00,41.318,R,ugm-3 (FIDAS),6.59407,R,ugm-3,33.23002,R,ugm-3,43.34078,R,ugm-3,23.54926,R,ugm-3,26.019,R,ugm-3 (Ref.eq)
595,595,25-01-2020,20:00,35.853,R,ugm-3 (FIDAS),10.65445,R,ugm-3,41.16751,R,ugm-3,57.50411,R,ugm-3,16.51442,R,ugm-3,23.984,R,ugm-3 (Ref.eq)
596,596,25-01-2020,21:00,30.643,R,ugm-3 (FIDAS),1.26684,R,ugm-3,29.6873,R,ugm-3,31.62976,R,ugm-3,25.99399,R,ugm-3,21.87,R,ugm-3 (Ref.eq)
597,597,25-01-2020,22:00,32.37,R,ugm-3 (FIDAS),1.16939,R,ugm-3,29.03597,R,ugm-3,30.82901,R,ugm-3,23.49937,R,ugm-3,23.576,R,ugm-3 (Ref.eq)
598,598,25-01-2020,23:00,37.763,R,ugm-3 (FIDAS),1.23436,R,ugm-3,31.03833,R,ugm-3,32.93099,R,ugm-3,18.80947,R,ugm-3,26.205,R,ugm-3 (Ref.eq)
599,599,25-01-2020,24:00,42.293,R,ugm-3 (FIDAS),1.49422,R,ugm-3,34.39341,R,ugm-3,36.68452,R,ugm-3,13.77033,R,ugm-3,29.191,R,ugm-3 (Ref.eq)
600,600,26-01-2020,01:00,48.575,R,ugm-3 (FIDAS),31.09245,R,ugm-3,42.63756,R,ugm-3,90.31198,R,ugm-3,5.38839,R,ugm-3,33.076,R,ugm-3 (Ref.eq)
601,601,26-01-2020,02:00,48.805,R,ugm-3 (FIDAS),3.42581,R,ugm-3,31.21932,R,ugm-3,36.47215,R,ugm-3,10.17807,R,ugm-3,34.547,R,ugm-3 (Ref.eq)
602,602,26-01-2020,03:00,42.13,R,ugm-3 (FIDAS),11.7735,R,ugm-3,34.20091,R,ugm-3,52.25337,R,ugm-3,10.87657,R,ugm-3,28.635,R,ugm-3 (Ref.eq)
603,603,26-01-2020,04:00,27.923,R,ugm-3 (FIDAS),14.21276,R,ugm-3,32.96572,R,ugm-3,54.75832,R,ugm-3,20.6555,R,ugm-3,17.995,R,ugm-3 (Ref.eq)
604,604,26-01-2020,05:00,23.993,R,ugm-3 (FIDAS),10.30995,R,ugm-3,31.73569,R,ugm-3,47.54405,R,ugm-3,25.54496,R,ugm-3,15.087,R,ugm-3 (Ref.eq)
605,605,26-01-2020,06:00,23.518,R,ugm-3 (FIDAS),5.72413,R,ugm-3,29.09804,R,ugm-3,37.87492,R,ugm-3,25.64475,R,ugm-3,15.125,R,ugm-3 (Ref.eq)
606,606,26-01-2020,07:00,22.99,R,ugm-3 (FIDAS),6.30956,R,ugm-3,36.26636,R,ugm-3,45.94088,R,ugm-3,25.89421,R,ugm-3,15.007,R,ugm-3 (Ref.eq)
607,607,26-01-2020,08:00,22.76,R,ugm-3 (FIDAS),5.13871,R,ugm-3,36.35826,R,ugm-3,44.23751,R,ugm-3,25.69464,R,ugm-3,14.635,R,ugm-3 (Ref.eq)
608,608,26-01-2020,09:00,22.005,R,ugm-3 (FIDAS),5.10619,R,ugm-3,37.30991,R,ugm-3,45.13929,R,ugm-3,29.2869,R,ugm-3,14.212,R,ugm-3 (Ref.eq)
609,609,26-01-2020,10:00,25.078,R,ugm-3 (FIDAS),4.19553,R,ugm-3,32.29355,R,ugm-3,38.72661,R,ugm-3,29.13722,R,ugm-3,16.455,R,ugm-3 (Ref.eq)
610,610,26-01-2020,11:00,25.418,R,ugm-3 (FIDAS),8.45611,R,ugm-3,33.27562,R,ugm-3,46.24147,R,ugm-3,28.28905,R,ugm-3,16.767,R,ugm-3 (Ref.eq)
611,611,26-01-2020,12:00,23.923,R,ugm-3 (FIDAS),7.02507,R,ugm-3,27.35379,R,ugm-3,38.12542,R,ugm-3,33.07873,R,ugm-3,15.552,R,ugm-3 (Ref.eq)
612,612,26-01-2020,13:00,23.503,R,ugm-3 (FIDAS),5.56152,R,ugm-3,25.99074,R,ugm-3,34.51828,R,ugm-3,37.36948,R,ugm-3,12.967,R,ugm-3 (Ref.eq)
613,613,26-01-2020,14:00,20.345,R,ugm-3 (FIDAS),3.41497,R,ugm-3,27.32821,R,ugm-3,32.56442,R,ugm-3,38.66669,R,ugm-3,11.17,R,ugm-3 (Ref.eq)
614,614,26-01-2020,15:00,19.7,R,ugm-3 (FIDAS),3.44749,R,ugm-3,31.73716,R,ugm-3,37.02324,R,ugm-3,35.87271,R,ugm-3,11.406,R,ugm-3 (Ref.eq)
615,615,26-01-2020,16:00,16.533,R,ugm-3 (FIDAS),10.17985,R,ugm-3,43.30766,R,ugm-3,58.91655,R,ugm-3,30.23486,R,ugm-3,9.719,R,ugm-3 (Ref.eq)
616,616,26-01-2020,17:00,11.022,R,ugm-3 (FIDAS),9.30172,R,ugm-3,41.09708,R,ugm-3,55.35951,R,ugm-3,32.23056,R,ugm-3,6.708,R,ugm-3 (Ref.eq)
617,617,26-01-2020,18:00,8.054,R,ugm-3 (FIDAS),10.60266,R,ugm-3,42.60927,R,ugm-3,58.86645,R,ugm-3,32.38023,R,ugm-3,5.045,R,ugm-3 (Ref.eq)
618,618,26-01-2020,19:00,7.96,R,ugm-3 (FIDAS),5.30133,R,ugm-3,36.9606,R,ugm-3,45.08919,R,ugm-3,35.32389,R,ugm-3,5.062,R,ugm-3 (Ref.eq)
619,619,26-01-2020,20:00,10.6,R,ugm-3 (FIDAS),13.75743,R,ugm-3,53.70352,R,ugm-3,74.79796,R,ugm-3,20.80517,R,ugm-3,6.425,R,ugm-3 (Ref.eq)
620,620,26-01-2020,21:00,11.023,R,ugm-3 (FIDAS),9.46433,R,ugm-3,55.62697,R,ugm-3,70.13875,R,ugm-3,19.3084,R,ugm-3,7.067,R,ugm-3 (Ref.eq)
621,621,26-01-2020,22:00,11.42,R,ugm-3 (FIDAS),15.41613,R,ugm-3,58.67509,R,ugm-3,82.31283,R,ugm-3,14.71829,R,ugm-3,7.261,R,ugm-3 (Ref.eq)
622,622,26-01-2020,23:00,11.244,R,ugm-3 (FIDAS),12.48902,R,ugm-3,56.95098,R,ugm-3,76.10054,R,ugm-3,16.06539,R,ugm-3,7.101,R,ugm-3 (Ref.eq)
623,623,26-01-2020,24:00,9.283,R,ugm-3 (FIDAS),2.11403,R,ugm-3,25.21483,R,ugm-3,28.45629,R,ugm-3,42.20906,R,ugm-3,6.045,R,ugm-3 (Ref.eq)
624,624,27-01-2020,01:00,9.322,R,ugm-3 (FIDAS),0.6947,R,ugm-3,13.2446,R,ugm-3,14.30978,R,ugm-3,53.68433,R,ugm-3,5.731,R,ugm-3 (Ref.eq)
625,625,27-01-2020,02:00,9.337,R,ugm-3 (FIDAS),0.30393,R,ugm-3,9.96541,R,ugm-3,10.43143,R,ugm-3,56.41179,R,ugm-3,5.36,R,ugm-3 (Ref.eq)
626,626,27-01-2020,03:00,5.2,R,ugm-3 (FIDAS),0.48846,R,ugm-3,6.62326,R,ugm-3,7.37221,R,ugm-3,65.35918,R,ugm-3,3.03,R,ugm-3 (Ref.eq)
627,627,27-01-2020,04:00,5.118,R,ugm-3 (FIDAS),0.52102,R,ugm-3,5.31955,R,ugm-3,6.11844,R,ugm-3,67.8538,R,ugm-3,2.815,R,ugm-3 (Ref.eq)
628,628,27-01-2020,05:00,7.081,R,ugm-3 (FIDAS),0.22795,R,ugm-3,9.0789,R,ugm-3,9.42841,R,ugm-3,63.96219,R,ugm-3,3.669,R,ugm-3 (Ref.eq)
629,629,27-01-2020,06:00,9.639,R,ugm-3 (FIDAS),0.78153,R,ugm-3,20.76786,R,ugm-3,21.96619,R,ugm-3,50.79057,R,ugm-3,4.632,R,ugm-3 (Ref.eq)
630,630,27-01-2020,07:00,8.72,R,ugm-3 (FIDAS),1.30256,R,ugm-3,30.95206,R,ugm-3,32.94928,R,ugm-3,44.95314,R,ugm-3,4.818,R,ugm-3 (Ref.eq)
631,631,27-01-2020,08:00,8.097,R,ugm-3 (FIDAS),8.72712,R,ugm-3,61.89542,R,ugm-3,75.27682,R,ugm-3,20.50582,R,ugm-3,4.314,R,ugm-3 (Ref.eq)
632,632,27-01-2020,09:00,3.981,R,ugm-3 (FIDAS),7.35944,R,ugm-3,57.47287,R,ugm-3,68.75718,R,ugm-3,25.64475,R,ugm-3,2.178,R,ugm-3 (Ref.eq)
633,633,27-01-2020,10:00,6.268,R,ugm-3 (FIDAS),19.08244,R,ugm-3,64.0719,R,ugm-3,93.33122,R,ugm-3,21.45378,R,ugm-3,2.893,R,ugm-3 (Ref.eq)
634,634,27-01-2020,11:00,7.119,R,ugm-3 (FIDAS),23.64138,R,ugm-3,58.8369,R,ugm-3,95.08651,R,ugm-3,28.23916,R,ugm-3,3.692,R,ugm-3 (Ref.eq)
635,635,27-01-2020,12:00,7.316,R,ugm-3 (FIDAS),11.85325,R,ugm-3,40.90328,R,ugm-3,59.07801,R,ugm-3,38.86626,R,ugm-3,3.455,R,ugm-3 (Ref.eq)
636,636,27-01-2020,13:00,8.241,R,ugm-3 (FIDAS),8.59687,R,ugm-3,43.89029,R,ugm-3,57.07197,R,ugm-3,36.6211,R,ugm-3,3.953,R,ugm-3 (Ref.eq)
637,637,27-01-2020,14:00,8.115,R,ugm-3 (FIDAS),16.31451,R,ugm-3,60.39212,R,ugm-3,85.40735,R,ugm-3,23.2998,R,ugm-3,4.483,R,ugm-3 (Ref.eq)
638,638,27-01-2020,15:00,5.035,R,ugm-3 (FIDAS),5.37304,R,ugm-3,49.9869,R,ugm-3,58.22544,R,ugm-3,36.92045,R,ugm-3,2.682,R,ugm-3 (Ref.eq)
639,639,27-01-2020,16:00,2.596,R,ugm-3 (FIDAS),1.07461,R,ugm-3,28.84417,R,ugm-3,30.49188,R,ugm-3,55.28089,R,ugm-3,1.223,R,ugm-3 (Ref.eq)
640,640,27-01-2020,17:00,3.039,R,ugm-3 (FIDAS),4.55894,R,ugm-3,47.52398,R,ugm-3,54.51426,R,ugm-3,35.12432,R,ugm-3,1.484,R,ugm-3 (Ref.eq)
641,641,27-01-2020,18:00,5.0,R,ugm-3 (FIDAS),16.83553,R,ugm-3,83.56546,R,ugm-3,109.37958,R,ugm-3,9.72904,R,ugm-3,3.442,R,ugm-3 (Ref.eq)
642,642,27-01-2020,19:00,6.275,R,ugm-3 (FIDAS),24.32522,R,ugm-3,86.72555,R,ugm-3,124.02371,R,ugm-3,7.3342,R,ugm-3,4.778,R,ugm-3 (Ref.eq)
643,643,27-01-2020,20:00,6.059,R,ugm-3 (FIDAS),6.77329,R,ugm-3,65.19217,R,ugm-3,75.57773,R,ugm-3,19.55786,R,ugm-3,4.191,R,ugm-3 (Ref.eq)
644,644,27-01-2020,21:00,6.642,R,ugm-3 (FIDAS),4.6892,R,ugm-3,66.08077,R,ugm-3,73.27078,R,ugm-3,16.96345,R,ugm-3,4.203,R,ugm-3 (Ref.eq)
645,645,27-01-2020,22:00,8.002,R,ugm-3 (FIDAS),5.53586,R,ugm-3,62.72638,R,ugm-3,71.21458,R,ugm-3,19.55786,R,ugm-3,4.697,R,ugm-3 (Ref.eq)
646,646,27-01-2020,23:00,7.666,R,ugm-3 (FIDAS),8.14097,R,ugm-3,63.29569,R,ugm-3,75.77833,R,ugm-3,19.00904,R,ugm-3,4.488,R,ugm-3 (Ref.eq)
647,647,27-01-2020,24:00,5.159,R,ugm-3 (FIDAS),0.74897,R,ugm-3,20.06552,R,ugm-3,21.21392,R,ugm-3,58.27444,R,ugm-3,2.62,R,ugm-3 (Ref.eq)
648,648,28-01-2020,01:00,5.905,R,ugm-3 (FIDAS),0.65209,R,ugm-3,10.98196,R,ugm-3,11.98181,R,ugm-3,64.59416,R,ugm-3,2.75,R,ugm-3 (Ref.eq)
649,649,28-01-2020,02:00,2.169,R,ugm-3 (FIDAS),0.65209,R,ugm-3,5.6939,R,ugm-3,6.69375,R,ugm-3,76.03617,R,ugm-3,1.284,R,ugm-3 (Ref.eq)
650,650,28-01-2020,03:00,2.421,R,ugm-3 (FIDAS),0.45646,R,ugm-3,7.43301,R,ugm-3,8.13291,R,ugm-3,71.39617,R,ugm-3,1.419,R,ugm-3 (Ref.eq)
651,651,28-01-2020,04:00,1.507,R,ugm-3 (FIDAS),0.42386,R,ugm-3,5.37447,R,ugm-3,6.02438,R,ugm-3,71.89509,R,ugm-3,0.714,R,ugm-3 (Ref.eq)
652,652,28-01-2020,05:00,1.027,R,ugm-3 (FIDAS),0.68469,R,ugm-3,14.41272,R,ugm-3,15.46256,R,ugm-3,69.64993,R,ugm-3,0.412,R,ugm-3 (Ref.eq)
653,653,28-01-2020,06:00,2.007,R,ugm-3 (FIDAS),0.65209,R,ugm-3,8.48854,R,ugm-3,9.48839,R,ugm-3,69.64993,R,ugm-3,0.985,R,ugm-3 (Ref.eq)
654,654,28-01-2020,07:00,3.191,R,ugm-3 (FIDAS),0.61948,R,ugm-3,9.89402,R,ugm-3,10.84388,R,ugm-3,65.70842,R,ugm-3,1.792,R,ugm-3 (Ref.eq)
655,655,28-01-2020,08:00,3.782,R,ugm-3 (FIDAS),0.61948,R,ugm-3,12.9062,R,ugm-3,13.85606,R,ugm-3,62.71487,R,ugm-3,1.861,R,ugm-3 (Ref.eq)
656,656,28-01-2020,09:00,3.832,R,ugm-3 (FIDAS),1.04334,R,ugm-3,14.96727,R,ugm-3,16.56703,R,ugm-3,61.41767,R,ugm-3,2.038,R,ugm-3 (Ref.eq)
657,657,28-01-2020,10:00,3.651,R,ugm-3 (FIDAS),2.05407,R,ugm-3,13.51791,R,ugm-3,16.66744,R,ugm-3,61.56735,R,ugm-3,1.882,R,ugm-3 (Ref.eq)
