,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Volatile PM<sub>10</sub> (Hourly measured),status.7,unit.7,Volatile PM<sub>2.5</sub> (Hourly measured),status.8,unit.8
6129,6129,12-09-2020,10:00,13.6,R,ugm-3 (TEOM FDMS),7.72895,R,ugm-3,16.94865,R,ugm-3,28.79954,R,ugm-3,12.3,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
6130,6130,12-09-2020,11:00,9.7,R,ugm-3 (TEOM FDMS),6.25877,R,ugm-3,18.54984,R,ugm-3,28.14649,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
6131,6131,12-09-2020,12:00,14.1,R,ugm-3 (TEOM FDMS),8.73707,R,ugm-3,24.80681,R,ugm-3,38.20347,R,ugm-3,12.1,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS)
6132,6132,12-09-2020,13:00,13.8,R,ugm-3 (TEOM FDMS),8.86309,R,ugm-3,22.65444,R,ugm-3,36.24432,R,ugm-3,9.2,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
6133,6133,12-09-2020,14:00,11.3,R,ugm-3 (TEOM FDMS),7.3089,R,ugm-3,22.09877,R,ugm-3,33.30559,R,ugm-3,9.4,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
6134,6134,12-09-2020,15:00,8.2,R,ugm-3 (TEOM FDMS),32.00792,R,ugm-3,22.30032,R,ugm-3,71.37844,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
6135,6135,12-09-2020,16:00,14.7,R,ugm-3 (TEOM FDMS),5.62869,R,ugm-3,21.4098,R,ugm-3,30.04033,R,ugm-3,12.5,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
6136,6136,12-09-2020,17:00,12.9,R,ugm-3 (TEOM FDMS),8.02298,R,ugm-3,24.59563,R,ugm-3,36.89737,R,ugm-3,12.2,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
6137,6137,12-09-2020,18:00,14.1,R,ugm-3 (TEOM FDMS),5.6707,R,ugm-3,24.80656,R,ugm-3,33.5015,R,ugm-3,11.8,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS)
6138,6138,12-09-2020,19:00,17.0,R,ugm-3 (TEOM FDMS),4.62057,R,ugm-3,26.15551,R,ugm-3,33.24028,R,ugm-3,14.4,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
6139,6139,12-09-2020,20:00,18.3,R,ugm-3 (TEOM FDMS),21.38062,R,ugm-3,47.8033,R,ugm-3,80.58646,R,ugm-3,18.9,R,ugm-3 (TEOM FDMS),12.0,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
6140,6140,12-09-2020,21:00,18.9,R,ugm-3 (TEOM FDMS),9.61918,R,ugm-3,32.9235,R,ugm-3,47.6727,R,ugm-3,19.5,R,ugm-3 (TEOM FDMS),10.3,R,ugm-3 (TEOM FDMS),9.7,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
6141,6141,12-09-2020,22:00,17.8,R,ugm-3 (TEOM FDMS),4.57856,R,ugm-3,23.28119,R,ugm-3,30.30155,R,ugm-3,14.5,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
6142,6142,12-09-2020,23:00,14.0,R,ugm-3 (TEOM FDMS),3.15039,R,ugm-3,22.00986,R,ugm-3,26.84039,R,ugm-3,12.1,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
6143,6143,12-09-2020,24:00,16.3,R,ugm-3 (TEOM FDMS),3.61244,R,ugm-3,20.51772,R,ugm-3,26.05672,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
6144,6144,13-09-2020,01:00,14.9,R,ugm-3 (TEOM FDMS),2.69139,R,ugm-3,16.7918,R,ugm-3,20.91853,R,ugm-3,11.9,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
6145,6145,13-09-2020,02:00,13.5,R,ugm-3 (TEOM FDMS),0.78499,R,ugm-3,12.74206,R,ugm-3,13.94569,R,ugm-3,10.9,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
6146,6146,13-09-2020,03:00,13.4,R,ugm-3 (TEOM FDMS),1.47185,R,ugm-3,12.25542,R,ugm-3,14.51223,R,ugm-3,11.1,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
6147,6147,13-09-2020,04:00,14.1,R,ugm-3 (TEOM FDMS),1.34569,R,ugm-3,10.61849,R,ugm-3,12.68186,R,ugm-3,10.8,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
6148,6148,13-09-2020,05:00,11.8,R,ugm-3 (TEOM FDMS),1.26159,R,ugm-3,10.55134,R,ugm-3,12.48575,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
6149,6149,13-09-2020,06:00,10.8,R,ugm-3 (TEOM FDMS),1.93443,R,ugm-3,10.95781,R,ugm-3,13.9239,R,ugm-3,8.8,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
6150,6150,13-09-2020,07:00,11.3,R,ugm-3 (TEOM FDMS),2.10265,R,ugm-3,12.20341,R,ugm-3,15.42742,R,ugm-3,8.9,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
6151,6151,13-09-2020,08:00,12.6,R,ugm-3 (TEOM FDMS),3.78476,R,ugm-3,11.06235,R,ugm-3,16.86557,R,ugm-3,11.0,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
6152,6152,13-09-2020,09:00,11.5,R,ugm-3 (TEOM FDMS),3.91092,R,ugm-3,12.63391,R,ugm-3,18.63057,R,ugm-3,9.8,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
6153,6153,13-09-2020,10:00,10.2,R,ugm-3 (TEOM FDMS),5.29867,R,ugm-3,14.03606,R,ugm-3,22.16057,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
6154,6154,13-09-2020,11:00,14.0,R,ugm-3 (TEOM FDMS),9.41985,R,ugm-3,22.35998,R,ugm-3,36.80354,R,ugm-3,8.5,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
6155,6155,13-09-2020,12:00,11.0,R,ugm-3 (TEOM FDMS),5.7192,R,ugm-3,18.03256,R,ugm-3,26.80187,R,ugm-3,8.4,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
6156,6156,13-09-2020,13:00,13.6,R,ugm-3 (TEOM FDMS),13.41488,R,ugm-3,32.64233,R,ugm-3,53.21152,R,ugm-3,11.1,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
6157,6157,13-09-2020,14:00,10.5,R,ugm-3 (TEOM FDMS),18.25096,R,ugm-3,41.70045,R,ugm-3,69.68486,R,ugm-3,11.6,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
6158,6158,13-09-2020,15:00,12.0,R,ugm-3 (TEOM FDMS),13.12051,R,ugm-3,34.59721,R,ugm-3,54.71504,R,ugm-3,10.8,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
6159,6159,13-09-2020,16:00,11.0,R,ugm-3 (TEOM FDMS),8.32648,R,ugm-3,32.53461,R,ugm-3,45.3017,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
6160,6160,13-09-2020,17:00,14.9,R,ugm-3 (TEOM FDMS),16.44268,R,ugm-3,40.81235,R,ugm-3,66.02412,R,ugm-3,15.3,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
6161,6161,13-09-2020,18:00,18.3,R,ugm-3 (TEOM FDMS),16.48474,R,ugm-3,45.58528,R,ugm-3,70.86153,R,ugm-3,17.5,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),9.7,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
6162,6162,13-09-2020,19:00,15.7,R,ugm-3 (TEOM FDMS),16.48474,R,ugm-3,41.98991,R,ugm-3,67.26616,R,ugm-3,16.5,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),-0.8,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
6163,6163,13-09-2020,20:00,14.1,R,ugm-3 (TEOM FDMS),14.92878,R,ugm-3,37.05419,R,ugm-3,59.94467,R,ugm-3,12.5,R,ugm-3 (TEOM FDMS),5.7,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
6164,6164,13-09-2020,21:00,16.8,R,ugm-3 (TEOM FDMS),12.57382,R,ugm-3,37.39656,R,ugm-3,56.67615,R,ugm-3,12.7,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
6165,6165,13-09-2020,22:00,17.2,R,ugm-3 (TEOM FDMS),10.59733,R,ugm-3,36.9625,R,ugm-3,53.21152,R,ugm-3,14.4,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
6166,6166,13-09-2020,23:00,15.3,R,ugm-3 (TEOM FDMS),8.28442,R,ugm-3,33.57965,R,ugm-3,46.28225,R,ugm-3,11.9,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
6167,6167,13-09-2020,24:00,15.2,R,ugm-3 (TEOM FDMS),10.97581,R,ugm-3,33.76736,R,ugm-3,50.5967,R,ugm-3,12.5,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
6168,6168,14-09-2020,01:00,13.4,R,ugm-3 (TEOM FDMS),5.27662,R,ugm-3,25.93589,R,ugm-3,34.02659,R,ugm-3,10.6,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
6169,6169,14-09-2020,02:00,11.7,R,ugm-3 (TEOM FDMS),5.22048,R,ugm-3,28.20316,R,ugm-3,36.20779,R,ugm-3,7.6,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
6170,6170,14-09-2020,03:00,11.0,R,ugm-3 (TEOM FDMS),5.34679,R,ugm-3,26.09005,R,ugm-3,34.28834,R,ugm-3,7.8,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
6171,6171,14-09-2020,04:00,11.3,R,ugm-3 (TEOM FDMS),8.42013,R,ugm-3,31.78193,R,ugm-3,44.69262,R,ugm-3,7.9,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
6172,6172,14-09-2020,05:00,16.2,R,ugm-3 (TEOM FDMS),15.11414,R,ugm-3,37.61513,R,ugm-3,60.78982,R,ugm-3,12.2,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
6173,6173,14-09-2020,06:00,19.4,R,ugm-3 (TEOM FDMS),41.42705,R,ugm-3,46.0843,R,ugm-3,109.60489,R,ugm-3,16.1,R,ugm-3 (TEOM FDMS),8.8,R,ugm-3 (TEOM FDMS),9.6,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
6174,6174,14-09-2020,07:00,22.3,R,ugm-3 (TEOM FDMS),87.56938,R,ugm-3,68.57967,R,ugm-3,202.85084,R,ugm-3,20.4,R,ugm-3 (TEOM FDMS),10.1,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
6175,6175,14-09-2020,08:00,26.9,R,ugm-3 (TEOM FDMS),104.36754,R,ugm-3,61.79921,R,ugm-3,221.82721,R,ugm-3,25.6,R,ugm-3 (TEOM FDMS),15.5,R,ugm-3 (TEOM FDMS),15.3,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS)
6176,6176,14-09-2020,09:00,34.1,R,ugm-3 (TEOM FDMS),99.69437,R,ugm-3,63.72979,R,ugm-3,216.59235,R,ugm-3,32.9,R,ugm-3 (TEOM FDMS),13.4,R,ugm-3 (TEOM FDMS),14.4,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
6177,6177,14-09-2020,10:00,26.2,R,ugm-3 (TEOM FDMS),86.76946,R,ugm-3,66.59983,R,ugm-3,199.64449,R,ugm-3,23.6,R,ugm-3 (TEOM FDMS),11.9,R,ugm-3 (TEOM FDMS),13.8,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
6178,6178,14-09-2020,11:00,27.1,R,ugm-3 (TEOM FDMS),83.73822,R,ugm-3,76.41711,R,ugm-3,204.81391,R,ugm-3,19.3,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),14.0,R,ugm-3 (TEOM FDMS),7.8,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
6179,6179,14-09-2020,12:00,23.3,R,ugm-3 (TEOM FDMS),67.65576,R,ugm-3,81.70754,R,ugm-3,185.44493,R,ugm-3,19.9,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),9.6,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
6180,6180,14-09-2020,13:00,26.8,R,ugm-3 (TEOM FDMS),50.05769,R,ugm-3,82.1894,R,ugm-3,158.94345,R,ugm-3,23.6,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
6181,6181,14-09-2020,14:00,22.9,R,ugm-3 (TEOM FDMS),41.93226,R,ugm-3,93.53581,R,ugm-3,157.83104,R,ugm-3,19.9,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS)
6182,6182,14-09-2020,15:00,28.9,R,ugm-3 (TEOM FDMS),58.94093,R,ugm-3,120.32831,R,ugm-3,210.70313,R,ugm-3,24.3,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),11.1,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
6183,6183,14-09-2020,16:00,21.9,R,ugm-3 (TEOM FDMS),49.80508,R,ugm-3,110.32148,R,ugm-3,186.68821,R,ugm-3,20.3,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS),11.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
6184,6184,14-09-2020,17:00,26.4,R,ugm-3 (TEOM FDMS),88.11669,R,ugm-3,146.13251,R,ugm-3,281.24288,R,ugm-3,26.9,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),-0.5,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
6185,6185,14-09-2020,18:00,25.1,R,ugm-3 (TEOM FDMS),60.58285,R,ugm-3,114.66981,R,ugm-3,207.56222,R,ugm-3,23.1,R,ugm-3 (TEOM FDMS),10.3,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
6186,6186,14-09-2020,19:00,24.4,R,ugm-3 (TEOM FDMS),21.80814,R,ugm-3,69.81894,R,ugm-3,103.25762,R,ugm-3,23.9,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
6187,6187,14-09-2020,20:00,24.5,R,ugm-3 (TEOM FDMS),16.88237,R,ugm-3,65.855,R,ugm-3,91.74093,R,ugm-3,25.1,R,ugm-3 (TEOM FDMS),14.8,R,ugm-3 (TEOM FDMS),15.2,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
6188,6188,14-09-2020,21:00,47.9,R,ugm-3 (TEOM FDMS),8.79904,R,ugm-3,55.34674,R,ugm-3,68.83841,R,ugm-3,42.7,R,ugm-3 (TEOM FDMS),26.5,R,ugm-3 (TEOM FDMS),30.4,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
6189,6189,14-09-2020,22:00,45.5,R,ugm-3 (TEOM FDMS),5.89409,R,ugm-3,48.9386,R,ugm-3,57.97608,R,ugm-3,37.4,R,ugm-3 (TEOM FDMS),24.7,R,ugm-3 (TEOM FDMS),31.3,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS)
6190,6190,14-09-2020,23:00,43.6,R,ugm-3 (TEOM FDMS),4.75737,R,ugm-3,46.0356,R,ugm-3,53.33014,R,ugm-3,33.4,R,ugm-3 (TEOM FDMS),21.7,R,ugm-3 (TEOM FDMS),29.8,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
6191,6191,14-09-2020,24:00,44.7,R,ugm-3 (TEOM FDMS),2.48394,R,ugm-3,36.23803,R,ugm-3,40.04668,R,ugm-3,34.9,R,ugm-3 (TEOM FDMS),23.2,R,ugm-3 (TEOM FDMS),31.2,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
6192,6192,15-09-2020,01:00,45.8,R,ugm-3 (TEOM FDMS),2.07932,R,ugm-3,31.92034,R,ugm-3,35.10859,R,ugm-3,34.4,R,ugm-3 (TEOM FDMS),22.5,R,ugm-3 (TEOM FDMS),30.6,R,ugm-3 (TEOM FDMS),11.4,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
6193,6193,15-09-2020,02:00,47.5,R,ugm-3 (TEOM FDMS),1.96693,R,ugm-3,26.50325,R,ugm-3,29.51916,R,ugm-3,37.1,R,ugm-3 (TEOM FDMS),27.3,R,ugm-3 (TEOM FDMS),36.7,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS)
6194,6194,15-09-2020,03:00,53.2,R,ugm-3 (TEOM FDMS),1.51734,R,ugm-3,23.02237,R,ugm-3,25.34893,R,ugm-3,39.6,R,ugm-3 (TEOM FDMS),28.7,R,ugm-3 (TEOM FDMS),40.3,R,ugm-3 (TEOM FDMS),13.6,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS)
6195,6195,15-09-2020,04:00,51.6,R,ugm-3 (TEOM FDMS),2.19172,R,ugm-3,22.70885,R,ugm-3,26.06944,R,ugm-3,35.6,R,ugm-3 (TEOM FDMS),25.5,R,ugm-3 (TEOM FDMS),39.0,R,ugm-3 (TEOM FDMS),16.0,R,ugm-3 (TEOM FDMS),13.5,R,ugm-3 (TEOM FDMS)
6196,6196,15-09-2020,05:00,48.3,R,ugm-3 (TEOM FDMS),3.07684,R,ugm-3,25.67476,R,ugm-3,30.39251,R,ugm-3,33.6,R,ugm-3 (TEOM FDMS),24.1,R,ugm-3 (TEOM FDMS),36.3,R,ugm-3 (TEOM FDMS),14.7,R,ugm-3 (TEOM FDMS),12.2,R,ugm-3 (TEOM FDMS)
6197,6197,15-09-2020,06:00,52.0,R,ugm-3 (TEOM FDMS),16.60648,R,ugm-3,37.41814,R,ugm-3,62.88105,R,ugm-3,37.5,R,ugm-3 (TEOM FDMS),27.0,R,ugm-3 (TEOM FDMS),38.6,R,ugm-3 (TEOM FDMS),14.5,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS)
6198,6198,15-09-2020,07:00,53.3,R,ugm-3 (TEOM FDMS),35.82616,R,ugm-3,55.69868,R,ugm-3,110.63135,R,ugm-3,38.9,R,ugm-3 (TEOM FDMS),30.1,R,ugm-3 (TEOM FDMS),41.9,R,ugm-3 (TEOM FDMS),14.4,R,ugm-3 (TEOM FDMS),11.8,R,ugm-3 (TEOM FDMS)
6199,6199,15-09-2020,08:00,50.2,R,ugm-3 (TEOM FDMS),52.30619,R,ugm-3,66.38975,R,ugm-3,146.59146,R,ugm-3,37.5,R,ugm-3 (TEOM FDMS),25.2,R,ugm-3 (TEOM FDMS),36.5,R,ugm-3 (TEOM FDMS),12.7,R,ugm-3 (TEOM FDMS),11.3,R,ugm-3 (TEOM FDMS)
6200,6200,15-09-2020,09:00,50.3,R,ugm-3 (TEOM FDMS),57.65904,R,ugm-3,75.27795,R,ugm-3,163.68724,R,ugm-3,39.6,R,ugm-3 (TEOM FDMS),24.2,R,ugm-3 (TEOM FDMS),36.3,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),12.1,R,ugm-3 (TEOM FDMS)
