,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7,Black carbon,status.8,unit.8,UV Particulate Matter,status.9,unit.9
0,01-01-2019,01:00,0.104272,R,mgm-3,21.275,R,ugm-3 (FIDAS),0.47523,R,ugm-3,18.87596,R,ugm-3,19.60464,R,ugm-3,49.8925,R,ugm-3,15.849,R,ugm-3 (Ref.eq),1.62547,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
1,01-01-2019,02:00,0.084962,R,mgm-3,12.775,R,ugm-3 (FIDAS),0.38018,R,ugm-3,19.75871,R,ugm-3,20.34165,R,ugm-3,52.48691,R,ugm-3,8.726,R,ugm-3 (Ref.eq),0.91433,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
2,01-01-2019,03:00,0.081101,R,mgm-3,8.8,R,ugm-3 (FIDAS),0.78413,R,ugm-3,21.51622,R,ugm-3,22.71853,R,ugm-3,51.38928,R,ugm-3,4.859,R,ugm-3 (Ref.eq),1.06672,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
3,01-01-2019,04:00,0.075307,R,mgm-3,9.525,R,ugm-3 (FIDAS),0.60592,R,ugm-3,21.12616,R,ugm-3,22.05522,R,ugm-3,50.49121,R,ugm-3,5.071,R,ugm-3 (Ref.eq),1.06672,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
4,01-01-2019,05:00,0.083997,R,mgm-3,9.425,R,ugm-3 (FIDAS),0.57028,R,ugm-3,25.71346,R,ugm-3,26.58787,R,ugm-3,43.85551,R,ugm-3,5.212,R,ugm-3 (Ref.eq),0.99052,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3
5,01-01-2019,06:00,0.098479,R,mgm-3,9.825,R,ugm-3 (FIDAS),0.42771,R,ugm-3,30.85165,R,ugm-3,31.50745,R,ugm-3,37.66884,R,ugm-3,5.708,R,ugm-3 (Ref.eq),1.2953,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
6,01-01-2019,07:00,0.101375,R,mgm-3,9.8,R,ugm-3 (FIDAS),0.42771,R,ugm-3,26.98231,R,ugm-3,27.63812,R,ugm-3,37.16991,R,ugm-3,5.943,R,ugm-3 (Ref.eq),1.44769,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
7,01-01-2019,08:00,0.115858,R,mgm-3,9.55,R,ugm-3 (FIDAS),0.57028,R,ugm-3,35.49735,R,ugm-3,36.37176,R,ugm-3,28.83787,R,ugm-3,5.826,R,ugm-3 (Ref.eq),1.2953,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
8,01-01-2019,09:00,0.13034,R,mgm-3,9.575,R,ugm-3 (FIDAS),0.89106,R,ugm-3,33.78942,R,ugm-3,35.15568,R,ugm-3,29.13722,R,ugm-3,5.873,R,ugm-3 (Ref.eq),0.76194,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3
9,01-01-2019,10:00,0.136132,R,mgm-3,9.075,R,ugm-3 (FIDAS),1.92468,R,ugm-3,29.10908,R,ugm-3,32.06022,R,ugm-3,31.58195,R,ugm-3,5.778,R,ugm-3 (Ref.eq),1.14291,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
10,01-01-2019,11:00,0.147718,R,mgm-3,9.625,R,ugm-3 (FIDAS),3.74243,R,ugm-3,23.50281,R,ugm-3,29.24113,R,ugm-3,37.12002,R,ugm-3,5.59,R,ugm-3 (Ref.eq),1.14291,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3
11,01-01-2019,12:00,0.159304,R,mgm-3,7.4,R,ugm-3 (FIDAS),1.88904,R,ugm-3,14.40498,R,ugm-3,17.30146,R,ugm-3,49.04433,R,ugm-3,4.552,R,ugm-3 (Ref.eq),1.06672,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
12,01-01-2019,13:00,0.107168,R,mgm-3,5.75,R,ugm-3 (FIDAS),0.96234,R,ugm-3,9.63496,R,ugm-3,11.11052,R,ugm-3,55.68003,R,ugm-3,4.08,R,ugm-3 (Ref.eq),0.76194,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
13,01-01-2019,14:00,0.112961,R,mgm-3,5.575,R,ugm-3 (FIDAS),0.96234,R,ugm-3,10.13244,R,ugm-3,11.60801,R,ugm-3,54.5824,R,ugm-3,3.939,R,ugm-3 (Ref.eq),1.44769,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
14,01-01-2019,15:00,0.124547,R,mgm-3,6.0,R,ugm-3 (FIDAS),2.10289,R,ugm-3,19.21776,R,ugm-3,22.44215,R,ugm-3,43.75572,R,ugm-3,4.269,R,ugm-3 (Ref.eq),-0.15239,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
15,01-01-2019,16:00,0.156408,R,mgm-3,7.4,R,ugm-3 (FIDAS),2.42367,R,ugm-3,24.03243,R,ugm-3,27.74867,R,ugm-3,37.31959,R,ugm-3,5.59,R,ugm-3 (Ref.eq),0.60955,R,ugm-3,0.7,R,ugm-3,0.4,R,ugm-3
16,01-01-2019,17:00,0.170889,R,mgm-3,8.9,R,ugm-3 (FIDAS),1.46133,R,ugm-3,22.96529,R,ugm-3,25.20596,R,ugm-3,42.85766,R,ugm-3,6.109,R,ugm-3 (Ref.eq),0.99052,R,ugm-3,0.9,R,ugm-3,0.4,R,ugm-3
17,01-01-2019,18:00,0.150615,R,mgm-3,13.2,R,ugm-3 (FIDAS),1.10491,R,ugm-3,18.92386,R,ugm-3,20.61804,R,ugm-3,57.32648,R,ugm-3,7.642,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
18,01-01-2019,19:00,0.156408,R,mgm-3,15.75,R,ugm-3 (FIDAS),1.31876,R,ugm-3,22.29947,R,ugm-3,24.32154,R,ugm-3,52.38713,R,ugm-3,8.491,R,ugm-3 (Ref.eq),0.22858,R,ugm-3,0.5,R,ugm-3,0.3,R,ugm-3
19,01-01-2019,20:00,0.159304,R,mgm-3,11.85,R,ugm-3 (FIDAS),0.89106,R,ugm-3,17.48293,R,ugm-3,18.8492,R,ugm-3,55.28089,R,ugm-3,7.005,R,ugm-3 (Ref.eq),-0.68575,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
20,01-01-2019,21:00,0.13034,R,mgm-3,10.175,R,ugm-3 (FIDAS),0.99798,R,ugm-3,16.87677,R,ugm-3,18.40699,R,ugm-3,53.53465,R,ugm-3,5.967,R,ugm-3 (Ref.eq),1.14291,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
21,01-01-2019,22:00,0.110065,R,mgm-3,8.85,R,ugm-3 (FIDAS),0.78413,R,ugm-3,13.61172,R,ugm-3,14.81403,R,ugm-3,59.62154,R,ugm-3,5.118,R,ugm-3 (Ref.eq),0.60955,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
22,01-01-2019,23:00,0.101375,R,mgm-3,11.15,R,ugm-3 (FIDAS),0.6772,R,ugm-3,15.76561,R,ugm-3,16.80398,R,ugm-3,58.32433,R,ugm-3,6.014,R,ugm-3 (Ref.eq),0.53336,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
23,01-01-2019,24:00,0.095582,R,mgm-3,11.775,R,ugm-3 (FIDAS),0.49899,R,ugm-3,16.97856,R,ugm-3,17.74367,R,ugm-3,56.67788,R,ugm-3,6.014,R,ugm-3 (Ref.eq),0.60955,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
24,02-01-2019,01:00,0.081101,R,mgm-3,10.55,R,ugm-3 (FIDAS),0.38043,R,ugm-3,14.89701,R,ugm-3,15.48032,R,ugm-3,58.34096,R,ugm-3,5.684,R,ugm-3 (Ref.eq),0.71114,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
25,02-01-2019,02:00,0.081101,R,mgm-3,12.0,R,ugm-3 (FIDAS),0.42798,R,ugm-3,13.71835,R,ugm-3,14.37458,R,ugm-3,56.07917,R,ugm-3,6.061,R,ugm-3 (Ref.eq),1.11751,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
26,02-01-2019,03:00,0.081101,R,mgm-3,12.375,R,ugm-3 (FIDAS),0.21399,R,ugm-3,12.11143,R,ugm-3,12.43954,R,ugm-3,57.92519,R,ugm-3,6.368,R,ugm-3 (Ref.eq),0.76194,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
27,02-01-2019,04:00,0.072411,R,mgm-3,13.15,R,ugm-3 (FIDAS),0.32099,R,ugm-3,8.9066,R,ugm-3,9.39877,R,ugm-3,65.45896,R,ugm-3,6.439,R,ugm-3 (Ref.eq),0.45716,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
28,02-01-2019,05:00,0.069514,R,mgm-3,12.8,R,ugm-3 (FIDAS),0.28532,R,ugm-3,11.11747,R,ugm-3,11.55495,R,ugm-3,61.06842,R,ugm-3,6.25,R,ugm-3 (Ref.eq),0.30478,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
29,02-01-2019,06:00,0.072411,R,mgm-3,13.75,R,ugm-3 (FIDAS),0.67764,R,ugm-3,17.64793,R,ugm-3,18.68696,R,ugm-3,54.78197,R,ugm-3,6.486,R,ugm-3 (Ref.eq),0.68575,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
30,02-01-2019,07:00,0.078204,R,mgm-3,12.5,R,ugm-3 (FIDAS),3.45952,R,ugm-3,30.24493,R,ugm-3,35.54945,R,ugm-3,44.70368,R,ugm-3,6.109,R,ugm-3 (Ref.eq),0.91433,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
31,02-01-2019,08:00,0.101375,R,mgm-3,14.375,R,ugm-3 (FIDAS),5.02878,R,ugm-3,48.07375,R,ugm-3,55.78444,R,ugm-3,29.9355,R,ugm-3,6.533,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.6,R,ugm-3,0.0,R,ugm-3
32,02-01-2019,09:00,0.101375,R,mgm-3,13.875,R,ugm-3 (FIDAS),4.35115,R,ugm-3,41.15147,R,ugm-3,47.82313,R,ugm-3,36.42153,R,ugm-3,6.604,R,ugm-3 (Ref.eq),0.53336,R,ugm-3,0.6,R,ugm-3,0.0,R,ugm-3
33,02-01-2019,10:00,0.118754,R,mgm-3,13.225,R,ugm-3 (FIDAS),4.95745,R,ugm-3,36.02001,R,ugm-3,43.62133,R,ugm-3,41.2611,R,ugm-3,6.58,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
34,02-01-2019,11:00,0.098479,R,mgm-3,13.425,R,ugm-3 (FIDAS),4.56514,R,ugm-3,32.69618,R,ugm-3,39.69597,R,ugm-3,45.15271,R,ugm-3,6.675,R,ugm-3 (Ref.eq),0.68575,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
35,02-01-2019,12:00,0.098479,R,mgm-3,13.375,R,ugm-3 (FIDAS),3.60218,R,ugm-3,28.47815,R,ugm-3,34.00142,R,ugm-3,49.19401,R,ugm-3,6.675,R,ugm-3 (Ref.eq),0.91433,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3
36,02-01-2019,13:00,0.101375,R,mgm-3,12.95,R,ugm-3 (FIDAS),3.10287,R,ugm-3,27.69572,R,ugm-3,32.45339,R,ugm-3,50.74067,R,ugm-3,6.486,R,ugm-3 (Ref.eq),0.99052,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3
37,02-01-2019,14:00,0.098479,R,mgm-3,11.975,R,ugm-3 (FIDAS),2.46089,R,ugm-3,27.6849,R,ugm-3,31.45822,R,ugm-3,52.93594,R,ugm-3,5.967,R,ugm-3 (Ref.eq),0.91433,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
38,02-01-2019,15:00,,,,11.6,R,ugm-3 (FIDAS),,,,,,,,,,,,,6.061,R,ugm-3 (Ref.eq),,,,0.5,R,ugm-3,0.1,R,ugm-3
39,02-01-2019,16:00,0.112961,R,mgm-3,12.975,R,ugm-3 (FIDAS),2.28257,R,ugm-3,35.91964,R,ugm-3,39.41953,R,ugm-3,41.21121,R,ugm-3,6.651,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3
40,02-01-2019,17:00,0.127444,R,mgm-3,10.3,R,ugm-3 (FIDAS),1.49794,R,ugm-3,39.16834,R,ugm-3,41.46514,R,ugm-3,40.6125,R,ugm-3,5.542,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
41,02-01-2019,18:00,0.150615,R,mgm-3,12.975,R,ugm-3 (FIDAS),2.88888,R,ugm-3,48.20354,R,ugm-3,52.63309,R,ugm-3,29.33679,R,ugm-3,7.594,R,ugm-3 (Ref.eq),0.53336,R,ugm-3,0.9,R,ugm-3,0.5,R,ugm-3
42,02-01-2019,19:00,0.139029,R,mgm-3,12.625,R,ugm-3 (FIDAS),2.31823,R,ugm-3,43.10753,R,ugm-3,46.66211,R,ugm-3,32.5798,R,ugm-3,7.712,R,ugm-3 (Ref.eq),0.91433,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
43,02-01-2019,20:00,0.150615,R,mgm-3,13.075,R,ugm-3 (FIDAS),2.03291,R,ugm-3,47.24924,R,ugm-3,50.36633,R,ugm-3,28.03959,R,ugm-3,7.972,R,ugm-3 (Ref.eq),0.91433,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
44,02-01-2019,21:00,0.167994,R,mgm-3,13.975,R,ugm-3 (FIDAS),2.3539,R,ugm-3,52.5069,R,ugm-3,56.11616,R,ugm-3,23.74883,R,ugm-3,9.033,R,ugm-3 (Ref.eq),1.06672,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3
45,02-01-2019,22:00,0.147718,R,mgm-3,13.1,R,ugm-3 (FIDAS),1.74759,R,ugm-3,41.8816,R,ugm-3,44.56121,R,ugm-3,31.58195,R,ugm-3,8.184,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.9,R,ugm-3,0.5,R,ugm-3
46,02-01-2019,23:00,0.144822,R,mgm-3,12.6,R,ugm-3 (FIDAS),1.17695,R,ugm-3,36.45388,R,ugm-3,38.25851,R,ugm-3,35.274,R,ugm-3,8.396,R,ugm-3 (Ref.eq),0.83813,R,ugm-3,0.8,R,ugm-3,0.5,R,ugm-3
47,02-01-2019,24:00,0.13034,R,mgm-3,12.65,R,ugm-3 (FIDAS),0.8203,R,ugm-3,34.12582,R,ugm-3,35.38359,R,ugm-3,36.87056,R,ugm-3,7.807,R,ugm-3 (Ref.eq),1.2953,R,ugm-3,0.7,R,ugm-3,0.4,R,ugm-3
48,03-01-2019,01:00,0.158517,R,mgm-3,12.15,R,ugm-3 (FIDAS),1.09326,R,ugm-3,33.59878,R,ugm-3,35.27508,R,ugm-3,36.12217,R,ugm-3,7.571,R,ugm-3 (Ref.eq),1.11707,R,ugm-3,0.7,R,ugm-3,0.3,R,ugm-3
49,03-01-2019,02:00,0.127587,R,mgm-3,11.15,R,ugm-3 (FIDAS),0.5704,R,ugm-3,31.74379,R,ugm-3,32.61838,R,ugm-3,38.58353,R,ugm-3,7.005,R,ugm-3 (Ref.eq),0.50776,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3
50,03-01-2019,03:00,0.118888,R,mgm-3,9.05,R,ugm-3 (FIDAS),0.39215,R,ugm-3,19.60071,R,ugm-3,20.202,R,ugm-3,51.2396,R,ugm-3,5.637,R,ugm-3 (Ref.eq),0.68548,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
51,03-01-2019,04:00,0.127587,R,mgm-3,8.825,R,ugm-3 (FIDAS),0.32085,R,ugm-3,15.78033,R,ugm-3,16.27229,R,ugm-3,56.17896,R,ugm-3,5.283,R,ugm-3 (Ref.eq),0.53315,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3
52,03-01-2019,05:00,0.110189,R,mgm-3,9.125,R,ugm-3 (FIDAS),0.39215,R,ugm-3,21.48254,R,ugm-3,22.08383,R,ugm-3,46.49981,R,ugm-3,5.708,R,ugm-3 (Ref.eq),0.38082,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
53,03-01-2019,06:00,0.115989,R,mgm-3,8.1,R,ugm-3 (FIDAS),0.92689,R,ugm-3,25.20114,R,ugm-3,26.62236,R,ugm-3,45.9011,R,ugm-3,5.259,R,ugm-3 (Ref.eq),0.60931,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
54,03-01-2019,07:00,0.113089,R,mgm-3,8.075,R,ugm-3 (FIDAS),3.52932,R,ugm-3,34.88174,R,ugm-3,40.2933,R,ugm-3,38.5669,R,ugm-3,5.071,R,ugm-3 (Ref.eq),0.83781,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
55,03-01-2019,08:00,0.113089,R,mgm-3,7.725,R,ugm-3 (FIDAS),6.3813,R,ugm-3,47.99871,R,ugm-3,57.78324,R,ugm-3,33.82712,R,ugm-3,4.67,R,ugm-3 (Ref.eq),0.91397,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3
56,03-01-2019,09:00,0.089891,R,mgm-3,6.425,R,ugm-3 (FIDAS),2.03204,R,ugm-3,25.77588,R,ugm-3,28.89162,R,ugm-3,57.62584,R,ugm-3,3.844,R,ugm-3 (Ref.eq),0.45699,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3
57,03-01-2019,10:00,0.139186,R,mgm-3,8.25,R,ugm-3 (FIDAS),6.5952,R,ugm-3,45.01404,R,ugm-3,55.12654,R,ugm-3,42.25895,R,ugm-3,4.505,R,ugm-3 (Ref.eq),0.76164,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3
58,03-01-2019,11:00,0.127587,R,mgm-3,9.3,R,ugm-3 (FIDAS),5.02661,R,ugm-3,38.95094,R,ugm-3,46.65831,R,ugm-3,45.95099,R,ugm-3,4.67,R,ugm-3 (Ref.eq),0.76164,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3
59,03-01-2019,12:00,0.110189,R,mgm-3,8.4,R,ugm-3 (FIDAS),3.27978,R,ugm-3,30.50445,R,ugm-3,35.53337,R,ugm-3,53.38498,R,ugm-3,4.505,R,ugm-3 (Ref.eq),0.38082,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3
60,03-01-2019,13:00,0.092791,R,mgm-3,6.825,R,ugm-3 (FIDAS),2.03204,R,ugm-3,26.88284,R,ugm-3,29.99858,R,ugm-3,57.52605,R,ugm-3,3.797,R,ugm-3 (Ref.eq),0.68548,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
61,03-01-2019,14:00,0.086991,R,mgm-3,5.325,R,ugm-3 (FIDAS),1.74684,R,ugm-3,21.34256,R,ugm-3,24.021,R,ugm-3,63.61294,R,ugm-3,3.302,R,ugm-3 (Ref.eq),0.53315,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
62,03-01-2019,15:00,0.092791,R,mgm-3,4.65,R,ugm-3 (FIDAS),1.39034,R,ugm-3,20.83757,R,ugm-3,22.96939,R,ugm-3,63.61294,R,ugm-3,2.901,R,ugm-3 (Ref.eq),0.38082,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3
63,03-01-2019,16:00,0.159485,R,mgm-3,12.8,R,ugm-3 (FIDAS),2.42418,R,ugm-3,30.10056,R,ugm-3,33.81759,R,ugm-3,45.80132,R,ugm-3,7.783,R,ugm-3 (Ref.eq),0.68548,R,ugm-3,0.8,R,ugm-3,0.4,R,ugm-3
64,03-01-2019,17:00,0.165284,R,mgm-3,13.275,R,ugm-3 (FIDAS),2.24593,R,ugm-3,33.03057,R,ugm-3,36.47429,R,ugm-3,43.95529,R,ugm-3,9.104,R,ugm-3 (Ref.eq),0.83781,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3
65,03-01-2019,18:00,0.197181,R,mgm-3,15.1,R,ugm-3 (FIDAS),2.81633,R,ugm-3,40.62421,R,ugm-3,44.94252,R,ugm-3,36.47142,R,ugm-3,10.543,R,ugm-3 (Ref.eq),0.60931,R,ugm-3,0.9,R,ugm-3,0.9,R,ugm-3
66,03-01-2019,19:00,0.202981,R,mgm-3,14.975,R,ugm-3 (FIDAS),3.06588,R,ugm-3,40.62901,R,ugm-3,45.32996,R,ugm-3,34.82497,R,ugm-3,11.274,R,ugm-3 (Ref.eq),0.99013,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
67,03-01-2019,20:00,0.200081,R,mgm-3,17.45,R,ugm-3 (FIDAS),2.31723,R,ugm-3,42.60714,R,ugm-3,46.16018,R,ugm-3,33.37808,R,ugm-3,14.458,R,ugm-3 (Ref.eq),0.68548,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3
68,03-01-2019,21:00,0.217478,R,mgm-3,21.95,R,ugm-3 (FIDAS),2.21028,R,ugm-3,44.09947,R,ugm-3,47.48853,R,ugm-3,28.88776,R,ugm-3,17.217,R,ugm-3 (Ref.eq),1.14246,R,ugm-3,1.0,R,ugm-3,1.0,R,ugm-3
69,03-01-2019,22:00,0.237776,R,mgm-3,24.4,R,ugm-3 (FIDAS),4.24232,R,ugm-3,55.09745,R,ugm-3,61.60225,R,ugm-3,15.86582,R,ugm-3,19.906,R,ugm-3 (Ref.eq),1.21863,R,ugm-3,1.4,R,ugm-3,1.1,R,ugm-3
70,03-01-2019,23:00,0.275473,R,mgm-3,24.3,R,ugm-3 (FIDAS),6.8804,R,ugm-3,60.79369,R,ugm-3,71.34349,R,ugm-3,13.62065,R,ugm-3,19.316,R,ugm-3 (Ref.eq),1.44712,R,ugm-3,1.4,R,ugm-3,0.9,R,ugm-3
71,03-01-2019,24:00,0.223278,R,mgm-3,19.325,R,ugm-3 (FIDAS),1.39034,R,ugm-3,41.15026,R,ugm-3,43.28208,R,ugm-3,26.74238,R,ugm-3,16.226,R,ugm-3 (Ref.eq),1.14246,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3
72,04-01-2019,01:00,0.205145,R,mgm-3,18.425,R,ugm-3 (FIDAS),1.18781,R,ugm-3,35.41357,R,ugm-3,37.23485,R,ugm-3,30.53421,R,ugm-3,15.212,R,ugm-3 (Ref.eq),0.50756,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3
73,04-01-2019,02:00,0.154826,R,mgm-3,15.575,R,ugm-3 (FIDAS),0.61766,R,ugm-3,32.81549,R,ugm-3,33.76256,R,ugm-3,34.32604,R,ugm-3,13.019,R,ugm-3 (Ref.eq),0.50756,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
74,04-01-2019,03:00,0.098702,R,mgm-3,15.375,R,ugm-3 (FIDAS),0.39198,R,ugm-3,24.61008,R,ugm-3,25.2111,R,ugm-3,41.85981,R,ugm-3,12.807,R,ugm-3 (Ref.eq),0.68521,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
75,04-01-2019,04:00,0.089993,R,mgm-3,17.725,R,ugm-3 (FIDAS),0.35634,R,ugm-3,23.61194,R,ugm-3,24.15833,R,ugm-3,37.41938,R,ugm-3,15.118,R,ugm-3 (Ref.eq),0.60907,R,ugm-3,0.5,R,ugm-3,0.3,R,ugm-3
76,04-01-2019,05:00,0.08709,R,mgm-3,18.9,R,ugm-3 (FIDAS),0.42761,R,ugm-3,25.44198,R,ugm-3,26.09764,R,ugm-3,35.32389,R,ugm-3,16.109,R,ugm-3 (Ref.eq),0.45681,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3
77,04-01-2019,06:00,0.078381,R,mgm-3,21.925,R,ugm-3 (FIDAS),0.99776,R,ugm-3,25.73135,R,ugm-3,27.26123,R,ugm-3,31.2826,R,ugm-3,18.656,R,ugm-3 (Ref.eq),0.91361,R,ugm-3,0.5,R,ugm-3,0.3,R,ugm-3
78,04-01-2019,07:00,0.078381,R,mgm-3,25.125,R,ugm-3 (FIDAS),3.81287,R,ugm-3,32.38589,R,ugm-3,38.23222,R,ugm-3,24.99614,R,ugm-3,21.085,R,ugm-3 (Ref.eq),0.53294,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
79,04-01-2019,08:00,0.098702,R,mgm-3,26.05,R,ugm-3 (FIDAS),9.26493,R,ugm-3,49.73597,R,ugm-3,63.94199,R,ugm-3,12.87227,R,ugm-3,22.099,R,ugm-3 (Ref.eq),0.83748,R,ugm-3,0.8,R,ugm-3,0.3,R,ugm-3
80,04-01-2019,09:00,0.139344,R,mgm-3,31.5,R,ugm-3 (FIDAS),16.96194,R,ugm-3,54.83379,R,ugm-3,80.84174,R,ugm-3,6.6856,R,ugm-3,25.519,R,ugm-3 (Ref.eq),0.60907,R,ugm-3,1.0,R,ugm-3,0.4,R,ugm-3
81,04-01-2019,10:00,0.171277,R,mgm-3,37.175,R,ugm-3 (FIDAS),24.05317,R,ugm-3,51.60717,R,ugm-3,88.48819,R,ugm-3,8.03269,R,ugm-3,29.316,R,ugm-3 (Ref.eq),1.14201,R,ugm-3,1.3,R,ugm-3,0.5,R,ugm-3
82,04-01-2019,11:00,0.156762,R,mgm-3,34.15,R,ugm-3 (FIDAS),25.19347,R,ugm-3,51.85346,R,ugm-3,90.48291,R,ugm-3,14.11958,R,ugm-3,26.156,R,ugm-3 (Ref.eq),1.75108,R,ugm-3,1.8,R,ugm-3,0.5,R,ugm-3
83,04-01-2019,12:00,0.124829,R,mgm-3,24.875,R,ugm-3 (FIDAS),10.72593,R,ugm-3,36.02613,R,ugm-3,52.47233,R,ugm-3,29.88561,R,ugm-3,19.245,R,ugm-3 (Ref.eq),1.14201,R,ugm-3,1.3,R,ugm-3,0.4,R,ugm-3
84,04-01-2019,13:00,0.08709,R,mgm-3,19.5,R,ugm-3 (FIDAS),5.52332,R,ugm-3,27.43606,R,ugm-3,35.90504,R,ugm-3,40.21336,R,ugm-3,15.094,R,ugm-3 (Ref.eq),0.68521,R,ugm-3,1.0,R,ugm-3,0.3,R,ugm-3
85,04-01-2019,14:00,0.078381,R,mgm-3,19.8,R,ugm-3 (FIDAS),3.99105,R,ugm-3,25.02034,R,ugm-3,31.13986,R,ugm-3,43.45637,R,ugm-3,15.613,R,ugm-3 (Ref.eq),0.68521,R,ugm-3,0.9,R,ugm-3,0.4,R,ugm-3
86,04-01-2019,15:00,0.075477,R,mgm-3,18.275,R,ugm-3 (FIDAS),3.27836,R,ugm-3,26.94425,R,ugm-3,31.971,R,ugm-3,45.30239,R,ugm-3,14.316,R,ugm-3 (Ref.eq),0.76134,R,ugm-3,0.9,R,ugm-3,0.3,R,ugm-3
87,04-01-2019,16:00,0.130635,R,mgm-3,16.75,R,ugm-3 (FIDAS),3.7416,R,ugm-3,32.49517,R,ugm-3,38.23222,R,ugm-3,39.21551,R,ugm-3,13.326,R,ugm-3 (Ref.eq),0.76134,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3
88,04-01-2019,17:00,0.130635,R,mgm-3,19.6,R,ugm-3 (FIDAS),3.67034,R,ugm-3,44.79443,R,ugm-3,50.4222,R,ugm-3,23.34969,R,ugm-3,14.835,R,ugm-3 (Ref.eq),1.14201,R,ugm-3,1.1,R,ugm-3,0.3,R,ugm-3
