,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7,Black carbon,status.8,unit.8,UV Particulate Matter,status.9,unit.9
1639,10-03-2019,08:00,0.181528,R,mgm-3,12.025,R,ugm-3 (FIDAS),0.31359,R,ugm-3,9.06351,R,ugm-3,9.54435,R,ugm-3,76.98413,R,ugm-3,7.642,R,ugm-3 (Ref.eq),1.51406,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1640,10-03-2019,09:00,0.181528,R,mgm-3,4.85,R,ugm-3 (FIDAS),0.72126,R,ugm-3,7.91085,R,ugm-3,9.01677,R,ugm-3,79.37897,R,ugm-3,3.019,R,ugm-3 (Ref.eq),0.93515,R,ugm-3,0.0,R,ugm-3,0.1,R,ugm-3
1641,10-03-2019,10:00,0.151769,R,mgm-3,2.6,R,ugm-3 (FIDAS),1.63068,R,ugm-3,7.33178,R,ugm-3,9.83211,R,ugm-3,80.07746,R,ugm-3,0.495,R,ugm-3 (Ref.eq),0.80156,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1642,10-03-2019,11:00,0.148793,R,mgm-3,2.575,R,ugm-3 (FIDAS),2.00699,R,ugm-3,9.00897,R,ugm-3,12.08631,R,ugm-3,78.13166,R,ugm-3,0.566,R,ugm-3 (Ref.eq),1.20234,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1643,10-03-2019,12:00,0.133913,R,mgm-3,2.9,R,ugm-3 (FIDAS),1.16029,R,ugm-3,6.85399,R,ugm-3,8.63308,R,ugm-3,82.5222,R,ugm-3,0.896,R,ugm-3 (Ref.eq),0.80156,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1644,10-03-2019,13:00,0.133913,R,mgm-3,5.45,R,ugm-3 (FIDAS),2.03834,R,ugm-3,8.04962,R,ugm-3,11.17504,R,ugm-3,79.52865,R,ugm-3,1.722,R,ugm-3 (Ref.eq),1.06473,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1645,10-03-2019,14:00,0.136889,R,mgm-3,5.2,R,ugm-3 (FIDAS),1.47388,R,ugm-3,7.76404,R,ugm-3,10.02396,R,ugm-3,80.57639,R,ugm-3,1.816,R,ugm-3 (Ref.eq),0.97566,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1646,10-03-2019,15:00,0.101179,R,mgm-3,5.875,R,ugm-3 (FIDAS),1.63068,R,ugm-3,5.70109,R,ugm-3,8.20142,R,ugm-3,84.468,R,ugm-3,2.476,R,ugm-3 (Ref.eq),1.06436,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1647,10-03-2019,16:00,0.074397,R,mgm-3,5.825,R,ugm-3 (FIDAS),0.72126,R,ugm-3,4.60151,R,ugm-3,5.70742,R,ugm-3,86.4637,R,ugm-3,2.429,R,ugm-3 (Ref.eq),0.88697,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1648,10-03-2019,17:00,0.092251,R,mgm-3,7.125,R,ugm-3 (FIDAS),0.75262,R,ugm-3,7.67092,R,ugm-3,8.82492,R,ugm-3,82.57209,R,ugm-3,2.877,R,ugm-3 (Ref.eq),1.68524,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3
1649,10-03-2019,18:00,0.104155,R,mgm-3,7.525,R,ugm-3 (FIDAS),0.47039,R,ugm-3,11.60486,R,ugm-3,12.32611,R,ugm-3,78.13166,R,ugm-3,3.797,R,ugm-3 (Ref.eq),0.99784,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1650,10-03-2019,19:00,0.124986,R,mgm-3,7.55,R,ugm-3 (FIDAS),0.81534,R,ugm-3,11.60352,R,ugm-3,12.85369,R,ugm-3,77.1837,R,ugm-3,3.986,R,ugm-3 (Ref.eq),0.62088,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3
1651,10-03-2019,20:00,0.15772,R,mgm-3,2.325,R,ugm-3 (FIDAS),0.50175,R,ugm-3,21.43685,R,ugm-3,22.20619,R,ugm-3,65.40907,R,ugm-3,1.58,R,ugm-3 (Ref.eq),0.97566,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1652,10-03-2019,21:00,0.178551,R,mgm-3,3.525,R,ugm-3 (FIDAS),0.56446,R,ugm-3,40.66918,R,ugm-3,41.53468,R,ugm-3,43.00734,R,ugm-3,2.217,R,ugm-3 (Ref.eq),1.24175,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
1653,10-03-2019,22:00,0.193431,R,mgm-3,5.625,R,ugm-3 (FIDAS),0.65854,R,ugm-3,36.2084,R,ugm-3,37.21815,R,ugm-3,47.79702,R,ugm-3,3.302,R,ugm-3 (Ref.eq),1.33045,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
1654,10-03-2019,23:00,0.145817,R,mgm-3,5.775,R,ugm-3 (FIDAS),0.34495,R,ugm-3,17.84035,R,ugm-3,18.36927,R,ugm-3,66.35703,R,ugm-3,2.972,R,ugm-3 (Ref.eq),0.53218,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1655,10-03-2019,24:00,0.15772,R,mgm-3,5.675,R,ugm-3 (FIDAS),0.31359,R,ugm-3,33.38,R,ugm-3,33.86084,R,ugm-3,51.2396,R,ugm-3,2.972,R,ugm-3 (Ref.eq),1.77393,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3
1656,11-03-2019,01:00,0.138808,R,mgm-3,7.1,R,ugm-3 (FIDAS),0.33487,R,ugm-3,14.71578,R,ugm-3,15.22925,R,ugm-3,65.72505,R,ugm-3,3.703,R,ugm-3 (Ref.eq),1.96097,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1657,11-03-2019,02:00,0.10708,R,mgm-3,6.65,R,ugm-3 (FIDAS),0.2093,R,ugm-3,7.99758,R,ugm-3,8.3185,R,ugm-3,77.89882,R,ugm-3,3.373,R,ugm-3 (Ref.eq),,,,0.1,R,ugm-3,0.0,R,ugm-3
1658,11-03-2019,03:00,0.095183,R,mgm-3,7.625,R,ugm-3 (FIDAS),0.28255,R,ugm-3,6.23756,R,ugm-3,6.6708,R,ugm-3,79.67832,R,ugm-3,3.632,R,ugm-3 (Ref.eq),2.07239,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1659,11-03-2019,04:00,0.089234,R,mgm-3,7.55,R,ugm-3 (FIDAS),0.18837,R,ugm-3,6.86188,R,ugm-3,7.15071,R,ugm-3,75.8366,R,ugm-3,3.797,R,ugm-3 (Ref.eq),1.80499,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1660,11-03-2019,05:00,0.092208,R,mgm-3,8.0,R,ugm-3 (FIDAS),0.12558,R,ugm-3,6.43025,R,ugm-3,6.6228,R,ugm-3,76.68477,R,ugm-3,4.245,R,ugm-3 (Ref.eq),2.80776,R,ugm-3,0.7,R,ugm-3,-0.3,R,ugm-3
1661,11-03-2019,06:00,0.098157,R,mgm-3,8.05,R,ugm-3 (FIDAS),0.21976,R,ugm-3,7.48562,R,ugm-3,7.82259,R,ugm-3,75.53725,R,ugm-3,4.292,R,ugm-3 (Ref.eq),2.74091,R,ugm-3,0.4,R,ugm-3,-0.1,R,ugm-3
1662,11-03-2019,07:00,0.116003,R,mgm-3,7.1,R,ugm-3 (FIDAS),1.00462,R,ugm-3,15.92845,R,ugm-3,17.46885,R,ugm-3,68.20305,R,ugm-3,3.868,R,ugm-3 (Ref.eq),1.93869,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3
1663,11-03-2019,08:00,0.145749,R,mgm-3,7.45,R,ugm-3 (FIDAS),3.13945,R,ugm-3,23.6931,R,ugm-3,28.50685,R,ugm-3,61.41767,R,ugm-3,3.703,R,ugm-3 (Ref.eq),1.87184,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1664,11-03-2019,09:00,0.148722,R,mgm-3,7.875,R,ugm-3 (FIDAS),4.58359,R,ugm-3,22.19864,R,ugm-3,29.22672,R,ugm-3,61.66713,R,ugm-3,3.939,R,ugm-3 (Ref.eq),2.07239,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3
1665,11-03-2019,10:00,0.110054,R,mgm-3,9.025,R,ugm-3 (FIDAS),4.01849,R,ugm-3,19.03385,R,ugm-3,25.19545,R,ugm-3,68.30283,R,ugm-3,4.269,R,ugm-3 (Ref.eq),2.07239,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3
1666,11-03-2019,11:00,0.098157,R,mgm-3,12.25,R,ugm-3 (FIDAS),2.8569,R,ugm-3,11.98453,R,ugm-3,16.36504,R,ugm-3,77.68262,R,ugm-3,4.906,R,ugm-3 (Ref.eq),2.05011,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
1667,11-03-2019,12:00,0.086259,R,mgm-3,10.425,R,ugm-3 (FIDAS),2.04064,R,ugm-3,9.63676,R,ugm-3,12.7657,R,ugm-3,79.67832,R,ugm-3,4.646,R,ugm-3 (Ref.eq),1.67129,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3
1668,11-03-2019,13:00,0.10708,R,mgm-3,10.025,R,ugm-3 (FIDAS),2.41738,R,ugm-3,10.54684,R,ugm-3,14.25343,R,ugm-3,79.77811,R,ugm-3,4.292,R,ugm-3 (Ref.eq),1.60444,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1669,11-03-2019,14:00,0.08031,R,mgm-3,9.2,R,ugm-3 (FIDAS),1.53833,R,ugm-3,9.78307,R,ugm-3,12.14181,R,ugm-3,82.82155,R,ugm-3,4.057,R,ugm-3 (Ref.eq),1.33703,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
1670,11-03-2019,15:00,0.089234,R,mgm-3,11.6,R,ugm-3 (FIDAS),2.35459,R,ugm-3,11.50696,R,ugm-3,15.11727,R,ugm-3,81.57424,R,ugm-3,4.741,R,ugm-3 (Ref.eq),1.73814,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1671,11-03-2019,16:00,0.110054,R,mgm-3,11.975,R,ugm-3 (FIDAS),3.10805,R,ugm-3,13.56707,R,ugm-3,18.33269,R,ugm-3,77.98198,R,ugm-3,4.552,R,ugm-3 (Ref.eq),1.13648,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1672,11-03-2019,17:00,0.116003,R,mgm-3,9.15,R,ugm-3 (FIDAS),2.63714,R,ugm-3,19.42421,R,ugm-3,23.46776,R,ugm-3,69.00133,R,ugm-3,4.198,R,ugm-3 (Ref.eq),0.1337,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
1673,11-03-2019,18:00,0.136825,R,mgm-3,8.975,R,ugm-3 (FIDAS),1.03602,R,ugm-3,28.07011,R,ugm-3,29.65865,R,ugm-3,59.92089,R,ugm-3,4.151,R,ugm-3 (Ref.eq),0.53481,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
1674,11-03-2019,19:00,0.365857,R,mgm-3,11.625,R,ugm-3 (FIDAS),1.85227,R,ugm-3,47.21485,R,ugm-3,50.05496,R,ugm-3,40.91185,R,ugm-3,5.896,R,ugm-3 (Ref.eq),1.20333,R,ugm-3,1.0,R,ugm-3,0.2,R,ugm-3
1675,11-03-2019,20:00,0.220109,R,mgm-3,13.6,R,ugm-3 (FIDAS),0.87905,R,ugm-3,40.11666,R,ugm-3,41.46451,R,ugm-3,46.99874,R,ugm-3,7.335,R,ugm-3 (Ref.eq),1.13648,R,ugm-3,0.9,R,ugm-3,0.3,R,ugm-3
1676,11-03-2019,21:00,0.181442,R,mgm-3,13.925,R,ugm-3 (FIDAS),0.53371,R,ugm-3,25.62489,R,ugm-3,26.44323,R,ugm-3,60.32003,R,ugm-3,7.759,R,ugm-3 (Ref.eq),1.60444,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
1677,11-03-2019,22:00,0.16062,R,mgm-3,15.425,R,ugm-3 (FIDAS),0.43952,R,ugm-3,18.90654,R,ugm-3,19.58046,R,ugm-3,68.05337,R,ugm-3,8.278,R,ugm-3 (Ref.eq),1.47073,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
1678,11-03-2019,23:00,0.154671,R,mgm-3,14.35,R,ugm-3 (FIDAS),0.21976,R,ugm-3,13.38856,R,ugm-3,13.72552,R,ugm-3,74.19015,R,ugm-3,7.099,R,ugm-3 (Ref.eq),1.33703,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
1679,11-03-2019,24:00,0.148722,R,mgm-3,13.55,R,ugm-3 (FIDAS),0.37673,R,ugm-3,10.98826,R,ugm-3,11.56591,R,ugm-3,78.83015,R,ugm-3,6.675,R,ugm-3 (Ref.eq),1.33703,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3
1680,12-03-2019,01:00,0.083245,R,mgm-3,11.725,R,ugm-3 (FIDAS),0.12572,R,ugm-3,6.85033,R,ugm-3,7.0431,R,ugm-3,85.48248,R,ugm-3,5.967,R,ugm-3 (Ref.eq),0.62446,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1681,12-03-2019,02:00,0.083245,R,mgm-3,12.975,R,ugm-3 (FIDAS),0.33525,R,ugm-3,4.86432,R,ugm-3,5.37837,R,ugm-3,86.14772,R,ugm-3,6.651,R,ugm-3 (Ref.eq),0.80288,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1682,12-03-2019,03:00,0.089192,R,mgm-3,12.825,R,ugm-3 (FIDAS),0.12572,R,ugm-3,4.36924,R,ugm-3,4.56201,R,ugm-3,86.16435,R,ugm-3,6.981,R,ugm-3 (Ref.eq),0.26763,R,ugm-3,0.2,R,ugm-3,-0.1,R,ugm-3
1683,12-03-2019,04:00,0.086218,R,mgm-3,11.45,R,ugm-3 (FIDAS),0.12572,R,ugm-3,4.17716,R,ugm-3,4.36992,R,ugm-3,86.41381,R,ugm-3,6.392,R,ugm-3 (Ref.eq),0.93669,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1684,12-03-2019,05:00,0.095137,R,mgm-3,9.55,R,ugm-3 (FIDAS),0.15715,R,ugm-3,4.12897,R,ugm-3,4.36992,R,ugm-3,86.41381,R,ugm-3,5.259,R,ugm-3 (Ref.eq),1.47194,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1685,12-03-2019,06:00,0.104056,R,mgm-3,5.625,R,ugm-3 (FIDAS),0.25144,R,ugm-3,5.32898,R,ugm-3,5.71452,R,ugm-3,83.61983,R,ugm-3,3.538,R,ugm-3 (Ref.eq),1.94028,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1686,12-03-2019,07:00,0.112975,R,mgm-3,3.825,R,ugm-3 (FIDAS),0.28287,R,ugm-3,9.93884,R,ugm-3,10.37257,R,ugm-3,78.4809,R,ugm-3,2.547,R,ugm-3 (Ref.eq),1.60575,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1687,12-03-2019,08:00,0.112975,R,mgm-3,4.1,R,ugm-3 (FIDAS),0.91146,R,ugm-3,13.82514,R,ugm-3,15.2227,R,ugm-3,75.68692,R,ugm-3,2.736,R,ugm-3 (Ref.eq),2.141,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1688,12-03-2019,09:00,0.124867,R,mgm-3,5.25,R,ugm-3 (FIDAS),1.72864,R,ugm-3,14.34894,R,ugm-3,16.99948,R,ugm-3,75.08821,R,ugm-3,3.137,R,ugm-3 (Ref.eq),2.07409,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
1689,12-03-2019,10:00,0.124867,R,mgm-3,4.3,R,ugm-3 (FIDAS),1.72864,R,ugm-3,12.13997,R,ugm-3,14.79051,R,ugm-3,77.48305,R,ugm-3,2.547,R,ugm-3 (Ref.eq),2.00719,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1690,12-03-2019,11:00,0.121895,R,mgm-3,5.725,R,ugm-3 (FIDAS),1.66578,R,ugm-3,13.72501,R,ugm-3,16.27917,R,ugm-3,74.83875,R,ugm-3,3.278,R,ugm-3 (Ref.eq),3.01078,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1691,12-03-2019,12:00,0.124867,R,mgm-3,5.175,R,ugm-3 (FIDAS),1.69721,R,ugm-3,15.50162,R,ugm-3,18.10397,R,ugm-3,71.29638,R,ugm-3,2.83,R,ugm-3 (Ref.eq),3.01078,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1692,12-03-2019,13:00,,,,3.625,R,ugm-3 (FIDAS),1.4772,R,ugm-3,17.32762,R,ugm-3,19.59263,R,ugm-3,68.30283,R,ugm-3,2.241,R,ugm-3 (Ref.eq),2.40863,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1693,12-03-2019,14:00,0.124867,R,mgm-3,2.75,R,ugm-3 (FIDAS),1.63435,R,ugm-3,15.598,R,ugm-3,18.10397,R,ugm-3,89.00822,R,ugm-3,1.226,R,ugm-3 (Ref.eq),0.46835,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1694,12-03-2019,15:00,0.115948,R,mgm-3,2.75,R,ugm-3 (FIDAS),1.7915,R,ugm-3,26.83409,R,ugm-3,29.58102,R,ugm-3,76.93424,R,ugm-3,1.109,R,ugm-3 (Ref.eq),0.06691,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
1695,12-03-2019,16:00,0.127841,R,mgm-3,1.45,R,ugm-3 (FIDAS),1.91722,R,ugm-3,23.56798,R,ugm-3,26.50767,R,ugm-3,77.33338,R,ugm-3,0.684,R,ugm-3 (Ref.eq),0.06691,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1696,12-03-2019,17:00,,,,2.775,R,ugm-3 (FIDAS),,,,,,,,,,,,,1.321,R,ugm-3 (Ref.eq),,,,0.6,R,ugm-3,0.1,R,ugm-3
1697,12-03-2019,18:00,0.19622,R,mgm-3,2.925,R,ugm-3 (FIDAS),1.69721,R,ugm-3,33.79767,R,ugm-3,36.40002,R,ugm-3,50.94024,R,ugm-3,1.627,R,ugm-3 (Ref.eq),,,,0.5,R,ugm-3,0.2,R,ugm-3
1698,12-03-2019,19:00,0.169463,R,mgm-3,3.875,R,ugm-3 (FIDAS),0.97432,R,ugm-3,41.58102,R,ugm-3,43.07496,R,ugm-3,46.20046,R,ugm-3,2.359,R,ugm-3 (Ref.eq),0.93669,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
1699,12-03-2019,20:00,0.154598,R,mgm-3,6.8,R,ugm-3 (FIDAS),0.75432,R,ugm-3,35.72363,R,ugm-3,36.88024,R,ugm-3,49.59315,R,ugm-3,3.703,R,ugm-3 (Ref.eq),1.0705,R,ugm-3,0.6,R,ugm-3,0.3,R,ugm-3
1700,12-03-2019,21:00,0.10703,R,mgm-3,8.325,R,ugm-3 (FIDAS),0.40859,R,ugm-3,21.70334,R,ugm-3,22.32983,R,ugm-3,62.21595,R,ugm-3,4.623,R,ugm-3 (Ref.eq),0.93669,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3
1701,12-03-2019,22:00,0.095137,R,mgm-3,9.85,R,ugm-3 (FIDAS),0.37716,R,ugm-3,17.95786,R,ugm-3,18.53616,R,ugm-3,63.91229,R,ugm-3,5.165,R,ugm-3 (Ref.eq),1.27122,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1702,12-03-2019,23:00,0.083245,R,mgm-3,13.65,R,ugm-3 (FIDAS),0.18858,R,ugm-3,12.14832,R,ugm-3,12.43748,R,ugm-3,70.64778,R,ugm-3,7.052,R,ugm-3 (Ref.eq),1.33812,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3
1703,12-03-2019,24:00,0.071353,R,mgm-3,15.675,R,ugm-3 (FIDAS),0.3143,R,ugm-3,7.68168,R,ugm-3,8.16359,R,ugm-3,77.53295,R,ugm-3,8.538,R,ugm-3 (Ref.eq),1.47194,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3
1704,13-03-2019,01:00,0.075445,R,mgm-3,17.375,R,ugm-3 (FIDAS),0.12602,R,ugm-3,5.89787,R,ugm-3,6.09111,R,ugm-3,80.29366,R,ugm-3,9.34,R,ugm-3 (Ref.eq),1.33877,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1705,13-03-2019,02:00,0.079415,R,mgm-3,16.55,R,ugm-3 (FIDAS),0.16803,R,ugm-3,4.61524,R,ugm-3,4.87288,R,ugm-3,80.55976,R,ugm-3,9.127,R,ugm-3 (Ref.eq),0.26776,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1706,13-03-2019,03:00,0.074452,R,mgm-3,16.45,R,ugm-3 (FIDAS),0.18904,R,ugm-3,3.50908,R,ugm-3,3.79893,R,ugm-3,81.47445,R,ugm-3,8.679,R,ugm-3 (Ref.eq),2.0751,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1707,13-03-2019,04:00,0.074452,R,mgm-3,17.275,R,ugm-3 (FIDAS),0.12602,R,ugm-3,3.55761,R,ugm-3,3.75084,R,ugm-3,82.5222,R,ugm-3,9.127,R,ugm-3 (Ref.eq),3.14611,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1708,13-03-2019,05:00,0.07743,R,mgm-3,16.6,R,ugm-3 (FIDAS),0.25205,R,ugm-3,4.95126,R,ugm-3,5.33773,R,ugm-3,82.32263,R,ugm-3,8.915,R,ugm-3 (Ref.eq),2.9453,R,ugm-3,0.1,R,ugm-3,0.0,R,ugm-3
1709,13-03-2019,06:00,0.086364,R,mgm-3,14.65,R,ugm-3 (FIDAS),0.34657,R,ugm-3,8.60527,R,ugm-3,9.13666,R,ugm-3,79.12951,R,ugm-3,7.995,R,ugm-3 (Ref.eq),1.94122,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1710,13-03-2019,07:00,0.095298,R,mgm-3,12.85,R,ugm-3 (FIDAS),0.94518,R,ugm-3,13.50601,R,ugm-3,14.95527,R,ugm-3,74.19015,R,ugm-3,7.17,R,ugm-3 (Ref.eq),2.20897,R,ugm-3,0.1,R,ugm-3,0.1,R,ugm-3
1711,13-03-2019,08:00,0.136991,R,mgm-3,13.425,R,ugm-3 (FIDAS),6.17517,R,ugm-3,18.90327,R,ugm-3,28.37173,R,ugm-3,67.40477,R,ugm-3,7.925,R,ugm-3 (Ref.eq),1.33877,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3
1712,13-03-2019,09:00,0.336522,R,mgm-3,13.45,R,ugm-3 (FIDAS),6.23818,R,ugm-3,24.0963,R,ugm-3,33.66137,R,ugm-3,69.79961,R,ugm-3,7.783,R,ugm-3 (Ref.eq),1.07102,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1713,13-03-2019,10:00,0.10721,R,mgm-3,10.075,R,ugm-3 (FIDAS),2.42596,R,ugm-3,12.77432,R,ugm-3,16.49407,R,ugm-3,70.79746,R,ugm-3,5.778,R,ugm-3 (Ref.eq),0.73632,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1714,13-03-2019,11:00,0.086364,R,mgm-3,10.0,R,ugm-3 (FIDAS),2.52048,R,ugm-3,12.82175,R,ugm-3,16.68642,R,ugm-3,70.19875,R,ugm-3,5.401,R,ugm-3 (Ref.eq),0.46857,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
1715,13-03-2019,12:00,0.080408,R,mgm-3,10.075,R,ugm-3 (FIDAS),2.48897,R,ugm-3,11.04273,R,ugm-3,14.85909,R,ugm-3,73.64133,R,ugm-3,5.118,R,ugm-3 (Ref.eq),1.40571,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3
1716,13-03-2019,13:00,0.113167,R,mgm-3,10.25,R,ugm-3 (FIDAS),2.61499,R,ugm-3,13.06152,R,ugm-3,17.07112,R,ugm-3,72.99273,R,ugm-3,4.693,R,ugm-3 (Ref.eq),0.60245,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1717,13-03-2019,14:00,0.083386,R,mgm-3,12.375,R,ugm-3 (FIDAS),2.42596,R,ugm-3,13.54372,R,ugm-3,17.26348,R,ugm-3,74.88864,R,ugm-3,4.906,R,ugm-3 (Ref.eq),0.8702,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
1718,13-03-2019,15:00,0.086364,R,mgm-3,11.575,R,ugm-3 (FIDAS),2.07939,R,ugm-3,14.36364,R,ugm-3,17.552,R,ugm-3,74.04047,R,ugm-3,4.623,R,ugm-3 (Ref.eq),1.47265,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1719,13-03-2019,16:00,0.089342,R,mgm-3,13.35,R,ugm-3 (FIDAS),3.05608,R,ugm-3,15.60708,R,ugm-3,20.293,R,ugm-3,72.64348,R,ugm-3,4.623,R,ugm-3 (Ref.eq),2.14204,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
1720,13-03-2019,17:00,0.09232,R,mgm-3,10.875,R,ugm-3 (FIDAS),2.1109,R,ugm-3,17.2006,R,ugm-3,20.43726,R,ugm-3,69.15101,R,ugm-3,4.811,R,ugm-3 (Ref.eq),1.53959,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
1721,13-03-2019,18:00,0.098276,R,mgm-3,12.525,R,ugm-3 (FIDAS),1.29174,R,ugm-3,19.99542,R,ugm-3,21.97607,R,ugm-3,67.70412,R,ugm-3,6.297,R,ugm-3 (Ref.eq),2.34285,R,ugm-3,0.5,R,ugm-3,0.0,R,ugm-3
1722,13-03-2019,19:00,0.083386,R,mgm-3,13.35,R,ugm-3 (FIDAS),0.75614,R,ugm-3,19.71065,R,ugm-3,20.87005,R,ugm-3,68.65208,R,ugm-3,7.288,R,ugm-3 (Ref.eq),2.0751,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3
1723,13-03-2019,20:00,0.083386,R,mgm-3,14.175,R,ugm-3 (FIDAS),1.32325,R,ugm-3,15.66731,R,ugm-3,17.69627,R,ugm-3,73.59144,R,ugm-3,7.17,R,ugm-3 (Ref.eq),2.67754,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3
1724,13-03-2019,21:00,0.098276,R,mgm-3,11.475,R,ugm-3 (FIDAS),1.0712,R,ugm-3,25.47896,R,ugm-3,27.12145,R,ugm-3,62.11616,R,ugm-3,6.675,R,ugm-3 (Ref.eq),2.34285,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3
1725,13-03-2019,22:00,0.160816,R,mgm-3,9.9,R,ugm-3 (FIDAS),0.75614,R,ugm-3,28.02982,R,ugm-3,29.18922,R,ugm-3,55.58025,R,ugm-3,5.519,R,ugm-3 (Ref.eq),3.74856,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3
1726,13-03-2019,23:00,0.113167,R,mgm-3,13.925,R,ugm-3 (FIDAS),0.37807,R,ugm-3,22.35812,R,ugm-3,22.93782,R,ugm-3,58.82326,R,ugm-3,7.665,R,ugm-3 (Ref.eq),4.41795,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3
1727,13-03-2019,24:00,0.101254,R,mgm-3,9.825,R,ugm-3 (FIDAS),0.37807,R,ugm-3,13.89469,R,ugm-3,14.47439,R,ugm-3,67.40477,R,ugm-3,6.038,R,ugm-3 (Ref.eq),4.08325,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3
