,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Ozone,status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5
1931,22-03-2019,12:00,13.0,R,ugm-3 (FIDAS),4.75119,R,ugm-3,31.09704,R,ugm-3,38.38209,R,ugm-3,42.80777,R,ugm-3,10.047,R,ugm-3 (Ref.eq)
1932,22-03-2019,13:00,13.733,R,ugm-3 (FIDAS),4.25969,R,ugm-3,28.26769,R,ugm-3,34.79911,R,ugm-3,44.10497,R,ugm-3,10.833,R,ugm-3 (Ref.eq)
1933,22-03-2019,14:00,15.548,R,ugm-3 (FIDAS),4.39075,R,ugm-3,29.04836,R,ugm-3,35.78075,R,ugm-3,42.05938,R,ugm-3,11.936,R,ugm-3 (Ref.eq)
1934,22-03-2019,15:00,15.4,R,ugm-3 (FIDAS),6.48783,R,ugm-3,38.88869,R,ugm-3,48.83655,R,ugm-3,31.53206,R,ugm-3,11.349,R,ugm-3 (Ref.eq)
1935,22-03-2019,16:00,12.933,R,ugm-3 (FIDAS),5.24269,R,ugm-3,35.88968,R,ugm-3,43.92836,R,ugm-3,33.02884,R,ugm-3,8.695,R,ugm-3 (Ref.eq)
1936,22-03-2019,17:00,12.753,R,ugm-3 (FIDAS),5.14439,R,ugm-3,39.3289,R,ugm-3,47.21685,R,ugm-3,30.53421,R,ugm-3,9.158,R,ugm-3 (Ref.eq)
1937,22-03-2019,18:00,15.13,R,ugm-3 (FIDAS),3.99755,R,ugm-3,45.21024,R,ugm-3,51.33973,R,ugm-3,24.597,R,ugm-3,11.481,R,ugm-3 (Ref.eq)
1938,22-03-2019,19:00,13.08,R,ugm-3 (FIDAS),1.37621,R,ugm-3,27.09362,R,ugm-3,29.20377,R,ugm-3,40.5626,R,ugm-3,10.215,R,ugm-3 (Ref.eq)
1939,22-03-2019,20:00,12.248,R,ugm-3 (FIDAS),6.38953,R,ugm-3,49.73928,R,ugm-3,59.53642,R,ugm-3,21.55356,R,ugm-3,9.401,R,ugm-3 (Ref.eq)
1940,22-03-2019,21:00,14.218,R,ugm-3 (FIDAS),7.76573,R,ugm-3,61.17575,R,ugm-3,73.08304,R,ugm-3,13.07184,R,ugm-3,11.08,R,ugm-3 (Ref.eq)
1941,22-03-2019,22:00,18.623,R,ugm-3 (FIDAS),20.74139,R,ugm-3,70.1893,R,ugm-3,101.99232,R,ugm-3,5.3385,R,ugm-3,14.724,R,ugm-3 (Ref.eq)
1942,22-03-2019,23:00,16.395,R,ugm-3 (FIDAS),8.74874,R,ugm-3,59.61941,R,ugm-3,73.03396,R,ugm-3,6.58581,R,ugm-3,12.498,R,ugm-3 (Ref.eq)
1943,22-03-2019,24:00,17.63,R,ugm-3 (FIDAS),15.3021,R,ugm-3,56.98244,R,ugm-3,80.44534,R,ugm-3,7.53377,R,ugm-3,14.109,R,ugm-3 (Ref.eq)
1944,23-03-2019,01:00,21.683,R,ugm-3 (FIDAS),1.70188,R,ugm-3,36.42995,R,ugm-3,39.03946,R,ugm-3,17.0965,R,ugm-3,18.064,R,ugm-3 (Ref.eq)
1945,23-03-2019,02:00,23.228,R,ugm-3 (FIDAS),0.91639,R,ugm-3,28.1524,R,ugm-3,29.55751,R,ugm-3,23.21664,R,ugm-3,19.745,R,ugm-3 (Ref.eq)
1946,23-03-2019,03:00,21.445,R,ugm-3 (FIDAS),0.4582,R,ugm-3,23.52545,R,ugm-3,24.22801,R,ugm-3,28.78797,R,ugm-3,17.276,R,ugm-3 (Ref.eq)
1947,23-03-2019,04:00,18.93,R,ugm-3 (FIDAS),0.49093,R,ugm-3,19.30648,R,ugm-3,20.05922,R,ugm-3,35.72303,R,ugm-3,15.46,R,ugm-3 (Ref.eq)
1948,23-03-2019,05:00,21.348,R,ugm-3 (FIDAS),1.50551,R,ugm-3,22.50813,R,ugm-3,24.81654,R,ugm-3,28.6383,R,ugm-3,16.882,R,ugm-3 (Ref.eq)
1949,23-03-2019,06:00,22.59,R,ugm-3 (FIDAS),3.76376,R,ugm-3,33.02322,R,ugm-3,38.79424,R,ugm-3,18.06109,R,ugm-3,18.12,R,ugm-3 (Ref.eq)
1950,23-03-2019,07:00,24.92,R,ugm-3 (FIDAS),14.59685,R,ugm-3,50.35154,R,ugm-3,72.73306,R,ugm-3,6.03699,R,ugm-3,17.809,R,ugm-3 (Ref.eq)
1951,23-03-2019,08:00,21.2,R,ugm-3 (FIDAS),11.22583,R,ugm-3,41.29745,R,ugm-3,58.51014,R,ugm-3,18.80947,R,ugm-3,14.146,R,ugm-3 (Ref.eq)
1952,23-03-2019,09:00,14.938,R,ugm-3 (FIDAS),3.76376,R,ugm-3,23.85189,R,ugm-3,29.62291,R,ugm-3,43.70583,R,ugm-3,9.005,R,ugm-3 (Ref.eq)
1953,23-03-2019,10:00,12.468,R,ugm-3 (FIDAS),3.50193,R,ugm-3,17.43616,R,ugm-3,22.80571,R,ugm-3,52.98584,R,ugm-3,6.576,R,ugm-3 (Ref.eq)
1954,23-03-2019,11:00,12.213,R,ugm-3 (FIDAS),6.41476,R,ugm-3,18.36479,R,ugm-3,28.20061,R,ugm-3,55.82971,R,ugm-3,5.75,R,ugm-3 (Ref.eq)
1955,23-03-2019,12:00,15.038,R,ugm-3 (FIDAS),5.04017,R,ugm-3,16.15655,R,ugm-3,23.88469,R,ugm-3,57.47616,R,ugm-3,6.75,R,ugm-3 (Ref.eq)
1956,23-03-2019,13:00,13.59,R,ugm-3 (FIDAS),4.90925,R,ugm-3,15.96492,R,ugm-3,23.49234,R,ugm-3,60.86885,R,ugm-3,6.88,R,ugm-3 (Ref.eq)
1957,23-03-2019,14:00,12.83,R,ugm-3 (FIDAS),5.59655,R,ugm-3,10.20281,R,ugm-3,18.78406,R,ugm-3,66.05767,R,ugm-3,7.008,R,ugm-3 (Ref.eq)
1958,23-03-2019,15:00,12.14,R,ugm-3 (FIDAS),4.97471,R,ugm-3,10.86201,R,ugm-3,18.48979,R,ugm-3,70.09896,R,ugm-3,7.076,R,ugm-3 (Ref.eq)
1959,23-03-2019,16:00,12.265,R,ugm-3 (FIDAS),3.17465,R,ugm-3,10.77748,R,ugm-3,15.64521,R,ugm-3,70.59789,R,ugm-3,7.209,R,ugm-3 (Ref.eq)
1960,23-03-2019,17:00,14.75,R,ugm-3 (FIDAS),5.17108,R,ugm-3,15.80868,R,ugm-3,23.73756,R,ugm-3,62.46541,R,ugm-3,8.067,R,ugm-3 (Ref.eq)
1961,23-03-2019,18:00,14.903,R,ugm-3 (FIDAS),5.49836,R,ugm-3,19.57373,R,ugm-3,28.00444,R,ugm-3,60.17036,R,ugm-3,8.677,R,ugm-3 (Ref.eq)
1962,23-03-2019,19:00,17.23,R,ugm-3 (FIDAS),3.46921,R,ugm-3,32.49397,R,ugm-3,37.81335,R,ugm-3,50.84046,R,ugm-3,9.71,R,ugm-3 (Ref.eq)
1963,23-03-2019,20:00,22.665,R,ugm-3 (FIDAS),4.8438,R,ugm-3,39.70476,R,ugm-3,47.13181,R,ugm-3,39.06583,R,ugm-3,14.578,R,ugm-3 (Ref.eq)
1964,23-03-2019,21:00,15.913,R,ugm-3 (FIDAS),5.79292,R,ugm-3,40.89786,R,ugm-3,49.78021,R,ugm-3,47.2482,R,ugm-3,9.894,R,ugm-3 (Ref.eq)
1965,23-03-2019,22:00,18.388,R,ugm-3 (FIDAS),2.84737,R,ugm-3,35.75254,R,ugm-3,40.11844,R,ugm-3,49.59315,R,ugm-3,10.771,R,ugm-3 (Ref.eq)
1966,23-03-2019,23:00,18.663,R,ugm-3 (FIDAS),7.23297,R,ugm-3,46.34077,R,ugm-3,57.43116,R,ugm-3,38.86626,R,ugm-3,10.62,R,ugm-3 (Ref.eq)
1967,23-03-2019,24:00,29.16,R,ugm-3 (FIDAS),18.13151,R,ugm-3,77.3012,R,ugm-3,105.10246,R,ugm-3,8.08259,R,ugm-3,14.762,R,ugm-3 (Ref.eq)
1968,24-03-2019,01:00,25.82,R,ugm-3 (FIDAS),8.89166,R,ugm-3,77.25821,R,ugm-3,90.89189,R,ugm-3,4.59011,R,ugm-3,15.116,R,ugm-3 (Ref.eq)
1969,24-03-2019,02:00,21.895,R,ugm-3 (FIDAS),4.96887,R,ugm-3,61.90596,R,ugm-3,69.52478,R,ugm-3,3.65878,R,ugm-3,12.788,R,ugm-3 (Ref.eq)
1970,24-03-2019,03:00,26.833,R,ugm-3 (FIDAS),14.93929,R,ugm-3,55.35779,R,ugm-3,78.26439,R,ugm-3,0.6985,R,ugm-3,12.528,R,ugm-3 (Ref.eq)
1971,24-03-2019,04:00,19.133,R,ugm-3 (FIDAS),27.19801,R,ugm-3,51.45952,R,ugm-3,93.16256,R,ugm-3,0.79828,R,ugm-3,11.561,R,ugm-3 (Ref.eq)
1972,24-03-2019,05:00,20.518,R,ugm-3 (FIDAS),27.03456,R,ugm-3,47.54454,R,ugm-3,88.99695,R,ugm-3,0.59871,R,ugm-3,12.816,R,ugm-3 (Ref.eq)
1973,24-03-2019,06:00,21.843,R,ugm-3 (FIDAS),26.67497,R,ugm-3,52.40852,R,ugm-3,93.30958,R,ugm-3,1.29721,R,ugm-3,12.066,R,ugm-3 (Ref.eq)
1974,24-03-2019,07:00,20.033,R,ugm-3 (FIDAS),23.0137,R,ugm-3,47.82891,R,ugm-3,83.11609,R,ugm-3,3.09334,R,ugm-3,12.936,R,ugm-3 (Ref.eq)
1975,24-03-2019,08:00,23.308,R,ugm-3 (FIDAS),26.44614,R,ugm-3,42.07584,R,ugm-3,82.62602,R,ugm-3,10.52732,R,ugm-3,13.884,R,ugm-3 (Ref.eq)
1976,24-03-2019,09:00,19.548,R,ugm-3 (FIDAS),10.29732,R,ugm-3,34.59032,R,ugm-3,50.37933,R,ugm-3,31.78152,R,ugm-3,13.097,R,ugm-3 (Ref.eq)
1977,24-03-2019,10:00,14.628,R,ugm-3 (FIDAS),3.49782,R,ugm-3,14.33762,R,ugm-3,19.70087,R,ugm-3,57.02713,R,ugm-3,9.243,R,ugm-3 (Ref.eq)
1978,24-03-2019,11:00,17.335,R,ugm-3 (FIDAS),3.36706,R,ugm-3,13.31293,R,ugm-3,18.47569,R,ugm-3,60.61939,R,ugm-3,11.642,R,ugm-3 (Ref.eq)
1979,24-03-2019,12:00,19.785,R,ugm-3 (FIDAS),3.49782,R,ugm-3,12.32832,R,ugm-3,17.69157,R,ugm-3,67.60434,R,ugm-3,12.785,R,ugm-3 (Ref.eq)
1980,24-03-2019,13:00,13.853,R,ugm-3 (FIDAS),1.99409,R,ugm-3,8.50813,R,ugm-3,11.56568,R,ugm-3,76.5351,R,ugm-3,9.448,R,ugm-3 (Ref.eq)
1981,24-03-2019,14:00,13.868,R,ugm-3 (FIDAS),2.48443,R,ugm-3,8.83443,R,ugm-3,12.64384,R,ugm-3,77.88219,R,ugm-3,9.076,R,ugm-3 (Ref.eq)
1982,24-03-2019,15:00,12.733,R,ugm-3 (FIDAS),3.69396,R,ugm-3,11.88056,R,ugm-3,17.54455,R,ugm-3,76.78456,R,ugm-3,7.439,R,ugm-3 (Ref.eq)
1983,24-03-2019,16:00,11.97,R,ugm-3 (FIDAS),2.5825,R,ugm-3,10.49732,R,ugm-3,14.4571,R,ugm-3,73.79101,R,ugm-3,7.231,R,ugm-3 (Ref.eq)
1984,24-03-2019,17:00,10.345,R,ugm-3 (FIDAS),2.97478,R,ugm-3,14.60052,R,ugm-3,19.16179,R,ugm-3,73.49165,R,ugm-3,5.752,R,ugm-3 (Ref.eq)
1985,24-03-2019,18:00,11.315,R,ugm-3 (FIDAS),4.15162,R,ugm-3,18.77493,R,ugm-3,25.14066,R,ugm-3,67.75402,R,ugm-3,6.282,R,ugm-3 (Ref.eq)
1986,24-03-2019,19:00,11.445,R,ugm-3 (FIDAS),9.44739,R,ugm-3,48.83142,R,ugm-3,63.31721,R,ugm-3,41.95959,R,ugm-3,5.679,R,ugm-3 (Ref.eq)
1987,24-03-2019,20:00,9.295,R,ugm-3 (FIDAS),7.35523,R,ugm-3,51.6963,R,ugm-3,62.97416,R,ugm-3,36.87056,R,ugm-3,4.667,R,ugm-3 (Ref.eq)
1988,24-03-2019,21:00,9.789,R,ugm-3 (FIDAS),4.47852,R,ugm-3,44.63953,R,ugm-3,51.50649,R,ugm-3,38.36733,R,ugm-3,5.908,R,ugm-3 (Ref.eq)
1989,24-03-2019,22:00,24.843,R,ugm-3 (FIDAS),2.12484,R,ugm-3,42.4166,R,ugm-3,45.67465,R,ugm-3,36.27185,R,ugm-3,6.124,R,ugm-3 (Ref.eq)
1990,24-03-2019,23:00,9.501,R,ugm-3 (FIDAS),0.52304,R,ugm-3,28.21024,R,ugm-3,29.01222,R,ugm-3,44.00519,R,ugm-3,4.77,R,ugm-3 (Ref.eq)
1991,24-03-2019,24:00,11.336,R,ugm-3 (FIDAS),0.78456,R,ugm-3,30.79868,R,ugm-3,32.00166,R,ugm-3,41.21121,R,ugm-3,5.249,R,ugm-3 (Ref.eq)
1992,25-03-2019,01:00,9.568,R,ugm-3 (FIDAS),0.47889,R,ugm-3,19.63712,R,ugm-3,20.3714,R,ugm-3,53.95042,R,ugm-3,4.805,R,ugm-3 (Ref.eq)
1993,25-03-2019,02:00,8.786,R,ugm-3 (FIDAS),0.43535,R,ugm-3,9.71405,R,ugm-3,10.38158,R,ugm-3,65.39244,R,ugm-3,5.012,R,ugm-3 (Ref.eq)
1994,25-03-2019,03:00,9.259,R,ugm-3 (FIDAS),0.42447,R,ugm-3,5.37243,R,ugm-3,6.02328,R,ugm-3,70.14886,R,ugm-3,5.387,R,ugm-3 (Ref.eq)
1995,25-03-2019,04:00,11.812,R,ugm-3 (FIDAS),0.55508,R,ugm-3,5.71084,R,ugm-3,6.56194,R,ugm-3,75.43746,R,ugm-3,6.632,R,ugm-3 (Ref.eq)
1996,25-03-2019,05:00,14.838,R,ugm-3 (FIDAS),0.48977,R,ugm-3,10.41412,R,ugm-3,11.1651,R,ugm-3,73.49165,R,ugm-3,7.932,R,ugm-3 (Ref.eq)
1997,25-03-2019,06:00,16.328,R,ugm-3 (FIDAS),0.65303,R,ugm-3,16.77471,R,ugm-3,17.77601,R,ugm-3,64.61079,R,ugm-3,8.127,R,ugm-3 (Ref.eq)
1998,25-03-2019,07:00,16.67,R,ugm-3 (FIDAS),3.10189,R,ugm-3,34.56652,R,ugm-3,39.32268,R,ugm-3,52.13766,R,ugm-3,8.076,R,ugm-3 (Ref.eq)
1999,25-03-2019,08:00,27.23,R,ugm-3 (FIDAS),5.12628,R,ugm-3,25.1454,R,ugm-3,33.00559,R,ugm-3,62.11616,R,ugm-3,9.4,R,ugm-3 (Ref.eq)
2000,25-03-2019,09:00,27.26,R,ugm-3 (FIDAS),5.15893,R,ugm-3,16.72151,R,ugm-3,24.63177,R,ugm-3,67.70412,R,ugm-3,9.111,R,ugm-3 (Ref.eq)
2001,25-03-2019,10:00,19.055,R,ugm-3 (FIDAS),5.28954,R,ugm-3,14.12174,R,ugm-3,22.23225,R,ugm-3,70.4981,R,ugm-3,6.977,R,ugm-3 (Ref.eq)
2002,25-03-2019,11:00,13.68,R,ugm-3 (FIDAS),3.65697,R,ugm-3,9.9651,R,ugm-3,15.57237,R,ugm-3,75.73682,R,ugm-3,5.666,R,ugm-3 (Ref.eq)
2003,25-03-2019,12:00,13.113,R,ugm-3 (FIDAS),3.39575,R,ugm-3,12.47132,R,ugm-3,17.67807,R,ugm-3,73.79101,R,ugm-3,5.072,R,ugm-3 (Ref.eq)
2004,25-03-2019,13:00,10.18,R,ugm-3 (FIDAS),3.65697,R,ugm-3,13.05019,R,ugm-3,18.65746,R,ugm-3,75.58714,R,ugm-3,4.824,R,ugm-3 (Ref.eq)
2005,25-03-2019,14:00,10.555,R,ugm-3 (FIDAS),4.24469,R,ugm-3,11.36551,R,ugm-3,17.87395,R,ugm-3,76.4852,R,ugm-3,4.784,R,ugm-3 (Ref.eq)
2006,25-03-2019,15:00,10.727,R,ugm-3 (FIDAS),4.76711,R,ugm-3,13.1109,R,ugm-3,20.42037,R,ugm-3,78.28133,R,ugm-3,4.671,R,ugm-3 (Ref.eq)
2007,25-03-2019,16:00,14.063,R,ugm-3 (FIDAS),6.26908,R,ugm-3,13.06052,R,ugm-3,22.67298,R,ugm-3,75.08821,R,ugm-3,6.355,R,ugm-3 (Ref.eq)
2008,25-03-2019,17:00,17.415,R,ugm-3 (FIDAS),5.09363,R,ugm-3,19.07425,R,ugm-3,26.88437,R,ugm-3,67.60434,R,ugm-3,9.822,R,ugm-3 (Ref.eq)
2009,25-03-2019,18:00,17.015,R,ugm-3 (FIDAS),6.26908,R,ugm-3,28.43701,R,ugm-3,38.04947,R,ugm-3,60.86885,R,ugm-3,9.309,R,ugm-3 (Ref.eq)
2010,25-03-2019,19:00,17.375,R,ugm-3 (FIDAS),5.25689,R,ugm-3,38.85254,R,ugm-3,46.91299,R,ugm-3,46.5497,R,ugm-3,8.027,R,ugm-3 (Ref.eq)
2011,25-03-2019,20:00,19.213,R,ugm-3 (FIDAS),9.59953,R,ugm-3,69.85162,R,ugm-3,84.5707,R,ugm-3,12.6727,R,ugm-3,9.482,R,ugm-3 (Ref.eq)
2012,25-03-2019,21:00,26.145,R,ugm-3 (FIDAS),24.4886,R,ugm-3,83.30859,R,ugm-3,120.85726,R,ugm-3,2.19527,R,ugm-3,11.245,R,ugm-3 (Ref.eq)
2013,25-03-2019,22:00,26.713,R,ugm-3 (FIDAS),23.86822,R,ugm-3,86.31655,R,ugm-3,122.91398,R,ugm-3,2.99355,R,ugm-3,11.946,R,ugm-3 (Ref.eq)
2014,25-03-2019,23:00,29.048,R,ugm-3 (FIDAS),25.72936,R,ugm-3,90.26964,R,ugm-3,129.72078,R,ugm-3,1.9957,R,ugm-3,11.976,R,ugm-3 (Ref.eq)
2015,25-03-2019,24:00,33.423,R,ugm-3 (FIDAS),56.51969,R,ugm-3,73.86041,R,ugm-3,160.52273,R,ugm-3,1.09764,R,ugm-3,12.639,R,ugm-3 (Ref.eq)
2016,26-03-2019,01:00,27.953,R,ugm-3 (FIDAS),93.75157,R,ugm-3,70.57307,R,ugm-3,214.32347,R,ugm-3,0.93133,R,ugm-3,15.293,R,ugm-3 (Ref.eq)
2017,26-03-2019,02:00,29.228,R,ugm-3 (FIDAS),76.27099,R,ugm-3,67.82114,R,ugm-3,184.76836,R,ugm-3,,,,15.877,R,ugm-3 (Ref.eq)
2018,26-03-2019,03:00,24.738,R,ugm-3 (FIDAS),47.12582,R,ugm-3,56.28657,R,ugm-3,128.54515,R,ugm-3,,,,14.245,R,ugm-3 (Ref.eq)
2019,26-03-2019,04:00,25.253,R,ugm-3 (FIDAS),38.64643,R,ugm-3,56.56572,R,ugm-3,115.82275,R,ugm-3,0.59871,R,ugm-3,14.476,R,ugm-3 (Ref.eq)
2020,26-03-2019,05:00,24.115,R,ugm-3 (FIDAS),28.21026,R,ugm-3,50.25449,R,ugm-3,93.50962,R,ugm-3,0.6486,R,ugm-3,13.561,R,ugm-3 (Ref.eq)
2021,26-03-2019,06:00,24.008,R,ugm-3 (FIDAS),39.20085,R,ugm-3,50.52879,R,ugm-3,110.63593,R,ugm-3,0.74839,R,ugm-3,13.632,R,ugm-3 (Ref.eq)
2022,26-03-2019,07:00,22.805,R,ugm-3 (FIDAS),28.63423,R,ugm-3,57.97183,R,ugm-3,101.87705,R,ugm-3,3.09334,R,ugm-3,13.887,R,ugm-3 (Ref.eq)
2023,26-03-2019,08:00,40.228,R,ugm-3 (FIDAS),33.65664,R,ugm-3,59.0298,R,ugm-3,110.63593,R,ugm-3,6.18667,R,ugm-3,16.719,R,ugm-3 (Ref.eq)
2024,26-03-2019,09:00,26.515,R,ugm-3 (FIDAS),20.93756,R,ugm-3,49.36847,R,ugm-3,81.47228,R,ugm-3,26.34324,R,ugm-3,13.965,R,ugm-3 (Ref.eq)
2025,26-03-2019,10:00,26.063,R,ugm-3 (FIDAS),12.5234,R,ugm-3,33.59567,R,ugm-3,52.79795,R,ugm-3,42.20906,R,ugm-3,12.96,R,ugm-3 (Ref.eq)
2026,26-03-2019,11:00,16.775,R,ugm-3 (FIDAS),5.57683,R,ugm-3,19.1936,R,ugm-3,27.74461,R,ugm-3,60.5695,R,ugm-3,8.38,R,ugm-3 (Ref.eq)
2027,26-03-2019,12:00,13.045,R,ugm-3 (FIDAS),3.42437,R,ugm-3,11.63102,R,ugm-3,16.88164,R,ugm-3,74.19015,R,ugm-3,6.381,R,ugm-3 (Ref.eq)
2028,26-03-2019,13:00,12.733,R,ugm-3 (FIDAS),3.65266,R,ugm-3,11.47671,R,ugm-3,17.07737,R,ugm-3,75.43746,R,ugm-3,6.811,R,ugm-3 (Ref.eq)
2029,26-03-2019,14:00,14.443,R,ugm-3 (FIDAS),4.72889,R,ugm-3,13.7411,R,ugm-3,20.99196,R,ugm-3,73.59144,R,ugm-3,7.247,R,ugm-3 (Ref.eq)
2030,26-03-2019,15:00,15.96,R,ugm-3 (FIDAS),3.91356,R,ugm-3,14.79552,R,ugm-3,20.79623,R,ugm-3,75.53725,R,ugm-3,7.697,R,ugm-3 (Ref.eq)
2031,26-03-2019,16:00,17.718,R,ugm-3 (FIDAS),5.2507,R,ugm-3,18.86181,R,ugm-3,26.91277,R,ugm-3,71.44606,R,ugm-3,8.692,R,ugm-3 (Ref.eq)
2032,26-03-2019,17:00,17.583,R,ugm-3 (FIDAS),5.28331,R,ugm-3,20.03511,R,ugm-3,28.13607,R,ugm-3,71.69552,R,ugm-3,8.493,R,ugm-3 (Ref.eq)
2033,26-03-2019,18:00,17.828,R,ugm-3 (FIDAS),5.2507,R,ugm-3,26.25059,R,ugm-3,34.30154,R,ugm-3,61.51745,R,ugm-3,9.063,R,ugm-3 (Ref.eq)
2034,26-03-2019,19:00,21.493,R,ugm-3 (FIDAS),24.81851,R,ugm-3,71.3581,R,ugm-3,109.41262,R,ugm-3,15.76603,R,ugm-3,10.315,R,ugm-3 (Ref.eq)
2035,26-03-2019,20:00,27.365,R,ugm-3 (FIDAS),51.26767,R,ugm-3,90.45176,R,ugm-3,169.06109,R,ugm-3,2.14538,R,ugm-3,12.785,R,ugm-3 (Ref.eq)
2036,26-03-2019,21:00,35.16,R,ugm-3 (FIDAS),74.19463,R,ugm-3,90.03952,R,ugm-3,203.80303,R,ugm-3,1.49678,R,ugm-3,14.741,R,ugm-3 (Ref.eq)
2037,26-03-2019,22:00,43.518,R,ugm-3 (FIDAS),117.92869,R,ugm-3,90.41027,R,ugm-3,271.23173,R,ugm-3,1.84602,R,ugm-3,17.34,R,ugm-3 (Ref.eq)
2038,26-03-2019,23:00,39.7,R,ugm-3 (FIDAS),141.93187,R,ugm-3,95.68767,R,ugm-3,313.31351,R,ugm-3,1.84602,R,ugm-3,18.885,R,ugm-3 (Ref.eq)
2039,26-03-2019,24:00,20.555,R,ugm-3 (FIDAS),2.70688,R,ugm-3,41.79694,R,ugm-3,45.94743,R,ugm-3,33.42798,R,ugm-3,12.979,R,ugm-3 (Ref.eq)
2040,27-03-2019,01:00,18.698,R,ugm-3 (FIDAS),1.08582,R,ugm-3,39.01564,R,ugm-3,40.68054,R,ugm-3,,,,10.818,R,ugm-3 (Ref.eq)
2041,27-03-2019,02:00,15.573,R,ugm-3 (FIDAS),0.56463,R,ugm-3,26.84135,R,ugm-3,27.7071,R,ugm-3,40.37966,R,ugm-3,9.214,R,ugm-3 (Ref.eq)
2042,27-03-2019,03:00,11.438,R,ugm-3 (FIDAS),0.2606,R,ugm-3,22.38544,R,ugm-3,22.78502,R,ugm-3,40.91185,R,ugm-3,7.619,R,ugm-3 (Ref.eq)
2043,27-03-2019,04:00,10.281,R,ugm-3 (FIDAS),1.23783,R,ugm-3,25.58094,R,ugm-3,27.47892,R,ugm-3,34.92475,R,ugm-3,6.501,R,ugm-3 (Ref.eq)
2044,27-03-2019,05:00,11.632,R,ugm-3 (FIDAS),1.9219,R,ugm-3,28.34585,R,ugm-3,31.29273,R,ugm-3,25.2955,R,ugm-3,6.621,R,ugm-3 (Ref.eq)
2045,27-03-2019,06:00,13.485,R,ugm-3 (FIDAS),7.23156,R,ugm-3,50.03037,R,ugm-3,61.1186,R,ugm-3,7.03484,R,ugm-3,7.206,R,ugm-3 (Ref.eq)
2046,27-03-2019,07:00,29.598,R,ugm-3 (FIDAS),44.23627,R,ugm-3,57.14731,R,ugm-3,124.97532,R,ugm-3,2.59441,R,ugm-3,9.466,R,ugm-3 (Ref.eq)
2047,27-03-2019,08:00,56.193,R,ugm-3 (FIDAS),87.88621,R,ugm-3,83.16752,R,ugm-3,217.92449,R,ugm-3,3.04344,R,ugm-3,15.168,R,ugm-3 (Ref.eq)
2048,27-03-2019,09:00,40.118,R,ugm-3 (FIDAS),78.76533,R,ugm-3,82.43532,R,ugm-3,203.20714,R,ugm-3,5.18882,R,ugm-3,15.007,R,ugm-3 (Ref.eq)
2049,27-03-2019,10:00,35.953,R,ugm-3 (FIDAS),38.37285,R,ugm-3,73.66758,R,ugm-3,132.50513,R,ugm-3,11.87442,R,ugm-3,13.561,R,ugm-3 (Ref.eq)
2050,27-03-2019,11:00,11.719,R,ugm-3 (FIDAS),10.09812,R,ugm-3,32.14005,R,ugm-3,47.62362,R,ugm-3,47.69723,R,ugm-3,5.617,R,ugm-3 (Ref.eq)
2051,27-03-2019,12:00,8.024,R,ugm-3 (FIDAS),5.27708,R,ugm-3,16.6494,R,ugm-3,24.74081,R,ugm-3,69.10111,R,ugm-3,3.614,R,ugm-3 (Ref.eq)
2052,27-03-2019,13:00,8.25,R,ugm-3 (FIDAS),3.19231,R,ugm-3,12.80514,R,ugm-3,17.69995,R,ugm-3,68.05337,R,ugm-3,4.2,R,ugm-3 (Ref.eq)
2053,27-03-2019,14:00,10.608,R,ugm-3 (FIDAS),3.61578,R,ugm-3,14.20942,R,ugm-3,19.75353,R,ugm-3,64.36133,R,ugm-3,6.544,R,ugm-3 (Ref.eq)
2054,27-03-2019,15:00,15.168,R,ugm-3 (FIDAS),4.07182,R,ugm-3,18.05738,R,ugm-3,24.30076,R,ugm-3,66.35703,R,ugm-3,8.023,R,ugm-3 (Ref.eq)
2055,27-03-2019,16:00,15.78,R,ugm-3 (FIDAS),4.46272,R,ugm-3,17.6047,R,ugm-3,24.44744,R,ugm-3,68.40262,R,ugm-3,8.493,R,ugm-3 (Ref.eq)
2056,27-03-2019,17:00,14.933,R,ugm-3 (FIDAS),4.49529,R,ugm-3,16.03902,R,ugm-3,22.9317,R,ugm-3,70.4981,R,ugm-3,8.248,R,ugm-3 (Ref.eq)
2057,27-03-2019,18:00,20.663,R,ugm-3 (FIDAS),7.19898,R,ugm-3,36.34086,R,ugm-3,47.37914,R,ugm-3,53.33508,R,ugm-3,10.418,R,ugm-3 (Ref.eq)
2058,27-03-2019,19:00,24.263,R,ugm-3 (FIDAS),23.09538,R,ugm-3,69.5649,R,ugm-3,104.97731,R,ugm-3,23.24991,R,ugm-3,13.557,R,ugm-3 (Ref.eq)
2059,27-03-2019,20:00,28.26,R,ugm-3 (FIDAS),33.55181,R,ugm-3,95.04368,R,ugm-3,146.48907,R,ugm-3,4.73979,R,ugm-3,13.693,R,ugm-3 (Ref.eq)
2060,27-03-2019,21:00,29.605,R,ugm-3 (FIDAS),48.0475,R,ugm-3,94.18433,R,ugm-3,167.85613,R,ugm-3,1.59656,R,ugm-3,15.01,R,ugm-3 (Ref.eq)
