,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Ozone,status.4,unit.4,PM<sub>2.5</sub> particulate matter (Hourly measured),status.5,unit.5
0,01-01-2019,01:00,19.328,R,ugm-3 (FIDAS),1.23258,R,ugm-3,7.599,R,ugm-3,9.48892,R,ugm-3,55.14784,R,ugm-3,14.741,R,ugm-3 (Ref.eq)
1,01-01-2019,02:00,16.705,R,ugm-3 (FIDAS),2.09539,R,ugm-3,16.62204,R,ugm-3,19.83491,R,ugm-3,50.55773,R,ugm-3,11.408,R,ugm-3 (Ref.eq)
2,01-01-2019,03:00,10.074,R,ugm-3 (FIDAS),1.07851,R,ugm-3,8.44743,R,ugm-3,10.10111,R,ugm-3,60.02068,R,ugm-3,5.407,R,ugm-3 (Ref.eq)
3,01-01-2019,04:00,10.326,R,ugm-3 (FIDAS),0.95525,R,ugm-3,5.83566,R,ugm-3,7.30035,R,ugm-3,60.66928,R,ugm-3,5.503,R,ugm-3 (Ref.eq)
4,01-01-2019,05:00,9.708,R,ugm-3 (FIDAS),0.61629,R,ugm-3,10.02852,R,ugm-3,10.97348,R,ugm-3,50.09207,R,ugm-3,5.755,R,ugm-3 (Ref.eq)
5,01-01-2019,06:00,9.518,R,ugm-3 (FIDAS),0.61629,R,ugm-3,15.03316,R,ugm-3,15.97813,R,ugm-3,43.05723,R,ugm-3,5.527,R,ugm-3 (Ref.eq)
6,01-01-2019,07:00,9.802,R,ugm-3 (FIDAS),0.55466,R,ugm-3,18.57122,R,ugm-3,19.42169,R,ugm-3,38.01809,R,ugm-3,5.667,R,ugm-3 (Ref.eq)
7,01-01-2019,08:00,8.935,R,ugm-3 (FIDAS),0.77036,R,ugm-3,20.2607,R,ugm-3,21.44191,R,ugm-3,36.42153,R,ugm-3,5.512,R,ugm-3 (Ref.eq)
8,01-01-2019,09:00,9.508,R,ugm-3 (FIDAS),1.29421,R,ugm-3,21.52362,R,ugm-3,23.50805,R,ugm-3,33.62755,R,ugm-3,5.576,R,ugm-3 (Ref.eq)
9,01-01-2019,10:00,9.294,R,ugm-3 (FIDAS),1.87968,R,ugm-3,18.88117,R,ugm-3,21.76331,R,ugm-3,35.02454,R,ugm-3,5.78,R,ugm-3 (Ref.eq)
10,01-01-2019,11:00,9.06,R,ugm-3 (FIDAS),3.66692,R,ugm-3,16.92131,R,ugm-3,22.54385,R,ugm-3,38.91615,R,ugm-3,5.616,R,ugm-3 (Ref.eq)
11,01-01-2019,12:00,7.053,R,ugm-3 (FIDAS),3.75937,R,ugm-3,15.44806,R,ugm-3,21.21234,R,ugm-3,41.95959,R,ugm-3,4.002,R,ugm-3 (Ref.eq)
12,01-01-2019,13:00,5.629,R,ugm-3 (FIDAS),2.68086,R,ugm-3,11.1329,R,ugm-3,15.2435,R,ugm-3,47.54755,R,ugm-3,3.767,R,ugm-3 (Ref.eq)
13,01-01-2019,14:00,6.083,R,ugm-3 (FIDAS),4.77625,R,ugm-3,18.38845,R,ugm-3,25.71193,R,ugm-3,39.51486,R,ugm-3,3.788,R,ugm-3 (Ref.eq)
14,01-01-2019,15:00,6.405,R,ugm-3 (FIDAS),5.79312,R,ugm-3,23.53273,R,ugm-3,32.41539,R,ugm-3,32.5798,R,ugm-3,4.141,R,ugm-3 (Ref.eq)
15,01-01-2019,16:00,7.407,R,ugm-3 (FIDAS),4.52973,R,ugm-3,27.67378,R,ugm-3,34.61927,R,ugm-3,32.13077,R,ugm-3,4.679,R,ugm-3 (Ref.eq)
16,01-01-2019,17:00,6.83,R,ugm-3 (FIDAS),3.20471,R,ugm-3,28.2362,R,ugm-3,33.15002,R,ugm-3,30.73378,R,ugm-3,4.531,R,ugm-3 (Ref.eq)
17,01-01-2019,18:00,11.988,R,ugm-3 (FIDAS),3.20471,R,ugm-3,23.04791,R,ugm-3,27.96172,R,ugm-3,45.20261,R,ugm-3,6.571,R,ugm-3 (Ref.eq)
18,01-01-2019,19:00,17.038,R,ugm-3 (FIDAS),3.20471,R,ugm-3,24.28759,R,ugm-3,29.2014,R,ugm-3,41.31099,R,ugm-3,8.677,R,ugm-3 (Ref.eq)
19,01-01-2019,20:00,16.323,R,ugm-3 (FIDAS),3.72855,R,ugm-3,30.4174,R,ugm-3,36.13444,R,ugm-3,35.57335,R,ugm-3,8.935,R,ugm-3 (Ref.eq)
20,01-01-2019,21:00,11.761,R,ugm-3 (FIDAS),2.49597,R,ugm-3,19.77277,R,ugm-3,23.59988,R,ugm-3,47.14841,R,ugm-3,6.283,R,ugm-3 (Ref.eq)
21,01-01-2019,22:00,10.9,R,ugm-3 (FIDAS),1.04769,R,ugm-3,7.30091,R,ugm-3,8.90735,R,ugm-3,58.07487,R,ugm-3,5.826,R,ugm-3 (Ref.eq)
22,01-01-2019,23:00,11.615,R,ugm-3 (FIDAS),1.54073,R,ugm-3,11.18227,R,ugm-3,13.54468,R,ugm-3,51.73852,R,ugm-3,5.973,R,ugm-3 (Ref.eq)
23,01-01-2019,24:00,11.855,R,ugm-3 (FIDAS),1.4791,R,ugm-3,18.39345,R,ugm-3,20.66137,R,ugm-3,46.30024,R,ugm-3,5.973,R,ugm-3 (Ref.eq)
24,02-01-2019,01:00,11.448,R,ugm-3 (FIDAS),1.60235,R,ugm-3,17.13313,R,ugm-3,19.59004,R,ugm-3,45.10282,R,ugm-3,5.659,R,ugm-3 (Ref.eq)
25,02-01-2019,02:00,11.39,R,ugm-3 (FIDAS),1.39692,R,ugm-3,16.95837,R,ugm-3,19.10029,R,ugm-3,45.30239,R,ugm-3,6.002,R,ugm-3 (Ref.eq)
26,02-01-2019,03:00,11.92,R,ugm-3 (FIDAS),0.6471,R,ugm-3,17.32754,R,ugm-3,18.31975,R,ugm-3,40.96174,R,ugm-3,6.016,R,ugm-3 (Ref.eq)
27,02-01-2019,04:00,12.78,R,ugm-3 (FIDAS),0.80118,R,ugm-3,22.83056,R,ugm-3,24.05902,R,ugm-3,33.62755,R,ugm-3,6.207,R,ugm-3 (Ref.eq)
28,02-01-2019,05:00,13.75,R,ugm-3 (FIDAS),0.80118,R,ugm-3,19.15743,R,ugm-3,20.38588,R,ugm-3,38.5669,R,ugm-3,6.279,R,ugm-3 (Ref.eq)
29,02-01-2019,06:00,13.803,R,ugm-3 (FIDAS),1.32502,R,ugm-3,23.08337,R,ugm-3,25.11504,R,ugm-3,38.76647,R,ugm-3,6.346,R,ugm-3 (Ref.eq)
30,02-01-2019,07:00,13.75,R,ugm-3 (FIDAS),3.32797,R,ugm-3,35.43939,R,ugm-3,40.5422,R,ugm-3,27.59055,R,ugm-3,6.279,R,ugm-3 (Ref.eq)
31,02-01-2019,08:00,16.22,R,ugm-3 (FIDAS),14.60607,R,ugm-3,58.00003,R,ugm-3,80.39568,R,ugm-3,13.22151,R,ugm-3,7.048,R,ugm-3 (Ref.eq)
32,02-01-2019,09:00,17.785,R,ugm-3 (FIDAS),12.17172,R,ugm-3,52.8712,R,ugm-3,71.53425,R,ugm-3,20.6056,R,ugm-3,7.421,R,ugm-3 (Ref.eq)
33,02-01-2019,10:00,17.703,R,ugm-3 (FIDAS),9.05946,R,ugm-3,43.4558,R,ugm-3,57.34678,R,ugm-3,25.19571,R,ugm-3,7.517,R,ugm-3 (Ref.eq)
34,02-01-2019,11:00,16.608,R,ugm-3 (FIDAS),6.99489,R,ugm-3,35.28064,R,ugm-3,46.00598,R,ugm-3,36.32174,R,ugm-3,7.812,R,ugm-3 (Ref.eq)
35,02-01-2019,12:00,13.428,R,ugm-3 (FIDAS),7.08733,R,ugm-3,26.69069,R,ugm-3,37.55778,R,ugm-3,45.95099,R,ugm-3,6.817,R,ugm-3 (Ref.eq)
36,02-01-2019,13:00,11.128,R,ugm-3 (FIDAS),4.37566,R,ugm-3,22.9513,R,ugm-3,29.66054,R,ugm-3,53.43487,R,ugm-3,5.605,R,ugm-3 (Ref.eq)
37,02-01-2019,14:00,11.62,R,ugm-3 (FIDAS),5.60824,R,ugm-3,21.01545,R,ugm-3,29.61463,R,ugm-3,56.67788,R,ugm-3,5.409,R,ugm-3 (Ref.eq)
38,02-01-2019,15:00,10.612,R,ugm-3 (FIDAS),4.34484,R,ugm-3,16.70831,R,ugm-3,23.3703,R,ugm-3,56.5781,R,ugm-3,4.971,R,ugm-3 (Ref.eq)
39,02-01-2019,16:00,12.515,R,ugm-3 (FIDAS),4.34484,R,ugm-3,29.51835,R,ugm-3,36.18035,R,ugm-3,48.09637,R,ugm-3,5.926,R,ugm-3 (Ref.eq)
40,02-01-2019,17:00,11.395,R,ugm-3 (FIDAS),6.3786,R,ugm-3,29.65988,R,ugm-3,39.44026,R,ugm-3,46.64949,R,ugm-3,5.174,R,ugm-3 (Ref.eq)
41,02-01-2019,18:00,11.625,R,ugm-3 (FIDAS),7.2414,R,ugm-3,41.42246,R,ugm-3,52.52579,R,ugm-3,37.36948,R,ugm-3,5.583,R,ugm-3 (Ref.eq)
42,02-01-2019,19:00,12.09,R,ugm-3 (FIDAS),7.0257,R,ugm-3,49.2372,R,ugm-3,60.0098,R,ugm-3,25.2955,R,ugm-3,6.427,R,ugm-3 (Ref.eq)
43,02-01-2019,20:00,12.883,R,ugm-3 (FIDAS),6.90245,R,ugm-3,48.04877,R,ugm-3,58.63237,R,ugm-3,25.74453,R,ugm-3,7.019,R,ugm-3 (Ref.eq)
44,02-01-2019,21:00,16.545,R,ugm-3 (FIDAS),4.8995,R,ugm-3,50.61485,R,ugm-3,58.12732,R,ugm-3,21.00474,R,ugm-3,8.747,R,ugm-3 (Ref.eq)
45,02-01-2019,22:00,20.193,R,ugm-3 (FIDAS),4.2524,R,ugm-3,44.49037,R,ugm-3,51.01062,R,ugm-3,25.2955,R,ugm-3,9.892,R,ugm-3 (Ref.eq)
46,02-01-2019,23:00,15.275,R,ugm-3 (FIDAS),2.24946,R,ugm-3,34.2464,R,ugm-3,37.69552,R,ugm-3,29.2869,R,ugm-3,9.093,R,ugm-3 (Ref.eq)
47,02-01-2019,24:00,13.83,R,ugm-3 (FIDAS),3.72855,R,ugm-3,40.794,R,ugm-3,46.51104,R,ugm-3,22.40173,R,ugm-3,8.561,R,ugm-3 (Ref.eq)
48,03-01-2019,01:00,12.408,R,ugm-3 (FIDAS),3.73882,R,ugm-3,37.61018,R,ugm-3,43.34296,R,ugm-3,22.15227,R,ugm-3,7.481,R,ugm-3 (Ref.eq)
49,03-01-2019,02:00,12.7,R,ugm-3 (FIDAS),0.78063,R,ugm-3,30.14711,R,ugm-3,31.34406,R,ugm-3,31.19944,R,ugm-3,7.836,R,ugm-3 (Ref.eq)
50,03-01-2019,03:00,10.363,R,ugm-3 (FIDAS),1.4791,R,ugm-3,24.31638,R,ugm-3,26.5843,R,ugm-3,37.51916,R,ugm-3,6.677,R,ugm-3 (Ref.eq)
51,03-01-2019,04:00,9.907,R,ugm-3 (FIDAS),1.10932,R,ugm-3,22.35808,R,ugm-3,24.05902,R,ugm-3,38.11787,R,ugm-3,5.932,R,ugm-3 (Ref.eq)
52,03-01-2019,05:00,8.487,R,ugm-3 (FIDAS),2.15702,R,ugm-3,28.87845,R,ugm-3,32.18582,R,ugm-3,36.17206,R,ugm-3,4.564,R,ugm-3 (Ref.eq)
53,03-01-2019,06:00,7.646,R,ugm-3 (FIDAS),1.94131,R,ugm-3,29.11736,R,ugm-3,32.09399,R,ugm-3,41.36088,R,ugm-3,4.148,R,ugm-3 (Ref.eq)
54,03-01-2019,07:00,8.785,R,ugm-3 (FIDAS),3.66692,R,ugm-3,41.02624,R,ugm-3,46.64878,R,ugm-3,30.73378,R,ugm-3,4.594,R,ugm-3 (Ref.eq)
55,03-01-2019,08:00,9.46,R,ugm-3 (FIDAS),11.21647,R,ugm-3,58.8814,R,ugm-3,76.07975,R,ugm-3,17.61205,R,ugm-3,4.819,R,ugm-3 (Ref.eq)
56,03-01-2019,09:00,9.907,R,ugm-3 (FIDAS),6.00882,R,ugm-3,44.59799,R,ugm-3,53.81139,R,ugm-3,31.23271,R,ugm-3,5.492,R,ugm-3 (Ref.eq)
57,03-01-2019,10:00,8.876,R,ugm-3 (FIDAS),9.73738,R,ugm-3,32.2234,R,ugm-3,47.15384,R,ugm-3,46.25035,R,ugm-3,4.587,R,ugm-3 (Ref.eq)
58,03-01-2019,11:00,9.778,R,ugm-3 (FIDAS),7.48792,R,ugm-3,27.72937,R,ugm-3,39.21069,R,ugm-3,51.93809,R,ugm-3,4.44,R,ugm-3 (Ref.eq)
59,03-01-2019,12:00,8.139,R,ugm-3 (FIDAS),7.08733,R,ugm-3,25.08369,R,ugm-3,35.95078,R,ugm-3,56.77767,R,ugm-3,4.386,R,ugm-3 (Ref.eq)
60,03-01-2019,13:00,9.035,R,ugm-3 (FIDAS),5.76231,R,ugm-3,21.23835,R,ugm-3,30.07377,R,ugm-3,57.92519,R,ugm-3,4.628,R,ugm-3 (Ref.eq)
61,03-01-2019,14:00,8.939,R,ugm-3 (FIDAS),6.13208,R,ugm-3,21.0846,R,ugm-3,30.487,R,ugm-3,56.12906,R,ugm-3,4.734,R,ugm-3 (Ref.eq)
62,03-01-2019,15:00,8.516,R,ugm-3 (FIDAS),7.21059,R,ugm-3,25.72115,R,ugm-3,36.77724,R,ugm-3,54.78197,R,ugm-3,4.577,R,ugm-3 (Ref.eq)
63,03-01-2019,16:00,8.041,R,ugm-3 (FIDAS),7.51873,R,ugm-3,31.53891,R,ugm-3,43.06748,R,ugm-3,49.09422,R,ugm-3,4.257,R,ugm-3 (Ref.eq)
64,03-01-2019,17:00,8.882,R,ugm-3 (FIDAS),7.14896,R,ugm-3,31.41718,R,ugm-3,42.37876,R,ugm-3,42.70798,R,ugm-3,4.988,R,ugm-3 (Ref.eq)
65,03-01-2019,18:00,13.252,R,ugm-3 (FIDAS),10.29204,R,ugm-3,43.54018,R,ugm-3,59.32109,R,ugm-3,35.77292,R,ugm-3,8.077,R,ugm-3 (Ref.eq)
66,03-01-2019,19:00,13.173,R,ugm-3 (FIDAS),4.99195,R,ugm-3,31.46465,R,ugm-3,39.11886,R,ugm-3,43.70583,R,ugm-3,8.965,R,ugm-3 (Ref.eq)
67,03-01-2019,20:00,20.395,R,ugm-3 (FIDAS),7.14896,R,ugm-3,44.36497,R,ugm-3,55.32655,R,ugm-3,30.43443,R,ugm-3,14.896,R,ugm-3 (Ref.eq)
68,03-01-2019,21:00,20.485,R,ugm-3 (FIDAS),4.93032,R,ugm-3,44.64468,R,ugm-3,52.20439,R,ugm-3,24.34754,R,ugm-3,15.455,R,ugm-3 (Ref.eq)
69,03-01-2019,22:00,20.993,R,ugm-3 (FIDAS),10.38448,R,ugm-3,58.18279,R,ugm-3,74.10544,R,ugm-3,8.43183,R,ugm-3,15.377,R,ugm-3 (Ref.eq)
70,03-01-2019,23:00,20.885,R,ugm-3 (FIDAS),10.44611,R,ugm-3,57.81281,R,ugm-3,73.82996,R,ugm-3,7.63355,R,ugm-3,16.274,R,ugm-3 (Ref.eq)
71,03-01-2019,24:00,22.898,R,ugm-3 (FIDAS),9.61412,R,ugm-3,56.56324,R,ugm-3,71.30468,R,ugm-3,4.19097,R,ugm-3,18.16,R,ugm-3 (Ref.eq)
72,04-01-2019,01:00,22.07,R,ugm-3 (FIDAS),14.62661,R,ugm-3,55.99422,R,ugm-3,78.42137,R,ugm-3,1.26394,R,ugm-3,17.038,R,ugm-3 (Ref.eq)
73,04-01-2019,02:00,21.708,R,ugm-3 (FIDAS),9.49086,R,ugm-3,45.68692,R,ugm-3,60.23937,R,ugm-3,1.06437,R,ugm-3,17.05,R,ugm-3 (Ref.eq)
74,04-01-2019,03:00,21.633,R,ugm-3 (FIDAS),7.45711,R,ugm-3,46.73916,R,ugm-3,58.17323,R,ugm-3,1.3471,R,ugm-3,17.627,R,ugm-3 (Ref.eq)
75,04-01-2019,04:00,22.323,R,ugm-3 (FIDAS),4.86869,R,ugm-3,47.44811,R,ugm-3,54.91333,R,ugm-3,2.79398,R,ugm-3,18.097,R,ugm-3 (Ref.eq)
76,04-01-2019,05:00,21.468,R,ugm-3 (FIDAS),7.76525,R,ugm-3,45.57797,R,ugm-3,57.48452,R,ugm-3,5.78753,R,ugm-3,16.835,R,ugm-3 (Ref.eq)
77,04-01-2019,06:00,19.235,R,ugm-3 (FIDAS),4.09833,R,ugm-3,31.50334,R,ugm-3,37.78735,R,ugm-3,21.05464,R,ugm-3,15.606,R,ugm-3 (Ref.eq)
78,04-01-2019,07:00,26.023,R,ugm-3 (FIDAS),6.34778,R,ugm-3,39.6705,R,ugm-3,49.40363,R,ugm-3,13.67055,R,ugm-3,21.432,R,ugm-3 (Ref.eq)
79,04-01-2019,08:00,26.093,R,ugm-3 (FIDAS),17.8724,R,ugm-3,52.71623,R,ugm-3,80.1202,R,ugm-3,6.88517,R,ugm-3,20.91,R,ugm-3 (Ref.eq)
80,04-01-2019,09:00,32.295,R,ugm-3 (FIDAS),39.71987,R,ugm-3,60.72364,R,ugm-3,121.62659,R,ugm-3,2.29506,R,ugm-3,24.46,R,ugm-3 (Ref.eq)
81,04-01-2019,10:00,38.615,R,ugm-3 (FIDAS),33.49535,R,ugm-3,55.48342,R,ugm-3,106.84223,R,ugm-3,6.93506,R,ugm-3,29.168,R,ugm-3 (Ref.eq)
82,04-01-2019,11:00,38.918,R,ugm-3 (FIDAS),25.54521,R,ugm-3,46.64478,R,ugm-3,85.81355,R,ugm-3,12.77248,R,ugm-3,30.411,R,ugm-3 (Ref.eq)
83,04-01-2019,12:00,37.93,R,ugm-3 (FIDAS),20.89222,R,ugm-3,45.05557,R,ugm-3,77.08986,R,ugm-3,17.3127,R,ugm-3,28.625,R,ugm-3 (Ref.eq)
84,04-01-2019,13:00,31.755,R,ugm-3 (FIDAS),15.56132,R,ugm-3,39.8685,R,ugm-3,63.72884,R,ugm-3,25.79442,R,ugm-3,24.939,R,ugm-3 (Ref.eq)
85,04-01-2019,14:00,22.715,R,ugm-3 (FIDAS),10.16878,R,ugm-3,26.23588,R,ugm-3,41.82779,R,ugm-3,37.31959,R,ugm-3,17.469,R,ugm-3 (Ref.eq)
86,04-01-2019,15:00,22.798,R,ugm-3 (FIDAS),11.00077,R,ugm-3,30.37805,R,ugm-3,47.24566,R,ugm-3,36.87056,R,ugm-3,16.722,R,ugm-3 (Ref.eq)
87,04-01-2019,16:00,21.933,R,ugm-3 (FIDAS),8.78213,R,ugm-3,38.2336,R,ugm-3,51.69934,R,ugm-3,29.38668,R,ugm-3,15.184,R,ugm-3 (Ref.eq)
88,04-01-2019,17:00,26.76,R,ugm-3 (FIDAS),33.15639,R,ugm-3,61.83425,R,ugm-3,112.67333,R,ugm-3,6.58581,R,ugm-3,17.491,R,ugm-3 (Ref.eq)
89,04-01-2019,18:00,45.478,R,ugm-3 (FIDAS),43.87983,R,ugm-3,77.39403,R,ugm-3,144.67549,R,ugm-3,1.69635,R,ugm-3,32.606,R,ugm-3 (Ref.eq)
90,04-01-2019,19:00,39.753,R,ugm-3 (FIDAS),29.89005,R,ugm-3,68.9087,R,ugm-3,114.73947,R,ugm-3,1.64645,R,ugm-3,31.227,R,ugm-3 (Ref.eq)
91,04-01-2019,20:00,39.933,R,ugm-3 (FIDAS),16.54738,R,ugm-3,59.06384,R,ugm-3,84.43613,R,ugm-3,4.39054,R,ugm-3,31.958,R,ugm-3 (Ref.eq)
92,04-01-2019,21:00,38.808,R,ugm-3 (FIDAS),8.13502,R,ugm-3,52.67865,R,ugm-3,65.15218,R,ugm-3,8.88087,R,ugm-3,32.019,R,ugm-3 (Ref.eq)
93,04-01-2019,22:00,42.45,R,ugm-3 (FIDAS),14.69851,R,ugm-3,52.3945,R,ugm-3,74.9319,R,ugm-3,5.58796,R,ugm-3,31.432,R,ugm-3 (Ref.eq)
94,04-01-2019,23:00,43.96,R,ugm-3 (FIDAS),24.62077,R,ugm-3,53.43418,R,ugm-3,91.18551,R,ugm-3,3.74194,R,ugm-3,34.979,R,ugm-3 (Ref.eq)
95,04-01-2019,24:00,37.64,R,ugm-3 (FIDAS),35.37503,R,ugm-3,54.52967,R,ugm-3,108.77063,R,ugm-3,2.49463,R,ugm-3,31.311,R,ugm-3 (Ref.eq)
96,05-01-2019,01:00,36.148,R,ugm-3 (FIDAS),6.40941,R,ugm-3,44.71839,R,ugm-3,54.54601,R,ugm-3,7.38409,R,ugm-3,30.484,R,ugm-3 (Ref.eq)
97,05-01-2019,02:00,35.178,R,ugm-3 (FIDAS),13.4762,R,ugm-3,40.86174,R,ugm-3,61.52496,R,ugm-3,8.38194,R,ugm-3,30.696,R,ugm-3 (Ref.eq)
98,05-01-2019,03:00,33.71,R,ugm-3 (FIDAS),1.10932,R,ugm-3,29.15338,R,ugm-3,30.85431,R,ugm-3,16.91356,R,ugm-3,29.441,R,ugm-3 (Ref.eq)
99,05-01-2019,04:00,30.773,R,ugm-3 (FIDAS),1.60235,R,ugm-3,27.47912,R,ugm-3,29.93603,R,ugm-3,17.3127,R,ugm-3,26.418,R,ugm-3 (Ref.eq)
100,05-01-2019,05:00,27.92,R,ugm-3 (FIDAS),1.20177,R,ugm-3,27.58829,R,ugm-3,29.43097,R,ugm-3,16.01549,R,ugm-3,24.031,R,ugm-3 (Ref.eq)
101,05-01-2019,06:00,26.65,R,ugm-3 (FIDAS),3.35878,R,ugm-3,39.93764,R,ugm-3,45.0877,R,ugm-3,9.13033,R,ugm-3,22.609,R,ugm-3 (Ref.eq)
102,05-01-2019,07:00,26.198,R,ugm-3 (FIDAS),14.72932,R,ugm-3,45.32239,R,ugm-3,67.90703,R,ugm-3,5.23871,R,ugm-3,22.123,R,ugm-3 (Ref.eq)
103,05-01-2019,08:00,29.115,R,ugm-3 (FIDAS),20.67652,R,ugm-3,52.36526,R,ugm-3,84.06881,R,ugm-3,5.68775,R,ugm-3,22.616,R,ugm-3 (Ref.eq)
104,05-01-2019,09:00,26.145,R,ugm-3 (FIDAS),6.74837,R,ugm-3,30.14892,R,ugm-3,40.49628,R,ugm-3,35.22411,R,ugm-3,21.361,R,ugm-3 (Ref.eq)
105,05-01-2019,10:00,26.008,R,ugm-3 (FIDAS),4.71462,R,ugm-3,23.30394,R,ugm-3,30.53291,R,ugm-3,41.06153,R,ugm-3,21.658,R,ugm-3 (Ref.eq)
106,05-01-2019,11:00,18.78,R,ugm-3 (FIDAS),3.88263,R,ugm-3,21.31973,R,ugm-3,27.27301,R,ugm-3,45.20261,R,ugm-3,15.264,R,ugm-3 (Ref.eq)
107,05-01-2019,12:00,16.228,R,ugm-3 (FIDAS),4.22158,R,ugm-3,22.45291,R,ugm-3,28.92592,R,ugm-3,44.6039,R,ugm-3,12.915,R,ugm-3 (Ref.eq)
108,05-01-2019,13:00,16.95,R,ugm-3 (FIDAS),9.33679,R,ugm-3,27.37384,R,ugm-3,41.69005,R,ugm-3,43.20691,R,ugm-3,13.146,R,ugm-3 (Ref.eq)
109,05-01-2019,14:00,17.883,R,ugm-3 (FIDAS),8.01177,R,ugm-3,26.60475,R,ugm-3,38.88929,R,ugm-3,43.15701,R,ugm-3,13.745,R,ugm-3 (Ref.eq)
110,05-01-2019,15:00,19.323,R,ugm-3 (FIDAS),9.52168,R,ugm-3,37.28329,R,ugm-3,51.88299,R,ugm-3,33.17851,R,ugm-3,14.455,R,ugm-3 (Ref.eq)
111,05-01-2019,16:00,21.88,R,ugm-3 (FIDAS),14.82177,R,ugm-3,48.6242,R,ugm-3,71.35059,R,ugm-3,21.70324,R,ugm-3,16.142,R,ugm-3 (Ref.eq)
112,05-01-2019,17:00,23.028,R,ugm-3 (FIDAS),4.34484,R,ugm-3,43.20077,R,ugm-3,49.86277,R,ugm-3,23.79872,R,ugm-3,18.311,R,ugm-3 (Ref.eq)
113,05-01-2019,18:00,22.82,R,ugm-3 (FIDAS),1.81806,R,ugm-3,48.36072,R,ugm-3,51.14837,R,ugm-3,15.11743,R,ugm-3,18.135,R,ugm-3 (Ref.eq)
114,05-01-2019,19:00,23.15,R,ugm-3 (FIDAS),1.97213,R,ugm-3,48.30814,R,ugm-3,51.33202,R,ugm-3,17.06324,R,ugm-3,19.493,R,ugm-3 (Ref.eq)
115,05-01-2019,20:00,23.635,R,ugm-3 (FIDAS),4.74543,R,ugm-3,52.64174,R,ugm-3,59.91797,R,ugm-3,13.12173,R,ugm-3,19.693,R,ugm-3 (Ref.eq)
116,05-01-2019,21:00,27.105,R,ugm-3 (FIDAS),2.52679,R,ugm-3,46.86079,R,ugm-3,50.73514,R,ugm-3,15.06754,R,ugm-3,23.403,R,ugm-3 (Ref.eq)
117,05-01-2019,22:00,34.478,R,ugm-3 (FIDAS),4.99195,R,ugm-3,50.97816,R,ugm-3,58.63237,R,ugm-3,8.03269,R,ugm-3,28.951,R,ugm-3 (Ref.eq)
118,05-01-2019,23:00,31.253,R,ugm-3 (FIDAS),1.94131,R,ugm-3,44.4986,R,ugm-3,47.47523,R,ugm-3,12.72259,R,ugm-3,26.436,R,ugm-3 (Ref.eq)
119,05-01-2019,24:00,27.08,R,ugm-3 (FIDAS),0.86281,R,ugm-3,36.7858,R,ugm-3,38.10875,R,ugm-3,20.35614,R,ugm-3,23.599,R,ugm-3 (Ref.eq)
120,06-01-2019,01:00,26.473,R,ugm-3 (FIDAS),2.0543,R,ugm-3,45.39668,R,ugm-3,48.54656,R,ugm-3,17.49564,R,ugm-3,22.488,R,ugm-3 (Ref.eq)
121,06-01-2019,02:00,22.658,R,ugm-3 (FIDAS),0.32869,R,ugm-3,26.6772,R,ugm-3,27.18118,R,ugm-3,28.20589,R,ugm-3,19.366,R,ugm-3 (Ref.eq)
122,06-01-2019,03:00,21.393,R,ugm-3 (FIDAS),0.73955,R,ugm-3,22.78732,R,ugm-3,23.92127,R,ugm-3,31.08303,R,ugm-3,18.165,R,ugm-3 (Ref.eq)
123,06-01-2019,04:00,20.808,R,ugm-3 (FIDAS),0.4314,R,ugm-3,18.94387,R,ugm-3,19.60534,R,ugm-3,33.2783,R,ugm-3,17.844,R,ugm-3 (Ref.eq)
124,06-01-2019,05:00,20.79,R,ugm-3 (FIDAS),0.77036,R,ugm-3,17.68951,R,ugm-3,18.87072,R,ugm-3,33.17851,R,ugm-3,18.068,R,ugm-3 (Ref.eq)
125,06-01-2019,06:00,21.48,R,ugm-3 (FIDAS),1.07851,R,ugm-3,27.5018,R,ugm-3,29.15549,R,ugm-3,24.39743,R,ugm-3,18.644,R,ugm-3 (Ref.eq)
126,06-01-2019,07:00,21.608,R,ugm-3 (FIDAS),0.92444,R,ugm-3,31.08977,R,ugm-3,32.50722,R,ugm-3,20.10668,R,ugm-3,18.601,R,ugm-3 (Ref.eq)
127,06-01-2019,08:00,20.725,R,ugm-3 (FIDAS),1.6948,R,ugm-3,35.00504,R,ugm-3,37.60369,R,ugm-3,16.96345,R,ugm-3,17.675,R,ugm-3 (Ref.eq)
128,06-01-2019,09:00,20.423,R,ugm-3 (FIDAS),3.29715,R,ugm-3,38.47106,R,ugm-3,43.52662,R,ugm-3,14.71829,R,ugm-3,16.92,R,ugm-3 (Ref.eq)
129,06-01-2019,10:00,21.288,R,ugm-3 (FIDAS),6.74837,R,ugm-3,39.83681,R,ugm-3,50.18417,R,ugm-3,14.6185,R,ugm-3,16.903,R,ugm-3 (Ref.eq)
130,06-01-2019,11:00,21.853,R,ugm-3 (FIDAS),12.72638,R,ugm-3,35.53756,R,ugm-3,55.05107,R,ugm-3,19.05894,R,ugm-3,16.451,R,ugm-3 (Ref.eq)
