,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Volatile PM<sub>10</sub> (Hourly measured),status.7,unit.7,Volatile PM<sub>2.5</sub> (Hourly measured),status.8,unit.8
5630,23-08-2019,15:00,18.6,R,ugm-3 (TEOM FDMS),23.42053,R,ugm-3,46.047,R,ugm-3,81.95797,R,ugm-3,17.5,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
5631,23-08-2019,16:00,19.0,R,ugm-3 (TEOM FDMS),25.81535,R,ugm-3,50.83838,R,ugm-3,90.42136,R,ugm-3,17.9,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
5632,23-08-2019,17:00,13.5,R,ugm-3 (TEOM FDMS),27.23601,R,ugm-3,56.75007,R,ugm-3,98.51137,R,ugm-3,13.1,R,ugm-3 (TEOM FDMS),11.4,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
5633,23-08-2019,18:00,16.2,R,ugm-3 (TEOM FDMS),16.72315,R,ugm-3,46.60816,R,ugm-3,72.24997,R,ugm-3,13.9,R,ugm-3 (TEOM FDMS),9.7,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
5634,23-08-2019,19:00,21.1,R,ugm-3 (TEOM FDMS),31.94447,R,ugm-3,69.50662,R,ugm-3,118.48746,R,ugm-3,20.4,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
5635,23-08-2019,20:00,30.1,R,ugm-3 (TEOM FDMS),22.64932,R,ugm-3,76.85137,R,ugm-3,111.57984,R,ugm-3,28.4,R,ugm-3 (TEOM FDMS),15.0,R,ugm-3 (TEOM FDMS),16.2,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
5636,23-08-2019,21:00,29.5,R,ugm-3 (TEOM FDMS),25.69358,R,ugm-3,82.88726,R,ugm-3,122.28353,R,ugm-3,27.1,R,ugm-3 (TEOM FDMS),13.2,R,ugm-3 (TEOM FDMS),14.6,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
5637,23-08-2019,22:00,31.7,R,ugm-3 (TEOM FDMS),29.79319,R,ugm-3,86.86937,R,ugm-3,132.55162,R,ugm-3,28.3,R,ugm-3 (TEOM FDMS),15.4,R,ugm-3 (TEOM FDMS),16.7,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
5638,23-08-2019,23:00,33.8,R,ugm-3 (TEOM FDMS),34.01456,R,ugm-3,81.6413,R,ugm-3,133.79623,R,ugm-3,31.5,R,ugm-3 (TEOM FDMS),18.2,R,ugm-3 (TEOM FDMS),20.2,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
5639,23-08-2019,24:00,34.8,R,ugm-3 (TEOM FDMS),29.71201,R,ugm-3,79.8373,R,ugm-3,125.39508,R,ugm-3,32.5,R,ugm-3 (TEOM FDMS),16.5,R,ugm-3 (TEOM FDMS),17.5,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
5640,24-08-2019,01:00,31.2,R,ugm-3 (TEOM FDMS),24.14192,R,ugm-3,73.65527,R,ugm-3,110.67237,R,ugm-3,27.0,R,ugm-3 (TEOM FDMS),16.6,R,ugm-3 (TEOM FDMS),18.7,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
5641,24-08-2019,02:00,29.9,R,ugm-3 (TEOM FDMS),15.91418,R,ugm-3,63.05878,R,ugm-3,87.46019,R,ugm-3,27.0,R,ugm-3 (TEOM FDMS),15.6,R,ugm-3 (TEOM FDMS),16.6,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
5642,24-08-2019,03:00,34.5,R,ugm-3 (TEOM FDMS),14.73686,R,ugm-3,57.17495,R,ugm-3,79.77115,R,ugm-3,30.1,R,ugm-3 (TEOM FDMS),17.4,R,ugm-3 (TEOM FDMS),19.3,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
5643,24-08-2019,04:00,32.8,R,ugm-3 (TEOM FDMS),12.38221,R,ugm-3,51.58339,R,ugm-3,70.56918,R,ugm-3,27.7,R,ugm-3 (TEOM FDMS),18.0,R,ugm-3 (TEOM FDMS),19.6,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
5644,24-08-2019,05:00,40.9,R,ugm-3 (TEOM FDMS),9.94636,R,ugm-3,44.74847,R,ugm-3,59.99935,R,ugm-3,34.6,R,ugm-3 (TEOM FDMS),22.0,R,ugm-3 (TEOM FDMS),25.8,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
5645,24-08-2019,06:00,45.6,R,ugm-3 (TEOM FDMS),20.94826,R,ugm-3,46.78048,R,ugm-3,78.9007,R,ugm-3,37.6,R,ugm-3 (TEOM FDMS),25.0,R,ugm-3 (TEOM FDMS),30.8,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS)
5646,24-08-2019,07:00,51.1,R,ugm-3 (TEOM FDMS),40.59741,R,ugm-3,51.90571,R,ugm-3,114.1542,R,ugm-3,41.7,R,ugm-3 (TEOM FDMS),26.7,R,ugm-3 (TEOM FDMS),32.6,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
5647,24-08-2019,08:00,53.7,R,ugm-3 (TEOM FDMS),46.03746,R,ugm-3,54.5073,R,ugm-3,125.09709,R,ugm-3,41.8,R,ugm-3 (TEOM FDMS),28.7,R,ugm-3 (TEOM FDMS),36.2,R,ugm-3 (TEOM FDMS),11.9,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS)
5648,24-08-2019,09:00,57.5,R,ugm-3 (TEOM FDMS),48.67629,R,ugm-3,62.58537,R,ugm-3,137.22131,R,ugm-3,46.1,R,ugm-3 (TEOM FDMS),30.6,R,ugm-3 (TEOM FDMS),38.3,R,ugm-3 (TEOM FDMS),11.4,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS)
5649,24-08-2019,10:00,60.9,R,ugm-3 (TEOM FDMS),48.83868,R,ugm-3,68.55392,R,ugm-3,143.43886,R,ugm-3,46.8,R,ugm-3 (TEOM FDMS),28.5,R,ugm-3 (TEOM FDMS),37.7,R,ugm-3 (TEOM FDMS),14.1,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS)
5650,24-08-2019,11:00,55.8,R,ugm-3 (TEOM FDMS),55.78084,R,ugm-3,91.54637,R,ugm-3,177.0758,R,ugm-3,40.6,R,ugm-3 (TEOM FDMS),24.4,R,ugm-3 (TEOM FDMS),34.3,R,ugm-3 (TEOM FDMS),15.2,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS)
5651,24-08-2019,12:00,34.3,R,ugm-3 (TEOM FDMS),43.56102,R,ugm-3,79.87935,R,ugm-3,146.67198,R,ugm-3,24.2,R,ugm-3 (TEOM FDMS),11.8,R,ugm-3 (TEOM FDMS),18.3,R,ugm-3 (TEOM FDMS),10.1,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS)
5652,24-08-2019,13:00,33.1,R,ugm-3 (TEOM FDMS),37.99917,R,ugm-3,83.30901,R,ugm-3,141.57359,R,ugm-3,26.4,R,ugm-3 (TEOM FDMS),15.4,R,ugm-3 (TEOM FDMS),20.0,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS)
5653,24-08-2019,14:00,19.7,R,ugm-3 (TEOM FDMS),24.15546,R,ugm-3,65.92476,R,ugm-3,102.96261,R,ugm-3,12.7,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),11.4,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
5654,24-08-2019,15:00,19.8,R,ugm-3 (TEOM FDMS),21.71961,R,ugm-3,60.89293,R,ugm-3,94.19587,R,ugm-3,18.7,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
5655,24-08-2019,16:00,21.6,R,ugm-3 (TEOM FDMS),13.64073,R,ugm-3,52.94899,R,ugm-3,73.86448,R,ugm-3,17.3,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
5656,24-08-2019,17:00,19.2,R,ugm-3 (TEOM FDMS),7.30753,R,ugm-3,39.34395,R,ugm-3,50.54867,R,ugm-3,17.2,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
5657,24-08-2019,18:00,20.2,R,ugm-3 (TEOM FDMS),12.74759,R,ugm-3,54.06975,R,ugm-3,73.61578,R,ugm-3,16.4,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
5658,24-08-2019,19:00,19.2,R,ugm-3 (TEOM FDMS),11.08309,R,ugm-3,58.86026,R,ugm-3,75.8541,R,ugm-3,16.6,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
5659,24-08-2019,20:00,18.5,R,ugm-3 (TEOM FDMS),8.16008,R,ugm-3,50.09877,R,ugm-3,62.61072,R,ugm-3,17.9,R,ugm-3 (TEOM FDMS),10.3,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
5660,24-08-2019,21:00,34.8,R,ugm-3 (TEOM FDMS),16.52314,R,ugm-3,82.78804,R,ugm-3,108.12318,R,ugm-3,34.0,R,ugm-3 (TEOM FDMS),20.8,R,ugm-3 (TEOM FDMS),21.3,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
5661,24-08-2019,22:00,52.8,R,ugm-3 (TEOM FDMS),23.87128,R,ugm-3,100.68137,R,ugm-3,137.28348,R,ugm-3,51.9,R,ugm-3 (TEOM FDMS),36.3,R,ugm-3 (TEOM FDMS),36.7,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
5662,24-08-2019,23:00,52.7,R,ugm-3 (TEOM FDMS),16.36076,R,ugm-3,75.5138,R,ugm-3,100.59994,R,ugm-3,47.2,R,ugm-3 (TEOM FDMS),33.9,R,ugm-3 (TEOM FDMS),36.3,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
5663,24-08-2019,24:00,50.2,R,ugm-3 (TEOM FDMS),11.36727,R,ugm-3,55.81315,R,ugm-3,73.24273,R,ugm-3,43.1,R,ugm-3 (TEOM FDMS),30.2,R,ugm-3 (TEOM FDMS),33.7,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
5664,25-08-2019,01:00,50.2,R,ugm-3 (TEOM FDMS),9.96167,R,ugm-3,58.52442,R,ugm-3,73.79877,R,ugm-3,41.8,R,ugm-3 (TEOM FDMS),31.1,R,ugm-3 (TEOM FDMS),35.3,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS)
5665,25-08-2019,02:00,47.2,R,ugm-3 (TEOM FDMS),5.79293,R,ugm-3,44.2925,R,ugm-3,53.17487,R,ugm-3,39.0,R,ugm-3 (TEOM FDMS),28.4,R,ugm-3 (TEOM FDMS),33.5,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
5666,25-08-2019,03:00,56.3,R,ugm-3 (TEOM FDMS),6.0907,R,ugm-3,33.77247,R,ugm-3,43.1114,R,ugm-3,45.2,R,ugm-3 (TEOM FDMS),35.2,R,ugm-3 (TEOM FDMS),43.2,R,ugm-3 (TEOM FDMS),11.1,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
5667,25-08-2019,04:00,63.9,R,ugm-3 (TEOM FDMS),3.93865,R,ugm-3,26.76027,R,ugm-3,32.79945,R,ugm-3,50.6,R,ugm-3 (TEOM FDMS),39.3,R,ugm-3 (TEOM FDMS),52.4,R,ugm-3 (TEOM FDMS),13.3,R,ugm-3 (TEOM FDMS),13.1,R,ugm-3 (TEOM FDMS)
5668,25-08-2019,05:00,70.8,R,ugm-3 (TEOM FDMS),2.96414,R,ugm-3,23.65761,R,ugm-3,28.20256,R,ugm-3,53.1,R,ugm-3 (TEOM FDMS),43.0,R,ugm-3 (TEOM FDMS),57.7,R,ugm-3 (TEOM FDMS),17.7,R,ugm-3 (TEOM FDMS),14.7,R,ugm-3 (TEOM FDMS)
5669,25-08-2019,06:00,76.5,R,ugm-3 (TEOM FDMS),5.35981,R,ugm-3,30.29624,R,ugm-3,38.51451,R,ugm-3,57.8,R,ugm-3 (TEOM FDMS),45.5,R,ugm-3 (TEOM FDMS),61.0,R,ugm-3 (TEOM FDMS),18.7,R,ugm-3 (TEOM FDMS),15.5,R,ugm-3 (TEOM FDMS)
5670,25-08-2019,07:00,77.4,R,ugm-3 (TEOM FDMS),11.00386,R,ugm-3,39.28429,R,ugm-3,56.15664,R,ugm-3,56.0,R,ugm-3 (TEOM FDMS),46.5,R,ugm-3 (TEOM FDMS),63.7,R,ugm-3 (TEOM FDMS),21.4,R,ugm-3 (TEOM FDMS),17.2,R,ugm-3 (TEOM FDMS)
5671,25-08-2019,08:00,77.3,R,ugm-3 (TEOM FDMS),20.91139,R,ugm-3,45.71077,R,ugm-3,77.77446,R,ugm-3,56.0,R,ugm-3 (TEOM FDMS),45.9,R,ugm-3 (TEOM FDMS),62.8,R,ugm-3 (TEOM FDMS),21.3,R,ugm-3 (TEOM FDMS),16.9,R,ugm-3 (TEOM FDMS)
5672,25-08-2019,09:00,68.8,R,ugm-3 (TEOM FDMS),32.15888,R,ugm-3,55.48715,R,ugm-3,104.79673,R,ugm-3,49.5,R,ugm-3 (TEOM FDMS),37.6,R,ugm-3 (TEOM FDMS),53.9,R,ugm-3 (TEOM FDMS),19.3,R,ugm-3 (TEOM FDMS),16.3,R,ugm-3 (TEOM FDMS)
5673,25-08-2019,10:00,50.8,R,ugm-3 (TEOM FDMS),44.78692,R,ugm-3,69.42083,R,ugm-3,138.09315,R,ugm-3,31.1,R,ugm-3 (TEOM FDMS),22.0,R,ugm-3 (TEOM FDMS),36.8,R,ugm-3 (TEOM FDMS),19.7,R,ugm-3 (TEOM FDMS),14.8,R,ugm-3 (TEOM FDMS)
5674,25-08-2019,11:00,34.5,R,ugm-3 (TEOM FDMS),38.77743,R,ugm-3,71.67779,R,ugm-3,131.13569,R,ugm-3,20.7,R,ugm-3 (TEOM FDMS),12.5,R,ugm-3 (TEOM FDMS),21.1,R,ugm-3 (TEOM FDMS),13.8,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS)
5675,25-08-2019,12:00,27.5,R,ugm-3 (TEOM FDMS),33.33641,R,ugm-3,79.46149,R,ugm-3,130.57661,R,ugm-3,19.5,R,ugm-3 (TEOM FDMS),10.8,R,ugm-3 (TEOM FDMS),16.8,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS)
5676,25-08-2019,13:00,21.1,R,ugm-3 (TEOM FDMS),26.63664,R,ugm-3,69.73162,R,ugm-3,110.57391,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS),15.4,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),4.9,R,ugm-3 (TEOM FDMS)
5677,25-08-2019,14:00,18.5,R,ugm-3 (TEOM FDMS),21.43925,R,ugm-3,59.93448,R,ugm-3,92.80754,R,ugm-3,11.8,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
5678,25-08-2019,15:00,16.2,R,ugm-3 (TEOM FDMS),11.77535,R,ugm-3,45.9285,R,ugm-3,63.98378,R,ugm-3,13.9,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
5679,25-08-2019,16:00,21.4,R,ugm-3 (TEOM FDMS),17.70362,R,ugm-3,59.32611,R,ugm-3,86.47128,R,ugm-3,18.2,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
5680,25-08-2019,17:00,19.3,R,ugm-3 (TEOM FDMS),16.44488,R,ugm-3,66.28789,R,ugm-3,91.50302,R,ugm-3,17.1,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
5681,25-08-2019,18:00,18.7,R,ugm-3 (TEOM FDMS),8.40516,R,ugm-3,48.487,R,ugm-3,61.37473,R,ugm-3,15.5,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),11.2,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
5682,25-08-2019,19:00,17.4,R,ugm-3 (TEOM FDMS),6.65916,R,ugm-3,56.94134,R,ugm-3,67.15191,R,ugm-3,16.2,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
5683,25-08-2019,20:00,27.9,R,ugm-3 (TEOM FDMS),20.34293,R,ugm-3,75.65465,R,ugm-3,106.8467,R,ugm-3,27.7,R,ugm-3 (TEOM FDMS),16.4,R,ugm-3 (TEOM FDMS),17.2,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
5684,25-08-2019,21:00,30.3,R,ugm-3 (TEOM FDMS),25.13427,R,ugm-3,83.6517,R,ugm-3,122.19038,R,ugm-3,29.1,R,ugm-3 (TEOM FDMS),20.3,R,ugm-3 (TEOM FDMS),20.6,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
5685,25-08-2019,22:00,35.3,R,ugm-3 (TEOM FDMS),18.3939,R,ugm-3,89.63838,R,ugm-3,117.84197,R,ugm-3,33.4,R,ugm-3 (TEOM FDMS),21.7,R,ugm-3 (TEOM FDMS),22.0,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
5686,25-08-2019,23:00,38.1,R,ugm-3 (TEOM FDMS),15.714,R,ugm-3,82.9386,R,ugm-3,107.03306,R,ugm-3,35.6,R,ugm-3 (TEOM FDMS),23.1,R,ugm-3 (TEOM FDMS),24.3,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
5687,25-08-2019,24:00,38.0,R,ugm-3 (TEOM FDMS),14.94251,R,ugm-3,73.62323,R,ugm-3,96.53475,R,ugm-3,34.9,R,ugm-3 (TEOM FDMS),22.6,R,ugm-3 (TEOM FDMS),23.6,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
5688,26-08-2019,01:00,34.3,R,ugm-3 (TEOM FDMS),5.25247,R,ugm-3,69.48602,R,ugm-3,77.5397,R,ugm-3,31.4,R,ugm-3 (TEOM FDMS),21.2,R,ugm-3 (TEOM FDMS),23.2,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
5689,26-08-2019,02:00,38.0,R,ugm-3 (TEOM FDMS),9.36781,R,ugm-3,81.13336,R,ugm-3,95.49713,R,ugm-3,34.7,R,ugm-3 (TEOM FDMS),23.6,R,ugm-3 (TEOM FDMS),25.6,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
5690,26-08-2019,03:00,34.7,R,ugm-3 (TEOM FDMS),4.95465,R,ugm-3,72.21839,R,ugm-3,79.81541,R,ugm-3,30.1,R,ugm-3 (TEOM FDMS),22.2,R,ugm-3 (TEOM FDMS),24.6,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
5691,26-08-2019,04:00,34.8,R,ugm-3 (TEOM FDMS),5.1171,R,ugm-3,60.73556,R,ugm-3,68.58167,R,ugm-3,29.6,R,ugm-3 (TEOM FDMS),22.6,R,ugm-3 (TEOM FDMS),25.3,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
5692,26-08-2019,05:00,37.6,R,ugm-3 (TEOM FDMS),7.79748,R,ugm-3,62.77012,R,ugm-3,74.72609,R,ugm-3,33.7,R,ugm-3 (TEOM FDMS),25.2,R,ugm-3 (TEOM FDMS),27.5,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),2.3,R,ugm-3 (TEOM FDMS)
5693,26-08-2019,06:00,67.6,R,ugm-3 (TEOM FDMS),10.72154,R,ugm-3,59.52793,R,ugm-3,75.96739,R,ugm-3,62.4,R,ugm-3 (TEOM FDMS),31.4,R,ugm-3 (TEOM FDMS),34.3,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
5694,26-08-2019,07:00,61.0,R,ugm-3 (TEOM FDMS),19.69676,R,ugm-3,56.93778,R,ugm-3,87.13906,R,ugm-3,52.7,R,ugm-3 (TEOM FDMS),36.1,R,ugm-3 (TEOM FDMS),41.2,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS)
5695,26-08-2019,08:00,56.6,R,ugm-3 (TEOM FDMS),30.17462,R,ugm-3,61.974,R,ugm-3,108.24111,R,ugm-3,47.4,R,ugm-3 (TEOM FDMS),35.9,R,ugm-3 (TEOM FDMS),42.9,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),7.0,R,ugm-3 (TEOM FDMS)
5696,26-08-2019,09:00,46.0,R,ugm-3 (TEOM FDMS),19.89982,R,ugm-3,53.08873,R,ugm-3,83.60136,R,ugm-3,35.0,R,ugm-3 (TEOM FDMS),25.0,R,ugm-3 (TEOM FDMS),31.8,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS)
5697,26-08-2019,10:00,48.4,R,ugm-3 (TEOM FDMS),27.25057,R,ugm-3,68.94008,R,ugm-3,110.72371,R,ugm-3,37.4,R,ugm-3 (TEOM FDMS),27.1,R,ugm-3 (TEOM FDMS),35.3,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS)
5698,26-08-2019,11:00,37.3,R,ugm-3 (TEOM FDMS),40.81493,R,ugm-3,85.07027,R,ugm-3,147.6523,R,ugm-3,26.8,R,ugm-3 (TEOM FDMS),19.1,R,ugm-3 (TEOM FDMS),25.5,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
5699,26-08-2019,12:00,33.2,R,ugm-3 (TEOM FDMS),44.26694,R,ugm-3,91.1972,R,ugm-3,159.07223,R,ugm-3,24.2,R,ugm-3 (TEOM FDMS),17.4,R,ugm-3 (TEOM FDMS),24.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS)
5700,26-08-2019,13:00,22.5,R,ugm-3 (TEOM FDMS),30.21524,R,ugm-3,77.30382,R,ugm-3,123.6332,R,ugm-3,18.7,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),13.2,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
5701,26-08-2019,14:00,24.3,R,ugm-3 (TEOM FDMS),20.30594,R,ugm-3,63.26531,R,ugm-3,94.40065,R,ugm-3,18.7,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
5702,26-08-2019,15:00,19.4,R,ugm-3 (TEOM FDMS),8.85339,R,ugm-3,46.50378,R,ugm-3,60.07878,R,ugm-3,16.5,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
