,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Volatile PM<sub>10</sub> (Hourly measured),status.7,unit.7,Volatile PM<sub>2.5</sub> (Hourly measured),status.8,unit.8
0,01-01-2019,01:00,39.7,R,ugm-3 (TEOM FDMS),2.18053,R,ugm-3,16.64913,R,ugm-3,19.99255,R,ugm-3,37.2,R,ugm-3 (TEOM FDMS),33.7,R,ugm-3 (TEOM FDMS),35.5,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
1,01-01-2019,02:00,15.9,R,ugm-3 (TEOM FDMS),3.0112,R,ugm-3,18.44484,R,ugm-3,23.06195,R,ugm-3,12.9,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
2,01-01-2019,03:00,11.5,R,ugm-3 (TEOM FDMS),1.51858,R,ugm-3,12.23044,R,ugm-3,14.55889,R,ugm-3,9.5,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
3,01-01-2019,04:00,10.9,R,ugm-3 (TEOM FDMS),1.16814,R,ugm-3,9.90577,R,ugm-3,11.69689,R,ugm-3,7.9,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
4,01-01-2019,05:00,12.2,R,ugm-3 (TEOM FDMS),1.1292,R,ugm-3,10.83652,R,ugm-3,12.56793,R,ugm-3,9.1,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
5,01-01-2019,06:00,11.4,R,ugm-3 (TEOM FDMS),1.44071,R,ugm-3,18.75825,R,ugm-3,20.96729,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
6,01-01-2019,07:00,11.8,R,ugm-3 (TEOM FDMS),5.87963,R,ugm-3,51.02457,R,ugm-3,60.03988,R,ugm-3,11.1,R,ugm-3 (TEOM FDMS),5.1,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
7,01-01-2019,08:00,14.8,R,ugm-3 (TEOM FDMS),3.81592,R,ugm-3,38.69673,R,ugm-3,44.54773,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),8.5,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
8,01-01-2019,09:00,10.1,R,ugm-3 (TEOM FDMS),8.4106,R,ugm-3,42.60193,R,ugm-3,55.498,R,ugm-3,10.0,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),4.2,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS)
9,01-01-2019,10:00,5.3,R,ugm-3 (TEOM FDMS),9.65662,R,ugm-3,38.57601,R,ugm-3,53.38261,R,ugm-3,9.1,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS),-3.8,R,ugm-3 (TEOM FDMS),-3.1,R,ugm-3 (TEOM FDMS)
10,01-01-2019,11:00,12.5,R,ugm-3 (TEOM FDMS),7.63184,R,ugm-3,21.64658,R,ugm-3,33.34858,R,ugm-3,10.5,R,ugm-3 (TEOM FDMS),4.6,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
11,01-01-2019,12:00,7.1,R,ugm-3 (TEOM FDMS),13.82298,R,ugm-3,21.79735,R,ugm-3,42.99229,R,ugm-3,7.3,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
12,01-01-2019,13:00,12.7,R,ugm-3 (TEOM FDMS),20.09199,R,ugm-3,30.91246,R,ugm-3,61.71975,R,ugm-3,11.6,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
13,01-01-2019,14:00,14.3,R,ugm-3 (TEOM FDMS),29.00878,R,ugm-3,36.90097,R,ugm-3,81.38048,R,ugm-3,14.7,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS),8.5,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
14,01-01-2019,15:00,10.0,R,ugm-3 (TEOM FDMS),15.26368,R,ugm-3,29.48088,R,ugm-3,52.88487,R,ugm-3,9.6,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),4.7,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS)
15,01-01-2019,16:00,11.6,R,ugm-3 (TEOM FDMS),29.04772,R,ugm-3,41.69423,R,ugm-3,86.23345,R,ugm-3,11.2,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
16,01-01-2019,17:00,18.3,R,ugm-3 (TEOM FDMS),51.35918,R,ugm-3,53.64918,R,ugm-3,132.39882,R,ugm-3,18.0,R,ugm-3 (TEOM FDMS),10.3,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),-0.8,R,ugm-3 (TEOM FDMS)
17,01-01-2019,18:00,18.0,R,ugm-3 (TEOM FDMS),39.40522,R,ugm-3,42.86054,R,ugm-3,103.28104,R,ugm-3,17.1,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
18,01-01-2019,19:00,21.9,R,ugm-3 (TEOM FDMS),35.12205,R,ugm-3,41.09084,R,ugm-3,94.94389,R,ugm-3,20.4,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),-1.2,R,ugm-3 (TEOM FDMS)
19,01-01-2019,20:00,14.7,R,ugm-3 (TEOM FDMS),28.15215,R,ugm-3,35.97462,R,ugm-3,79.14065,R,ugm-3,13.5,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),5.8,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS)
20,01-01-2019,21:00,15.2,R,ugm-3 (TEOM FDMS),42.16982,R,ugm-3,46.02544,R,ugm-3,110.68492,R,ugm-3,14.2,R,ugm-3 (TEOM FDMS),7.9,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
21,01-01-2019,22:00,13.2,R,ugm-3 (TEOM FDMS),28.19109,R,ugm-3,38.71471,R,ugm-3,81.94044,R,ugm-3,11.3,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS),5.2,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
22,01-01-2019,23:00,15.0,R,ugm-3 (TEOM FDMS),32.90258,R,ugm-3,45.36502,R,ugm-3,95.81494,R,ugm-3,14.3,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS),-2.5,R,ugm-3 (TEOM FDMS)
23,01-01-2019,24:00,13.7,R,ugm-3 (TEOM FDMS),32.78577,R,ugm-3,40.19343,R,ugm-3,90.46423,R,ugm-3,13.3,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
24,02-01-2019,01:00,12.4,R,ugm-3 (TEOM FDMS),13.50501,R,ugm-3,31.11577,R,ugm-3,51.82316,R,ugm-3,12.5,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
25,02-01-2019,02:00,14.1,R,ugm-3 (TEOM FDMS),9.29768,R,ugm-3,25.95853,R,ugm-3,40.21477,R,ugm-3,12.8,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),-1.0,R,ugm-3 (TEOM FDMS)
26,02-01-2019,03:00,12.7,R,ugm-3 (TEOM FDMS),7.51866,R,ugm-3,20.80921,R,ugm-3,32.33765,R,ugm-3,11.5,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),-1.1,R,ugm-3 (TEOM FDMS)
27,02-01-2019,04:00,12.6,R,ugm-3 (TEOM FDMS),7.55761,R,ugm-3,17.5779,R,ugm-3,29.16608,R,ugm-3,11.7,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS)
28,02-01-2019,05:00,12.6,R,ugm-3 (TEOM FDMS),7.4797,R,ugm-3,22.73457,R,ugm-3,34.20329,R,ugm-3,12.4,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
29,02-01-2019,06:00,15.9,R,ugm-3 (TEOM FDMS),20.4523,R,ugm-3,34.5593,R,ugm-3,65.91906,R,ugm-3,15.6,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS),-1.2,R,ugm-3 (TEOM FDMS)
30,02-01-2019,07:00,22.0,R,ugm-3 (TEOM FDMS),67.08355,R,ugm-3,63.98984,R,ugm-3,166.84985,R,ugm-3,21.6,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS),-1.2,R,ugm-3 (TEOM FDMS)
31,02-01-2019,08:00,22.0,R,ugm-3 (TEOM FDMS),106.35197,R,ugm-3,83.06854,R,ugm-3,246.13929,R,ugm-3,21.5,R,ugm-3 (TEOM FDMS),8.6,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
32,02-01-2019,09:00,24.6,R,ugm-3 (TEOM FDMS),133.07632,R,ugm-3,83.38448,R,ugm-3,287.43198,R,ugm-3,24.8,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),-0.2,R,ugm-3 (TEOM FDMS),-0.6,R,ugm-3 (TEOM FDMS)
33,02-01-2019,10:00,26.2,R,ugm-3 (TEOM FDMS),131.28431,R,ugm-3,93.53254,R,ugm-3,294.83233,R,ugm-3,26.2,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
34,02-01-2019,11:00,26.0,R,ugm-3 (TEOM FDMS),,,,,,,,,,23.0,R,ugm-3 (TEOM FDMS),9.0,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
35,02-01-2019,12:00,23.1,R,ugm-3 (TEOM FDMS),133.15423,R,ugm-3,89.4216,R,ugm-3,293.58858,R,ugm-3,23.2,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
36,02-01-2019,13:00,24.9,R,ugm-3 (TEOM FDMS),100.43055,R,ugm-3,80.51882,R,ugm-3,234.51017,R,ugm-3,23.4,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
37,02-01-2019,14:00,22.4,R,ugm-3 (TEOM FDMS),109.00103,R,ugm-3,87.58862,R,ugm-3,254.72121,R,ugm-3,21.6,R,ugm-3 (TEOM FDMS),9.5,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS),-0.4,R,ugm-3 (TEOM FDMS)
38,02-01-2019,15:00,25.4,R,ugm-3 (TEOM FDMS),105.0664,R,ugm-3,87.7138,R,ugm-3,248.81336,R,ugm-3,24.4,R,ugm-3 (TEOM FDMS),11.8,R,ugm-3 (TEOM FDMS),13.0,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
39,02-01-2019,16:00,24.5,R,ugm-3 (TEOM FDMS),124.31104,R,ugm-3,93.71498,R,ugm-3,284.3226,R,ugm-3,22.9,R,ugm-3 (TEOM FDMS),12.4,R,ugm-3 (TEOM FDMS),12.8,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
40,02-01-2019,17:00,26.4,R,ugm-3 (TEOM FDMS),99.88515,R,ugm-3,88.00917,R,ugm-3,241.16427,R,ugm-3,24.3,R,ugm-3 (TEOM FDMS),12.7,R,ugm-3 (TEOM FDMS),13.7,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
41,02-01-2019,18:00,25.8,R,ugm-3 (TEOM FDMS),111.84488,R,ugm-3,84.16093,R,ugm-3,255.65402,R,ugm-3,24.2,R,ugm-3 (TEOM FDMS),11.9,R,ugm-3 (TEOM FDMS),13.7,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
42,02-01-2019,19:00,26.4,R,ugm-3 (TEOM FDMS),148.97068,R,ugm-3,98.12959,R,ugm-3,326.54811,R,ugm-3,25.3,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),12.6,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
43,02-01-2019,20:00,25.7,R,ugm-3 (TEOM FDMS),129.02481,R,ugm-3,92.51952,R,ugm-3,290.35481,R,ugm-3,24.1,R,ugm-3 (TEOM FDMS),11.2,R,ugm-3 (TEOM FDMS),11.3,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS)
44,02-01-2019,21:00,25.5,R,ugm-3 (TEOM FDMS),79.31598,R,ugm-3,75.58136,R,ugm-3,197.19749,R,ugm-3,23.8,R,ugm-3 (TEOM FDMS),12.5,R,ugm-3 (TEOM FDMS),13.4,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
45,02-01-2019,22:00,22.9,R,ugm-3 (TEOM FDMS),61.51274,R,ugm-3,70.29288,R,ugm-3,164.61109,R,ugm-3,21.2,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS),10.7,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
46,02-01-2019,23:00,22.1,R,ugm-3 (TEOM FDMS),73.12185,R,ugm-3,72.51695,R,ugm-3,184.63556,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS),9.7,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
47,02-01-2019,24:00,17.5,R,ugm-3 (TEOM FDMS),32.41203,R,ugm-3,50.11366,R,ugm-3,99.81141,R,ugm-3,15.9,R,ugm-3 (TEOM FDMS),6.6,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
48,03-01-2019,01:00,16.0,R,ugm-3 (TEOM FDMS),27.40287,R,ugm-3,56.01405,R,ugm-3,98.0312,R,ugm-3,14.9,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
49,03-01-2019,02:00,13.5,R,ugm-3 (TEOM FDMS),12.94746,R,ugm-3,39.46468,R,ugm-3,59.31718,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),6.0,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
50,03-01-2019,03:00,11.1,R,ugm-3 (TEOM FDMS),8.65764,R,ugm-3,31.52456,R,ugm-3,44.79943,R,ugm-3,9.8,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS),5.5,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
51,03-01-2019,04:00,12.7,R,ugm-3 (TEOM FDMS),18.77122,R,ugm-3,36.1843,R,ugm-3,64.96644,R,ugm-3,10.3,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
52,03-01-2019,05:00,11.5,R,ugm-3 (TEOM FDMS),17.35428,R,ugm-3,37.94152,R,ugm-3,64.55105,R,ugm-3,9.9,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
53,03-01-2019,06:00,15.8,R,ugm-3 (TEOM FDMS),33.65561,R,ugm-3,45.84511,R,ugm-3,97.44966,R,ugm-3,14.5,R,ugm-3 (TEOM FDMS),5.6,R,ugm-3 (TEOM FDMS),6.1,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS),0.5,R,ugm-3 (TEOM FDMS)
54,03-01-2019,07:00,22.7,R,ugm-3 (TEOM FDMS),128.49969,R,ugm-3,82.79496,R,ugm-3,279.82506,R,ugm-3,21.6,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS),7.5,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),-0.7,R,ugm-3 (TEOM FDMS)
55,03-01-2019,08:00,25.9,R,ugm-3 (TEOM FDMS),197.29284,R,ugm-3,102.36567,R,ugm-3,404.87715,R,ugm-3,23.9,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
56,03-01-2019,09:00,20.9,R,ugm-3 (TEOM FDMS),155.33058,R,ugm-3,102.09356,R,ugm-3,340.26379,R,ugm-3,19.8,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS),8.7,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
57,03-01-2019,10:00,23.8,R,ugm-3 (TEOM FDMS),165.58715,R,ugm-3,105.80711,R,ugm-3,359.70387,R,ugm-3,22.1,R,ugm-3 (TEOM FDMS),9.4,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
58,03-01-2019,11:00,20.9,R,ugm-3 (TEOM FDMS),129.08466,R,ugm-3,90.87036,R,ugm-3,288.79741,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS),7.6,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
59,03-01-2019,12:00,25.3,R,ugm-3 (TEOM FDMS),120.856,R,ugm-3,94.07895,R,ugm-3,279.38891,R,ugm-3,23.7,R,ugm-3 (TEOM FDMS),9.8,R,ugm-3 (TEOM FDMS),11.5,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
60,03-01-2019,13:00,21.2,R,ugm-3 (TEOM FDMS),114.81125,R,ugm-3,73.68885,R,ugm-3,249.73032,R,ugm-3,19.4,R,ugm-3 (TEOM FDMS),6.8,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
61,03-01-2019,14:00,20.4,R,ugm-3 (TEOM FDMS),111.10641,R,ugm-3,82.54725,R,ugm-3,252.90803,R,ugm-3,17.5,R,ugm-3 (TEOM FDMS),9.2,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS)
62,03-01-2019,15:00,44.0,R,ugm-3 (TEOM FDMS),95.00007,R,ugm-3,79.89008,R,ugm-3,225.55483,R,ugm-3,43.9,R,ugm-3 (TEOM FDMS),10.2,R,ugm-3 (TEOM FDMS),9.3,R,ugm-3 (TEOM FDMS),0.1,R,ugm-3 (TEOM FDMS),-0.9,R,ugm-3 (TEOM FDMS)
63,03-01-2019,16:00,27.4,R,ugm-3 (TEOM FDMS),107.75254,R,ugm-3,85.6336,R,ugm-3,250.85186,R,ugm-3,26.4,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),12.6,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS),0.3,R,ugm-3 (TEOM FDMS)
64,03-01-2019,17:00,31.0,R,ugm-3 (TEOM FDMS),150.0658,R,ugm-3,88.9814,R,ugm-3,319.07908,R,ugm-3,29.8,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),1.2,R,ugm-3 (TEOM FDMS),0.0,R,ugm-3 (TEOM FDMS)
65,03-01-2019,18:00,24.4,R,ugm-3 (TEOM FDMS),90.78825,R,ugm-3,78.12347,R,ugm-3,217.33018,R,ugm-3,22.4,R,ugm-3 (TEOM FDMS),10.6,R,ugm-3 (TEOM FDMS),11.7,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),1.1,R,ugm-3 (TEOM FDMS)
66,03-01-2019,19:00,26.8,R,ugm-3 (TEOM FDMS),132.20453,R,ugm-3,95.05897,R,ugm-3,297.76976,R,ugm-3,23.9,R,ugm-3 (TEOM FDMS),11.6,R,ugm-3 (TEOM FDMS),12.3,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
67,03-01-2019,20:00,29.9,R,ugm-3 (TEOM FDMS),108.8445,R,ugm-3,84.14621,R,ugm-3,251.03879,R,ugm-3,27.4,R,ugm-3 (TEOM FDMS),16.9,R,ugm-3 (TEOM FDMS),18.7,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
68,03-01-2019,21:00,37.7,R,ugm-3 (TEOM FDMS),107.79154,R,ugm-3,87.1315,R,ugm-3,252.40956,R,ugm-3,34.3,R,ugm-3 (TEOM FDMS),20.6,R,ugm-3 (TEOM FDMS),23.1,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
69,03-01-2019,22:00,27.9,R,ugm-3 (TEOM FDMS),45.9011,R,ugm-3,67.13297,R,ugm-3,137.51368,R,ugm-3,24.0,R,ugm-3 (TEOM FDMS),15.8,R,ugm-3 (TEOM FDMS),17.6,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
70,03-01-2019,23:00,29.8,R,ugm-3 (TEOM FDMS),40.98731,R,ugm-3,58.84113,R,ugm-3,121.68745,R,ugm-3,27.8,R,ugm-3 (TEOM FDMS),19.7,R,ugm-3 (TEOM FDMS),21.8,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
71,03-01-2019,24:00,30.3,R,ugm-3 (TEOM FDMS),23.55503,R,ugm-3,46.877,R,ugm-3,82.99421,R,ugm-3,25.9,R,ugm-3 (TEOM FDMS),19.3,R,ugm-3 (TEOM FDMS),22.9,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
72,04-01-2019,01:00,22.3,R,ugm-3 (TEOM FDMS),7.86006,R,ugm-3,36.05937,R,ugm-3,48.11128,R,ugm-3,19.1,R,ugm-3 (TEOM FDMS),13.9,R,ugm-3 (TEOM FDMS),15.9,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
73,04-01-2019,02:00,15.9,R,ugm-3 (TEOM FDMS),2.13419,R,ugm-3,25.86075,R,ugm-3,29.13313,R,ugm-3,13.1,R,ugm-3 (TEOM FDMS),9.1,R,ugm-3 (TEOM FDMS),11.0,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
