,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Volatile PM<sub>10</sub> (Hourly measured),status.5,unit.5
0,01-01-2019,01:00,20.5,R,ugm-3 (TEOM FDMS),9.53785,R,ugm-3,28.43121,R,ugm-3,43.05572,R,ugm-3,19.1,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
1,01-01-2019,02:00,23.5,R,ugm-3 (TEOM FDMS),15.09784,R,ugm-3,35.61511,R,ugm-3,58.7648,R,ugm-3,19.6,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
2,01-01-2019,03:00,14.8,R,ugm-3 (TEOM FDMS),13.66264,R,ugm-3,31.43118,R,ugm-3,52.38026,R,ugm-3,11.3,R,ugm-3 (TEOM FDMS),3.5,R,ugm-3 (TEOM FDMS)
3,01-01-2019,04:00,15.1,R,ugm-3 (TEOM FDMS),9.66216,R,ugm-3,23.69331,R,ugm-3,38.50842,R,ugm-3,12.1,R,ugm-3 (TEOM FDMS),3.0,R,ugm-3 (TEOM FDMS)
4,01-01-2019,05:00,16.0,R,ugm-3 (TEOM FDMS),11.32338,R,ugm-3,26.05681,R,ugm-3,43.41907,R,ugm-3,11.7,R,ugm-3 (TEOM FDMS),4.3,R,ugm-3 (TEOM FDMS)
5,01-01-2019,06:00,17.3,R,ugm-3 (TEOM FDMS),9.39094,R,ugm-3,31.07791,R,ugm-3,45.47715,R,ugm-3,13.2,R,ugm-3 (TEOM FDMS),4.1,R,ugm-3 (TEOM FDMS)
6,01-01-2019,07:00,16.6,R,ugm-3 (TEOM FDMS),2.30536,R,ugm-3,30.48623,R,ugm-3,34.02107,R,ugm-3,15.0,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
7,01-01-2019,08:00,18.2,R,ugm-3 (TEOM FDMS),8.06875,R,ugm-3,34.18936,R,ugm-3,46.56127,R,ugm-3,16.0,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
8,01-01-2019,09:00,14.5,R,ugm-3 (TEOM FDMS),2.33926,R,ugm-3,32.18394,R,ugm-3,35.77076,R,ugm-3,11.9,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
9,01-01-2019,10:00,11.2,R,ugm-3 (TEOM FDMS),5.69559,R,ugm-3,28.8689,R,ugm-3,37.60202,R,ugm-3,10.5,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
10,01-01-2019,11:00,13.4,R,ugm-3 (TEOM FDMS),7.66193,R,ugm-3,28.11625,R,ugm-3,39.86438,R,ugm-3,12.8,R,ugm-3 (TEOM FDMS),0.6,R,ugm-3 (TEOM FDMS)
11,01-01-2019,12:00,12.9,R,ugm-3 (TEOM FDMS),11.6285,R,ugm-3,26.88399,R,ugm-3,44.71411,R,ugm-3,11.1,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
12,01-01-2019,13:00,11.8,R,ugm-3 (TEOM FDMS),17.62921,R,ugm-3,31.79272,R,ugm-3,58.8238,R,ugm-3,9.4,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
13,01-01-2019,14:00,13.1,R,ugm-3 (TEOM FDMS),17.86653,R,ugm-3,38.74391,R,ugm-3,66.13887,R,ugm-3,11.3,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
14,01-01-2019,15:00,13.0,R,ugm-3 (TEOM FDMS),16.78165,R,ugm-3,35.56433,R,ugm-3,61.29583,R,ugm-3,10.8,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
15,01-01-2019,16:00,16.2,R,ugm-3 (TEOM FDMS),26.3082,R,ugm-3,44.54543,R,ugm-3,84.88411,R,ugm-3,11.4,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
16,01-01-2019,17:00,14.6,R,ugm-3 (TEOM FDMS),21.12115,R,ugm-3,36.19576,R,ugm-3,68.58107,R,ugm-3,13.3,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
17,01-01-2019,18:00,17.9,R,ugm-3 (TEOM FDMS),19.66335,R,ugm-3,30.66056,R,ugm-3,60.8106,R,ugm-3,16.2,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
18,01-01-2019,19:00,21.5,R,ugm-3 (TEOM FDMS),22.30773,R,ugm-3,31.93686,R,ugm-3,66.14157,R,ugm-3,19.3,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
19,01-01-2019,20:00,18.9,R,ugm-3 (TEOM FDMS),22.61285,R,ugm-3,26.9597,R,ugm-3,61.63225,R,ugm-3,16.7,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
20,01-01-2019,21:00,13.5,R,ugm-3 (TEOM FDMS),17.01897,R,ugm-3,26.21311,R,ugm-3,52.3085,R,ugm-3,12.0,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
21,01-01-2019,22:00,12.8,R,ugm-3 (TEOM FDMS),17.62921,R,ugm-3,26.76493,R,ugm-3,53.79601,R,ugm-3,12.4,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
22,01-01-2019,23:00,16.3,R,ugm-3 (TEOM FDMS),16.91726,R,ugm-3,22.21861,R,ugm-3,48.15805,R,ugm-3,14.2,R,ugm-3 (TEOM FDMS),2.1,R,ugm-3 (TEOM FDMS)
23,01-01-2019,24:00,16.2,R,ugm-3 (TEOM FDMS),20.00237,R,ugm-3,32.52803,R,ugm-3,63.1979,R,ugm-3,14.7,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
24,02-01-2019,01:00,13.9,R,ugm-3 (TEOM FDMS),28.14376,R,ugm-3,34.84947,R,ugm-3,78.00264,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
25,02-01-2019,02:00,17.1,R,ugm-3 (TEOM FDMS),13.25743,R,ugm-3,25.19742,R,ugm-3,45.5252,R,ugm-3,15.6,R,ugm-3 (TEOM FDMS),1.5,R,ugm-3 (TEOM FDMS)
26,02-01-2019,03:00,13.9,R,ugm-3 (TEOM FDMS),6.85495,R,ugm-3,21.564,R,ugm-3,32.07478,R,ugm-3,14.0,R,ugm-3 (TEOM FDMS),-0.1,R,ugm-3 (TEOM FDMS)
27,02-01-2019,04:00,18.4,R,ugm-3 (TEOM FDMS),6.6174,R,ugm-3,15.81236,R,ugm-3,25.9589,R,ugm-3,15.8,R,ugm-3 (TEOM FDMS),2.6,R,ugm-3 (TEOM FDMS)
28,02-01-2019,05:00,16.9,R,ugm-3 (TEOM FDMS),11.74165,R,ugm-3,24.82515,R,ugm-3,42.82876,R,ugm-3,15.6,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
29,02-01-2019,06:00,16.1,R,ugm-3 (TEOM FDMS),22.87246,R,ugm-3,39.18652,R,ugm-3,74.25714,R,ugm-3,15.9,R,ugm-3 (TEOM FDMS),0.2,R,ugm-3 (TEOM FDMS)
30,02-01-2019,07:00,21.9,R,ugm-3 (TEOM FDMS),108.76297,R,ugm-3,85.48119,R,ugm-3,252.24876,R,ugm-3,19.9,R,ugm-3 (TEOM FDMS),2.0,R,ugm-3 (TEOM FDMS)
31,02-01-2019,08:00,24.7,R,ugm-3 (TEOM FDMS),56.40064,R,ugm-3,63.92401,R,ugm-3,150.40379,R,ugm-3,24.3,R,ugm-3 (TEOM FDMS),0.4,R,ugm-3 (TEOM FDMS)
32,02-01-2019,09:00,22.2,R,ugm-3 (TEOM FDMS),61.42308,R,ugm-3,66.14602,R,ugm-3,160.32677,R,ugm-3,22.5,R,ugm-3 (TEOM FDMS),-0.3,R,ugm-3 (TEOM FDMS)
33,02-01-2019,10:00,24.7,R,ugm-3 (TEOM FDMS),68.54952,R,ugm-3,84.43037,R,ugm-3,189.53816,R,ugm-3,23.7,R,ugm-3 (TEOM FDMS),1.0,R,ugm-3 (TEOM FDMS)
34,02-01-2019,11:00,28.8,R,ugm-3 (TEOM FDMS),88.91076,R,ugm-3,91.39913,R,ugm-3,227.72707,R,ugm-3,25.2,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
35,02-01-2019,12:00,31.7,R,ugm-3 (TEOM FDMS),89.58947,R,ugm-3,81.21631,R,ugm-3,218.58491,R,ugm-3,29.3,R,ugm-3 (TEOM FDMS),2.4,R,ugm-3 (TEOM FDMS)
36,02-01-2019,13:00,30.5,R,ugm-3 (TEOM FDMS),94.67978,R,ugm-3,92.69745,R,ugm-3,237.87108,R,ugm-3,27.7,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
37,02-01-2019,14:00,25.7,R,ugm-3 (TEOM FDMS),74.65789,R,ugm-3,84.31023,R,ugm-3,198.78406,R,ugm-3,22.9,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
38,02-01-2019,15:00,21.4,R,ugm-3 (TEOM FDMS),83.07387,R,ugm-3,75.48648,R,ugm-3,202.86465,R,ugm-3,20.5,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
39,02-01-2019,16:00,20.9,R,ugm-3 (TEOM FDMS),73.60589,R,ugm-3,70.06393,R,ugm-3,182.92473,R,ugm-3,18.2,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
40,02-01-2019,17:00,24.2,R,ugm-3 (TEOM FDMS),74.8615,R,ugm-3,81.03039,R,ugm-3,195.81643,R,ugm-3,20.9,R,ugm-3 (TEOM FDMS),3.3,R,ugm-3 (TEOM FDMS)
41,02-01-2019,18:00,22.2,R,ugm-3 (TEOM FDMS),62.13573,R,ugm-3,65.39798,R,ugm-3,160.67143,R,ugm-3,20.9,R,ugm-3 (TEOM FDMS),1.3,R,ugm-3 (TEOM FDMS)
42,02-01-2019,19:00,21.7,R,ugm-3 (TEOM FDMS),61.25341,R,ugm-3,66.43539,R,ugm-3,160.35597,R,ugm-3,19.5,R,ugm-3 (TEOM FDMS),2.2,R,ugm-3 (TEOM FDMS)
43,02-01-2019,20:00,25.4,R,ugm-3 (TEOM FDMS),73.40228,R,ugm-3,72.75441,R,ugm-3,185.30301,R,ugm-3,24.5,R,ugm-3 (TEOM FDMS),0.9,R,ugm-3 (TEOM FDMS)
44,02-01-2019,21:00,23.3,R,ugm-3 (TEOM FDMS),47.17021,R,ugm-3,66.30144,R,ugm-3,138.62809,R,ugm-3,20.1,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
45,02-01-2019,22:00,23.1,R,ugm-3 (TEOM FDMS),34.51231,R,ugm-3,56.64003,R,ugm-3,109.55816,R,ugm-3,19.9,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
46,02-01-2019,23:00,27.6,R,ugm-3 (TEOM FDMS),40.82429,R,ugm-3,61.55509,R,ugm-3,124.15147,R,ugm-3,24.4,R,ugm-3 (TEOM FDMS),3.2,R,ugm-3 (TEOM FDMS)
47,02-01-2019,24:00,26.0,R,ugm-3 (TEOM FDMS),44.2857,R,ugm-3,60.59065,R,ugm-3,128.49445,R,ugm-3,22.3,R,ugm-3 (TEOM FDMS),3.7,R,ugm-3 (TEOM FDMS)
48,03-01-2019,01:00,21.9,R,ugm-3 (TEOM FDMS),30.70751,R,ugm-3,54.26427,R,ugm-3,101.34846,R,ugm-3,20.1,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
49,03-01-2019,02:00,20.9,R,ugm-3 (TEOM FDMS),15.89725,R,ugm-3,37.22532,R,ugm-3,61.60076,R,ugm-3,17.1,R,ugm-3 (TEOM FDMS),3.8,R,ugm-3 (TEOM FDMS)
50,03-01-2019,03:00,21.1,R,ugm-3 (TEOM FDMS),9.9188,R,ugm-3,29.17019,R,ugm-3,44.37881,R,ugm-3,18.2,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
51,03-01-2019,04:00,15.8,R,ugm-3 (TEOM FDMS),14.77629,R,ugm-3,34.89968,R,ugm-3,57.55635,R,ugm-3,13.0,R,ugm-3 (TEOM FDMS),2.8,R,ugm-3 (TEOM FDMS)
52,03-01-2019,05:00,17.2,R,ugm-3 (TEOM FDMS),23.67603,R,ugm-3,40.10261,R,ugm-3,76.40536,R,ugm-3,13.8,R,ugm-3 (TEOM FDMS),3.4,R,ugm-3 (TEOM FDMS)
53,03-01-2019,06:00,19.2,R,ugm-3 (TEOM FDMS),42.3587,R,ugm-3,84.45848,R,ugm-3,149.40759,R,ugm-3,17.8,R,ugm-3 (TEOM FDMS),1.4,R,ugm-3 (TEOM FDMS)
54,03-01-2019,07:00,22.7,R,ugm-3 (TEOM FDMS),108.46138,R,ugm-3,111.35393,R,ugm-3,277.65906,R,ugm-3,20.0,R,ugm-3 (TEOM FDMS),2.7,R,ugm-3 (TEOM FDMS)
55,03-01-2019,08:00,20.4,R,ugm-3 (TEOM FDMS),100.10513,R,ugm-3,82.4653,R,ugm-3,235.95768,R,ugm-3,17.5,R,ugm-3 (TEOM FDMS),2.9,R,ugm-3 (TEOM FDMS)
56,03-01-2019,09:00,17.8,R,ugm-3 (TEOM FDMS),109.14074,R,ugm-3,113.28259,R,ugm-3,280.6294,R,ugm-3,16.1,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
57,03-01-2019,10:00,20.4,R,ugm-3 (TEOM FDMS),107.20454,R,ugm-3,82.72649,R,ugm-3,247.10449,R,ugm-3,18.5,R,ugm-3 (TEOM FDMS),1.9,R,ugm-3 (TEOM FDMS)
58,03-01-2019,11:00,20.5,R,ugm-3 (TEOM FDMS),88.386,R,ugm-3,87.12606,R,ugm-3,222.64937,R,ugm-3,18.9,R,ugm-3 (TEOM FDMS),1.6,R,ugm-3 (TEOM FDMS)
59,03-01-2019,12:00,22.5,R,ugm-3 (TEOM FDMS),117.7008,R,ugm-3,99.844,R,ugm-3,280.31605,R,ugm-3,20.8,R,ugm-3 (TEOM FDMS),1.7,R,ugm-3 (TEOM FDMS)
60,03-01-2019,13:00,26.5,R,ugm-3 (TEOM FDMS),107.27248,R,ugm-3,78.07086,R,ugm-3,242.55303,R,ugm-3,22.5,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
61,03-01-2019,14:00,17.0,R,ugm-3 (TEOM FDMS),92.66603,R,ugm-3,92.58558,R,ugm-3,234.67151,R,ugm-3,16.2,R,ugm-3 (TEOM FDMS),0.8,R,ugm-3 (TEOM FDMS)
62,03-01-2019,15:00,23.7,R,ugm-3 (TEOM FDMS),73.74558,R,ugm-3,74.27655,R,ugm-3,187.35153,R,ugm-3,23.0,R,ugm-3 (TEOM FDMS),0.7,R,ugm-3 (TEOM FDMS)
63,03-01-2019,16:00,27.3,R,ugm-3 (TEOM FDMS),72.38684,R,ugm-3,88.53316,R,ugm-3,199.52477,R,ugm-3,25.5,R,ugm-3 (TEOM FDMS),1.8,R,ugm-3 (TEOM FDMS)
64,03-01-2019,17:00,23.5,R,ugm-3 (TEOM FDMS),61.78868,R,ugm-3,60.99688,R,ugm-3,155.73819,R,ugm-3,21.0,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
65,03-01-2019,18:00,19.1,R,ugm-3 (TEOM FDMS),54.17974,R,ugm-3,68.36362,R,ugm-3,151.43806,R,ugm-3,15.5,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
66,03-01-2019,19:00,26.3,R,ugm-3 (TEOM FDMS),75.54591,R,ugm-3,85.42947,R,ugm-3,201.26492,R,ugm-3,22.4,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
67,03-01-2019,20:00,22.9,R,ugm-3 (TEOM FDMS),52.99084,R,ugm-3,70.71962,R,ugm-3,151.9711,R,ugm-3,19.0,R,ugm-3 (TEOM FDMS),3.9,R,ugm-3 (TEOM FDMS)
68,03-01-2019,21:00,29.1,R,ugm-3 (TEOM FDMS),61.95852,R,ugm-3,76.0355,R,ugm-3,171.03724,R,ugm-3,26.0,R,ugm-3 (TEOM FDMS),3.1,R,ugm-3 (TEOM FDMS)
69,03-01-2019,22:00,32.8,R,ugm-3 (TEOM FDMS),81.38849,R,ugm-3,87.00304,R,ugm-3,211.79699,R,ugm-3,27.4,R,ugm-3 (TEOM FDMS),5.4,R,ugm-3 (TEOM FDMS)
70,03-01-2019,23:00,38.2,R,ugm-3 (TEOM FDMS),92.1565,R,ugm-3,88.48874,R,ugm-3,229.79341,R,ugm-3,34.6,R,ugm-3 (TEOM FDMS),3.6,R,ugm-3 (TEOM FDMS)
71,03-01-2019,24:00,35.6,R,ugm-3 (TEOM FDMS),58.22199,R,ugm-3,73.9365,R,ugm-3,163.20896,R,ugm-3,30.3,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
72,04-01-2019,01:00,31.5,R,ugm-3 (TEOM FDMS),46.15146,R,ugm-3,65.58676,R,ugm-3,136.35135,R,ugm-3,27.5,R,ugm-3 (TEOM FDMS),4.0,R,ugm-3 (TEOM FDMS)
73,04-01-2019,02:00,31.2,R,ugm-3 (TEOM FDMS),38.98846,R,ugm-3,66.43319,R,ugm-3,126.21467,R,ugm-3,28.7,R,ugm-3 (TEOM FDMS),2.5,R,ugm-3 (TEOM FDMS)
74,04-01-2019,03:00,31.3,R,ugm-3 (TEOM FDMS),30.97543,R,ugm-3,61.52849,R,ugm-3,109.02348,R,ugm-3,26.8,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
75,04-01-2019,04:00,27.8,R,ugm-3 (TEOM FDMS),32.6415,R,ugm-3,56.81615,R,ugm-3,106.86576,R,ugm-3,23.0,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
76,04-01-2019,05:00,30.3,R,ugm-3 (TEOM FDMS),20.84296,R,ugm-3,51.43571,R,ugm-3,83.39447,R,ugm-3,24.1,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS)
77,04-01-2019,06:00,37.8,R,ugm-3 (TEOM FDMS),39.71383,R,ugm-3,53.39354,R,ugm-3,114.28723,R,ugm-3,29.6,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS)
78,04-01-2019,07:00,43.9,R,ugm-3 (TEOM FDMS),97.24448,R,ugm-3,82.33057,R,ugm-3,231.43669,R,ugm-3,36.5,R,ugm-3 (TEOM FDMS),7.4,R,ugm-3 (TEOM FDMS)
79,04-01-2019,08:00,46.7,R,ugm-3 (TEOM FDMS),101.9707,R,ugm-3,78.62114,R,ugm-3,234.97402,R,ugm-3,40.2,R,ugm-3 (TEOM FDMS),6.5,R,ugm-3 (TEOM FDMS)
80,04-01-2019,09:00,49.4,R,ugm-3 (TEOM FDMS),110.43709,R,ugm-3,83.82496,R,ugm-3,253.15947,R,ugm-3,41.1,R,ugm-3 (TEOM FDMS),8.3,R,ugm-3 (TEOM FDMS)
81,04-01-2019,10:00,53.2,R,ugm-3 (TEOM FDMS),118.97148,R,ugm-3,79.85914,R,ugm-3,262.27953,R,ugm-3,45.1,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
82,04-01-2019,11:00,52.9,R,ugm-3 (TEOM FDMS),103.12675,R,ugm-3,87.63842,R,ugm-3,245.7639,R,ugm-3,42.8,R,ugm-3 (TEOM FDMS),10.1,R,ugm-3 (TEOM FDMS)
83,04-01-2019,12:00,50.5,R,ugm-3 (TEOM FDMS),73.8174,R,ugm-3,70.53238,R,ugm-3,183.71748,R,ugm-3,37.4,R,ugm-3 (TEOM FDMS),13.1,R,ugm-3 (TEOM FDMS)
84,04-01-2019,13:00,43.9,R,ugm-3 (TEOM FDMS),73.54539,R,ugm-3,61.96591,R,ugm-3,174.73393,R,ugm-3,32.1,R,ugm-3 (TEOM FDMS),11.8,R,ugm-3 (TEOM FDMS)
85,04-01-2019,14:00,38.2,R,ugm-3 (TEOM FDMS),61.50883,R,ugm-3,69.81834,R,ugm-3,164.13057,R,ugm-3,28.3,R,ugm-3 (TEOM FDMS),9.9,R,ugm-3 (TEOM FDMS)
86,04-01-2019,15:00,45.2,R,ugm-3 (TEOM FDMS),82.07978,R,ugm-3,73.92708,R,ugm-3,199.78099,R,ugm-3,34.8,R,ugm-3 (TEOM FDMS),10.4,R,ugm-3 (TEOM FDMS)
87,04-01-2019,16:00,35.0,R,ugm-3 (TEOM FDMS),106.01688,R,ugm-3,88.98116,R,ugm-3,251.53811,R,ugm-3,28.6,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
88,04-01-2019,17:00,30.8,R,ugm-3 (TEOM FDMS),103.67078,R,ugm-3,84.52356,R,ugm-3,243.4832,R,ugm-3,26.4,R,ugm-3 (TEOM FDMS),4.4,R,ugm-3 (TEOM FDMS)
89,04-01-2019,18:00,37.1,R,ugm-3 (TEOM FDMS),73.03537,R,ugm-3,93.82663,R,ugm-3,205.81263,R,ugm-3,30.8,R,ugm-3 (TEOM FDMS),6.3,R,ugm-3 (TEOM FDMS)
90,04-01-2019,19:00,30.3,R,ugm-3 (TEOM FDMS),22.64504,R,ugm-3,75.18952,R,ugm-3,109.91144,R,ugm-3,25.3,R,ugm-3 (TEOM FDMS),5.0,R,ugm-3 (TEOM FDMS)
91,04-01-2019,20:00,39.5,R,ugm-3 (TEOM FDMS),20.33294,R,ugm-3,68.809,R,ugm-3,99.98573,R,ugm-3,31.8,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS)
92,04-01-2019,21:00,45.0,R,ugm-3 (TEOM FDMS),25.90919,R,ugm-3,66.20073,R,ugm-3,105.92761,R,ugm-3,36.9,R,ugm-3 (TEOM FDMS),8.1,R,ugm-3 (TEOM FDMS)
93,04-01-2019,22:00,45.0,R,ugm-3 (TEOM FDMS),35.70165,R,ugm-3,64.98562,R,ugm-3,119.72737,R,ugm-3,37.9,R,ugm-3 (TEOM FDMS),7.1,R,ugm-3 (TEOM FDMS)
94,04-01-2019,23:00,46.1,R,ugm-3 (TEOM FDMS),71.84531,R,ugm-3,77.90298,R,ugm-3,188.06426,R,ugm-3,39.2,R,ugm-3 (TEOM FDMS),6.9,R,ugm-3 (TEOM FDMS)
95,04-01-2019,24:00,44.7,R,ugm-3 (TEOM FDMS),46.54815,R,ugm-3,66.85311,R,ugm-3,138.22594,R,ugm-3,37.0,R,ugm-3 (TEOM FDMS),7.7,R,ugm-3 (TEOM FDMS)
96,05-01-2019,01:00,40.7,R,ugm-3 (TEOM FDMS),27.68151,R,ugm-3,55.6699,R,ugm-3,98.1143,R,ugm-3,32.7,R,ugm-3 (TEOM FDMS),8.0,R,ugm-3 (TEOM FDMS)
97,05-01-2019,02:00,33.4,R,ugm-3 (TEOM FDMS),15.42904,R,ugm-3,50.41637,R,ugm-3,74.0739,R,ugm-3,25.0,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS)
98,05-01-2019,03:00,32.2,R,ugm-3 (TEOM FDMS),11.91213,R,ugm-3,46.55477,R,ugm-3,64.81978,R,ugm-3,25.5,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS)
99,05-01-2019,04:00,36.4,R,ugm-3 (TEOM FDMS),14.77104,R,ugm-3,34.63916,R,ugm-3,57.28777,R,ugm-3,28.2,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS)
100,05-01-2019,05:00,31.0,R,ugm-3 (TEOM FDMS),19.91027,R,ugm-3,33.89203,R,ugm-3,64.42069,R,ugm-3,20.5,R,ugm-3 (TEOM FDMS),10.5,R,ugm-3 (TEOM FDMS)
101,05-01-2019,06:00,26.1,R,ugm-3 (TEOM FDMS),29.09962,R,ugm-3,39.48396,R,ugm-3,84.10276,R,ugm-3,19.7,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
102,05-01-2019,07:00,33.5,R,ugm-3 (TEOM FDMS),66.09529,R,ugm-3,62.84011,R,ugm-3,164.1848,R,ugm-3,26.2,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS)
103,05-01-2019,08:00,34.4,R,ugm-3 (TEOM FDMS),47.61447,R,ugm-3,49.12974,R,ugm-3,122.13758,R,ugm-3,26.0,R,ugm-3 (TEOM FDMS),8.4,R,ugm-3 (TEOM FDMS)
104,05-01-2019,09:00,36.5,R,ugm-3 (TEOM FDMS),46.72957,R,ugm-3,55.94458,R,ugm-3,127.59559,R,ugm-3,29.2,R,ugm-3 (TEOM FDMS),7.3,R,ugm-3 (TEOM FDMS)
105,05-01-2019,10:00,30.9,R,ugm-3 (TEOM FDMS),65.85704,R,ugm-3,57.40082,R,ugm-3,158.38021,R,ugm-3,24.2,R,ugm-3 (TEOM FDMS),6.7,R,ugm-3 (TEOM FDMS)
106,05-01-2019,11:00,35.0,R,ugm-3 (TEOM FDMS),73.31063,R,ugm-3,60.29277,R,ugm-3,172.70084,R,ugm-3,26.8,R,ugm-3 (TEOM FDMS),8.2,R,ugm-3 (TEOM FDMS)
107,05-01-2019,12:00,32.6,R,ugm-3 (TEOM FDMS),52.88984,R,ugm-3,60.59317,R,ugm-3,141.6898,R,ugm-3,22.6,R,ugm-3 (TEOM FDMS),10.0,R,ugm-3 (TEOM FDMS)
108,05-01-2019,13:00,25.0,R,ugm-3 (TEOM FDMS),56.90593,R,ugm-3,61.54626,R,ugm-3,148.80081,R,ugm-3,18.6,R,ugm-3 (TEOM FDMS),6.4,R,ugm-3 (TEOM FDMS)
109,05-01-2019,14:00,27.0,R,ugm-3 (TEOM FDMS),66.60581,R,ugm-3,69.12155,R,ugm-3,171.24903,R,ugm-3,21.1,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
110,05-01-2019,15:00,26.4,R,ugm-3 (TEOM FDMS),54.25123,R,ugm-3,58.89882,R,ugm-3,142.08287,R,ugm-3,20.5,R,ugm-3 (TEOM FDMS),5.9,R,ugm-3 (TEOM FDMS)
111,05-01-2019,16:00,37.1,R,ugm-3 (TEOM FDMS),65.48266,R,ugm-3,66.70082,R,ugm-3,167.10617,R,ugm-3,32.6,R,ugm-3 (TEOM FDMS),4.5,R,ugm-3 (TEOM FDMS)
112,05-01-2019,17:00,33.4,R,ugm-3 (TEOM FDMS),62.52165,R,ugm-3,61.85092,R,ugm-3,157.71611,R,ugm-3,27.2,R,ugm-3 (TEOM FDMS),6.2,R,ugm-3 (TEOM FDMS)
113,05-01-2019,18:00,30.4,R,ugm-3 (TEOM FDMS),45.02784,R,ugm-3,60.51413,R,ugm-3,129.55585,R,ugm-3,25.6,R,ugm-3 (TEOM FDMS),4.8,R,ugm-3 (TEOM FDMS)
114,05-01-2019,19:00,26.6,R,ugm-3 (TEOM FDMS),10.4146,R,ugm-3,51.35131,R,ugm-3,67.32014,R,ugm-3,19.4,R,ugm-3 (TEOM FDMS),7.2,R,ugm-3 (TEOM FDMS)
115,05-01-2019,20:00,25.8,R,ugm-3 (TEOM FDMS),18.65099,R,ugm-3,63.76075,R,ugm-3,92.35853,R,ugm-3,20.5,R,ugm-3 (TEOM FDMS),5.3,R,ugm-3 (TEOM FDMS)
