,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,PM<sub>2.5</sub> particulate matter (Hourly measured),status.1,unit.1
44,02-01-2019,21:00,16.15,R,ugm-3 (FIDAS),9.34,R,ugm-3 (Ref.eq)
45,02-01-2019,22:00,16.175,R,ugm-3 (FIDAS),10.0,R,ugm-3 (Ref.eq)
46,02-01-2019,23:00,15.75,R,ugm-3 (FIDAS),10.165,R,ugm-3 (Ref.eq)
47,02-01-2019,24:00,16.55,R,ugm-3 (FIDAS),10.778,R,ugm-3 (Ref.eq)
48,03-01-2019,01:00,16.4,R,ugm-3 (FIDAS),10.637,R,ugm-3 (Ref.eq)
49,03-01-2019,02:00,13.925,R,ugm-3 (FIDAS),9.127,R,ugm-3 (Ref.eq)
50,03-01-2019,03:00,13.125,R,ugm-3 (FIDAS),8.514,R,ugm-3 (Ref.eq)
51,03-01-2019,04:00,13.9,R,ugm-3 (FIDAS),8.868,R,ugm-3 (Ref.eq)
52,03-01-2019,05:00,11.35,R,ugm-3 (FIDAS),7.146,R,ugm-3 (Ref.eq)
53,03-01-2019,06:00,12.375,R,ugm-3 (FIDAS),8.585,R,ugm-3 (Ref.eq)
54,03-01-2019,07:00,11.925,R,ugm-3 (FIDAS),8.231,R,ugm-3 (Ref.eq)
55,03-01-2019,08:00,9.25,R,ugm-3 (FIDAS),6.085,R,ugm-3 (Ref.eq)
56,03-01-2019,09:00,6.4,R,ugm-3 (FIDAS),4.009,R,ugm-3 (Ref.eq)
57,03-01-2019,10:00,5.55,R,ugm-3 (FIDAS),3.443,R,ugm-3 (Ref.eq)
58,03-01-2019,11:00,5.45,R,ugm-3 (FIDAS),3.208,R,ugm-3 (Ref.eq)
59,03-01-2019,12:00,5.9,R,ugm-3 (FIDAS),3.467,R,ugm-3 (Ref.eq)
60,03-01-2019,13:00,9.425,R,ugm-3 (FIDAS),5.708,R,ugm-3 (Ref.eq)
61,03-01-2019,14:00,7.15,R,ugm-3 (FIDAS),4.363,R,ugm-3 (Ref.eq)
62,03-01-2019,15:00,8.8,R,ugm-3 (FIDAS),5.637,R,ugm-3 (Ref.eq)
63,03-01-2019,16:00,12.325,R,ugm-3 (FIDAS),8.184,R,ugm-3 (Ref.eq)
64,03-01-2019,17:00,14.6,R,ugm-3 (FIDAS),9.717,R,ugm-3 (Ref.eq)
65,03-01-2019,18:00,10.275,R,ugm-3 (FIDAS),6.863,R,ugm-3 (Ref.eq)
66,03-01-2019,19:00,14.75,R,ugm-3 (FIDAS),10.401,R,ugm-3 (Ref.eq)
67,03-01-2019,20:00,16.725,R,ugm-3 (FIDAS),12.382,R,ugm-3 (Ref.eq)
68,03-01-2019,21:00,19.275,R,ugm-3 (FIDAS),14.528,R,ugm-3 (Ref.eq)
69,03-01-2019,22:00,23.475,R,ugm-3 (FIDAS),18.609,R,ugm-3 (Ref.eq)
70,03-01-2019,23:00,25.175,R,ugm-3 (FIDAS),20.212,R,ugm-3 (Ref.eq)
71,03-01-2019,24:00,25.75,R,ugm-3 (FIDAS),21.179,R,ugm-3 (Ref.eq)
72,04-01-2019,01:00,25.45,R,ugm-3 (FIDAS),20.873,R,ugm-3 (Ref.eq)
73,04-01-2019,02:00,28.0,R,ugm-3 (FIDAS),23.066,R,ugm-3 (Ref.eq)
74,04-01-2019,03:00,27.025,R,ugm-3 (FIDAS),22.453,R,ugm-3 (Ref.eq)
75,04-01-2019,04:00,22.05,R,ugm-3 (FIDAS),18.491,R,ugm-3 (Ref.eq)
76,04-01-2019,05:00,21.55,R,ugm-3 (FIDAS),17.571,R,ugm-3 (Ref.eq)
77,04-01-2019,06:00,24.35,R,ugm-3 (FIDAS),20.236,R,ugm-3 (Ref.eq)
78,04-01-2019,07:00,29.55,R,ugm-3 (FIDAS),25.118,R,ugm-3 (Ref.eq)
79,04-01-2019,08:00,32.775,R,ugm-3 (FIDAS),27.783,R,ugm-3 (Ref.eq)
80,04-01-2019,09:00,34.625,R,ugm-3 (FIDAS),28.75,R,ugm-3 (Ref.eq)
81,04-01-2019,10:00,39.275,R,ugm-3 (FIDAS),31.887,R,ugm-3 (Ref.eq)
82,04-01-2019,11:00,34.6,R,ugm-3 (FIDAS),27.264,R,ugm-3 (Ref.eq)
83,04-01-2019,12:00,33.425,R,ugm-3 (FIDAS),25.33,R,ugm-3 (Ref.eq)
84,04-01-2019,13:00,20.775,R,ugm-3 (FIDAS),16.014,R,ugm-3 (Ref.eq)
85,04-01-2019,14:00,21.2,R,ugm-3 (FIDAS),15.755,R,ugm-3 (Ref.eq)
86,04-01-2019,15:00,23.225,R,ugm-3 (FIDAS),17.359,R,ugm-3 (Ref.eq)
87,04-01-2019,16:00,22.25,R,ugm-3 (FIDAS),17.123,R,ugm-3 (Ref.eq)
88,04-01-2019,17:00,17.25,R,ugm-3 (FIDAS),14.009,R,ugm-3 (Ref.eq)
89,04-01-2019,18:00,20.575,R,ugm-3 (FIDAS),16.085,R,ugm-3 (Ref.eq)
90,04-01-2019,19:00,23.45,R,ugm-3 (FIDAS),18.868,R,ugm-3 (Ref.eq)
91,04-01-2019,20:00,32.75,R,ugm-3 (FIDAS),26.981,R,ugm-3 (Ref.eq)
92,04-01-2019,21:00,39.325,R,ugm-3 (FIDAS),32.453,R,ugm-3 (Ref.eq)
93,04-01-2019,22:00,40.725,R,ugm-3 (FIDAS),33.962,R,ugm-3 (Ref.eq)
94,04-01-2019,23:00,43.75,R,ugm-3 (FIDAS),35.543,R,ugm-3 (Ref.eq)
95,04-01-2019,24:00,36.475,R,ugm-3 (FIDAS),30.165,R,ugm-3 (Ref.eq)
96,05-01-2019,01:00,26.55,R,ugm-3 (FIDAS),22.429,R,ugm-3 (Ref.eq)
97,05-01-2019,02:00,28.65,R,ugm-3 (FIDAS),24.764,R,ugm-3 (Ref.eq)
98,05-01-2019,03:00,31.15,R,ugm-3 (FIDAS),26.061,R,ugm-3 (Ref.eq)
99,05-01-2019,04:00,27.45,R,ugm-3 (FIDAS),23.821,R,ugm-3 (Ref.eq)
100,05-01-2019,05:00,24.075,R,ugm-3 (FIDAS),20.92,R,ugm-3 (Ref.eq)
101,05-01-2019,06:00,22.8,R,ugm-3 (FIDAS),19.741,R,ugm-3 (Ref.eq)
102,05-01-2019,07:00,24.4,R,ugm-3 (FIDAS),20.991,R,ugm-3 (Ref.eq)
103,05-01-2019,08:00,27.425,R,ugm-3 (FIDAS),23.797,R,ugm-3 (Ref.eq)
104,05-01-2019,09:00,28.2,R,ugm-3 (FIDAS),24.245,R,ugm-3 (Ref.eq)
105,05-01-2019,10:00,25.25,R,ugm-3 (FIDAS),21.274,R,ugm-3 (Ref.eq)
106,05-01-2019,11:00,25.95,R,ugm-3 (FIDAS),21.793,R,ugm-3 (Ref.eq)
107,05-01-2019,12:00,25.425,R,ugm-3 (FIDAS),21.415,R,ugm-3 (Ref.eq)
108,05-01-2019,13:00,19.625,R,ugm-3 (FIDAS),15.778,R,ugm-3 (Ref.eq)
109,05-01-2019,14:00,18.275,R,ugm-3 (FIDAS),14.646,R,ugm-3 (Ref.eq)
110,05-01-2019,15:00,17.425,R,ugm-3 (FIDAS),14.458,R,ugm-3 (Ref.eq)
111,05-01-2019,16:00,18.625,R,ugm-3 (FIDAS),15.142,R,ugm-3 (Ref.eq)
112,05-01-2019,17:00,19.225,R,ugm-3 (FIDAS),15.849,R,ugm-3 (Ref.eq)
113,05-01-2019,18:00,18.225,R,ugm-3 (FIDAS),14.906,R,ugm-3 (Ref.eq)
114,05-01-2019,19:00,23.4,R,ugm-3 (FIDAS),19.293,R,ugm-3 (Ref.eq)
115,05-01-2019,20:00,29.025,R,ugm-3 (FIDAS),24.929,R,ugm-3 (Ref.eq)
116,05-01-2019,21:00,27.525,R,ugm-3 (FIDAS),23.444,R,ugm-3 (Ref.eq)
117,05-01-2019,22:00,26.325,R,ugm-3 (FIDAS),21.981,R,ugm-3 (Ref.eq)
118,05-01-2019,23:00,22.725,R,ugm-3 (FIDAS),18.892,R,ugm-3 (Ref.eq)
119,05-01-2019,24:00,24.425,R,ugm-3 (FIDAS),20.377,R,ugm-3 (Ref.eq)
120,06-01-2019,01:00,28.9,R,ugm-3 (FIDAS),24.741,R,ugm-3 (Ref.eq)
121,06-01-2019,02:00,27.65,R,ugm-3 (FIDAS),24.033,R,ugm-3 (Ref.eq)
122,06-01-2019,03:00,25.25,R,ugm-3 (FIDAS),21.675,R,ugm-3 (Ref.eq)
123,06-01-2019,04:00,22.65,R,ugm-3 (FIDAS),19.363,R,ugm-3 (Ref.eq)
124,06-01-2019,05:00,21.075,R,ugm-3 (FIDAS),17.642,R,ugm-3 (Ref.eq)
125,06-01-2019,06:00,20.625,R,ugm-3 (FIDAS),17.146,R,ugm-3 (Ref.eq)
126,06-01-2019,07:00,20.825,R,ugm-3 (FIDAS),17.406,R,ugm-3 (Ref.eq)
127,06-01-2019,08:00,21.625,R,ugm-3 (FIDAS),17.948,R,ugm-3 (Ref.eq)
128,06-01-2019,09:00,21.725,R,ugm-3 (FIDAS),17.995,R,ugm-3 (Ref.eq)
129,06-01-2019,10:00,22.0,R,ugm-3 (FIDAS),17.571,R,ugm-3 (Ref.eq)
130,06-01-2019,11:00,21.8,R,ugm-3 (FIDAS),17.076,R,ugm-3 (Ref.eq)
131,06-01-2019,12:00,20.8,R,ugm-3 (FIDAS),15.307,R,ugm-3 (Ref.eq)
132,06-01-2019,13:00,19.175,R,ugm-3 (FIDAS),13.538,R,ugm-3 (Ref.eq)
133,06-01-2019,14:00,18.625,R,ugm-3 (FIDAS),12.311,R,ugm-3 (Ref.eq)
134,06-01-2019,15:00,19.375,R,ugm-3 (FIDAS),11.698,R,ugm-3 (Ref.eq)
135,06-01-2019,16:00,18.2,R,ugm-3 (FIDAS),11.486,R,ugm-3 (Ref.eq)
136,06-01-2019,17:00,20.875,R,ugm-3 (FIDAS),12.948,R,ugm-3 (Ref.eq)
137,06-01-2019,18:00,22.65,R,ugm-3 (FIDAS),14.811,R,ugm-3 (Ref.eq)
138,06-01-2019,19:00,23.7,R,ugm-3 (FIDAS),16.156,R,ugm-3 (Ref.eq)
139,06-01-2019,20:00,26.5,R,ugm-3 (FIDAS),18.066,R,ugm-3 (Ref.eq)
140,06-01-2019,21:00,30.075,R,ugm-3 (FIDAS),20.425,R,ugm-3 (Ref.eq)
141,06-01-2019,22:00,31.4,R,ugm-3 (FIDAS),20.991,R,ugm-3 (Ref.eq)
142,06-01-2019,23:00,30.175,R,ugm-3 (FIDAS),19.269,R,ugm-3 (Ref.eq)
143,06-01-2019,24:00,28.225,R,ugm-3 (FIDAS),17.123,R,ugm-3 (Ref.eq)
144,07-01-2019,01:00,28.275,R,ugm-3 (FIDAS),17.406,R,ugm-3 (Ref.eq)
145,07-01-2019,02:00,25.4,R,ugm-3 (FIDAS),16.014,R,ugm-3 (Ref.eq)
146,07-01-2019,03:00,21.45,R,ugm-3 (FIDAS),14.127,R,ugm-3 (Ref.eq)
147,07-01-2019,04:00,20.05,R,ugm-3 (FIDAS),12.736,R,ugm-3 (Ref.eq)
148,07-01-2019,05:00,21.025,R,ugm-3 (FIDAS),13.892,R,ugm-3 (Ref.eq)
149,07-01-2019,06:00,20.475,R,ugm-3 (FIDAS),12.83,R,ugm-3 (Ref.eq)
150,07-01-2019,07:00,21.075,R,ugm-3 (FIDAS),11.887,R,ugm-3 (Ref.eq)
151,07-01-2019,08:00,20.1,R,ugm-3 (FIDAS),10.024,R,ugm-3 (Ref.eq)
152,07-01-2019,09:00,17.675,R,ugm-3 (FIDAS),9.34,R,ugm-3 (Ref.eq)
153,07-01-2019,10:00,17.55,R,ugm-3 (FIDAS),9.198,R,ugm-3 (Ref.eq)
154,07-01-2019,11:00,19.025,R,ugm-3 (FIDAS),9.646,R,ugm-3 (Ref.eq)
155,07-01-2019,12:00,18.675,R,ugm-3 (FIDAS),10.259,R,ugm-3 (Ref.eq)
156,07-01-2019,13:00,18.45,R,ugm-3 (FIDAS),11.84,R,ugm-3 (Ref.eq)
157,07-01-2019,14:00,15.7,R,ugm-3 (FIDAS),9.646,R,ugm-3 (Ref.eq)
158,07-01-2019,15:00,12.375,R,ugm-3 (FIDAS),7.453,R,ugm-3 (Ref.eq)
159,07-01-2019,16:00,10.65,R,ugm-3 (FIDAS),6.439,R,ugm-3 (Ref.eq)
160,07-01-2019,17:00,8.25,R,ugm-3 (FIDAS),5.802,R,ugm-3 (Ref.eq)
161,07-01-2019,18:00,11.875,R,ugm-3 (FIDAS),7.689,R,ugm-3 (Ref.eq)
162,07-01-2019,19:00,12.95,R,ugm-3 (FIDAS),8.09,R,ugm-3 (Ref.eq)
163,07-01-2019,20:00,12.5,R,ugm-3 (FIDAS),7.712,R,ugm-3 (Ref.eq)
164,07-01-2019,21:00,12.75,R,ugm-3 (FIDAS),7.524,R,ugm-3 (Ref.eq)
165,07-01-2019,22:00,10.75,R,ugm-3 (FIDAS),6.934,R,ugm-3 (Ref.eq)
166,07-01-2019,23:00,7.85,R,ugm-3 (FIDAS),5.401,R,ugm-3 (Ref.eq)
167,07-01-2019,24:00,7.925,R,ugm-3 (FIDAS),4.741,R,ugm-3 (Ref.eq)
168,08-01-2019,01:00,11.3,R,ugm-3 (FIDAS),5.354,R,ugm-3 (Ref.eq)
169,08-01-2019,02:00,10.025,R,ugm-3 (FIDAS),5.212,R,ugm-3 (Ref.eq)
170,08-01-2019,03:00,9.95,R,ugm-3 (FIDAS),5.071,R,ugm-3 (Ref.eq)
171,08-01-2019,04:00,9.575,R,ugm-3 (FIDAS),5.0,R,ugm-3 (Ref.eq)
172,08-01-2019,05:00,10.525,R,ugm-3 (FIDAS),5.189,R,ugm-3 (Ref.eq)
173,08-01-2019,06:00,9.2,R,ugm-3 (FIDAS),4.953,R,ugm-3 (Ref.eq)
174,08-01-2019,07:00,10.05,R,ugm-3 (FIDAS),5.0,R,ugm-3 (Ref.eq)
175,08-01-2019,08:00,11.0,R,ugm-3 (FIDAS),5.59,R,ugm-3 (Ref.eq)
176,08-01-2019,09:00,12.625,R,ugm-3 (FIDAS),6.156,R,ugm-3 (Ref.eq)
177,08-01-2019,10:00,17.475,R,ugm-3 (FIDAS),8.113,R,ugm-3 (Ref.eq)
178,08-01-2019,11:00,24.175,R,ugm-3 (FIDAS),10.896,R,ugm-3 (Ref.eq)
179,08-01-2019,12:00,20.675,R,ugm-3 (FIDAS),10.472,R,ugm-3 (Ref.eq)
180,08-01-2019,13:00,17.35,R,ugm-3 (FIDAS),8.703,R,ugm-3 (Ref.eq)
181,08-01-2019,14:00,17.25,R,ugm-3 (FIDAS),8.986,R,ugm-3 (Ref.eq)
182,08-01-2019,15:00,16.35,R,ugm-3 (FIDAS),8.042,R,ugm-3 (Ref.eq)
183,08-01-2019,16:00,14.45,R,ugm-3 (FIDAS),7.406,R,ugm-3 (Ref.eq)
184,08-01-2019,17:00,17.725,R,ugm-3 (FIDAS),8.797,R,ugm-3 (Ref.eq)
185,08-01-2019,18:00,21.0,R,ugm-3 (FIDAS),10.896,R,ugm-3 (Ref.eq)
186,08-01-2019,19:00,21.6,R,ugm-3 (FIDAS),12.146,R,ugm-3 (Ref.eq)
187,08-01-2019,20:00,22.25,R,ugm-3 (FIDAS),12.948,R,ugm-3 (Ref.eq)
188,08-01-2019,21:00,19.55,R,ugm-3 (FIDAS),11.981,R,ugm-3 (Ref.eq)
189,08-01-2019,22:00,16.8,R,ugm-3 (FIDAS),10.165,R,ugm-3 (Ref.eq)
190,08-01-2019,23:00,14.05,R,ugm-3 (FIDAS),8.75,R,ugm-3 (Ref.eq)
191,08-01-2019,24:00,14.975,R,ugm-3 (FIDAS),9.764,R,ugm-3 (Ref.eq)
192,09-01-2019,01:00,14.475,R,ugm-3 (FIDAS),9.576,R,ugm-3 (Ref.eq)
193,09-01-2019,02:00,11.75,R,ugm-3 (FIDAS),7.547,R,ugm-3 (Ref.eq)
194,09-01-2019,03:00,8.85,R,ugm-3 (FIDAS),5.519,R,ugm-3 (Ref.eq)
195,09-01-2019,04:00,8.375,R,ugm-3 (FIDAS),5.401,R,ugm-3 (Ref.eq)
196,09-01-2019,05:00,8.225,R,ugm-3 (FIDAS),5.024,R,ugm-3 (Ref.eq)
197,09-01-2019,06:00,9.075,R,ugm-3 (FIDAS),5.401,R,ugm-3 (Ref.eq)
198,09-01-2019,07:00,9.325,R,ugm-3 (FIDAS),5.425,R,ugm-3 (Ref.eq)
199,09-01-2019,08:00,10.0,R,ugm-3 (FIDAS),5.071,R,ugm-3 (Ref.eq)
200,09-01-2019,09:00,10.125,R,ugm-3 (FIDAS),5.094,R,ugm-3 (Ref.eq)
201,09-01-2019,10:00,13.75,R,ugm-3 (FIDAS),5.708,R,ugm-3 (Ref.eq)
202,09-01-2019,11:00,21.475,R,ugm-3 (FIDAS),6.769,R,ugm-3 (Ref.eq)
203,09-01-2019,12:00,12.275,R,ugm-3 (FIDAS),6.203,R,ugm-3 (Ref.eq)
204,09-01-2019,13:00,12.775,R,ugm-3 (FIDAS),6.014,R,ugm-3 (Ref.eq)
205,09-01-2019,14:00,13.475,R,ugm-3 (FIDAS),6.84,R,ugm-3 (Ref.eq)
206,09-01-2019,15:00,15.725,R,ugm-3 (FIDAS),7.406,R,ugm-3 (Ref.eq)
207,09-01-2019,16:00,15.475,R,ugm-3 (FIDAS),7.382,R,ugm-3 (Ref.eq)
208,09-01-2019,17:00,14.5,R,ugm-3 (FIDAS),7.241,R,ugm-3 (Ref.eq)
209,09-01-2019,18:00,14.55,R,ugm-3 (FIDAS),8.208,R,ugm-3 (Ref.eq)
210,09-01-2019,19:00,15.45,R,ugm-3 (FIDAS),8.939,R,ugm-3 (Ref.eq)
211,09-01-2019,20:00,18.3,R,ugm-3 (FIDAS),11.722,R,ugm-3 (Ref.eq)
212,09-01-2019,21:00,19.35,R,ugm-3 (FIDAS),12.076,R,ugm-3 (Ref.eq)
213,09-01-2019,22:00,17.125,R,ugm-3 (FIDAS),11.887,R,ugm-3 (Ref.eq)
214,09-01-2019,23:00,17.225,R,ugm-3 (FIDAS),12.877,R,ugm-3 (Ref.eq)
215,09-01-2019,24:00,18.125,R,ugm-3 (FIDAS),13.538,R,ugm-3 (Ref.eq)
216,10-01-2019,01:00,17.775,R,ugm-3 (FIDAS),13.703,R,ugm-3 (Ref.eq)
217,10-01-2019,02:00,18.825,R,ugm-3 (FIDAS),13.679,R,ugm-3 (Ref.eq)
218,10-01-2019,03:00,19.9,R,ugm-3 (FIDAS),15.566,R,ugm-3 (Ref.eq)
219,10-01-2019,04:00,22.125,R,ugm-3 (FIDAS),16.91,R,ugm-3 (Ref.eq)
220,10-01-2019,05:00,20.275,R,ugm-3 (FIDAS),15.991,R,ugm-3 (Ref.eq)
221,10-01-2019,06:00,20.15,R,ugm-3 (FIDAS),16.392,R,ugm-3 (Ref.eq)
222,10-01-2019,07:00,20.15,R,ugm-3 (FIDAS),17.241,R,ugm-3 (Ref.eq)
223,10-01-2019,08:00,24.075,R,ugm-3 (FIDAS),20.0,R,ugm-3 (Ref.eq)
224,10-01-2019,09:00,28.6,R,ugm-3 (FIDAS),22.925,R,ugm-3 (Ref.eq)
225,10-01-2019,10:00,66.15,R,ugm-3 (FIDAS),31.368,R,ugm-3 (Ref.eq)
226,10-01-2019,11:00,48.5,R,ugm-3 (FIDAS),33.491,R,ugm-3 (Ref.eq)
227,10-01-2019,12:00,48.925,R,ugm-3 (FIDAS),33.868,R,ugm-3 (Ref.eq)
228,10-01-2019,13:00,43.5,R,ugm-3 (FIDAS),32.123,R,ugm-3 (Ref.eq)
229,10-01-2019,14:00,42.55,R,ugm-3 (FIDAS),30.944,R,ugm-3 (Ref.eq)
230,10-01-2019,15:00,40.8,R,ugm-3 (FIDAS),28.821,R,ugm-3 (Ref.eq)
231,10-01-2019,16:00,29.15,R,ugm-3 (FIDAS),20.236,R,ugm-3 (Ref.eq)
232,10-01-2019,17:00,33.85,R,ugm-3 (FIDAS),20.896,R,ugm-3 (Ref.eq)
233,10-01-2019,18:00,30.475,R,ugm-3 (FIDAS),22.618,R,ugm-3 (Ref.eq)
234,10-01-2019,19:00,32.475,R,ugm-3 (FIDAS),25.543,R,ugm-3 (Ref.eq)
235,10-01-2019,20:00,34.85,R,ugm-3 (FIDAS),28.514,R,ugm-3 (Ref.eq)
236,10-01-2019,21:00,36.5,R,ugm-3 (FIDAS),29.717,R,ugm-3 (Ref.eq)
237,10-01-2019,22:00,34.9,R,ugm-3 (FIDAS),29.387,R,ugm-3 (Ref.eq)
238,10-01-2019,23:00,31.9,R,ugm-3 (FIDAS),27.17,R,ugm-3 (Ref.eq)
239,10-01-2019,24:00,29.275,R,ugm-3 (FIDAS),25.637,R,ugm-3 (Ref.eq)
240,11-01-2019,01:00,23.75,R,ugm-3 (FIDAS),20.896,R,ugm-3 (Ref.eq)
241,11-01-2019,02:00,18.325,R,ugm-3 (FIDAS),15.472,R,ugm-3 (Ref.eq)
242,11-01-2019,03:00,19.125,R,ugm-3 (FIDAS),16.344,R,ugm-3 (Ref.eq)
243,11-01-2019,04:00,18.4,R,ugm-3 (FIDAS),16.297,R,ugm-3 (Ref.eq)
244,11-01-2019,05:00,19.225,R,ugm-3 (FIDAS),17.099,R,ugm-3 (Ref.eq)
245,11-01-2019,06:00,21.95,R,ugm-3 (FIDAS),19.08,R,ugm-3 (Ref.eq)
246,11-01-2019,07:00,21.8,R,ugm-3 (FIDAS),18.632,R,ugm-3 (Ref.eq)
247,11-01-2019,08:00,20.25,R,ugm-3 (FIDAS),17.264,R,ugm-3 (Ref.eq)
248,11-01-2019,09:00,18.375,R,ugm-3 (FIDAS),14.764,R,ugm-3 (Ref.eq)
249,11-01-2019,10:00,20.475,R,ugm-3 (FIDAS),15.071,R,ugm-3 (Ref.eq)
250,11-01-2019,11:00,18.55,R,ugm-3 (FIDAS),13.137,R,ugm-3 (Ref.eq)
251,11-01-2019,12:00,17.65,R,ugm-3 (FIDAS),12.948,R,ugm-3 (Ref.eq)
252,11-01-2019,13:00,18.225,R,ugm-3 (FIDAS),12.948,R,ugm-3 (Ref.eq)
253,11-01-2019,14:00,23.2,R,ugm-3 (FIDAS),14.481,R,ugm-3 (Ref.eq)
254,11-01-2019,15:00,24.225,R,ugm-3 (FIDAS),15.189,R,ugm-3 (Ref.eq)
255,11-01-2019,16:00,22.725,R,ugm-3 (FIDAS),14.717,R,ugm-3 (Ref.eq)
256,11-01-2019,17:00,24.75,R,ugm-3 (FIDAS),16.981,R,ugm-3 (Ref.eq)
257,11-01-2019,18:00,17.6,R,ugm-3 (FIDAS),12.406,R,ugm-3 (Ref.eq)
258,11-01-2019,19:00,15.725,R,ugm-3 (FIDAS),11.533,R,ugm-3 (Ref.eq)
259,11-01-2019,20:00,10.675,R,ugm-3 (FIDAS),7.925,R,ugm-3 (Ref.eq)
260,11-01-2019,21:00,13.7,R,ugm-3 (FIDAS),10.873,R,ugm-3 (Ref.eq)
261,11-01-2019,22:00,13.75,R,ugm-3 (FIDAS),10.92,R,ugm-3 (Ref.eq)
